Rk,Player,Age,Team,Pos,G,GS,MP,FG%,avgDistance,2P (% of FGA),0-3 (% of FGA),3-10 (% of FGA),10-16 (% of FGA),16-3P (% of FGA),3P (% of FGA),2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
1,Kevin Durant,25,OKC,SF,81,81,3122,0.503,13.8,0.709,0.223,0.15,0.191,0.145,0.291,0.549,0.798,0.417,0.441,0.445,0.391,0.447,0.557,0.088,146,0.053,0.423,1,0,MVP-1ASNBA1,duranke01
2,Monta Ellis,28,DAL,SG,82,82,3023,0.451,11.8,0.836,0.317,0.16,0.103,0.257,0.164,0.474,0.615,0.377,0.409,0.387,0.33,0.268,0.841,0.015,18,0.23,0.542,1,0,,ellismo01
3,DeMar DeRozan,24,TOR,SG,79,79,3017,0.429,14.2,0.851,0.153,0.154,0.182,0.362,0.149,0.451,0.712,0.392,0.395,0.395,0.305,0.465,0.844,0.028,38,0.433,0.385,0,0,AS,derozde01
4,Carmelo Anthony,29,NYK,PF,77,77,2982,0.452,15.2,0.747,0.191,0.078,0.199,0.279,0.253,0.469,0.589,0.32,0.443,0.447,0.402,0.292,0.713,0.022,34,0.08,0.364,5,0,MVP-15AS,anthoca01
5,John Wall,23,WAS,PG,82,82,2980,0.433,14.4,0.77,0.267,0.079,0.086,0.338,0.23,0.458,0.669,0.248,0.348,0.367,0.351,0.176,0.657,0.032,43,0.133,0.293,1,0,AS,walljo01
6,Nicolas Batum,25,POR,SF,82,82,2956,0.465,16.9,0.509,0.219,0.055,0.077,0.159,0.491,0.566,0.76,0.378,0.444,0.423,0.361,0.542,0.903,0.061,43,0.251,0.366,1,0,,batumni01
7,Damian Lillard,23,POR,PG,82,82,2937,0.424,15.1,0.575,0.289,0.1,0.055,0.13,0.425,0.447,0.512,0.29,0.389,0.447,0.394,0.269,0.596,0.021,22,0.094,0.442,1,0,ASNBA3,lillada01
8,LeBron James,29,MIA,PF,77,77,2902,0.567,11.4,0.774,0.399,0.123,0.084,0.168,0.226,0.622,0.796,0.554,0.404,0.366,0.379,0.395,0.534,0.101,134,0.144,0.568,0,0,MVP-2DPOY-6ASNBA1,jamesle01
9,Paul George,23,IND,SF,80,80,2898,0.424,15.8,0.633,0.208,0.084,0.15,0.191,0.367,0.458,0.597,0.36,0.402,0.392,0.364,0.362,0.775,0.055,69,0.192,0.49,5,0,MVP-9DPOY-7ASNBA3,georgpa01
10,DeAndre Jordan,25,LAC,C,82,82,2870,0.676,2.1,1,0.817,0.179,0.004,0,0,0.676,0.717,0.489,0.5,,,0.744,,0.536,245,,,0,0,DPOY-3,jordade01
11,Klay Thompson,23,GSW,SG,81,81,2868,0.444,17.2,0.575,0.135,0.088,0.15,0.202,0.425,0.464,0.641,0.378,0.376,0.449,0.417,0.622,0.946,0.01,11,0.31,0.458,3,0,,thompkl01
12,Blake Griffin,24,LAC,PF,80,80,2863,0.528,8.8,0.968,0.407,0.218,0.076,0.267,0.032,0.537,0.743,0.402,0.398,0.372,0.273,0.649,0.833,0.142,176,0.364,0.438,1,0,MVP-3ASNBA2,griffbl01
13,Kyle Lowry,27,TOR,PG,79,79,2862,0.423,16.4,0.537,0.188,0.162,0.062,0.126,0.463,0.46,0.611,0.417,0.328,0.353,0.38,0.281,0.637,0,0,0.112,0.357,2,1,,lowryky01
14,Stephen Curry,25,GSW,PG,78,78,2846,0.471,18.1,0.555,0.139,0.095,0.077,0.245,0.445,0.509,0.625,0.412,0.557,0.466,0.424,0.197,0.456,0.004,4,0.115,0.437,5,0,MVP-6ASNBA2,curryst01
15,Joakim Noah,28,CHI,C,80,80,2820,0.475,6.3,0.998,0.516,0.258,0.041,0.183,0.003,0.476,0.581,0.345,0.333,0.397,0,0.637,,0.07,52,0.5,0,1,0,MVP-4DPOY-1ASNBA1,noahjo01
16,Jeff Green,27,BOS,SF,82,82,2805,0.412,14.6,0.662,0.244,0.148,0.088,0.182,0.338,0.448,0.647,0.376,0.252,0.333,0.341,0.458,0.867,0.044,46,0.27,0.393,5,0,,greenje02
17,Gordon Hayward,23,UTA,SF,77,77,2800,0.413,15.1,0.729,0.209,0.131,0.093,0.296,0.271,0.453,0.625,0.281,0.438,0.413,0.304,0.402,0.894,0.038,38,0.246,0.275,0,0,,haywago01
18,Kevin Love,25,MIN,PF,77,77,2797,0.457,14.3,0.645,0.253,0.167,0.091,0.134,0.355,0.502,0.669,0.412,0.354,0.4,0.376,0.572,0.858,0.023,31,0.095,0.396,5,0,MVP-11ASNBA2,loveke01
19,Chandler Parsons,25,HOU,SF,74,74,2783,0.472,12.6,0.644,0.333,0.183,0.064,0.064,0.356,0.528,0.644,0.42,0.429,0.333,0.37,0.527,0.946,0.061,53,0.214,0.427,0,0,,parsoch01
