Rk,Player,Age,Team,Pos,G,GS,MP,FG%,avgDistance,2P (% of FGA),0-3 (% of FGA),3-10 (% of FGA),10-16 (% of FGA),16-3P (% of FGA),3P (% of FGA),2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
26,Sam Cassell,30,MIL,PG,81,81,2899,0.466,13.4,0.923,0.158,0.111,0.379,0.274,0.077,0.481,0.589,0.4,0.459,0.48,0.289,0.237,0.615,0,0,0.189,0.471,3,0,,cassesa01
27,Stephon Marbury,22,NJN,PG,74,74,2881,0.432,14,0.823,0.336,0.109,0.108,0.27,0.177,0.464,0.544,0.424,0.345,0.428,0.283,0.26,0.47,0.01,10,0.064,0.2,5,0,NBA3,marbust01
28,Chris Webber,26,SAC,PF,75,75,2880,0.483,11.1,0.939,0.222,0.26,0.185,0.272,0.061,0.496,0.729,0.413,0.387,0.461,0.284,0.591,0.778,0.097,137,0.032,0.667,2,0,MVP-9ASNBA3,webbech01
29,Tim Duncan,23,SAS,PF,74,74,2875,0.49,8.7,0.991,0.249,0.376,0.241,0.125,0.009,0.494,0.63,0.442,0.453,0.456,0.091,0.545,1,0.067,73,0.182,0.5,3,0,MVP-5ASNBA1,duncati01
30,Eric Snow,26,PHI,PG,82,80,2866,0.43,12.5,0.925,0.213,0.176,0.256,0.28,0.075,0.446,0.638,0.286,0.333,0.503,0.244,0.561,1,0.007,3,0.089,0.5,0,0,,snower01
31,Allen Iverson,24,PHI,SG,70,70,2853,0.421,12.7,0.849,0.257,0.162,0.162,0.268,0.151,0.435,0.711,0.178,0.307,0.402,0.341,0.473,0.787,0.009,14,0.142,0.432,0,0,MVP-7ASNBA2,iversal01
32,Vin Baker,28,SEA,C,79,75,2849,0.455,10.3,0.993,0.247,0.292,0.146,0.307,0.007,0.457,0.609,0.439,0.279,0.435,0.25,0.613,1,0.026,28,0,,0,0,,bakervi01
33,Rasheed Wallace,25,POR,PF,81,77,2845,0.519,10.9,0.952,0.307,0.24,0.136,0.269,0.048,0.537,0.71,0.45,0.444,0.463,0.16,0.747,1,0.166,148,0.1,0,3,0,AS,wallara01
34,Clifford Robinson,33,PHO,SF,80,67,2839,0.464,13.8,0.716,0.206,0.208,0.158,0.144,0.284,0.501,0.66,0.382,0.444,0.509,0.37,0.729,0.983,0.033,36,0.191,0.468,0,0,DPOY-8,robincl02
35,Jamal Mashburn,27,MIA,SF,76,76,2828,0.445,14.7,0.76,0.155,0.155,0.201,0.249,0.24,0.458,0.65,0.358,0.408,0.441,0.403,0.462,0.991,0.007,8,0.403,0.482,0,0,,mashbja01
36,Eddie Jones,28,CHH,SG,72,72,2807,0.427,15.7,0.695,0.226,0.081,0.144,0.244,0.305,0.45,0.632,0.363,0.311,0.392,0.375,0.534,0.961,0.04,41,0.229,0.346,0,0,DPOY-3ASNBA3,jonesed02
37,Keith Van Horn,24,NJN,PF,80,80,2782,0.445,12.1,0.819,0.302,0.237,0.119,0.16,0.181,0.462,0.645,0.359,0.293,0.393,0.368,0.512,1,0.08,93,0.206,0.404,1,0,,vanhoke01
38,Steve Francis,22,HOU,PG,77,77,2776,0.445,14.1,0.722,0.332,0.114,0.09,0.187,0.278,0.483,0.644,0.236,0.29,0.44,0.345,0.303,0.411,0.094,96,0.103,0.406,1,0,ROY-1,francst01
39,Grant Hill,27,DET,SF,74,74,2776,0.489,11.8,0.931,0.341,0.108,0.21,0.273,0.069,0.5,0.658,0.379,0.359,0.459,0.347,0.323,0.882,0.056,70,0.112,0.364,2,0,MVP-8ASNBA2,hillgr01
40,Alan Henderson,27,ATL,PF,82,82,2775,0.461,8.4,0.989,0.378,0.295,0.233,0.083,0.011,0.465,0.662,0.347,0.323,0.39,0.1,0.556,1,0.071,55,0.2,0,0,0,,hendeal01
41,Jim Jackson,29,ATL,SF,79,76,2767,0.411,16,0.755,0.114,0.123,0.214,0.304,0.245,0.418,0.567,0.296,0.364,0.451,0.386,0.5,0.838,0.003,3,0.221,0.537,4,0,,jacksji01
42,Lamar Odom,20,LAC,SF,76,70,2767,0.438,11.1,0.84,0.324,0.304,0.119,0.093,0.16,0.453,0.584,0.412,0.311,0.316,0.36,0.315,0.678,0.035,34,0.079,0.308,3,0,ROY-3,odomla01
43,David Wesley,29,CHH,PG,82,82,2760,0.426,17.3,0.74,0.177,0.034,0.09,0.44,0.26,0.451,0.527,0.219,0.314,0.467,0.355,0.602,0.898,0,0,0.161,0.375,0,0,,wesleda01
44,Jason Williams,24,SAC,PG,81,81,2760,0.373,18.4,0.481,0.202,0.079,0.04,0.159,0.519,0.466,0.553,0.416,0.41,0.394,0.287,0.28,0.352,0.005,4,0.053,0.259,7,0,,willija02
45,Scottie Pippen,34,POR,SF,82,82,2749,0.451,14.7,0.694,0.301,0.087,0.102,0.203,0.306,0.506,0.66,0.227,0.364,0.469,0.327,0.546,0.895,0.056,44,0.259,0.368,0,0,DPOY-8,pippesc01
46,Alonzo Mourning,29,MIA,C,79,78,2748,0.551,9.2,0.997,0.276,0.285,0.255,0.18,0.003,0.553,0.765,0.527,0.404,0.479,0,0.692,,0.147,169,0,,0,0,MVP-3DPOY-1ASNBA2,mournal01
47,Brent Barry,28,SEA,SG,80,74,2726,0.463,17.9,0.436,0.173,0.116,0.045,0.102,0.564,0.529,0.754,0.354,0.375,0.417,0.411,0.595,0.939,0.035,24,0.211,0.452,2,0,,barrybr01
48,Shandon Anderson,26,HOU,SF,82,82,2700,0.473,12.7,0.711,0.38,0.153,0.08,0.098,0.289,0.523,0.669,0.345,0.29,0.421,0.351,0.647,0.962,0.028,20,0.404,0.385,0,0,,andersh01
49,Antonio McDyess,25,DEN,PF,81,81,2698,0.507,9.7,0.998,0.336,0.205,0.286,0.172,0.002,0.508,0.695,0.427,0.408,0.404,0,0.787,,0.131,143,0,,1,0,,mcdyean01
50,Steve Smith,30,POR,SG,82,81,2689,0.467,14.7,0.732,0.216,0.157,0.163,0.197,0.268,0.492,0.649,0.411,0.435,0.429,0.398,0.481,0.833,0.016,14,0.295,0.465,5,0,,smithst01
51,Horace Grant,34,SEA,PF,76,76,2688,0.444,14.3,0.993,0.147,0.097,0.142,0.608,0.007,0.447,0.625,0.414,0.282,0.448,0,0.842,,0.018,10,0.25,0,0,0,,grantho01
52,Othella Harrington,26,VAN,PF,82,82,2677,0.506,7.4,0.998,0.272,0.414,0.247,0.064,0.002,0.507,0.69,0.488,0.371,0.377,0,0.643,,0.023,16,0,,0,0,,harriot01
53,Jason Kidd,26,PHO,PG,67,67,2616,0.409,14.8,0.806,0.233,0.102,0.129,0.343,0.194,0.427,0.623,0.299,0.318,0.372,0.337,0.361,0.875,0.002,2,0.163,0.407,1,0,MVP-11DPOY-8ASNBA1,kiddja01
54,Kenny Anderson,29,BOS,PG,82,82,2593,0.44,13.7,0.777,0.219,0.166,0.162,0.229,0.223,0.456,0.495,0.409,0.375,0.509,0.386,0.287,0.824,0,0,0.105,0.391,0,0,,anderke01
55,Darrell Armstrong,31,ORL,PG,82,82,2590,0.433,16.9,0.64,0.197,0.055,0.133,0.256,0.36,0.485,0.577,0.311,0.389,0.5,0.34,0.331,0.577,0.02,19,0.112,0.311,2,0,MVP-13,armstda01
56,Terrell Brandon,29,MIN,PG,71,71,2587,0.466,16.3,0.873,0.142,0.06,0.178,0.493,0.127,0.476,0.568,0.413,0.405,0.482,0.402,0.45,0.849,0.001,1,0.121,0.438,6,0,,brandte01
57,Paul Pierce,22,BOS,SF,73,72,2583,0.442,13.9,0.745,0.214,0.156,0.142,0.234,0.255,0.476,0.643,0.374,0.404,0.436,0.343,0.495,0.938,0.055,57,0.229,0.313,0,0,,piercpa01
58,Avery Johnson,34,SAS,PG,82,82,2571,0.473,10.1,0.989,0.356,0.209,0.119,0.305,0.011,0.477,0.594,0.404,0.366,0.432,0.111,0.421,1,0.001,1,0.444,0,1,0,,johnsav01
59,David Robinson,34,SAS,C,80,80,2557,0.512,8.6,0.998,0.347,0.215,0.279,0.156,0.002,0.513,0.715,0.347,0.406,0.484,0,0.712,,0.112,106,0.5,0,0,0,ASNBA3,robinda01
60,Elden Campbell,31,CHH,C,78,77,2538,0.446,8.4,0.993,0.281,0.388,0.251,0.072,0.007,0.45,0.618,0.401,0.346,0.417,0,0.735,,0.086,65,0.167,0,0,0,,campbel01
61,Glen Rice,32,LAL,SF,80,80,2530,0.43,15.9,0.766,0.127,0.147,0.157,0.336,0.234,0.449,0.613,0.34,0.396,0.459,0.367,0.599,0.952,0.023,20,0.148,0.265,0,0,,ricegl01
62,Kobe Bryant,21,LAL,SG,66,62,2524,0.468,12.8,0.878,0.25,0.17,0.194,0.265,0.122,0.489,0.706,0.358,0.397,0.435,0.319,0.429,0.652,0.072,82,0.069,0.2,2,0,MVP-12DPOY-5ASNBA2,bryanko01
63,Cuttino Mobley,24,HOU,SG,81,8,2496,0.43,14.6,0.713,0.309,0.118,0.078,0.208,0.287,0.46,0.602,0.35,0.241,0.393,0.356,0.36,0.837,0.04,39,0.161,0.362,4,0,6MOY-2,moblecu01
64,Michael Olowokandi,24,LAC,C,80,77,2493,0.437,8.1,1,0.168,0.541,0.261,0.03,0,0.437,0.693,0.425,0.299,0.391,,0.536,,0.066,45,,,0,0,,olowomi01
65,Shawn Kemp,30,CLE,C,82,82,2492,0.417,8.5,0.995,0.408,0.205,0.159,0.222,0.005,0.418,0.552,0.265,0.319,0.384,0.333,0.703,0.5,0.084,93,0,,1,0,,kempsh01
66,Antonio Davis,31,TOR,C,79,78,2479,0.44,8.5,1,0.386,0.301,0.228,0.086,0,0.44,0.596,0.35,0.315,0.377,,0.687,,0.125,83,,,0,0,,davisan01
67,Tracy McGrady,20,TOR,SF,79,34,2462,0.451,11.9,0.936,0.308,0.16,0.183,0.285,0.064,0.463,0.627,0.337,0.36,0.421,0.277,0.59,0.833,0.107,97,0.138,0.444,2,0,6MOY-3,mcgratr01
68,Mookie Blaylock,32,GSW,PG,73,72,2459,0.391,18.1,0.64,0.115,0.067,0.088,0.37,0.36,0.422,0.677,0.25,0.27,0.41,0.336,0.398,0.673,0,0,0.169,0.314,2,0,,blaylmo01
69,Christian Laettner,30,DET,C,82,82,2443,0.473,11,0.97,0.358,0.174,0.161,0.277,0.03,0.479,0.578,0.432,0.357,0.45,0.292,0.634,0.857,0.032,23,0.125,0.333,0,0,,laettch01
70,Raef LaFrentz,23,DEN,C,81,80,2435,0.446,12.6,0.792,0.304,0.174,0.149,0.165,0.208,0.477,0.742,0.275,0.313,0.352,0.328,0.672,0.95,0.078,65,0.098,0.222,0,0,,lafrera01
71,John Stockton,37,UTA,PG,82,82,2432,0.501,14.1,0.833,0.297,0.081,0.143,0.312,0.167,0.53,0.595,0.288,0.452,0.566,0.355,0.438,0.674,0,0,0.058,0.429,0,0,AS,stockjo01
72,Charles Oakley,36,TOR,PF,80,80,2431,0.418,17.8,0.927,0.057,0.036,0.061,0.773,0.073,0.424,0.469,0.15,0.382,0.436,0.341,0.932,1,0,0,0.098,0.75,0,0,,oaklech01
73,George Lynch,29,PHI,SF,75,75,2416,0.461,9.8,0.944,0.348,0.222,0.189,0.185,0.056,0.464,0.696,0.28,0.262,0.454,0.417,0.66,0.933,0.047,28,0.361,0.538,1,0,,lynchge01
74,Mitch Richmond,34,WAS,SG,74,69,2397,0.426,15.3,0.77,0.161,0.098,0.175,0.336,0.23,0.438,0.598,0.35,0.337,0.44,0.386,0.528,0.871,0.002,2,0.178,0.465,0,0,,richmmi01
75,Malik Sealy,29,MIN,SF,82,61,2392,0.476,13,0.955,0.244,0.121,0.194,0.397,0.045,0.485,0.584,0.383,0.457,0.468,0.286,0.773,0.9,0.04,27,0.6,0.286,1,0,,sealyma01
76,Ron Mercer,23,2TM,SG,68,68,2377,0.426,13.2,0.956,0.256,0.122,0.166,0.411,0.044,0.431,0.52,0.311,0.324,0.455,0.313,0.555,0.933,0.046,41,0.375,0.278,1,0,,mercero01
77,Ron Mercer,23,DEN,SG,37,37,1408,0.444,13.2,0.936,0.27,0.127,0.142,0.397,0.064,0.449,0.527,0.321,0.356,0.469,0.385,0.506,0.933,0.047,24,0.385,0.333,1,0,,mercero01
78,Ron Mercer,23,ORL,SG,31,31,969,0.402,13.2,0.981,0.239,0.115,0.197,0.429,0.019,0.41,0.509,0.296,0.293,0.438,0,0.622,,0.045,17,0.333,0,0,0,,mercero01
79,Vlade Divac,31,SAC,C,82,81,2374,0.503,8.8,0.966,0.352,0.351,0.063,0.2,0.034,0.511,0.68,0.433,0.333,0.405,0.269,0.578,0.714,0.05,37,0.115,0.667,1,0,,divacvl01
80,Damon Stoudamire,26,POR,PG,78,78,2372,0.432,16,0.763,0.201,0.109,0.093,0.36,0.237,0.449,0.539,0.361,0.373,0.444,0.377,0.382,0.8,0,0,0.179,0.421,1,0,,stoudda01
81,Lamond Murray,26,CLE,SF,74,72,2365,0.451,13,0.864,0.279,0.104,0.134,0.346,0.136,0.465,0.613,0.425,0.321,0.414,0.367,0.631,0.882,0.095,86,0.353,0.388,0,0,,murrala01
82,Kendall Gill,31,NJN,SF,76,75,2355,0.414,13.9,0.918,0.287,0.076,0.116,0.439,0.082,0.428,0.613,0.192,0.342,0.371,0.256,0.628,0.95,0.047,45,0.218,0.176,0,0,DPOY-8,gillke01
83,Derrick Coleman,32,CHH,PF,74,64,2347,0.456,12,0.856,0.21,0.224,0.273,0.149,0.144,0.471,0.718,0.42,0.378,0.37,0.362,0.714,0.882,0.073,68,0.121,0.353,0,0,,colemde01
84,Bo Outlaw,28,ORL,PF,82,55,2326,0.602,5.9,0.991,0.59,0.295,0.059,0.047,0.009,0.607,0.755,0.42,0.2,0.438,0,0.525,,0.186,60,0,,1,0,DPOY-8,outlabo01
85,Larry Hughes,21,2TM,SG,82,37,2324,0.4,12.3,0.891,0.191,0.214,0.255,0.232,0.109,0.421,0.703,0.314,0.305,0.414,0.232,0.519,0.828,0.046,50,0.112,0.429,3,0,,hughela01
86,Larry Hughes,21,PHI,SG,50,5,1018,0.416,12.2,0.889,0.221,0.204,0.249,0.215,0.111,0.441,0.745,0.266,0.339,0.414,0.216,0.481,0.818,0.056,26,0.098,0.8,3,0,,hughela01
87,Larry Hughes,21,GSW,SG,32,32,1306,0.389,12.5,0.892,0.171,0.22,0.258,0.243,0.108,0.407,0.667,0.344,0.282,0.413,0.243,0.546,0.833,0.039,24,0.122,0.222,0,0,,hughela01
88,Tyrone Nesby,24,LAC,SG,73,39,2317,0.398,15.3,0.693,0.217,0.144,0.138,0.193,0.307,0.426,0.668,0.258,0.294,0.373,0.335,0.559,0.83,0.056,41,0.181,0.275,1,0,,nesbyty01
89,Dan Majerle,34,MIA,SG,69,69,2308,0.403,19.9,0.28,0.152,0.057,0.021,0.05,0.72,0.508,0.75,0.208,0.222,0.238,0.362,0.583,0.909,0.005,2,0.217,0.394,0,0,,majerda01
90,P.J. Brown,30,MIA,PF,80,80,2302,0.48,11.3,0.999,0.247,0.167,0.288,0.297,0.001,0.481,0.687,0.33,0.446,0.427,0,0.789,,0.064,41,0,,0,0,,brownpj01
91,Rodney Rogers,28,PHO,PF,82,7,2286,0.486,12.9,0.703,0.36,0.156,0.098,0.09,0.297,0.506,0.625,0.38,0.337,0.43,0.439,0.655,0.983,0.068,50,0.187,0.388,1,0,6MOY-1,rogerro01
92,Larry Johnson,30,NYK,PF,70,68,2281,0.433,11.6,0.733,0.348,0.238,0.109,0.038,0.267,0.469,0.63,0.303,0.366,0.32,0.333,0.469,1,0.011,7,0.431,0.333,0,0,,johnsla02
93,Doug Christie,29,TOR,SG,73,73,2264,0.407,16,0.64,0.216,0.09,0.135,0.199,0.36,0.434,0.545,0.377,0.32,0.414,0.36,0.552,0.919,0.035,24,0.415,0.377,1,0,,chrisdo01
94,Anfernee Hardaway,28,PHO,SG,60,60,2253,0.474,12.4,0.872,0.293,0.159,0.182,0.238,0.128,0.496,0.645,0.409,0.386,0.453,0.324,0.501,0.848,0.038,29,0.118,0.25,0,0,,hardaan01
95,Jamie Feick,25,NJN,C,81,17,2241,0.428,12.6,0.993,0.246,0.229,0.085,0.433,0.007,0.424,0.587,0.268,0.278,0.443,1,0.669,1,0.035,14,1,1,0,0,,feickja01
96,Metta World Peace,20,CHI,SF,72,63,2238,0.407,14.1,0.748,0.369,0.094,0.082,0.204,0.252,0.438,0.568,0.268,0.242,0.361,0.314,0.518,0.917,0.04,27,0.283,0.278,2,0,,artesro01
97,Maurice Taylor,23,LAC,PF,62,60,2227,0.464,11.4,0.992,0.23,0.206,0.275,0.28,0.008,0.466,0.643,0.397,0.401,0.437,0.125,0.477,0,0.063,56,0.375,0,0,0,,tayloma01
98,Mario Elie,36,SAS,SF,79,79,2217,0.427,15.7,0.593,0.239,0.127,0.088,0.14,0.407,0.446,0.505,0.379,0.4,0.438,0.398,0.678,0.946,0.015,7,0.36,0.388,0,0,,eliema01
99,Bob Sura,26,CLE,SG,73,45,2216,0.437,14.1,0.593,0.353,0.09,0.048,0.102,0.407,0.484,0.594,0.356,0.308,0.301,0.367,0.581,0.811,0.01,8,0.157,0.327,1,0,,surabo01
100,Derek Anderson,25,LAC,SG,64,58,2201,0.438,14.6,0.793,0.25,0.085,0.183,0.276,0.207,0.472,0.656,0.329,0.382,0.409,0.309,0.438,0.764,0.066,53,0.208,0.405,3,0,,anderde01
101,Mark Jackson,34,IND,PG,81,81,2190,0.432,14.4,0.612,0.151,0.319,0.086,0.056,0.388,0.45,0.605,0.429,0.327,0.344,0.403,0.287,0.944,0,0,0.072,0.375,1,0,,jacksma01
102,Rod Strickland,33,WAS,PG,69,67,2188,0.429,10.6,0.972,0.261,0.206,0.259,0.247,0.028,0.44,0.568,0.363,0.365,0.447,0.048,0.282,1,0,0,0.095,0,0,0,,stricro02
103,Wally Szczerbiak,22,MIN,SF,73,53,2171,0.511,13.1,0.883,0.269,0.127,0.154,0.333,0.117,0.531,0.7,0.494,0.417,0.462,0.359,0.748,0.964,0.051,31,0.308,0.417,0,0,,szczewa02
104,Jason Caffey,26,GSW,PF,71,56,2159,0.479,7,0.997,0.409,0.376,0.167,0.044,0.003,0.48,0.674,0.327,0.389,0.333,0,0.647,,0.123,74,0,,1,0,,caffeja01
105,Tyrone Hill,31,PHI,PF,68,65,2155,0.485,6.8,0.998,0.38,0.373,0.212,0.034,0.002,0.485,0.715,0.339,0.367,0.273,0,0.695,,0.043,28,0,,0,0,,hillty01
106,Jeff Hornacek,36,UTA,SG,77,77,2133,0.492,15.2,0.81,0.187,0.14,0.133,0.35,0.19,0.495,0.544,0.412,0.423,0.529,0.478,0.716,0.894,0,0,0.159,0.682,1,1,,hornaje01
107,Ervin Johnson,32,MIL,C,80,74,2129,0.516,6.2,0.996,0.53,0.341,0.1,0.025,0.004,0.518,0.642,0.453,0.143,0.286,0,0.535,,0.129,32,1,0,0,0,,johnser02
108,Dale Davis,30,IND,C,74,72,2127,0.502,6,1,0.44,0.354,0.176,0.03,0,0.502,0.679,0.352,0.387,0.333,,0.619,,0.163,95,,,0,0,AS,davisda01
109,George McCloud,32,DEN,SF,78,11,2118,0.417,18.1,0.556,0.165,0.06,0.088,0.245,0.444,0.448,0.571,0.421,0.411,0.385,0.378,0.61,0.916,0.005,3,0.307,0.437,1,0,,mccloge01
110,Jerome Williams,26,DET,PF,82,1,2102,0.564,6.1,0.993,0.671,0.243,0.044,0.035,0.007,0.567,0.68,0.342,0.25,0.375,0,0.588,,0.164,71,0.667,0,0,0,6MOY-5,willije01
111,Ruben Patterson,24,SEA,SF,81,74,2097,0.536,7.1,0.959,0.53,0.266,0.07,0.094,0.041,0.539,0.691,0.369,0.261,0.371,0.444,0.573,0.917,0.165,104,0.333,0.667,1,0,,patteru01
112,Howard Eisley,27,UTA,PG,82,5,2096,0.418,17,0.759,0.136,0.068,0.138,0.416,0.241,0.434,0.511,0.435,0.29,0.456,0.368,0.532,0.717,0,0,0.141,0.348,0,0,,eisleho01
113,Nick Anderson,32,SAC,SG,72,72,2094,0.391,17.7,0.492,0.111,0.165,0.069,0.147,0.508,0.452,0.644,0.419,0.407,0.365,0.332,0.638,0.947,0.01,7,0.196,0.321,5,0,,anderni01
114,Andre Miller,23,CLE,PG,82,36,2093,0.449,9,0.935,0.389,0.236,0.162,0.148,0.065,0.466,0.595,0.36,0.361,0.411,0.204,0.28,0.6,0.004,2,0.041,0,1,0,ROY-4,millean02
115,Tim Thomas,22,MIL,SF,80,1,2093,0.461,12.9,0.758,0.29,0.174,0.169,0.126,0.242,0.497,0.674,0.435,0.331,0.4,0.346,0.627,0.952,0.1,68,0.374,0.382,1,0,,thomati01
116,Isaiah Rider,28,ATL,SG,60,47,2084,0.419,14.9,0.832,0.144,0.117,0.244,0.327,0.168,0.441,0.643,0.328,0.328,0.476,0.311,0.392,0.714,0.018,17,0.039,0.429,0,0,,rideris01
117,Anthony Peeler,30,MIN,SG,82,22,2073,0.436,17.5,0.648,0.153,0.054,0.074,0.367,0.352,0.491,0.595,0.462,0.389,0.474,0.333,0.645,0.847,0.015,8,0.318,0.37,0,0,,peelean01
118,Donyell Marshall,26,GSW,PF,64,51,2071,0.394,12.5,0.836,0.28,0.202,0.096,0.257,0.164,0.402,0.6,0.294,0.222,0.338,0.355,0.691,0.98,0.061,49,0.254,0.343,0,0,,marshdo01
119,Cedric Ceballos,30,DAL,SF,69,25,2064,0.446,11.7,0.866,0.356,0.163,0.13,0.218,0.134,0.464,0.636,0.27,0.308,0.422,0.328,0.553,0.932,0.025,23,0.545,0.425,2,0,6MOY-3,cebalce01
