Rk,Player,Age,Team,Pos,G,GS,MP,FG%,avgDistance,2P (% of FGA),0-3 (% of FGA),3-10 (% of FGA),10-16 (% of FGA),16-3P (% of FGA),3P (% of FGA),2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
15,Allen Iverson,30,PHI,PG,72,72,3103,0.447,11.4,0.878,0.295,0.13,0.19,0.262,0.122,0.465,0.549,0.435,0.473,0.379,0.323,0.199,0.667,0.002,3,0.139,0.29,0,0,MVP-10ASNBA3,iversal01
16,Elton Brand,26,LAC,PF,79,79,3099,0.527,9.4,0.998,0.245,0.242,0.346,0.166,0.002,0.527,0.65,0.527,0.494,0.416,0.333,0.595,1,0.042,56,0,,0,0,MVP-7DPOY-10ASNBA2,brandel01
17,Dirk Nowitzki,27,DAL,PF,81,81,3089,0.48,14.4,0.827,0.158,0.099,0.263,0.307,0.173,0.496,0.591,0.419,0.491,0.475,0.406,0.438,0.909,0.017,23,0.063,0.588,5,0,MVP-3ASNBA1,nowitdi01
18,Andre Iguodala,22,PHI,SF,82,82,3086,0.5,9.5,0.77,0.48,0.113,0.08,0.097,0.23,0.543,0.645,0.372,0.364,0.388,0.354,0.622,0.929,0.206,129,0.57,0.411,3,0,DPOY-12,iguodan01
19,Paul Pierce,28,BOS,SF,79,79,3084,0.471,12.6,0.785,0.341,0.068,0.133,0.243,0.215,0.503,0.617,0.232,0.436,0.456,0.354,0.413,0.829,0.036,49,0.121,0.447,2,0,AS,piercpa01
20,Richard Jefferson,25,NJN,SF,78,78,3059,0.493,10.6,0.813,0.437,0.072,0.064,0.241,0.187,0.532,0.629,0.222,0.406,0.483,0.319,0.743,0.917,0.142,121,0.383,0.361,1,0,,jefferi01
21,Ray Allen,30,SEA,SG,78,78,3022,0.454,17.2,0.565,0.145,0.1,0.123,0.197,0.435,0.486,0.628,0.4,0.451,0.447,0.412,0.337,0.751,0.011,16,0.17,0.432,4,0,AS,allenra02
22,Dwight Howard,20,ORL,PF,82,81,3021,0.531,3.3,0.998,0.613,0.294,0.068,0.023,0.002,0.532,0.643,0.402,0.217,0.2,0,0.53,,0.269,214,0,,1,0,,howardw01
23,Cuttino Mobley,30,LAC,SG,79,74,2979,0.426,14.3,0.757,0.218,0.101,0.17,0.268,0.243,0.453,0.532,0.431,0.433,0.411,0.339,0.488,0.952,0.005,5,0.29,0.366,1,0,,moblecu01
24,Jason Kidd,32,NJN,PG,80,80,2975,0.404,17.3,0.564,0.188,0.055,0.08,0.241,0.436,0.445,0.524,0.3,0.431,0.422,0.352,0.379,0.921,0,0,0.225,0.404,4,0,,kiddja01
25,Raja Bell,29,PHO,SG,79,79,2959,0.457,19.4,0.52,0.082,0.04,0.069,0.33,0.48,0.471,0.553,0.351,0.422,0.476,0.442,0.68,0.954,0.005,5,0.361,0.466,1,0,DPOY-13,bellra01
26,Kevin Garnett,29,MIN,PF,76,76,2957,0.526,10.8,0.975,0.263,0.173,0.238,0.301,0.025,0.532,0.668,0.476,0.511,0.464,0.267,0.604,0.75,0.083,96,0.1,0,3,0,DPOY-13AS,garneke01
27,Kirk Hinrich,25,CHI,PG,81,81,2955,0.418,15.8,0.684,0.222,0.054,0.08,0.328,0.316,0.441,0.523,0.362,0.407,0.407,0.37,0.302,0.802,0,0,0.155,0.283,2,0,,hinriki01
28,Mehmet Okur,26,UTA,PF,82,82,2945,0.46,13.3,0.793,0.241,0.156,0.121,0.275,0.207,0.491,0.61,0.364,0.478,0.465,0.342,0.636,0.938,0.023,23,0.017,0.25,1,0,,okurme01
29,Carmelo Anthony,21,DEN,SF,80,80,2941,0.481,10.5,0.903,0.429,0.059,0.077,0.339,0.097,0.506,0.62,0.315,0.364,0.428,0.243,0.613,0.919,0.109,165,0.151,0.261,5,0,NBA3,anthoca01
30,Andre Miller,29,DEN,PG,82,82,2937,0.463,9.4,0.969,0.396,0.114,0.202,0.258,0.031,0.472,0.554,0.444,0.409,0.409,0.185,0.316,0.6,0.001,0,0.111,0.333,10,1,,millean02
31,Chauncey Billups,29,DET,PG,81,81,2925,0.418,17,0.58,0.192,0.041,0.134,0.213,0.42,0.407,0.433,0.415,0.419,0.375,0.433,0.268,0.484,0.001,1,0.144,0.475,0,0,MVP-5ASNBA2,billuch01
32,Mike James,30,TOR,PG,79,79,2925,0.469,14.3,0.689,0.254,0.126,0.061,0.248,0.311,0.481,0.561,0.426,0.32,0.467,0.442,0.17,0.609,0.002,2,0.16,0.475,2,0,,jamesmi01
33,Brad Miller,29,SAC,C,79,79,2923,0.495,13.3,0.9,0.225,0.139,0.083,0.453,0.1,0.507,0.64,0.533,0.438,0.446,0.386,0.715,0.941,0.023,19,0.273,0.417,2,0,,millebr01
34,Stephen Jackson,27,IND,SG,81,81,2910,0.411,14.3,0.705,0.242,0.127,0.114,0.221,0.295,0.439,0.543,0.39,0.389,0.378,0.345,0.462,0.812,0.026,27,0.239,0.358,2,0,,jacksst02
35,Vince Carter,29,NJN,SG,79,79,2906,0.43,12.6,0.758,0.311,0.148,0.09,0.21,0.242,0.459,0.559,0.375,0.353,0.414,0.341,0.441,0.744,0.062,87,0.169,0.371,1,0,AS,cartevi01
36,Tayshaun Prince,25,DET,SF,82,82,2898,0.455,12.3,0.817,0.281,0.131,0.134,0.27,0.183,0.479,0.662,0.42,0.351,0.381,0.35,0.634,0.953,0.084,78,0.536,0.378,1,0,DPOY-13,princta01
37,Chris Webber,32,PHI,PF,75,75,2893,0.434,10.8,0.946,0.257,0.22,0.155,0.313,0.054,0.443,0.568,0.45,0.262,0.425,0.273,0.622,0.81,0.056,73,0.169,0.385,1,0,,webbech01
38,Dwyane Wade,24,MIA,SG,75,75,2892,0.495,9.9,0.946,0.386,0.142,0.132,0.287,0.054,0.513,0.661,0.485,0.366,0.397,0.171,0.334,0.692,0.115,152,0.237,0.167,10,0,MVP-6ASNBA2,wadedw01
39,Ben Wallace,31,DET,C,82,82,2890,0.51,3,0.991,0.753,0.103,0.095,0.041,0.009,0.514,0.606,0.208,0.273,0.158,0,0.646,,0.312,124,0.5,0,0,0,DPOY-1ASNBA2,wallabe01
40,Jason Richardson,25,GSW,SG,75,75,2877,0.446,14.1,0.668,0.254,0.134,0.089,0.191,0.332,0.477,0.668,0.342,0.336,0.382,0.384,0.467,0.77,0.059,78,0.233,0.432,2,0,,richaja01
41,Rashard Lewis,26,SEA,SF,78,77,2876,0.467,14.1,0.679,0.195,0.202,0.139,0.142,0.321,0.507,0.653,0.519,0.356,0.436,0.384,0.452,0.958,0.047,52,0.276,0.431,4,0,,lewisra02
42,Boris Diaw,23,PHO,PF,81,70,2874,0.526,8.4,0.965,0.438,0.154,0.117,0.256,0.035,0.536,0.66,0.45,0.35,0.459,0.267,0.499,1,0.047,40,0.567,0.294,1,0,MIP-1,diawbo01
43,Shane Battier,27,MEM,SF,81,81,2839,0.488,10.6,0.734,0.367,0.18,0.082,0.105,0.266,0.522,0.601,0.429,0.49,0.431,0.394,0.584,0.969,0.023,11,0.715,0.458,1,0,DPOY-10,battish01
44,Richard Hamilton,27,DET,SG,80,80,2825,0.491,12,0.909,0.25,0.095,0.244,0.32,0.091,0.494,0.63,0.492,0.44,0.43,0.458,0.736,1,0.005,6,0.65,0.5,1,0,AS,hamilri01
45,Chris Paul,20,NOK,PG,78,78,2808,0.43,11.3,0.813,0.34,0.153,0.089,0.231,0.187,0.464,0.531,0.428,0.333,0.438,0.282,0.132,0.78,0.013,11,0.096,0.235,2,0,ROY-1,paulch01
46,Jason Terry,28,DAL,PG,80,80,2798,0.47,16.3,0.621,0.154,0.086,0.151,0.231,0.379,0.505,0.592,0.394,0.452,0.524,0.411,0.339,0.842,0.005,5,0.248,0.476,4,0,,terryja01
47,Steve Nash,31,PHO,PG,79,79,2796,0.512,15,0.676,0.233,0.092,0.11,0.241,0.324,0.548,0.703,0.454,0.457,0.475,0.439,0.138,0.473,0,0,0.038,0.385,3,0,MVP-1ASNBA1,nashst01
48,Tim Duncan,29,SAS,PF,80,80,2784,0.484,7.5,0.996,0.321,0.362,0.178,0.135,0.004,0.485,0.705,0.399,0.379,0.331,0.4,0.5,0.5,0.057,65,0.2,1,0,0,MVP-8DPOY-6ASNBA2,duncati01
49,Al Harrington,25,ATL,PF,76,76,2782,0.452,11.2,0.843,0.325,0.12,0.169,0.229,0.157,0.471,0.605,0.32,0.359,0.444,0.346,0.491,0.985,0.04,47,0.34,0.354,0,0,,harrial01
50,Rasheed Wallace,31,DET,PF,80,80,2780,0.43,16.6,0.593,0.133,0.12,0.189,0.151,0.407,0.48,0.613,0.484,0.47,0.373,0.357,0.609,0.981,0.044,38,0.108,0.34,0,0,DPOY-13AS,wallara01
51,Smush Parker,24,LAL,PG,82,82,2773,0.447,14,0.579,0.34,0.073,0.058,0.108,0.421,0.506,0.66,0.351,0.267,0.25,0.366,0.535,0.942,0.065,45,0.238,0.41,3,0,,parkesm01
52,Bruce Bowen,34,SAS,SF,82,82,2755,0.433,16.9,0.543,0.129,0.101,0.095,0.218,0.457,0.44,0.493,0.37,0.392,0.462,0.424,0.734,0.99,0.004,2,0.906,0.446,1,0,DPOY-2,bowenbr01
53,Chris Bosh,21,TOR,C,70,70,2751,0.505,9.7,0.988,0.318,0.162,0.239,0.269,0.012,0.511,0.647,0.398,0.427,0.493,0,0.488,,0.074,76,0.154,0,0,0,AS,boshch01
54,Wally Szczerbiak,28,2TM,SF,72,71,2729,0.487,14.4,0.748,0.216,0.107,0.137,0.288,0.252,0.517,0.708,0.426,0.446,0.44,0.4,0.627,0.833,0.022,21,0.345,0.466,0,0,,szczewa02
55,Wally Szczerbiak,28,MIN,SF,40,40,1555,0.495,14.4,0.758,0.227,0.09,0.139,0.302,0.242,0.523,0.739,0.396,0.402,0.455,0.406,0.65,0.793,0.029,17,0.343,0.49,0,0,,szczewa02
56,Wally Szczerbiak,28,BOS,SF,32,31,1174,0.476,14.5,0.735,0.201,0.13,0.135,0.268,0.265,0.506,0.659,0.455,0.509,0.416,0.393,0.592,0.886,0.012,4,0.348,0.436,0,0,,szczewa02
57,Tony Parker,23,SAS,PG,80,80,2715,0.548,8.7,0.968,0.469,0.133,0.055,0.311,0.032,0.556,0.705,0.444,0.349,0.416,0.306,0.324,0.727,0.002,2,0.278,0.5,0,0,MVP-9AS,parketo01
58,Caron Butler,25,WAS,SF,75,54,2708,0.455,12.6,0.89,0.257,0.155,0.123,0.355,0.11,0.469,0.659,0.351,0.381,0.413,0.342,0.488,0.61,0.045,49,0.15,0.278,3,0,,butleca01
59,Sam Cassell,36,LAC,PG,78,75,2653,0.443,16.1,0.829,0.078,0.083,0.284,0.384,0.171,0.459,0.598,0.413,0.519,0.396,0.368,0.281,0.729,0,0,0.095,0.333,4,0,,cassesa01
60,DeShawn Stevenson,24,ORL,SG,82,82,2648,0.46,10.6,0.981,0.41,0.052,0.078,0.44,0.019,0.466,0.538,0.341,0.393,0.427,0.133,0.655,1,0.058,41,0.133,0.5,3,0,,stevede01
61,Luke Ridnour,24,SEA,PG,79,77,2625,0.418,14.3,0.814,0.176,0.146,0.128,0.363,0.186,0.448,0.482,0.436,0.402,0.452,0.289,0.34,0.651,0,0,0.309,0.283,1,0,,ridnolu01
62,Hedo Türkoğlu,26,ORL,SF,78,59,2615,0.454,15.2,0.677,0.23,0.075,0.139,0.233,0.323,0.478,0.55,0.348,0.443,0.471,0.403,0.38,0.921,0.024,19,0.17,0.542,3,0,,turkohe01
63,Luol Deng,20,CHI,SF,78,56,2604,0.463,10.8,0.918,0.355,0.112,0.117,0.333,0.082,0.481,0.628,0.402,0.384,0.384,0.269,0.691,1,0.044,40,0.705,0.327,2,0,,denglu01
64,Andrei Kirilenko,24,UTA,SF,69,63,2604,0.46,9.4,0.84,0.488,0.09,0.063,0.199,0.16,0.489,0.624,0.227,0.391,0.31,0.308,0.533,0.889,0.1,71,0.111,0.385,0,0,DPOY-3,kirilan01
65,Peja Stojaković,28,2TM,SF,71,71,2601,0.437,16.8,0.603,0.201,0.051,0.069,0.282,0.397,0.461,0.683,0.385,0.271,0.362,0.401,0.625,0.92,0.009,9,0.228,0.489,0,0,,stojape01
66,Peja Stojaković,28,SAC,SF,31,31,1147,0.403,17.4,0.578,0.167,0.052,0.059,0.3,0.422,0.408,0.62,0.364,0.24,0.331,0.397,0.6,0.93,0.005,2,0.223,0.475,0,0,,stojape01
67,Peja Stojaković,28,IND,SF,40,40,1454,0.461,16.1,0.621,0.226,0.051,0.076,0.269,0.379,0.496,0.716,0.4,0.289,0.388,0.404,0.639,0.912,0.012,7,0.231,0.5,0,0,,stojape01
68,Derek Fisher,31,GSW,PG,82,36,2589,0.41,16.9,0.667,0.145,0.095,0.08,0.347,0.333,0.417,0.496,0.333,0.352,0.422,0.397,0.364,0.838,0.001,0,0.305,0.4,0,0,6MOY-16,fishede01
69,Mike Dunleavy,25,GSW,SF,81,68,2578,0.406,15.2,0.681,0.213,0.113,0.093,0.262,0.319,0.462,0.707,0.337,0.395,0.341,0.285,0.677,0.919,0.011,8,0.258,0.343,1,0,,dunlemi02
70,Kyle Korver,24,PHI,SF,82,43,2563,0.43,20.4,0.424,0.071,0.042,0.079,0.233,0.576,0.443,0.519,0.313,0.45,0.441,0.42,0.769,0.962,0.004,3,0.212,0.527,0,0,,korveky01
71,Chris Kaman,23,LAC,C,78,78,2560,0.523,4.6,0.997,0.462,0.411,0.098,0.027,0.003,0.524,0.586,0.507,0.377,0.263,0,0.539,,0.054,35,0,,2,0,,kamanch01
72,Josh Smith,20,ATL,SF,80,73,2559,0.425,11.2,0.858,0.364,0.11,0.093,0.291,0.142,0.444,0.599,0.247,0.292,0.373,0.309,0.641,0.941,0.099,75,0.345,0.289,3,0,,smithjo03
73,T.J. Ford,22,MIL,PG,72,70,2557,0.416,10.3,0.868,0.357,0.143,0.181,0.186,0.132,0.428,0.475,0.336,0.503,0.333,0.337,0.212,0.8,0.01,5,0.337,0.543,1,0,,fordtj01
74,Jamal Crawford,25,NYK,SG,79,27,2555,0.416,15.2,0.667,0.2,0.126,0.121,0.22,0.333,0.452,0.517,0.459,0.415,0.409,0.345,0.223,0.861,0.009,7,0.341,0.4,4,0,6MOY-14,crawfja01
75,Zach Randolph,24,POR,PF,74,71,2545,0.436,9.8,0.955,0.315,0.224,0.117,0.299,0.045,0.443,0.545,0.371,0.34,0.429,0.291,0.481,0.938,0.006,7,0.255,0.429,2,1,,randoza01
76,Bobby Simmons,25,MIL,SF,75,74,2538,0.453,15.2,0.691,0.207,0.066,0.135,0.283,0.309,0.468,0.521,0.415,0.339,0.502,0.42,0.659,0.971,0.015,12,0.364,0.396,0,0,,simmobo01
77,Juwan Howard,32,HOU,PF,80,80,2537,0.459,11.1,0.995,0.214,0.215,0.211,0.355,0.005,0.461,0.505,0.422,0.464,0.456,0,0.706,,0.013,8,0.25,0,2,0,,howarju01
78,David West,25,NOK,PF,74,74,2526,0.512,10,0.989,0.341,0.125,0.178,0.347,0.011,0.514,0.598,0.45,0.451,0.487,0.273,0.641,0.333,0.044,40,0,,0,0,,westda01
79,Troy Murphy,25,GSW,PF,74,74,2516,0.433,12.7,0.784,0.272,0.172,0.074,0.266,0.216,0.464,0.632,0.326,0.355,0.413,0.32,0.6,0.983,0.047,35,0.127,0.261,1,0,,murphtr01
80,Trenton Hassell,26,MIN,SG,77,67,2514,0.464,11.1,0.963,0.269,0.175,0.188,0.33,0.037,0.47,0.572,0.509,0.388,0.414,0.304,0.541,0.714,0.037,23,0.174,0.5,3,0,,hassetr01
81,Udonis Haslem,25,MIA,PF,81,80,2491,0.508,11,0.997,0.298,0.068,0.239,0.393,0.003,0.509,0.716,0.325,0.433,0.431,0,0.803,,0.09,48,0,,1,0,,hasleud01
82,Ben Gordon,22,CHI,SG,80,47,2482,0.422,16.7,0.668,0.167,0.08,0.095,0.326,0.332,0.416,0.448,0.359,0.382,0.423,0.435,0.375,0.693,0.003,4,0.28,0.43,1,0,,gordobe01
83,Nenad Krstić,22,NJN,PF,80,80,2469,0.507,8.3,0.995,0.369,0.226,0.157,0.244,0.005,0.509,0.566,0.457,0.413,0.53,0.25,0.776,1,0.064,51,0,,2,0,,krstine01
84,Jamaal Magloire,27,MIL,C,82,82,2465,0.467,4,1,0.48,0.421,0.062,0.037,0,0.467,0.6,0.375,0.132,0.348,,0.62,,0.107,64,,,0,0,,magloja01
85,Zaza Pachulia,21,ATL,C,78,78,2452,0.451,4.7,0.997,0.596,0.169,0.145,0.087,0.003,0.452,0.53,0.33,0.374,0.288,0,0.55,,0.029,19,0,,0,0,,pachuza01
86,Eddie Jones,34,MEM,SG,75,75,2437,0.404,16.5,0.482,0.216,0.072,0.065,0.129,0.518,0.457,0.59,0.365,0.319,0.355,0.356,0.597,0.94,0.022,13,0.388,0.338,1,0,DPOY-13,jonesed02
87,Rafer Alston,29,HOU,PG,63,63,2431,0.379,15.7,0.577,0.225,0.117,0.041,0.195,0.423,0.418,0.53,0.419,0.233,0.326,0.327,0.174,0.912,0,0,0.212,0.439,1,0,,alstora01
88,Delonte West,22,BOS,PG,71,71,2418,0.487,14.4,0.681,0.314,0.058,0.064,0.244,0.319,0.534,0.614,0.325,0.477,0.497,0.385,0.39,0.905,0.023,16,0.385,0.381,5,1,,westde01
89,Raymond Felton,21,CHA,PG,80,54,2406,0.391,13.7,0.693,0.36,0.061,0.051,0.221,0.307,0.405,0.44,0.37,0.267,0.39,0.358,0.234,0.753,0.015,10,0.129,0.371,8,1,ROY-4,feltora01
90,Steve Francis,28,2TM,SG,70,60,2393,0.435,10.6,0.892,0.374,0.052,0.165,0.301,0.108,0.452,0.556,0.275,0.437,0.361,0.301,0.253,0.56,0.027,21,0.325,0.333,0,0,,francst01
91,Steve Francis,28,ORL,PG,46,45,1734,0.433,11.4,0.878,0.362,0.049,0.158,0.31,0.122,0.457,0.563,0.286,0.429,0.376,0.257,0.251,0.5,0.028,16,0.271,0.263,0,0,,francst01
92,Steve Francis,28,NYK,SG,24,15,659,0.442,9.8,0.932,0.411,0.063,0.184,0.274,0.068,0.435,0.538,0.25,0.457,0.308,0.538,0.26,0.714,0.026,5,0.615,0.5,0,0,,francst01
93,P.J. Brown,36,NOK,C,75,73,2380,0.461,10.5,1,0.285,0.108,0.268,0.34,0,0.461,0.524,0.302,0.391,0.515,,0.773,,0.055,25,,,0,0,DPOY-13,brownpj01
94,David Wesley,35,HOU,SG,71,59,2372,0.403,18.3,0.517,0.16,0.043,0.046,0.267,0.483,0.438,0.578,0.292,0.308,0.4,0.365,0.559,0.929,0,0,0.317,0.36,1,0,,wesleda01
95,Charlie Villanueva,21,TOR,PF,81,36,2361,0.463,10.7,0.772,0.335,0.196,0.143,0.099,0.228,0.503,0.632,0.478,0.343,0.344,0.327,0.556,0.986,0.088,75,0.393,0.333,0,0,ROY-26MOY-20,villach01
96,Eric Snow,32,CLE,PG,82,82,2351,0.409,12.2,0.975,0.263,0.068,0.238,0.406,0.025,0.416,0.495,0.222,0.411,0.401,0.1,0.673,1,0,0,0.2,0.5,1,0,,snower01
97,Brevin Knight,30,CHA,PG,69,67,2351,0.399,12.2,0.983,0.259,0.093,0.153,0.478,0.017,0.402,0.455,0.347,0.322,0.409,0.231,0.318,0.333,0,0,0.077,1,0,0,,knighbr01
98,Andrew Bogut,21,MIL,PF,82,77,2348,0.533,3.4,0.995,0.67,0.196,0.069,0.059,0.005,0.536,0.616,0.387,0.405,0.278,0,0.598,,0.109,61,0,,0,0,ROY-3,bogutan01
99,Luther Head,23,HOU,SG,80,27,2310,0.403,16.5,0.503,0.233,0.059,0.056,0.156,0.497,0.445,0.558,0.378,0.314,0.347,0.361,0.39,0.814,0.005,3,0.361,0.434,1,0,ROY-7,headlu01
100,Deron Williams,21,UTA,PG,80,47,2307,0.421,15,0.728,0.239,0.066,0.086,0.338,0.272,0.423,0.505,0.321,0.391,0.393,0.416,0.472,0.725,0.01,6,0.078,0.588,2,1,ROY-6,willide01
101,Gary Payton,37,MIA,PG,81,25,2305,0.42,14.3,0.58,0.28,0.104,0.077,0.119,0.42,0.517,0.641,0.368,0.286,0.508,0.287,0.409,1,0,0,0.4,0.38,1,0,,paytoga01
102,Kenny Thomas,28,SAC,PF,82,55,2293,0.505,8,0.998,0.475,0.131,0.075,0.318,0.002,0.506,0.676,0.304,0.378,0.365,0,0.721,,0.093,54,0,,0,0,,thomake01
103,Antonio Daniels,30,WAS,SG,80,17,2283,0.418,11.9,0.816,0.295,0.191,0.093,0.238,0.184,0.461,0.679,0.324,0.431,0.313,0.228,0.275,0.696,0.035,18,0.188,0.263,0,0,,daniean01
104,Zydrunas Ilgauskas,30,CLE,C,78,78,2283,0.506,6.9,0.994,0.445,0.255,0.134,0.16,0.006,0.509,0.631,0.41,0.319,0.486,0,0.593,,0.057,47,0,,2,0,,ilgauzy01
105,Mike Miller,25,MEM,SG,74,9,2268,0.466,17.1,0.554,0.226,0.038,0.033,0.257,0.446,0.513,0.657,0.207,0.44,0.441,0.407,0.481,0.877,0.012,8,0.097,0.242,0,0,6MOY-1,millemi01
106,Josh Childress,22,ATL,SF,74,10,2249,0.552,6.6,0.871,0.615,0.107,0.034,0.115,0.129,0.56,0.623,0.407,0.412,0.414,0.492,0.577,1,0.143,71,0.692,0.467,1,0,,childjo01
107,Mark Blount,30,2TM,C,81,55,2240,0.508,9.4,1,0.311,0.199,0.208,0.282,0,0.508,0.645,0.466,0.399,0.469,,0.74,,0.069,49,,,0,0,,blounma01
108,Mark Blount,30,BOS,C,39,25,1083,0.511,8.8,1,0.321,0.232,0.211,0.237,0,0.511,0.639,0.523,0.4,0.422,,0.722,,0.066,23,,,0,0,,blounma01
109,Mark Blount,30,MIN,C,42,30,1157,0.506,10.1,1,0.299,0.164,0.206,0.331,0,0.506,0.651,0.379,0.397,0.504,,0.76,,0.073,26,,,0,0,,blounma01
110,Andrés Nocioni,26,CHI,PF,82,43,2239,0.461,12.8,0.714,0.336,0.084,0.085,0.208,0.286,0.489,0.556,0.429,0.394,0.445,0.391,0.61,1,0.028,21,0.332,0.392,0,0,DPOY-13,nocioan01
111,Tony Battie,29,ORL,C,82,82,2215,0.507,8.6,0.989,0.313,0.245,0.261,0.17,0.011,0.513,0.676,0.43,0.479,0.383,0,0.718,,0.125,63,0,,1,0,,battito01
112,Metta World Peace,26,2TM,SF,56,56,2207,0.404,13.3,0.708,0.286,0.098,0.083,0.241,0.292,0.443,0.597,0.365,0.319,0.335,0.308,0.371,0.654,0.015,11,0.206,0.25,3,0,DPOY-4,artesro01
113,Metta World Peace,26,IND,SF,16,16,603,0.46,11.9,0.772,0.388,0.089,0.068,0.228,0.228,0.497,0.62,0.333,0.313,0.407,0.333,0.396,0.722,0.03,5,0.278,0.267,0,0,,artesro01
114,Metta World Peace,26,SAC,SF,40,40,1604,0.383,14.8,0.684,0.248,0.102,0.089,0.246,0.316,0.42,0.583,0.375,0.321,0.31,0.302,0.359,0.633,0.01,6,0.186,0.243,3,0,,artesro01
115,Antoine Walker,29,MIA,PF,82,19,2199,0.435,12.8,0.573,0.329,0.194,0.027,0.024,0.427,0.493,0.58,0.391,0.292,0.364,0.358,0.343,0.964,0.011,8,0.159,0.377,0,0,6MOY-11,walkean02
116,Stephon Marbury,28,NYK,PG,60,60,2193,0.451,10.5,0.866,0.415,0.115,0.063,0.273,0.134,0.472,0.505,0.416,0.388,0.464,0.317,0.218,0.758,0.001,1,0.144,0.2,1,0,,marbust01
117,Drew Gooden,24,CLE,PF,79,79,2174,0.512,6.2,0.995,0.492,0.233,0.155,0.115,0.005,0.513,0.611,0.382,0.446,0.453,0.333,0.583,1,0.118,70,0.667,0.5,0,0,,goodedr01
118,Primož Brezec,26,CHA,C,79,79,2165,0.517,9.9,0.997,0.341,0.134,0.177,0.345,0.003,0.518,0.656,0.509,0.457,0.418,0,0.682,,0.03,22,0,,0,0,,brezepr01
119,Chris Duhon,23,CHI,PG,74,38,2155,0.4,16.7,0.483,0.264,0.065,0.035,0.119,0.517,0.442,0.486,0.429,0.316,0.391,0.36,0.261,0.83,0,0,0.248,0.478,5,0,,duhonch01
