Rk,Player,Age,Team,Pos,G,GS,MP,FG%,avgDistance,2P (% of FGA),0-3 (% of FGA),3-10 (% of FGA),10-16 (% of FGA),16-3P (% of FGA),3P (% of FGA),2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
41,Boris Diaw,26,PHO,PF,22,0,538,0.567,9,0.901,0.39,0.27,0.05,0.191,0.099,0.591,0.727,0.553,0.429,0.407,0.357,0.467,1,0.028,4,0.071,0,1,0,,diawbo01
42,Boris Diaw,26,CHA,PF,59,59,2216,0.495,10.7,0.775,0.371,0.197,0.051,0.156,0.225,0.517,0.594,0.466,0.447,0.422,0.419,0.591,0.986,0.015,10,0.108,0.5,0,0,,diawbo01
43,Mike Bibby,30,ATL,PG,79,79,2740,0.435,19.9,0.574,0.075,0.055,0.038,0.407,0.426,0.468,0.707,0.455,0.474,0.425,0.39,0.419,0.958,0,0,0.157,0.403,0,0,,bibbymi01
44,Wilson Chandler,21,NYK,SF,82,70,2735,0.432,14,0.702,0.255,0.124,0.105,0.217,0.298,0.476,0.595,0.443,0.405,0.389,0.328,0.452,0.951,0.042,40,0.325,0.392,4,0,,chandwi01
45,Jarrett Jack,25,IND,SG,82,53,2716,0.453,13.6,0.741,0.253,0.141,0.104,0.243,0.259,0.487,0.537,0.442,0.506,0.454,0.353,0.289,0.923,0.002,2,0.326,0.347,1,0,,jackja01
46,Emeka Okafor,26,CHA,C,82,81,2691,0.561,3.8,1,0.605,0.238,0.13,0.027,0,0.561,0.685,0.375,0.38,0.286,,0.737,,0.192,135,,,0,0,,okafoem01
47,Eric Gordon,20,LAC,SG,78,65,2677,0.456,14.5,0.626,0.332,0.059,0.05,0.185,0.374,0.496,0.589,0.34,0.267,0.443,0.389,0.525,0.893,0.037,30,0.136,0.522,4,0,ROY-5,gordoer01
48,Gerald Wallace,26,CHA,SF,71,71,2669,0.48,6.4,0.838,0.665,0.064,0.014,0.096,0.162,0.515,0.557,0.404,0.273,0.333,0.298,0.491,0.974,0.075,59,0.634,0.289,0,0,,wallage01
49,Russell Westbrook,20,OKC,PG,82,65,2668,0.398,9.5,0.882,0.422,0.116,0.149,0.195,0.118,0.415,0.476,0.323,0.362,0.379,0.271,0.252,0.514,0.064,59,0.109,0.357,3,0,ROY-4,westbru01
50,Al Thornton,25,LAC,SF,71,67,2654,0.446,10.8,0.925,0.352,0.111,0.14,0.322,0.075,0.462,0.611,0.41,0.333,0.373,0.253,0.572,0.9,0.076,74,0.089,0,4,0,,thornal01
51,Rajon Rondo,22,BOS,PG,80,80,2642,0.505,7,0.937,0.557,0.141,0.084,0.154,0.063,0.518,0.624,0.271,0.375,0.436,0.313,0.313,0.4,0.02,14,0.229,0.182,0,0,DPOY-10,rondora01
52,Anthony Parker,33,TOR,SG,80,71,2637,0.426,16.6,0.68,0.162,0.033,0.111,0.374,0.32,0.442,0.582,0.4,0.369,0.408,0.39,0.502,0.926,0.021,14,0.564,0.456,1,0,,parkean01
53,Mario Chalmers,22,MIA,PG,82,82,2626,0.42,16.1,0.53,0.254,0.101,0.044,0.131,0.47,0.467,0.482,0.448,0.414,0.471,0.367,0.201,0.895,0.02,10,0.151,0.362,8,0,ROY-11,chalmma01
54,Rasual Butler,29,NOH,SF,82,74,2614,0.433,17.5,0.553,0.143,0.064,0.101,0.245,0.447,0.468,0.67,0.392,0.383,0.406,0.39,0.678,0.929,0.037,29,0.443,0.459,2,0,,butlera01
55,Ryan Gomes,26,MIN,SF,82,76,2614,0.431,15,0.707,0.208,0.084,0.137,0.278,0.293,0.456,0.611,0.232,0.368,0.45,0.372,0.618,0.991,0.007,7,0.396,0.398,6,0,,gomesry01
56,Ronnie Brewer,23,UTA,SF,81,80,2605,0.508,9.5,0.897,0.517,0.037,0.047,0.296,0.103,0.537,0.645,0.355,0.333,0.404,0.259,0.727,1,0.171,128,0.035,0,4,0,,brewero02
57,Yao Ming,28,HOU,C,77,77,2589,0.548,6.4,0.999,0.332,0.4,0.223,0.044,0.001,0.548,0.644,0.53,0.47,0.378,1,0.579,1,0.084,76,0,,0,0,MVP-12ASNBA2,mingya01
58,Caron Butler,28,WAS,SG,67,67,2585,0.453,13.5,0.806,0.282,0.1,0.116,0.308,0.194,0.487,0.641,0.422,0.397,0.401,0.31,0.408,0.431,0.027,29,0.176,0.297,5,0,,butleca01
59,Thaddeus Young,20,PHI,PF,75,71,2580,0.495,9.7,0.829,0.395,0.196,0.095,0.144,0.171,0.526,0.636,0.441,0.341,0.464,0.341,0.597,0.929,0.074,69,0.305,0.38,0,0,,youngth01
60,Udonis Haslem,28,MIA,PF,75,75,2560,0.518,10.8,1,0.288,0.093,0.236,0.383,0,0.518,0.724,0.4,0.441,0.439,,0.838,,0.058,33,,,0,0,,hasleud01
61,Al Harrington,28,2TM,PF,73,56,2546,0.439,14.4,0.612,0.314,0.077,0.087,0.134,0.388,0.487,0.583,0.376,0.371,0.399,0.364,0.313,0.906,0.023,27,0.196,0.37,1,0,,harrial01
62,Al Harrington,28,GSW,PF,5,5,166,0.329,14.9,0.6,0.257,0.114,0.057,0.171,0.4,0.286,0.444,0.25,0,0.167,0.393,0.5,0.909,0.014,1,0.143,0.25,0,0,,harrial01
63,Al Harrington,28,NYK,PF,68,51,2380,0.446,13.9,0.613,0.318,0.074,0.088,0.132,0.387,0.499,0.59,0.388,0.386,0.417,0.362,0.307,0.906,0.024,26,0.199,0.375,1,0,,harrial01
64,Tim Duncan,32,SAS,C,75,75,2524,0.504,8,0.998,0.313,0.333,0.182,0.17,0.002,0.505,0.637,0.463,0.418,0.436,0,0.525,,0.025,26,0,,0,0,MVP-11DPOY-11ASNBA2,duncati01
65,Marc Gasol,24,MEM,C,82,75,2521,0.53,5.8,0.998,0.436,0.371,0.088,0.104,0.002,0.53,0.667,0.433,0.362,0.449,0,0.497,,0.067,39,0,,0,0,ROY-8,gasolma01
66,Rodney Stuckey,22,DET,PG,79,65,2517,0.439,10.3,0.915,0.419,0.081,0.134,0.28,0.085,0.453,0.496,0.514,0.385,0.402,0.295,0.27,0.783,0.005,5,0.103,0,6,0,,stuckro01
67,Nenê,26,DEN,C,77,76,2510,0.604,5,0.993,0.646,0.099,0.08,0.168,0.007,0.607,0.692,0.457,0.421,0.454,0.2,0.752,1,0.212,143,0,,0,0,,hilarne01
68,Mike Conley,21,MEM,PG,82,61,2508,0.442,13.3,0.703,0.318,0.097,0.073,0.215,0.297,0.458,0.522,0.338,0.358,0.452,0.406,0.149,0.955,0.007,5,0.272,0.39,2,0,,conlemi01
69,Deron Williams,24,UTA,PG,68,68,2505,0.471,12.5,0.77,0.34,0.097,0.073,0.26,0.23,0.518,0.6,0.379,0.514,0.465,0.31,0.221,0.486,0.008,7,0.035,0.125,1,0,,willide01
70,Brook Lopez,20,NJN,C,82,75,2501,0.531,5.7,0.998,0.52,0.238,0.118,0.121,0.002,0.532,0.661,0.393,0.35,0.431,0,0.645,,0.164,130,0,,0,0,ROY-3,lopezbr01
71,Roger Mason,28,SAS,SG,82,71,2496,0.425,19.7,0.521,0.096,0.028,0.046,0.35,0.479,0.428,0.468,0.348,0.526,0.41,0.421,0.53,0.759,0.001,1,0.279,0.418,0,0,,masonro01
72,Randy Foye,25,MIN,SG,70,61,2494,0.407,14,0.686,0.276,0.123,0.078,0.208,0.314,0.428,0.491,0.364,0.377,0.402,0.36,0.233,0.766,0.016,15,0.185,0.404,2,0,,foyera01
73,Devin Harris,25,NJN,PG,69,69,2494,0.438,11.7,0.788,0.387,0.068,0.121,0.212,0.212,0.477,0.547,0.549,0.389,0.377,0.291,0.192,0.5,0.002,1,0.055,0.5,3,0,AS,harride01
74,Jason Terry,31,DAL,SG,74,11,2491,0.463,16.7,0.61,0.161,0.072,0.119,0.258,0.39,0.525,0.622,0.5,0.475,0.495,0.366,0.457,0.796,0.008,9,0.265,0.446,1,0,6MOY-1,terryja01
75,Luis Scola,28,HOU,PF,82,82,2488,0.531,7.6,0.996,0.453,0.175,0.126,0.242,0.004,0.533,0.608,0.507,0.455,0.451,0,0.705,,0.01,7,0,,2,0,,scolalu01
76,Steve Nash,34,PHO,PG,74,74,2484,0.503,15.2,0.711,0.165,0.127,0.184,0.235,0.289,0.529,0.671,0.546,0.433,0.495,0.439,0.106,0.361,0,0,0.049,0.417,0,0,,nashst01
77,Troy Murphy,28,IND,PF,73,73,2482,0.475,16.7,0.533,0.232,0.047,0.069,0.185,0.467,0.496,0.629,0.361,0.453,0.38,0.45,0.522,1,0.033,25,0.056,0.45,0,0,,murphtr01
78,Jamal Crawford,28,2TM,PG,65,65,2479,0.41,17.3,0.614,0.139,0.086,0.102,0.288,0.386,0.441,0.585,0.341,0.375,0.425,0.36,0.235,0.704,0,0,0.223,0.398,3,0,,crawfja01
79,Jamal Crawford,28,NYK,SG,11,11,392,0.432,17.2,0.544,0.172,0.071,0.112,0.189,0.456,0.413,0.414,0.333,0.316,0.5,0.455,0.316,0.657,0,0,0.26,0.35,0,0,,crawfja01
80,Jamal Crawford,28,GSW,PG,54,54,2087,0.406,17.3,0.628,0.132,0.089,0.1,0.307,0.372,0.446,0.628,0.342,0.388,0.416,0.338,0.222,0.72,0,0,0.215,0.412,3,0,,crawfja01
81,Shawn Marion,30,2TM,SF,69,68,2470,0.485,6.9,0.933,0.407,0.313,0.165,0.047,0.067,0.506,0.66,0.401,0.392,0.27,0.189,0.653,0.9,0.126,89,0.623,0.182,1,0,,mariosh01
82,Shawn Marion,30,MIA,SF,42,41,1516,0.482,7.1,0.91,0.406,0.305,0.155,0.045,0.09,0.51,0.641,0.412,0.42,0.3,0.2,0.667,0.875,0.139,55,0.675,0.185,0,0,,mariosh01
83,Shawn Marion,30,TOR,SF,27,27,954,0.488,6.7,0.962,0.409,0.325,0.178,0.05,0.038,0.502,0.686,0.387,0.361,0.235,0.154,0.636,1,0.108,34,0.462,0.167,1,0,,mariosh01
84,Tony Parker,26,SAS,PG,72,71,2456,0.506,9.6,0.949,0.394,0.165,0.079,0.31,0.051,0.518,0.645,0.433,0.3,0.457,0.292,0.226,0.895,0,0,0.369,0.333,0,0,MVP-8ASNBA3,parketo01
85,Andrea Bargnani,23,TOR,PF,78,59,2453,0.45,15.1,0.696,0.214,0.108,0.115,0.26,0.304,0.468,0.595,0.388,0.391,0.43,0.409,0.692,0.975,0.047,41,0.01,0,1,0,,bargnan01
86,Metta World Peace,29,HOU,SF,69,55,2452,0.401,15.5,0.631,0.249,0.068,0.076,0.237,0.369,0.402,0.496,0.225,0.367,0.366,0.399,0.278,0.778,0.011,11,0.196,0.307,1,0,DPOY-5,artesro01
87,Rafer Alston,32,2TM,PG,77,76,2447,0.385,14.2,0.596,0.279,0.14,0.051,0.126,0.404,0.417,0.445,0.409,0.286,0.417,0.338,0.118,0.804,0,0,0.097,0.344,3,0,,alstora01
88,Rafer Alston,32,HOU,PG,48,48,1591,0.37,15.4,0.559,0.238,0.149,0.061,0.111,0.441,0.387,0.403,0.41,0.25,0.397,0.348,0.159,0.738,0,0,0.065,0.4,2,0,,alstora01
89,Rafer Alston,32,ORL,PG,29,28,856,0.413,13,0.661,0.352,0.124,0.034,0.151,0.339,0.462,0.495,0.405,0.4,0.444,0.317,0.066,0.969,0,0,0.168,0.294,1,0,,alstora01
90,Grant Hill,36,PHO,SF,82,68,2445,0.523,9.7,0.898,0.38,0.132,0.177,0.209,0.102,0.547,0.657,0.48,0.447,0.474,0.316,0.653,0.958,0.036,24,0.684,0.385,0,0,DPOY-16,hillgr01
91,Derek Fisher,34,LAL,PG,82,82,2441,0.424,17.9,0.561,0.137,0.076,0.071,0.278,0.439,0.446,0.362,0.404,0.449,0.497,0.397,0.372,0.892,0,0,0.262,0.43,0,0,,fishede01
92,Danny Granger,25,IND,SF,67,66,2424,0.447,15.8,0.648,0.198,0.103,0.104,0.242,0.352,0.47,0.609,0.379,0.391,0.43,0.404,0.373,0.951,0.016,20,0.064,0.448,1,0,MIP-1AS,grangda01
93,Josh Smith,23,ATL,PF,69,69,2421,0.492,8.8,0.898,0.403,0.244,0.06,0.191,0.102,0.514,0.69,0.43,0.196,0.352,0.299,0.63,0.885,0.128,102,0.207,0.333,0,0,DPOY-16,smithjo03
94,Jason Richardson,28,2TM,SG,72,71,2410,0.477,13.4,0.666,0.323,0.114,0.057,0.171,0.334,0.518,0.667,0.396,0.411,0.353,0.397,0.568,0.907,0.079,67,0.317,0.447,2,0,,richaja01
95,Jason Richardson,28,CHA,SG,14,14,491,0.441,13.5,0.732,0.305,0.086,0.064,0.277,0.268,0.435,0.552,0.316,0.357,0.361,0.458,0.5,0.963,0.041,8,0.39,0.522,0,0,,richaja01
96,Jason Richardson,28,PHO,SG,58,57,1919,0.488,13.2,0.647,0.329,0.122,0.056,0.141,0.353,0.545,0.698,0.413,0.429,0.349,0.383,0.586,0.892,0.09,59,0.301,0.425,2,0,,richaja01
97,Mehmet Okur,29,UTA,C,72,72,2409,0.485,13.1,0.773,0.262,0.151,0.117,0.241,0.227,0.497,0.618,0.455,0.471,0.407,0.446,0.572,1,0.036,31,0.069,0.571,1,0,,okurme01
98,Kelenna Azubuike,25,GSW,SF,74,51,2375,0.464,12,0.751,0.351,0.142,0.073,0.185,0.249,0.469,0.609,0.333,0.258,0.391,0.448,0.473,0.947,0.039,31,0.257,0.444,0,0,,azubuke01
99,Mike Miller,28,MIN,SF,73,47,2356,0.482,15.3,0.589,0.305,0.051,0.02,0.214,0.411,0.554,0.647,0.536,0.091,0.47,0.378,0.508,0.835,0.033,17,0.178,0.475,0,0,,millemi01
100,Stephen Jackson,30,GSW,SF,59,59,2339,0.414,14.5,0.694,0.256,0.13,0.087,0.221,0.306,0.448,0.573,0.331,0.379,0.4,0.338,0.265,0.65,0.019,17,0.089,0.556,3,0,,jacksst02
101,Michael Finley,35,SAS,SF,81,77,2336,0.437,18.6,0.537,0.083,0.061,0.128,0.266,0.463,0.459,0.632,0.5,0.432,0.41,0.411,0.741,0.985,0.009,6,0.464,0.405,2,0,,finlemi01
102,José Calderón,27,TOR,PG,68,68,2333,0.497,17,0.686,0.194,0.009,0.054,0.429,0.314,0.538,0.752,0.167,0.457,0.46,0.406,0.185,0.878,0.003,2,0.129,0.423,2,0,,caldejo01
103,Lamar Odom,29,LAL,PF,78,32,2316,0.492,7.8,0.853,0.538,0.137,0.06,0.119,0.147,0.522,0.59,0.406,0.357,0.429,0.32,0.572,0.909,0.06,36,0.33,0.324,3,0,6MOY-4,odomla01
104,Raja Bell,32,2TM,SG,67,66,2315,0.437,19.6,0.604,0.076,0.028,0.07,0.43,0.396,0.448,0.635,0.316,0.375,0.435,0.421,0.741,0.939,0.004,3,0.292,0.38,2,0,DPOY-12,bellra01
105,Raja Bell,32,PHO,SG,22,22,712,0.429,20,0.469,0.096,0.011,0.056,0.305,0.531,0.386,0.588,0.5,0.2,0.352,0.468,0.688,0.932,0,0,0.277,0.423,1,0,,bellra01
106,Raja Bell,32,CHA,SG,45,44,1603,0.44,19.3,0.651,0.069,0.034,0.075,0.473,0.349,0.464,0.657,0.294,0.421,0.454,0.395,0.752,0.943,0.006,3,0.299,0.358,1,0,,bellra01
107,Anderson Varejão,26,CLE,PF,81,42,2306,0.536,6.7,0.996,0.53,0.149,0.125,0.192,0.004,0.538,0.7,0.347,0.349,0.361,0,0.785,,0.083,40,0,,1,0,DPOY-13,varejan01
108,Jason Thompson,22,SAC,PF,82,56,2303,0.497,6.2,0.989,0.495,0.243,0.096,0.155,0.011,0.502,0.623,0.362,0.348,0.432,0,0.632,,0.138,91,0,,4,0,,thompja02
109,Paul Millsap,23,UTA,PF,76,38,2290,0.534,5,0.995,0.619,0.135,0.101,0.139,0.005,0.537,0.636,0.366,0.368,0.385,0,0.648,,0.119,79,0,,1,0,6MOY-17,millspa01
110,Richard Hamilton,30,DET,SG,67,51,2279,0.447,15,0.818,0.156,0.061,0.229,0.371,0.182,0.464,0.644,0.422,0.448,0.406,0.368,0.654,0.971,0.002,2,0.537,0.392,0,0,,hamilri01
111,Carmelo Anthony,24,DEN,SF,66,66,2277,0.443,11.5,0.859,0.351,0.084,0.132,0.292,0.141,0.455,0.568,0.386,0.314,0.402,0.371,0.428,0.873,0.057,64,0.176,0.433,3,0,NBA3,anthoca01
112,Beno Udrih,26,SAC,PG,73,72,2270,0.461,12.3,0.838,0.283,0.109,0.203,0.243,0.162,0.491,0.533,0.421,0.546,0.426,0.31,0.304,0.829,0,0,0.354,0.375,3,0,,udrihbe01
113,Spencer Hawes,20,SAC,C,77,51,2259,0.466,9.9,0.856,0.325,0.255,0.111,0.165,0.144,0.486,0.619,0.392,0.427,0.409,0.348,0.586,0.95,0.09,60,0.296,0.441,1,0,,hawessp01
114,T.J. Ford,25,IND,PG,74,49,2258,0.452,10.7,0.886,0.315,0.162,0.18,0.229,0.114,0.467,0.542,0.446,0.439,0.402,0.337,0.156,0.857,0.003,1,0.279,0.414,0,0,,fordtj01
115,Kendrick Perkins,24,BOS,C,76,76,2253,0.577,3.9,0.996,0.556,0.351,0.065,0.023,0.004,0.58,0.68,0.464,0.323,0.636,0,0.562,,0.119,52,0,,1,0,,perkike01
116,Shaquille O'Neal,36,PHO,C,75,75,2252,0.609,3.4,0.999,0.576,0.359,0.064,0,0.001,0.61,0.746,0.437,0.352,,0,0.594,,0.233,180,0,,1,0,ASNBA3,onealsh01
117,Baron Davis,29,LAC,PG,65,60,2248,0.37,14.3,0.658,0.29,0.083,0.108,0.176,0.342,0.406,0.493,0.35,0.308,0.349,0.302,0.145,0.505,0.003,3,0.098,0.281,4,0,,davisba01
118,Travis Outlaw,24,POR,SF,81,6,2246,0.453,14.9,0.722,0.188,0.104,0.152,0.279,0.278,0.482,0.619,0.432,0.403,0.451,0.377,0.497,0.978,0.073,58,0.631,0.389,5,1,6MOY-5,outlatr01
119,J.R. Smith,23,DEN,SG,81,18,2245,0.446,17.7,0.523,0.216,0.049,0.038,0.22,0.477,0.491,0.585,0.426,0.361,0.435,0.397,0.332,0.8,0.034,28,0.115,0.538,5,0,6MOY-2,smithjr01
