Rk,Player,Age,Team,Pos,G,GS,MP,FG%,avgDistance,2P (% of FGA),0-3 (% of FGA),3-10 (% of FGA),10-16 (% of FGA),16-3P (% of FGA),3P (% of FGA),2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
1,Michael Finley,27,DAL,SF,82,82,3443,0.458,13.1,0.831,0.21,0.159,0.191,0.27,0.169,0.481,0.755,0.372,0.38,0.403,0.346,0.468,0.879,0.039,59,0.285,0.373,6,0,MVP-15AS,finlemi01
2,Antoine Walker,24,BOS,PF,81,81,3396,0.413,12.7,0.649,0.313,0.191,0.063,0.082,0.351,0.439,0.566,0.314,0.284,0.362,0.367,0.353,0.932,0.011,19,0.09,0.37,2,0,,walkean02
3,Antawn Jamison,24,GSW,SF,82,82,3394,0.442,11.4,0.887,0.216,0.264,0.142,0.265,0.113,0.459,0.724,0.384,0.307,0.4,0.302,0.718,0.935,0.013,22,0.112,0.174,0,0,,jamisan01
4,Anthony Mason,34,MIA,PF,80,80,3254,0.482,7.1,1,0.327,0.321,0.269,0.083,0,0.482,0.574,0.458,0.432,0.38,,0.483,,0.01,8,,,0,0,MVP-15DPOY-8AS,masonan01
5,Gary Payton,32,SEA,PG,79,79,3244,0.456,11.5,0.829,0.238,0.23,0.17,0.19,0.171,0.472,0.66,0.377,0.439,0.383,0.375,0.286,0.804,0,0,0.272,0.392,1,0,ASNBA3,paytoga01
6,Shareef Abdur-Rahim,24,VAN,SF,81,81,3241,0.472,10.1,0.95,0.28,0.273,0.128,0.27,0.05,0.487,0.693,0.372,0.415,0.423,0.188,0.672,0.917,0.073,84,0.406,0.154,2,0,,abdursh01
7,Jerry Stackhouse,26,DET,SG,80,80,3215,0.402,14.5,0.755,0.231,0.049,0.179,0.295,0.245,0.418,0.592,0.234,0.348,0.355,0.351,0.431,0.777,0.025,45,0.288,0.338,0,0,MVP-14AS,stackje01
8,Kevin Garnett,24,MIN,PF,81,81,3202,0.477,10.5,0.955,0.235,0.26,0.196,0.265,0.045,0.486,0.679,0.42,0.433,0.419,0.288,0.638,0.895,0.05,68,0.167,0.182,1,0,MVP-5DPOY-2ASNBA2,garneke01
9,Steve Francis,23,HOU,PG,80,79,3194,0.451,12.8,0.724,0.322,0.12,0.109,0.174,0.276,0.472,0.587,0.384,0.383,0.377,0.396,0.24,0.414,0.029,31,0.196,0.424,7,1,,francst01
10,Baron Davis,21,CHH,PG,82,82,3192,0.427,12.3,0.714,0.389,0.077,0.082,0.166,0.286,0.474,0.589,0.351,0.269,0.365,0.31,0.432,0.788,0.04,31,0.055,0.6,3,1,,davisba01
