Rk,Player,Age,Team,Pos,G,GS,MP,FG%,avgDistance,2P (% of FGA),0-3 (% of FGA),3-10 (% of FGA),10-16 (% of FGA),16-3P (% of FGA),3P (% of FGA),2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
24,Victor Oladipo,22,ORL,SG,72,71,2573,0.436,10.8,0.772,0.424,0.104,0.08,0.164,0.228,0.464,0.567,0.265,0.402,0.354,0.339,0.316,0.726,0.046,45,0.214,0.34,1,0,,oladivi01
25,Giannis Antetokounmpo,20,MIL,SG,81,71,2541,0.491,7.2,0.944,0.506,0.178,0.067,0.192,0.056,0.511,0.646,0.288,0.423,0.393,0.159,0.519,0.857,0.129,95,0.159,0.143,1,0,,antetgi01
26,Kevin Love,26,CLE,PF,75,75,2532,0.434,14.3,0.588,0.213,0.181,0.08,0.114,0.412,0.48,0.611,0.366,0.408,0.468,0.367,0.691,0.986,0.03,27,0.321,0.365,0,0,,loveke01
27,Nikola Vučević,24,ORL,C,74,74,2529,0.523,8.6,0.995,0.308,0.276,0.153,0.257,0.005,0.524,0.664,0.45,0.47,0.468,0.333,0.655,1,0.053,56,0,,0,0,,vucevni01
28,Jimmy Butler,25,CHI,SG,65,65,2513,0.462,11.8,0.788,0.336,0.121,0.121,0.212,0.212,0.484,0.624,0.345,0.427,0.373,0.378,0.569,0.918,0.058,49,0.244,0.447,2,0,DPOY-10MIP-1AS,butleji01
29,LaMarcus Aldridge,29,POR,PF,71,71,2512,0.466,12.3,0.926,0.193,0.163,0.206,0.365,0.074,0.475,0.7,0.448,0.392,0.415,0.352,0.468,0.919,0.02,27,0.295,0.355,1,0,MVP-7ASNBA2,aldrila01
30,Andre Drummond,21,DET,C,82,82,2502,0.514,2.4,0.998,0.687,0.29,0.019,0.003,0.002,0.515,0.6,0.344,0.111,0,0,0.579,,0.196,166,0,,2,0,,drumman01
31,Arron Afflalo,29,2TM,SG,78,72,2502,0.424,16,0.623,0.124,0.136,0.161,0.202,0.377,0.466,0.573,0.375,0.486,0.447,0.354,0.549,0.958,0,0,0.387,0.341,0,0,,afflaar01
32,Arron Afflalo,29,DEN,SG,53,53,1750,0.428,15.7,0.63,0.117,0.148,0.17,0.195,0.37,0.481,0.571,0.361,0.5,0.5,0.337,0.543,0.976,0,0,0.383,0.355,0,0,,afflaar01
33,Arron Afflalo,29,POR,SG,25,19,752,0.414,16.3,0.604,0.145,0.101,0.132,0.225,0.396,0.423,0.576,0.435,0.433,0.314,0.4,0.569,0.917,0,0,0.4,0.306,0,0,,afflaar01
34,LeBron James,30,CLE,SF,69,69,2493,0.488,12.1,0.735,0.334,0.125,0.116,0.159,0.265,0.536,0.721,0.413,0.356,0.377,0.354,0.315,0.467,0.072,88,0.115,0.385,1,0,MVP-3DPOY-13ASNBA1,jamesle01
35,Draymond Green,24,GSW,PF,79,79,2490,0.443,13.6,0.57,0.335,0.115,0.051,0.069,0.43,0.523,0.68,0.205,0.462,0.34,0.337,0.737,1,0.051,36,0.085,0.286,0,0,DPOY-2,greendr01
36,Elfrid Payton,20,ORL,PG,82,63,2489,0.425,6.4,0.941,0.458,0.301,0.103,0.078,0.059,0.435,0.515,0.376,0.329,0.345,0.262,0.179,0.909,0.041,27,0.31,0.385,0,0,ROY-4,paytoel01
37,Wilson Chandler,27,DEN,SF,78,75,2471,0.429,13.8,0.584,0.267,0.175,0.057,0.084,0.416,0.49,0.642,0.392,0.339,0.317,0.342,0.452,0.935,0.038,32,0.244,0.343,1,0,,chandwi01
38,Klay Thompson,24,GSW,SG,77,77,2455,0.463,16.1,0.58,0.172,0.107,0.131,0.171,0.42,0.481,0.682,0.345,0.418,0.414,0.439,0.556,0.908,0.019,21,0.229,0.52,3,0,MVP-10ASNBA3,thompkl01
39,Anthony Davis,21,NOP,PF,68,68,2455,0.535,9.1,0.99,0.352,0.173,0.177,0.289,0.01,0.54,0.737,0.43,0.453,0.419,0.083,0.715,1,0.135,150,0.333,0,3,0,MVP-5DPOY-4ASNBA1,davisan02
40,Jeff Green,28,2TM,SF,78,70,2454,0.43,12.6,0.698,0.266,0.208,0.1,0.124,0.302,0.473,0.623,0.433,0.361,0.308,0.332,0.498,0.856,0.069,55,0.267,0.423,5,0,,greenje02
41,Jeff Green,28,BOS,SF,33,33,1093,0.434,13.3,0.676,0.236,0.196,0.116,0.128,0.324,0.495,0.643,0.484,0.364,0.361,0.305,0.503,0.894,0.061,27,0.214,0.394,2,0,,greenje02
42,Jeff Green,28,MEM,SF,45,37,1361,0.427,11.8,0.72,0.295,0.22,0.085,0.12,0.28,0.452,0.607,0.389,0.357,0.254,0.362,0.494,0.82,0.077,28,0.326,0.444,3,0,,greenje02
43,Marcin Gortat,30,WAS,C,82,82,2453,0.566,5.6,0.996,0.475,0.274,0.186,0.062,0.004,0.569,0.739,0.41,0.438,0.354,0,0.768,,0.077,58,0,,0,0,,gortama01
44,Thaddeus Young,26,2TM,PF,76,68,2434,0.466,8,0.881,0.4,0.277,0.08,0.124,0.119,0.484,0.615,0.41,0.364,0.3,0.33,0.557,0.921,0.03,26,0.165,0.263,1,0,,youngth01
45,Thaddeus Young,26,MIN,PF,48,48,1605,0.451,8.4,0.899,0.378,0.267,0.098,0.154,0.101,0.469,0.579,0.439,0.381,0.303,0.292,0.556,0.947,0.027,14,0.185,0.167,1,0,,youngth01
46,Thaddeus Young,26,BRK,PF,28,20,829,0.495,7.5,0.847,0.443,0.297,0.043,0.064,0.153,0.516,0.676,0.361,0.286,0.286,0.38,0.559,0.895,0.037,12,0.14,0.429,0,0,,youngth01
47,Avery Bradley,24,BOS,SG,77,77,2428,0.429,16.8,0.652,0.168,0.05,0.044,0.389,0.348,0.47,0.612,0.392,0.356,0.431,0.352,0.661,0.895,0.016,14,0.358,0.389,2,0,,bradlav01
48,Luol Deng,29,MIA,SF,72,72,2421,0.469,12.5,0.72,0.309,0.122,0.098,0.192,0.28,0.513,0.646,0.458,0.377,0.404,0.355,0.595,0.974,0.028,21,0.5,0.436,2,0,,denglu01
49,Kyle Korver,33,ATL,SG,75,75,2418,0.487,21.7,0.252,0.047,0.022,0.035,0.148,0.748,0.47,0.679,0.231,0.429,0.449,0.492,0.915,0.964,0.005,3,0.247,0.541,0,0,AS,korveky01
50,Kyle Lowry,28,TOR,PG,70,70,2414,0.412,15.1,0.625,0.201,0.138,0.097,0.188,0.375,0.457,0.629,0.403,0.317,0.388,0.338,0.262,0.576,0,0,0.151,0.339,2,0,AS,lowryky01
51,JJ Redick,30,LAC,SG,78,78,2409,0.477,19,0.512,0.091,0.049,0.068,0.304,0.488,0.515,0.624,0.413,0.469,0.509,0.437,0.887,0.96,0,0,0.286,0.443,0,0,,redicjj01
52,Rudy Gay,28,SAC,SF,68,67,2408,0.455,11.8,0.803,0.203,0.264,0.167,0.168,0.197,0.479,0.617,0.437,0.468,0.388,0.359,0.312,0.734,0.06,60,0.223,0.347,1,0,,gayru01
53,Paul Millsap,29,ATL,PF,73,73,2390,0.476,9.8,0.768,0.377,0.214,0.086,0.09,0.232,0.513,0.638,0.427,0.275,0.417,0.356,0.59,0.948,0.057,44,0.241,0.442,0,0,AS,millspa01
54,P.J. Tucker,29,PHO,SF,78,63,2383,0.438,13.9,0.577,0.267,0.141,0.049,0.121,0.423,0.506,0.679,0.345,0.276,0.403,0.345,0.397,0.874,0.015,9,0.611,0.357,0,0,,tuckepj01
55,Solomon Hill,23,IND,SF,82,78,2381,0.396,12,0.672,0.352,0.142,0.084,0.095,0.328,0.43,0.502,0.333,0.377,0.35,0.327,0.35,0.971,0.06,30,0.346,0.375,1,0,,hillso01
56,Nicolas Batum,26,POR,SF,71,71,2380,0.4,17.4,0.485,0.18,0.04,0.078,0.187,0.515,0.481,0.694,0.292,0.404,0.348,0.324,0.564,0.77,0.033,20,0.207,0.359,0,0,,batumni01
57,Khris Middleton,23,MIL,SF,79,58,2378,0.467,14.8,0.692,0.176,0.112,0.159,0.245,0.308,0.494,0.621,0.474,0.449,0.441,0.407,0.596,0.982,0.018,16,0.399,0.523,0,0,,middlkh01
58,Tobias Harris,22,ORL,SF,68,63,2369,0.466,11.5,0.748,0.296,0.201,0.115,0.136,0.252,0.5,0.683,0.382,0.367,0.388,0.364,0.558,0.966,0.052,46,0.427,0.451,2,0,,harrito02
59,Mario Chalmers,28,MIA,PG,80,37,2368,0.403,13.1,0.626,0.306,0.166,0.065,0.089,0.374,0.467,0.532,0.418,0.419,0.373,0.294,0.366,0.932,0.006,4,0.375,0.366,7,1,,chalmma01
60,Blake Griffin,25,LAC,PF,67,67,2356,0.502,10,0.978,0.332,0.185,0.082,0.378,0.022,0.504,0.708,0.396,0.383,0.404,0.4,0.672,0.8,0.08,84,0.24,0.5,1,0,MVP-8ASNBA3,griffbl01
61,Courtney Lee,29,MEM,SG,77,74,2354,0.448,15.7,0.652,0.156,0.103,0.145,0.249,0.348,0.473,0.65,0.273,0.452,0.456,0.402,0.601,0.989,0.002,1,0.353,0.392,2,0,,leeco01
62,Harrison Barnes,22,GSW,SF,82,82,2318,0.482,12.9,0.672,0.309,0.122,0.081,0.16,0.328,0.519,0.685,0.325,0.415,0.4,0.405,0.611,0.977,0.104,66,0.526,0.478,1,0,,barneha02
63,Al Horford,28,ATL,C,76,76,2318,0.538,10.2,0.963,0.288,0.211,0.111,0.352,0.037,0.547,0.748,0.407,0.458,0.494,0.306,0.789,0.909,0.088,81,0.806,0.379,0,0,AS,horfoal01
64,Gerald Henderson,27,CHO,SG,80,72,2315,0.437,13.2,0.839,0.208,0.106,0.189,0.336,0.161,0.457,0.636,0.356,0.406,0.407,0.331,0.517,0.956,0.044,36,0.493,0.418,0,0,,hendege02
65,Danny Green,27,SAS,SG,81,80,2312,0.436,18,0.381,0.169,0.058,0.056,0.098,0.619,0.466,0.584,0.465,0.317,0.347,0.418,0.649,0.937,0.007,4,0.328,0.467,1,0,,greenda02
66,Nerlens Noel,20,PHI,C,75,71,2311,0.462,5.1,1,0.462,0.329,0.124,0.084,0,0.462,0.662,0.288,0.309,0.273,,0.672,,0.193,118,,,0,0,ROY-3DPOY-15,noelne01
67,Zach Randolph,33,MEM,PF,71,71,2304,0.487,7.2,0.979,0.409,0.282,0.122,0.165,0.021,0.49,0.646,0.403,0.325,0.377,0.35,0.477,0.857,0.011,8,0.1,0,5,2,,randoza01
68,Russell Westbrook,26,OKC,PG,67,67,2302,0.426,11.3,0.804,0.349,0.103,0.17,0.183,0.196,0.457,0.579,0.305,0.4,0.364,0.299,0.185,0.512,0.036,48,0.052,0.267,2,0,MVP-4ASNBA2,westbru01
69,Josh Smith,29,2TM,PF,83,35,2300,0.419,10.5,0.769,0.297,0.291,0.037,0.144,0.231,0.451,0.635,0.348,0.324,0.31,0.316,0.579,0.958,0.047,42,0.232,0.434,0,0,,smithjo03
70,Josh Smith,29,DET,PF,28,28,896,0.391,9.5,0.905,0.297,0.322,0.028,0.258,0.095,0.407,0.586,0.31,0.182,0.347,0.243,0.611,0.889,0.033,10,0.189,0.571,0,0,,smithjo03
71,Josh Smith,29,HOU,PF,55,7,1404,0.438,11.4,0.68,0.297,0.27,0.044,0.069,0.32,0.489,0.667,0.379,0.385,0.22,0.33,0.556,0.968,0.055,32,0.241,0.413,0,0,,smithjo03
72,Trey Burke,22,UTA,PG,76,43,2288,0.368,16,0.612,0.149,0.156,0.085,0.222,0.388,0.4,0.493,0.306,0.412,0.399,0.318,0.211,0.895,0,0,0.19,0.419,6,1,,burketr01
73,Tyson Chandler,32,DAL,C,75,75,2286,0.666,2.5,1,0.805,0.086,0.03,0.08,0,0.666,0.746,0.237,0.462,0.4,,0.727,,0.432,179,,,0,0,,chandty01
74,Dirk Nowitzki,36,DAL,PF,77,77,2282,0.459,16.4,0.742,0.066,0.07,0.283,0.323,0.258,0.486,0.7,0.365,0.478,0.475,0.38,0.64,0.981,0.004,4,0.04,0.364,0,0,AS,nowitdi01
75,Derrick Favors,23,UTA,PF,74,74,2280,0.525,6.8,0.993,0.442,0.214,0.204,0.134,0.007,0.527,0.739,0.327,0.401,0.341,0.167,0.68,1,0.117,105,0.333,0.5,0,0,,favorde01
76,Matt Barnes,34,LAC,SF,76,74,2271,0.444,16,0.397,0.253,0.099,0.014,0.03,0.603,0.569,0.684,0.323,0.444,0.474,0.362,0.723,0.985,0.032,18,0.468,0.375,0,0,,barnema02
77,Reggie Jackson,24,2TM,PG,77,40,2268,0.434,11.9,0.758,0.271,0.197,0.119,0.171,0.242,0.477,0.615,0.418,0.429,0.359,0.299,0.131,0.486,0.024,22,0.091,0.227,3,0,,jacksre01
78,Reggie Jackson,24,OKC,PG,50,13,1398,0.432,13,0.726,0.236,0.186,0.099,0.205,0.274,0.49,0.596,0.505,0.491,0.356,0.278,0.146,0.5,0.03,15,0.114,0.222,0,0,,jacksre01
79,Reggie Jackson,24,DET,PG,27,27,870,0.436,10.9,0.802,0.319,0.212,0.148,0.124,0.198,0.46,0.634,0.315,0.371,0.365,0.337,0.11,0.464,0.017,7,0.048,0.25,3,0,,jacksre01
80,Evan Turner,26,BOS,SG,82,57,2260,0.429,11.8,0.84,0.248,0.126,0.263,0.204,0.16,0.458,0.584,0.309,0.449,0.408,0.277,0.244,0.818,0.032,19,0.319,0.342,0,0,,turneev01
81,Wesley Johnson,27,LAL,SF,76,59,2245,0.414,16.8,0.625,0.156,0.052,0.109,0.308,0.375,0.451,0.704,0.444,0.387,0.347,0.351,0.651,0.923,0.055,35,0.336,0.368,1,0,,johnswe01
82,Jarrett Jack,31,BRK,PG,80,27,2241,0.439,13.7,0.821,0.131,0.214,0.204,0.272,0.179,0.477,0.607,0.503,0.395,0.455,0.267,0.191,0.872,0.001,1,0.295,0.465,7,0,,jackja01
83,Jeff Teague,26,ATL,PG,73,72,2228,0.46,10,0.767,0.364,0.234,0.085,0.083,0.233,0.496,0.619,0.365,0.413,0.405,0.343,0.193,0.69,0.024,20,0.116,0.333,0,0,AS,teaguje01
84,Tim Duncan,38,SAS,C,77,77,2227,0.512,6.9,0.991,0.355,0.353,0.138,0.144,0.009,0.514,0.711,0.453,0.327,0.356,0.286,0.739,1,0.057,42,0.286,1,2,0,MVP-10DPOY-8ASNBA3,duncati01
85,Mike Conley,27,MEM,PG,70,70,2225,0.446,13.1,0.686,0.277,0.17,0.098,0.142,0.314,0.473,0.586,0.433,0.395,0.352,0.386,0.241,0.72,0,0,0.159,0.432,3,0,,conlemi01
86,Dion Waiters,23,2TM,SG,80,23,2208,0.396,12.6,0.74,0.335,0.089,0.055,0.261,0.26,0.431,0.508,0.286,0.423,0.385,0.297,0.371,0.849,0.024,20,0.447,0.336,0,0,,waitedi01
87,Dion Waiters,23,CLE,SG,33,3,786,0.404,12.6,0.749,0.342,0.085,0.035,0.287,0.251,0.453,0.556,0.345,0.417,0.367,0.256,0.491,0.864,0.023,6,0.442,0.395,0,0,,waitedi01
88,Dion Waiters,23,OKC,SG,47,20,1422,0.392,12.5,0.735,0.331,0.091,0.066,0.247,0.265,0.419,0.48,0.255,0.425,0.396,0.319,0.296,0.843,0.025,14,0.45,0.306,0,0,,waitedi01
89,Tristan Thompson,23,CLE,PF,82,15,2194,0.547,2.8,1,0.668,0.244,0.072,0.016,0,0.547,0.647,0.353,0.314,0.375,,0.715,,0.26,117,,,0,0,6MOY-5,thomptr01
90,Gorgui Dieng,25,MIN,C,73,49,2193,0.506,7.2,0.988,0.406,0.234,0.213,0.135,0.012,0.51,0.635,0.35,0.569,0.319,0.167,0.632,1,0.104,49,0,,3,0,,dienggo01
91,DeMarre Carroll,28,ATL,SF,70,69,2189,0.487,13.8,0.534,0.308,0.121,0.043,0.063,0.466,0.567,0.657,0.468,0.357,0.463,0.395,0.727,0.992,0.018,12,0.438,0.444,0,0,DPOY-15,carrode01
92,Chandler Parsons,26,DAL,SF,66,66,2186,0.462,13.1,0.581,0.316,0.145,0.049,0.071,0.419,0.521,0.634,0.392,0.268,0.458,0.38,0.446,0.909,0.031,24,0.265,0.359,0,0,,parsoch01
93,Rudy Gobert,22,UTA,C,82,37,2158,0.604,1.7,0.995,0.789,0.185,0.007,0.014,0.005,0.607,0.709,0.241,0,0,0,0.597,,0.344,135,0,,0,0,DPOY-5,goberru01
94,Patrick Patterson,25,TOR,PF,81,4,2156,0.449,16.4,0.471,0.159,0.144,0.095,0.073,0.529,0.536,0.553,0.597,0.529,0.385,0.371,0.533,1,0.017,7,0.353,0.41,1,0,,pattepa01
95,Michael Carter-Williams,23,2TM,PG,66,63,2149,0.396,9.7,0.834,0.333,0.229,0.096,0.176,0.166,0.428,0.588,0.338,0.42,0.247,0.235,0.204,0.917,0.032,27,0.124,0.211,2,0,,cartemi01
96,Michael Carter-Williams,23,PHI,PG,41,38,1391,0.38,11,0.795,0.311,0.223,0.079,0.183,0.205,0.412,0.626,0.294,0.313,0.232,0.256,0.21,0.906,0.025,15,0.088,0.182,1,0,,cartemi01
97,Michael Carter-Williams,23,MIL,PG,25,25,758,0.429,8.4,0.909,0.377,0.24,0.13,0.162,0.091,0.457,0.526,0.419,0.55,0.28,0.143,0.195,1,0.045,12,0.286,0.25,1,0,,cartemi01
98,Greg Monroe,24,DET,PF,69,57,2137,0.496,3.5,1,0.531,0.393,0.033,0.043,0,0.496,0.614,0.367,0.321,0.351,,0.499,,0.027,22,,,0,0,,monrogr01
99,Enes Freedom,22,2TM,C,75,74,2135,0.519,6.5,0.952,0.503,0.177,0.089,0.182,0.048,0.528,0.666,0.409,0.41,0.32,0.356,0.528,1,0.039,30,0.778,0.343,0,0,,kanteen01
100,Enes Freedom,22,UTA,C,49,48,1326,0.491,7.9,0.93,0.452,0.175,0.086,0.216,0.07,0.505,0.673,0.402,0.36,0.294,0.317,0.538,1,0.045,20,0.756,0.29,0,0,,kanteen01
101,Enes Freedom,22,OKC,C,26,26,809,0.566,5.2,0.988,0.59,0.179,0.095,0.124,0.012,0.564,0.657,0.419,0.485,0.395,0.75,0.513,1,0.029,10,1,0.75,0,0,,kanteen01
102,Kemba Walker,24,CHO,PG,62,58,2119,0.385,13.8,0.715,0.258,0.115,0.13,0.211,0.285,0.418,0.494,0.381,0.297,0.42,0.304,0.259,0.659,0,0,0.089,0.28,4,0,,walkeke02
103,Serge Ibaka,25,OKC,PF,64,64,2116,0.476,13.9,0.739,0.202,0.127,0.118,0.291,0.261,0.511,0.679,0.43,0.505,0.432,0.376,0.741,0.987,0.064,46,0.18,0.405,0,0,,ibakase01
104,Deron Williams,30,BRK,PG,68,55,2114,0.387,13.9,0.693,0.213,0.179,0.106,0.196,0.307,0.395,0.457,0.377,0.39,0.351,0.367,0.199,0.782,0.001,0,0.156,0.459,3,0,,willide01
105,Bradley Beal,21,WAS,SG,63,59,2107,0.427,14.9,0.696,0.206,0.086,0.125,0.28,0.304,0.434,0.669,0.288,0.377,0.332,0.409,0.553,0.858,0.041,34,0.259,0.358,0,0,,bealbr01
106,Brook Lopez,26,BRK,C,72,44,2100,0.513,7.9,0.99,0.314,0.337,0.151,0.187,0.01,0.517,0.658,0.459,0.47,0.422,0.1,0.648,1,0.04,37,0.4,0,0,0,,lopezbr01
107,DeMar DeRozan,25,TOR,SG,60,60,2100,0.413,12.3,0.911,0.193,0.153,0.228,0.337,0.089,0.426,0.644,0.391,0.372,0.353,0.284,0.417,0.96,0.033,29,0.659,0.379,1,0,,derozde01
108,Jonas Valančiūnas,22,TOR,C,80,80,2096,0.572,4.1,0.998,0.505,0.38,0.063,0.051,0.002,0.573,0.669,0.5,0.39,0.394,0,0.534,,0.113,63,0,,0,0,,valanjo01
109,Terrence Ross,23,TOR,SF,82,61,2092,0.41,17.5,0.482,0.134,0.094,0.104,0.15,0.518,0.452,0.584,0.324,0.423,0.434,0.372,0.579,0.931,0.05,33,0.346,0.407,2,0,,rosste01
110,Corey Brewer,28,2TM,SF,80,17,2087,0.426,10.6,0.708,0.381,0.163,0.056,0.108,0.292,0.491,0.642,0.313,0.356,0.299,0.268,0.657,0.968,0.065,50,0.626,0.265,7,0,6MOY-8,breweco01
111,Corey Brewer,28,MIN,SF,24,16,680,0.418,9.4,0.818,0.458,0.138,0.062,0.16,0.182,0.467,0.641,0.226,0.429,0.194,0.195,0.651,0.875,0.084,18,0.634,0.154,1,0,,breweco01
112,Corey Brewer,28,HOU,SF,56,1,1407,0.429,11.8,0.666,0.352,0.172,0.053,0.088,0.334,0.503,0.642,0.34,0.323,0.373,0.284,0.66,0.982,0.057,32,0.624,0.289,6,0,,breweco01
113,Kenneth Faried,25,DEN,PF,75,71,2086,0.507,3.9,0.989,0.577,0.323,0.054,0.034,0.011,0.511,0.631,0.353,0.325,0.28,0.125,0.642,0,0.154,99,0.25,0.5,4,0,,farieke01
114,J.R. Smith,29,2TM,SG,70,51,2080,0.417,18.9,0.436,0.106,0.058,0.062,0.209,0.564,0.462,0.563,0.409,0.34,0.462,0.383,0.401,0.791,0.023,13,0.192,0.402,3,0,,smithjr01
115,J.R. Smith,29,NYK,SG,24,6,619,0.402,17.3,0.641,0.131,0.076,0.092,0.343,0.359,0.429,0.545,0.474,0.217,0.43,0.356,0.348,0.656,0.012,2,0.111,0.4,2,0,,smithjr01
116,J.R. Smith,29,CLE,SG,46,45,1461,0.425,20.4,0.333,0.093,0.05,0.048,0.143,0.667,0.494,0.574,0.36,0.458,0.5,0.39,0.446,0.824,0.028,11,0.214,0.403,1,0,,smithjr01
117,Andre Iguodala,31,GSW,SF,77,0,2069,0.466,14.8,0.573,0.29,0.071,0.079,0.133,0.427,0.553,0.75,0.286,0.359,0.379,0.349,0.643,0.905,0.141,64,0.377,0.325,6,0,6MOY-4,iguodan01
118,Joakim Noah,29,CHI,C,67,67,2049,0.445,5.4,0.995,0.621,0.176,0.019,0.18,0.005,0.447,0.506,0.36,0.5,0.325,0,0.637,,0.063,25,0,,2,0,DPOY-12,noahjo01
