Rk,Player,Age,Team,Pos,G,GS,MP,FG%,avgDistance,2P (% of FGA),0-3 (% of FGA),3-10 (% of FGA),10-16 (% of FGA),16-3P (% of FGA),3P (% of FGA),2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
1,Kevin Durant,21,OKC,SF,82,82,3239,0.476,13.2,0.79,0.245,0.107,0.203,0.235,0.21,0.506,0.703,0.444,0.445,0.38,0.365,0.471,0.773,0.082,133,0.048,0.235,1,0,MVP-2ASNBA1,duranke01
2,Andre Iguodala,26,PHI,SF,82,82,3193,0.443,14.5,0.729,0.276,0.054,0.116,0.284,0.271,0.492,0.683,0.367,0.308,0.406,0.31,0.415,0.809,0.112,122,0.165,0.3,7,0,,iguodan01
3,Rudy Gay,23,MEM,SF,80,80,3175,0.466,11.5,0.843,0.312,0.158,0.157,0.217,0.157,0.492,0.59,0.453,0.455,0.405,0.327,0.36,0.894,0.104,119,0.188,0.368,4,0,,gayru01
4,Stephen Jackson,31,2TM,SG,81,81,3129,0.423,14,0.723,0.323,0.083,0.085,0.233,0.277,0.46,0.555,0.376,0.367,0.391,0.328,0.416,0.752,0.025,33,0.224,0.364,4,0,MVP-12,jacksst02
5,Stephen Jackson,31,GSW,PF,9,9,300,0.421,15,0.699,0.218,0.15,0.06,0.271,0.301,0.484,0.586,0.35,0.5,0.472,0.275,0.267,0.818,0.008,1,0.175,0.286,1,0,,jacksst02
6,Stephen Jackson,31,CHA,SG,72,72,2829,0.423,13.1,0.725,0.334,0.075,0.087,0.229,0.275,0.457,0.552,0.381,0.357,0.381,0.334,0.432,0.746,0.026,32,0.229,0.37,3,0,,jacksst02
7,Gerald Wallace,27,CHA,SF,76,76,3119,0.484,7.9,0.852,0.572,0.077,0.025,0.177,0.148,0.503,0.59,0.356,0.292,0.317,0.371,0.567,0.981,0.074,57,0.664,0.398,0,0,DPOY-3AS,wallage01
8,O.J. Mayo,22,MEM,SG,82,82,3113,0.458,14.5,0.7,0.265,0.096,0.085,0.254,0.3,0.49,0.653,0.336,0.42,0.402,0.383,0.47,0.816,0.025,29,0.22,0.474,4,0,,mayooj01
9,Zach Randolph,28,MEM,PF,81,81,3051,0.488,7.5,0.961,0.451,0.226,0.1,0.184,0.039,0.496,0.58,0.447,0.366,0.423,0.288,0.469,0.8,0.002,3,0.269,0.286,5,1,AS,randoza01
10,Jeff Green,23,OKC,PF,82,82,3043,0.453,12.3,0.708,0.31,0.155,0.077,0.165,0.292,0.503,0.648,0.47,0.354,0.333,0.333,0.451,1,0.058,58,0.372,0.345,2,0,,greenje02
11,Dirk Nowitzki,31,DAL,PF,81,80,3039,0.481,13.7,0.919,0.162,0.082,0.29,0.384,0.081,0.487,0.621,0.439,0.442,0.473,0.421,0.587,0.98,0.018,24,0.017,1,0,0,MVP-7ASNBA2,nowitdi01
12,Brook Lopez,21,NJN,C,82,82,3027,0.499,6.6,0.998,0.476,0.22,0.124,0.179,0.002,0.5,0.611,0.468,0.371,0.332,0,0.568,,0.125,126,0,,0,0,,lopezbr01
13,David Lee,26,NYK,C,81,81,3019,0.545,8,0.994,0.464,0.134,0.114,0.282,0.006,0.549,0.663,0.435,0.49,0.439,0,0.638,,0.056,68,0.125,0,0,0,DPOY-17AS,leeda02
14,LeBron James,25,CLE,SF,76,76,2966,0.503,13.4,0.747,0.342,0.082,0.061,0.262,0.253,0.56,0.745,0.468,0.344,0.398,0.333,0.369,0.341,0.08,117,0.111,0.395,4,0,MVP-1DPOY-4ASNBA1,jamesle01
15,Rajon Rondo,23,BOS,PG,81,81,2963,0.508,8.1,0.912,0.501,0.157,0.087,0.166,0.088,0.536,0.658,0.394,0.443,0.353,0.213,0.296,0.471,0.018,13,0.25,0.25,3,0,DPOY-5AS,rondora01
16,David West,29,NOH,PF,81,81,2949,0.505,9.1,0.978,0.351,0.174,0.219,0.234,0.022,0.51,0.614,0.465,0.431,0.463,0.259,0.565,1,0.019,21,0.296,0.25,0,0,,westda01
17,LaMarcus Aldridge,24,POR,PF,78,78,2922,0.495,10.8,0.986,0.247,0.215,0.21,0.314,0.014,0.498,0.716,0.442,0.431,0.409,0.313,0.57,1,0.078,87,0.375,0.667,3,0,,aldrila01
18,Aaron Brooks,25,HOU,PG,82,82,2919,0.432,15.2,0.606,0.258,0.087,0.099,0.162,0.394,0.454,0.487,0.474,0.439,0.4,0.398,0.21,0.713,0,0,0.143,0.48,5,0,MIP-1,brookaa01
