Rk,Player,Age,Team,Pos,G,GS,MP,FG%,avgDistance,2P (% of FGA),0-3 (% of FGA),3-10 (% of FGA),10-16 (% of FGA),16-3P (% of FGA),3P (% of FGA),2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
44,Blake Griffin,23,LAC,PF,80,80,2598,0.538,8.3,0.974,0.378,0.273,0.094,0.229,0.026,0.548,0.778,0.468,0.356,0.343,0.179,0.638,1,0.199,202,0.357,0.2,0,0,ASNBA2,griffbl01
45,Goran Dragić,26,PHO,PG,77,77,2581,0.443,13.5,0.695,0.292,0.1,0.143,0.159,0.305,0.497,0.664,0.341,0.369,0.403,0.319,0.284,0.625,0.007,6,0.188,0.346,0,0,,dragigo01
46,Al Jefferson,28,UTA,C,78,78,2578,0.494,10.2,0.986,0.241,0.291,0.169,0.285,0.014,0.5,0.718,0.464,0.416,0.401,0.118,0.547,1,0.059,65,0.176,0,3,0,,jeffeal01
47,Paul Pierce,35,BOS,SF,77,77,2575,0.436,15.1,0.65,0.232,0.083,0.16,0.175,0.35,0.466,0.593,0.297,0.463,0.382,0.38,0.417,0.924,0.018,18,0.092,0.314,0,0,,piercpa01
48,Tristan Thompson,21,CLE,PF,82,82,2564,0.488,4.8,0.996,0.461,0.416,0.106,0.014,0.004,0.49,0.609,0.392,0.388,0.273,0,0.495,,0.164,111,0,,2,0,,thomptr01
49,Nikola Vučević,22,ORL,C,77,77,2559,0.519,7.9,0.997,0.425,0.219,0.129,0.223,0.003,0.52,0.635,0.451,0.426,0.424,0,0.67,,0.082,61,0.333,0,0,0,,vucevni01
50,Carlos Boozer,31,CHI,PF,79,79,2546,0.477,8.9,0.998,0.341,0.171,0.3,0.186,0.002,0.478,0.676,0.333,0.363,0.434,0,0.658,,0.036,37,0.5,0,0,0,,boozeca01
51,Alonzo Gee,25,CLE,SF,82,82,2541,0.41,11.9,0.706,0.341,0.157,0.106,0.101,0.294,0.45,0.622,0.197,0.354,0.36,0.315,0.513,0.899,0.12,84,0.566,0.298,2,1,,geeal01
52,Metta World Peace,33,LAL,SF,75,66,2530,0.403,15.9,0.5,0.256,0.104,0.045,0.095,0.5,0.464,0.588,0.256,0.459,0.359,0.342,0.482,0.887,0.011,8,0.369,0.382,0,0,,artesro01
53,Ty Lawson,25,DEN,PG,73,71,2513,0.461,12.1,0.761,0.369,0.117,0.078,0.197,0.239,0.491,0.615,0.307,0.368,0.419,0.366,0.262,0.694,0.003,3,0.155,0.25,1,0,MVP-12,lawsoty01
54,Ryan Anderson,24,NOH,PF,81,22,2503,0.423,17.4,0.5,0.191,0.097,0.069,0.143,0.5,0.464,0.587,0.333,0.312,0.463,0.382,0.494,0.958,0.011,12,0.136,0.382,2,0,6MOY-5,anderry01
55,Serge Ibaka,23,OKC,PF,80,80,2486,0.573,10.5,0.927,0.334,0.154,0.131,0.307,0.073,0.591,0.742,0.492,0.588,0.477,0.351,0.746,0.95,0.135,97,0.912,0.365,0,0,DPOY-3,ibakase01
56,Carmelo Anthony,28,NYK,PF,67,67,2482,0.449,14.3,0.722,0.262,0.074,0.159,0.227,0.278,0.476,0.556,0.364,0.447,0.441,0.379,0.279,0.764,0.022,31,0.123,0.294,5,0,MVP-3ASNBA2,anthoca01
57,Luke Ridnour,31,MIN,SG,82,82,2474,0.453,16.1,0.739,0.137,0.101,0.131,0.37,0.261,0.503,0.577,0.39,0.557,0.487,0.311,0.468,0.773,0,0,0.491,0.365,1,0,,ridnolu01
58,Ömer Aşık,26,HOU,C,82,82,2464,0.541,2.5,0.998,0.788,0.184,0.013,0.013,0.002,0.542,0.607,0.274,0.375,0.5,0,0.696,,0.217,127,1,0,0,0,,asikom01
59,Chris Bosh,28,MIA,C,74,74,2454,0.535,11.8,0.918,0.294,0.133,0.128,0.363,0.082,0.557,0.749,0.38,0.379,0.529,0.284,0.756,1,0.089,77,0.527,0.333,0,0,AS,boshch01
60,David West,32,IND,PF,73,73,2435,0.498,9.9,0.981,0.223,0.327,0.197,0.234,0.019,0.503,0.631,0.485,0.422,0.475,0.211,0.635,0.5,0.021,21,0.158,0.333,2,0,,westda01
61,Joakim Noah,27,CHI,C,66,64,2426,0.481,6.3,0.992,0.567,0.189,0.057,0.179,0.008,0.485,0.585,0.303,0.444,0.372,0,0.64,,0.119,65,0,,0,0,MVP-12DPOY-4AS,noahjo01
62,Wesley Matthews,26,POR,SG,69,69,2403,0.436,16.7,0.474,0.225,0.075,0.063,0.11,0.526,0.478,0.599,0.361,0.392,0.36,0.398,0.47,0.888,0.02,13,0.355,0.437,1,0,,matthwe02
63,Dwyane Wade,31,MIA,SG,69,69,2391,0.521,9.5,0.94,0.373,0.198,0.134,0.235,0.06,0.537,0.728,0.431,0.37,0.42,0.258,0.438,0.353,0.093,95,0.136,0.444,2,0,MVP-10DPOY-16ASNBA3,wadedw01
64,JJ Redick,28,2TM,SG,78,13,2379,0.434,18.8,0.488,0.145,0.056,0.055,0.232,0.513,0.506,0.648,0.408,0.375,0.471,0.366,0.71,0.879,0,0,0.137,0.387,0,0,6MOY-14,redicjj01
65,JJ Redick,28,ORL,SG,50,11,1575,0.45,19.1,0.485,0.148,0.043,0.055,0.239,0.515,0.514,0.686,0.44,0.406,0.446,0.39,0.717,0.863,0,0,0.107,0.375,0,0,,redicjj01
66,JJ Redick,28,MIL,SG,28,2,804,0.403,18.4,0.493,0.141,0.081,0.054,0.218,0.507,0.49,0.571,0.375,0.313,0.523,0.318,0.694,0.917,0,0,0.199,0.4,0,0,,redicjj01
67,Paul Millsap,27,UTA,PF,78,78,2375,0.49,8.9,0.955,0.353,0.253,0.147,0.202,0.045,0.498,0.683,0.38,0.357,0.424,0.333,0.608,0.923,0.054,41,0.256,0.6,1,0,,millspa01
68,Darren Collison,25,DAL,PG,81,47,2372,0.471,12.1,0.812,0.325,0.133,0.135,0.22,0.188,0.498,0.638,0.365,0.378,0.447,0.353,0.304,0.813,0.01,6,0.331,0.467,3,0,,collida01
69,Brandon Knight,21,DET,PG,75,75,2365,0.407,14.3,0.628,0.297,0.124,0.042,0.164,0.372,0.43,0.54,0.294,0.432,0.333,0.367,0.35,0.892,0.015,11,0.183,0.35,0,0,,knighbr03
70,Jarrett Jack,29,GSW,SG,79,4,2349,0.452,15.8,0.763,0.089,0.18,0.187,0.308,0.237,0.466,0.592,0.442,0.456,0.451,0.404,0.22,0.683,0,0,0.167,0.441,4,1,6MOY-3,jackja01
71,Chris Paul,27,LAC,PG,70,70,2335,0.481,15.3,0.729,0.143,0.157,0.173,0.257,0.271,0.538,0.689,0.545,0.5,0.477,0.328,0.173,0.447,0.008,7,0.116,0.222,2,0,MVP-4DPOY-11ASNBA1,paulch01
72,Amir Johnson,25,TOR,PF,81,38,2325,0.554,7.6,0.979,0.464,0.244,0.056,0.215,0.021,0.558,0.687,0.541,0.324,0.362,0.385,0.71,1,0.111,63,0.385,0.4,1,0,,johnsam01
73,J.J. Hickson,24,POR,C,80,80,2323,0.562,5.2,0.997,0.583,0.196,0.122,0.095,0.003,0.563,0.671,0.342,0.462,0.493,0,0.672,,0.176,122,0.5,0,0,0,,hicksjj01
74,Raymond Felton,28,NYK,PG,68,68,2313,0.427,14,0.707,0.298,0.125,0.06,0.224,0.293,0.455,0.582,0.382,0.226,0.389,0.36,0.201,0.742,0.001,1,0.143,0.297,7,1,,feltora01
75,Danilo Gallinari,24,DEN,SF,71,71,2309,0.418,15.5,0.584,0.254,0.111,0.047,0.172,0.416,0.45,0.57,0.32,0.488,0.347,0.373,0.498,0.867,0.051,41,0.26,0.457,2,0,,gallida01
76,Arron Afflalo,27,ORL,SF,64,64,2307,0.439,14.8,0.735,0.175,0.128,0.202,0.23,0.265,0.489,0.646,0.414,0.497,0.404,0.3,0.486,0.958,0.006,4,0.304,0.438,0,0,,afflaar01
77,Kyle Singler,24,DET,SF,82,74,2293,0.428,12.9,0.688,0.321,0.134,0.084,0.15,0.312,0.464,0.626,0.221,0.352,0.396,0.35,0.693,0.986,0.019,11,0.46,0.359,3,0,,singlky01
78,DeMarcus Cousins,22,SAC,C,75,74,2289,0.465,8.4,0.979,0.382,0.281,0.066,0.25,0.021,0.471,0.639,0.402,0.324,0.332,0.182,0.485,1,0.092,86,0.136,0,2,0,,couside01
79,Jason Thompson,26,SAC,PF,82,81,2285,0.502,8.2,0.996,0.333,0.332,0.142,0.189,0.004,0.504,0.641,0.437,0.462,0.411,0,0.679,,0.089,59,0,,1,0,,thompja02
80,Lance Stephenson,22,IND,SG,78,72,2278,0.46,12.9,0.686,0.378,0.094,0.054,0.161,0.314,0.52,0.695,0.321,0.375,0.271,0.33,0.493,0.919,0.038,20,0.314,0.373,3,0,,stephla01
81,John Salmons,33,SAC,SF,76,72,2278,0.399,16.7,0.564,0.137,0.121,0.124,0.181,0.436,0.42,0.595,0.419,0.329,0.351,0.371,0.497,0.899,0.011,7,0.412,0.373,0,0,,salmojo01
82,Roy Hibbert,26,IND,C,79,79,2269,0.448,6.4,0.995,0.36,0.424,0.13,0.081,0.005,0.449,0.518,0.423,0.348,0.443,0.25,0.523,1,0.064,49,0.5,0.5,1,0,DPOY-10,hibbero01
83,Kyle Korver,31,ATL,SF,74,60,2259,0.461,22,0.311,0.035,0.015,0.045,0.216,0.689,0.471,0.571,0.333,0.37,0.485,0.457,0.92,0.984,0.002,1,0.326,0.481,0,0,,korveky01
84,Brook Lopez,24,BRK,C,74,74,2253,0.521,7.4,0.999,0.376,0.329,0.131,0.164,0.001,0.522,0.698,0.422,0.427,0.391,0,0.625,,0.091,97,1,0,0,0,AS,lopezbr01
85,Jeff Green,26,BOS,PF,81,17,2252,0.467,11.5,0.774,0.371,0.159,0.067,0.177,0.226,0.49,0.659,0.258,0.389,0.385,0.385,0.497,0.957,0.067,50,0.577,0.457,7,0,,greenje02
86,Randy Foye,29,UTA,SG,82,72,2249,0.397,19.7,0.412,0.103,0.073,0.047,0.188,0.588,0.378,0.539,0.241,0.229,0.381,0.41,0.591,0.916,0.007,4,0.189,0.427,2,0,,foyera01
87,Kenneth Faried,23,DEN,PF,80,80,2248,0.552,3.8,1,0.636,0.263,0.068,0.033,0,0.552,0.662,0.387,0.277,0.304,,0.674,,0.196,127,,,0,0,DPOY-17,farieke01
88,Brandon Bass,27,BOS,PF,81,69,2239,0.486,11.3,0.997,0.255,0.122,0.267,0.353,0.003,0.487,0.607,0.403,0.459,0.452,0,0.748,,0.104,56,0,,2,0,,bassbr01
89,Spencer Hawes,24,PHI,C,82,40,2233,0.464,11.2,0.893,0.313,0.15,0.163,0.266,0.107,0.477,0.63,0.361,0.439,0.384,0.356,0.739,1,0.044,34,0.207,0.389,1,0,,hawessp01
90,Jamal Crawford,32,LAC,SG,76,0,2230,0.438,17.4,0.61,0.098,0.136,0.114,0.262,0.39,0.477,0.64,0.5,0.474,0.406,0.376,0.399,0.899,0.004,4,0.381,0.358,2,0,6MOY-2,crawfja01
91,Thabo Sefolosha,28,OKC,SG,81,81,2229,0.481,16.1,0.446,0.283,0.043,0.032,0.088,0.554,0.558,0.742,0.1,0.4,0.244,0.419,0.612,0.981,0.034,15,0.512,0.462,0,0,,sefolth01
92,Danny Green,25,SAS,SG,80,80,2201,0.448,18.5,0.377,0.178,0.072,0.038,0.089,0.623,0.48,0.585,0.313,0.36,0.458,0.429,0.708,0.96,0.021,10,0.397,0.433,3,0,,greenda02
93,Martell Webster,26,WAS,SF,76,62,2200,0.442,17.2,0.483,0.222,0.058,0.055,0.148,0.517,0.463,0.567,0.216,0.486,0.394,0.422,0.613,0.95,0.08,44,0.432,0.493,3,0,,webstma02
94,Bismack Biyombo,20,CHA,C,80,65,2186,0.451,4,1,0.578,0.318,0.075,0.029,0,0.451,0.58,0.273,0.269,0.3,,0.667,,0.197,57,,,0,0,,biyombi01
95,Luis Scola,32,PHO,PF,82,67,2184,0.472,10.8,0.983,0.262,0.234,0.122,0.364,0.017,0.477,0.608,0.393,0.42,0.456,0.188,0.683,0.667,0.005,5,0.438,0.143,1,0,,scolalu01
96,Tony Parker,30,SAS,PG,66,66,2174,0.522,9.8,0.932,0.317,0.247,0.138,0.23,0.068,0.534,0.67,0.476,0.453,0.459,0.353,0.246,0.917,0,0,0.706,0.417,0,0,MVP-6ASNBA2,parketo01
97,Rodney Stuckey,26,DET,SG,76,24,2171,0.406,11.5,0.757,0.328,0.222,0.09,0.118,0.243,0.44,0.551,0.349,0.328,0.386,0.302,0.365,0.836,0.008,5,0.269,0.327,6,0,,stuckro01
98,Jared Dudley,27,PHO,SF,79,50,2170,0.468,16.4,0.595,0.218,0.054,0.07,0.253,0.405,0.52,0.664,0.417,0.362,0.462,0.391,0.787,1,0.015,10,0.325,0.398,1,0,,dudleja01
99,Tyson Chandler,30,NYK,C,66,66,2164,0.638,2.2,1,0.87,0.088,0.025,0.018,0,0.638,0.672,0.4,0.4,0.429,,0.741,,0.373,140,,,0,0,DPOY-13AS,chandty01
100,José Calderón,31,2TM,PG,73,58,2160,0.491,19.2,0.556,0.11,0.019,0.079,0.348,0.444,0.516,0.714,0.083,0.5,0.48,0.461,0.346,0.885,0,0,0.142,0.4,1,0,,caldejo01
101,José Calderón,31,TOR,PG,45,30,1273,0.47,20.1,0.538,0.07,0.025,0.083,0.359,0.462,0.505,0.607,0.1,0.545,0.503,0.429,0.352,0.861,0,0,0.125,0.261,1,0,,caldejo01
102,José Calderón,31,DET,PG,28,28,887,0.527,18.2,0.586,0.177,0.008,0.072,0.329,0.414,0.532,0.786,0,0.412,0.436,0.52,0.338,0.922,0,0,0.173,0.588,0,0,,caldejo01
103,Andre Miller,36,DEN,PG,82,11,2151,0.479,8.7,0.899,0.422,0.207,0.176,0.093,0.101,0.504,0.618,0.397,0.387,0.441,0.266,0.248,1,0.002,1,0.297,0.158,4,0,6MOY-6,millean02
104,Robin Lopez,24,NOH,C,82,82,2136,0.534,5.6,1,0.477,0.314,0.15,0.058,0,0.534,0.691,0.372,0.37,0.548,,0.589,,0.102,64,,,0,0,,lopezro01
105,Kevin Martin,29,OKC,SG,77,0,2136,0.45,17,0.523,0.152,0.108,0.108,0.156,0.477,0.472,0.686,0.333,0.405,0.405,0.426,0.568,0.943,0.033,24,0.294,0.514,0,0,6MOY-4,martike02
106,Jimmy Butler,23,CHI,SF,82,20,2134,0.467,11.7,0.795,0.391,0.096,0.078,0.23,0.205,0.489,0.68,0.224,0.275,0.347,0.381,0.638,0.975,0.092,45,0.6,0.365,3,0,DPOY-17,butleji01
107,Gerald Henderson,25,CHA,SG,68,58,2133,0.447,12.5,0.883,0.268,0.124,0.175,0.316,0.117,0.462,0.576,0.349,0.413,0.437,0.33,0.501,0.97,0.044,32,0.21,0.238,3,0,,hendege02
108,Jason Terry,35,BOS,SG,79,24,2124,0.434,18.7,0.489,0.116,0.06,0.119,0.194,0.511,0.498,0.56,0.487,0.455,0.492,0.372,0.684,0.878,0.005,2,0.275,0.418,4,0,,terryja01
109,Isaiah Thomas,23,SAC,PG,79,62,2122,0.44,14.1,0.614,0.238,0.204,0.077,0.095,0.386,0.491,0.682,0.371,0.422,0.329,0.358,0.347,0.704,0,0,0.231,0.351,2,0,,thomais02
110,Tony Allen,31,MEM,SG,79,79,2109,0.445,7.8,0.962,0.52,0.149,0.063,0.23,0.038,0.458,0.581,0.295,0.375,0.306,0.125,0.637,1,0.08,46,0.625,0.133,0,0,DPOY-5,allento01
111,Gordon Hayward,22,UTA,SF,72,27,2104,0.435,14.9,0.682,0.238,0.125,0.07,0.248,0.318,0.444,0.587,0.371,0.315,0.38,0.415,0.59,0.912,0.05,35,0.232,0.404,1,0,6MOY-14,haywago01
112,Vince Carter,36,DAL,SF,81,3,2093,0.435,17.1,0.533,0.17,0.133,0.076,0.154,0.467,0.461,0.559,0.43,0.369,0.424,0.406,0.257,0.772,0.033,26,0.133,0.283,4,0,6MOY-14,cartevi01
113,Nate Robinson,28,CHI,PG,82,23,2086,0.433,16,0.622,0.188,0.122,0.098,0.215,0.378,0.45,0.601,0.393,0.389,0.379,0.405,0.279,0.716,0.003,2,0.124,0.419,1,0,6MOY-8,robinna01
114,Tim Duncan,36,SAS,C,69,69,2078,0.502,9.5,0.993,0.295,0.246,0.177,0.275,0.007,0.504,0.701,0.417,0.405,0.433,0.286,0.666,1,0.065,61,0.571,0.25,0,0,MVP-7DPOY-6ASNBA1,duncati01
115,Gerald Wallace,30,BRK,SF,69,68,2076,0.397,12.1,0.644,0.419,0.12,0.011,0.094,0.356,0.461,0.536,0.4,0,0.256,0.282,0.632,0.957,0.068,26,0.356,0.328,0,0,,wallage01
116,Mario Chalmers,26,MIA,PG,77,77,2068,0.429,17.3,0.431,0.195,0.121,0.057,0.059,0.569,0.456,0.592,0.328,0.467,0.258,0.409,0.375,0.829,0,0,0.269,0.481,3,0,,chalmma01
117,Al-Farouq Aminu,22,NOH,SF,76,71,2066,0.475,7.1,0.96,0.489,0.224,0.08,0.167,0.04,0.486,0.642,0.368,0.316,0.266,0.211,0.71,1,0.19,80,0.421,0.375,0,0,,aminual01
118,Harrison Barnes,20,GSW,SF,81,81,2058,0.439,11.4,0.769,0.323,0.204,0.111,0.131,0.231,0.464,0.685,0.359,0.2,0.305,0.359,0.567,0.923,0.115,67,0.297,0.442,0,0,ROY-6,barneha02
