Rk,Player,Age,Team,Pos,G,GS,MP,FG%,avgDistance,2P (% of FGA),0-3 (% of FGA),3-10 (% of FGA),10-16 (% of FGA),16-3P (% of FGA),3P (% of FGA),2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
17,Amar'e Stoudemire,28,NYK,C,78,78,2870,0.502,8.9,0.984,0.314,0.295,0.138,0.238,0.016,0.503,0.641,0.426,0.422,0.465,0.435,0.523,0.8,0.086,119,0.304,0.571,0,0,MVP-9ASNBA2,stoudam01
18,DeMar DeRozan,21,TOR,SG,82,82,2851,0.467,11.2,0.955,0.297,0.17,0.176,0.312,0.045,0.485,0.606,0.474,0.453,0.392,0.096,0.594,0.6,0.059,60,0.346,0.167,4,0,,derozde01
19,Russell Westbrook,22,OKC,PG,82,82,2847,0.442,9.6,0.926,0.36,0.186,0.177,0.204,0.074,0.451,0.606,0.306,0.362,0.385,0.33,0.169,0.294,0.046,52,0.097,0,0,0,ASNBA2,westbru01
20,Dwyane Wade,29,MIA,SG,76,76,2823,0.5,10.4,0.851,0.366,0.193,0.113,0.179,0.149,0.534,0.686,0.483,0.359,0.387,0.306,0.37,0.333,0.082,102,0.146,0.333,1,0,MVP-7DPOY-16ASNBA2,wadedw01
21,Elton Brand,31,PHI,PF,81,81,2809,0.512,9.7,0.999,0.198,0.269,0.409,0.123,0.001,0.512,0.66,0.447,0.509,0.43,0,0.663,,0.04,37,0,,0,0,,brandel01
22,Chris Bosh,26,MIA,PF,77,77,2795,0.496,11.4,0.976,0.225,0.213,0.189,0.348,0.024,0.502,0.706,0.431,0.425,0.457,0.24,0.6,0.833,0.054,51,0.12,0,0,0,AS,boshch01
23,Kobe Bryant,32,LAL,SG,82,82,2779,0.451,14.5,0.783,0.152,0.19,0.192,0.249,0.217,0.487,0.639,0.49,0.519,0.368,0.323,0.325,0.652,0.023,38,0.121,0.326,2,0,MVP-4DPOY-11ASNBA1,bryanko01
24,Boris Diaw,28,CHA,PF,82,82,2778,0.492,12.7,0.708,0.302,0.194,0.044,0.168,0.292,0.553,0.667,0.5,0.353,0.462,0.345,0.554,0.962,0.004,3,0.044,0.3,1,0,,diawbo01
25,Paul Pierce,33,BOS,SF,80,80,2774,0.497,13.6,0.709,0.288,0.091,0.152,0.178,0.291,0.547,0.718,0.366,0.484,0.418,0.374,0.455,0.892,0.038,38,0.111,0.606,1,0,AS,piercpa01
26,Danny Granger,27,IND,SF,79,79,2763,0.425,14.9,0.677,0.21,0.146,0.091,0.23,0.323,0.443,0.614,0.37,0.383,0.359,0.386,0.362,0.873,0.013,14,0.101,0.488,0,0,,grangda01
27,Wesley Matthews,24,POR,SG,82,69,2758,0.449,14,0.614,0.278,0.161,0.073,0.102,0.386,0.476,0.64,0.386,0.282,0.31,0.407,0.545,0.961,0.02,18,0.344,0.438,4,0,,matthwe02
28,D.J. Augustin,23,CHA,PG,82,82,2757,0.416,14.3,0.652,0.312,0.109,0.045,0.187,0.348,0.461,0.545,0.279,0.372,0.447,0.333,0.236,0.676,0,0,0.12,0.375,7,0,,augusdj01
29,Carmelo Anthony,26,2TM,SF,77,77,2751,0.455,12.7,0.833,0.321,0.101,0.124,0.286,0.167,0.47,0.594,0.309,0.353,0.44,0.378,0.418,0.842,0.037,53,0.171,0.372,2,0,AS,anthoca01
30,Carmelo Anthony,26,DEN,SF,50,50,1774,0.452,11.7,0.87,0.353,0.098,0.116,0.303,0.13,0.47,0.566,0.326,0.366,0.444,0.333,0.441,0.929,0.044,41,0.167,0.333,1,0,,anthoca01
31,Carmelo Anthony,26,NYK,SF,27,27,977,0.461,13.8,0.767,0.265,0.106,0.14,0.256,0.233,0.472,0.662,0.281,0.333,0.431,0.424,0.371,0.774,0.022,12,0.176,0.409,1,0,,anthoca01
32,Raymond Felton,26,2TM,SG,75,54,2737,0.425,15,0.673,0.218,0.166,0.058,0.231,0.327,0.46,0.58,0.377,0.379,0.427,0.353,0.18,0.647,0.002,1,0.085,0.571,3,0,,feltora01
33,Raymond Felton,26,NYK,PG,54,54,2074,0.423,15.1,0.665,0.213,0.167,0.061,0.223,0.335,0.471,0.585,0.381,0.388,0.453,0.328,0.183,0.557,0.002,1,0.082,0.591,2,0,,feltora01
34,Raymond Felton,26,DEN,SG,21,0,663,0.431,14.8,0.701,0.235,0.162,0.044,0.26,0.299,0.42,0.563,0.364,0.333,0.34,0.459,0.167,0.929,0,0,0.098,0.5,1,0,,feltora01
35,Beno Udrih,28,SAC,PG,79,64,2734,0.5,14.3,0.779,0.194,0.12,0.208,0.257,0.221,0.54,0.763,0.465,0.503,0.439,0.357,0.409,0.908,0,0,0.302,0.345,7,0,,udrihbe01
36,Zach Randolph,29,MEM,PF,75,74,2724,0.503,7.3,0.964,0.394,0.329,0.116,0.125,0.036,0.515,0.654,0.458,0.348,0.385,0.186,0.485,1,0.011,13,0.116,0.4,2,0,NBA3,randoza01
37,Jason Richardson,30,2TM,SG,80,80,2715,0.447,15.9,0.546,0.217,0.115,0.051,0.164,0.454,0.49,0.677,0.38,0.333,0.37,0.395,0.597,0.931,0.038,36,0.326,0.41,1,0,,richaja01
38,Jason Richardson,30,PHO,SG,25,25,796,0.47,14.9,0.62,0.26,0.121,0.057,0.183,0.38,0.502,0.693,0.362,0.364,0.366,0.419,0.57,0.968,0.054,20,0.358,0.472,0,0,,richaja01
39,Jason Richardson,30,ORL,SG,55,55,1919,0.433,17,0.504,0.192,0.111,0.048,0.153,0.496,0.482,0.664,0.392,0.313,0.373,0.384,0.617,0.913,0.028,16,0.311,0.379,1,0,,richaja01
40,Al Horford,24,ATL,C,77,77,2704,0.557,10.8,0.996,0.231,0.244,0.15,0.37,0.004,0.557,0.761,0.449,0.486,0.531,0.5,0.695,0.5,0.068,60,0.5,1,0,0,ASNBA3,horfoal01
41,Gerald Wallace,28,2TM,SF,71,63,2693,0.454,11.4,0.781,0.408,0.122,0.02,0.231,0.219,0.487,0.608,0.327,0.353,0.371,0.333,0.568,0.968,0.042,30,0.376,0.257,1,0,DPOY-23,wallage01
42,Gerald Wallace,28,CHA,SF,48,48,1872,0.433,11.2,0.818,0.404,0.122,0.017,0.275,0.182,0.456,0.574,0.282,0.3,0.369,0.33,0.604,0.971,0.045,20,0.5,0.264,1,0,,wallage01
43,Gerald Wallace,28,POR,PF,23,15,821,0.498,11.5,0.703,0.416,0.123,0.026,0.138,0.297,0.566,0.679,0.424,0.429,0.378,0.338,0.495,0.963,0.037,10,0.213,0.235,0,0,,wallage01
44,Jason Kidd,37,DAL,PG,80,80,2653,0.361,20.9,0.344,0.081,0.055,0.045,0.163,0.656,0.4,0.604,0.364,0.259,0.351,0.34,0.402,0.895,0,0,0.153,0.3,4,1,,kiddja01
45,Andre Miller,34,POR,PG,81,81,2650,0.46,10.6,0.956,0.276,0.217,0.219,0.244,0.044,0.476,0.665,0.421,0.411,0.369,0.108,0.359,1,0,0,0.108,0.25,5,0,,millean02
46,Josh Smith,25,ATL,PF,77,77,2645,0.477,12,0.852,0.313,0.174,0.071,0.294,0.148,0.503,0.687,0.425,0.27,0.408,0.331,0.661,0.98,0.095,98,0.318,0.408,0,0,DPOY-25,smithjo03
47,Lamar Odom,31,LAL,PF,82,35,2639,0.53,10.6,0.801,0.383,0.218,0.053,0.147,0.199,0.566,0.705,0.503,0.298,0.397,0.382,0.565,0.765,0.058,45,0.112,0.35,3,0,6MOY-1,odomla01
48,David Lee,27,GSW,PF,73,73,2634,0.507,8.9,0.997,0.354,0.236,0.12,0.287,0.003,0.508,0.688,0.342,0.444,0.448,0.333,0.675,1,0.086,80,0,,0,0,,leeda02
49,Kevin Love,22,MIN,PF,73,73,2611,0.47,10.4,0.794,0.352,0.259,0.078,0.105,0.206,0.483,0.615,0.398,0.313,0.38,0.417,0.525,0.989,0.026,22,0.081,0.529,4,0,MIP-1AS,loveke01
50,John Wall,20,WAS,PG,69,64,2606,0.409,11,0.882,0.364,0.146,0.12,0.251,0.118,0.425,0.605,0.261,0.308,0.316,0.296,0.223,0.765,0.028,26,0.113,0.385,6,0,ROY-2,walljo01
51,Paul Millsap,25,UTA,PF,76,76,2605,0.531,9.6,0.977,0.347,0.188,0.166,0.275,0.023,0.535,0.697,0.392,0.482,0.46,0.391,0.678,1,0.043,35,0.087,0.5,2,0,,millspa01
52,Kevin Martin,27,HOU,SG,80,80,2603,0.436,15.7,0.638,0.186,0.128,0.105,0.219,0.362,0.467,0.703,0.377,0.421,0.339,0.383,0.48,0.869,0.035,44,0.129,0.407,0,0,,martike02
53,Trevor Ariza,25,NOH,SF,75,75,2600,0.398,13.5,0.644,0.286,0.165,0.064,0.129,0.356,0.45,0.674,0.246,0.204,0.337,0.303,0.557,0.963,0.064,47,0.384,0.337,2,0,,arizatr01
54,Marc Gasol,26,MEM,C,81,81,2586,0.527,7.1,0.99,0.331,0.444,0.123,0.091,0.01,0.528,0.729,0.433,0.4,0.429,0.429,0.612,1,0.051,34,0,,4,0,,gasolma01
55,Jason Terry,33,DAL,SG,82,10,2564,0.451,16.4,0.678,0.111,0.126,0.157,0.285,0.322,0.493,0.736,0.365,0.427,0.492,0.362,0.499,0.921,0.007,8,0.356,0.352,1,0,6MOY-2,terryja01
56,Kyle Lowry,24,HOU,PG,75,71,2563,0.426,15.8,0.576,0.225,0.143,0.057,0.151,0.424,0.464,0.665,0.405,0.261,0.295,0.376,0.319,0.636,0,0,0.169,0.31,4,0,,lowryky01
57,Tayshaun Prince,30,DET,SF,78,78,2562,0.473,12.2,0.902,0.204,0.187,0.202,0.31,0.098,0.486,0.794,0.433,0.371,0.39,0.347,0.485,0.971,0.056,54,0.765,0.387,0,0,,princta01
58,John Salmons,31,MIL,SG,73,70,2554,0.415,14.2,0.756,0.187,0.109,0.231,0.229,0.244,0.427,0.571,0.388,0.411,0.345,0.379,0.3,0.88,0.008,6,0.406,0.461,0,0,,salmojo01
59,Joe Johnson,29,ATL,SG,72,72,2554,0.443,13.9,0.742,0.176,0.235,0.114,0.217,0.258,0.494,0.681,0.505,0.386,0.385,0.297,0.388,0.843,0.018,18,0.383,0.296,4,0,AS,johnsjo02
60,Landry Fields,22,NYK,SG,82,81,2541,0.497,12.8,0.636,0.349,0.151,0.037,0.1,0.364,0.556,0.729,0.297,0.318,0.433,0.393,0.582,1,0.07,41,0.365,0.45,3,0,ROY-4,fieldla01
61,Channing Frye,27,PHO,PF,77,64,2541,0.432,19.7,0.47,0.078,0.095,0.052,0.245,0.53,0.479,0.708,0.544,0.395,0.399,0.39,0.679,0.988,0.029,22,0.125,0.473,2,0,,fryech01
62,Hedo Türkoğlu,31,2TM,SF,81,72,2540,0.446,17.8,0.571,0.133,0.083,0.112,0.242,0.429,0.473,0.594,0.35,0.457,0.457,0.41,0.297,0.756,0.011,4,0.139,0.488,2,0,,turkohe01
63,Hedo Türkoğlu,31,PHO,PF,25,16,630,0.44,17.7,0.497,0.155,0.119,0.052,0.171,0.503,0.458,0.567,0.348,0.5,0.424,0.423,0.341,0.927,0.01,1,0.082,0.625,0,0,,turkohe01
64,Hedo Türkoğlu,31,ORL,SF,56,56,1910,0.448,18,0.597,0.125,0.07,0.134,0.268,0.403,0.478,0.606,0.351,0.451,0.465,0.404,0.285,0.674,0.011,3,0.164,0.457,2,0,,turkohe01
65,Tony Parker,28,SAS,PG,78,78,2528,0.519,8.8,0.935,0.401,0.233,0.098,0.202,0.065,0.531,0.669,0.51,0.333,0.375,0.357,0.23,0.88,0,0,0.7,0.367,0,0,MVP-12,parketo01
66,Rajon Rondo,24,BOS,PG,68,68,2527,0.475,9.7,0.936,0.415,0.16,0.061,0.3,0.064,0.491,0.633,0.318,0.341,0.418,0.233,0.312,0.6,0.004,3,0.093,0,1,0,MVP-10DPOY-5AS,rondora01
67,Nicolas Batum,22,POR,SF,80,67,2522,0.455,15.2,0.576,0.286,0.077,0.051,0.162,0.424,0.535,0.68,0.419,0.317,0.405,0.345,0.735,0.983,0.072,53,0.415,0.394,5,0,,batumni01
68,Dirk Nowitzki,32,DAL,PF,73,73,2504,0.517,14.4,0.858,0.128,0.13,0.256,0.344,0.142,0.538,0.709,0.477,0.5,0.526,0.393,0.59,0.97,0.008,9,0.226,0.553,1,0,MVP-6ASNBA2,nowitdi01
69,Steve Nash,36,PHO,PG,75,75,2497,0.492,14.8,0.747,0.147,0.163,0.189,0.249,0.253,0.525,0.739,0.492,0.49,0.446,0.395,0.094,0.321,0,0,0.02,0.25,1,0,,nashst01
70,Stephen Curry,22,GSW,PG,74,74,2489,0.48,16.2,0.675,0.169,0.117,0.109,0.28,0.325,0.498,0.618,0.439,0.383,0.495,0.442,0.257,0.801,0.004,3,0.24,0.549,4,0,,curryst01
71,Andre Iguodala,27,PHI,SF,67,67,2469,0.445,14.4,0.762,0.257,0.078,0.119,0.308,0.238,0.479,0.744,0.254,0.356,0.363,0.337,0.448,0.836,0.14,102,0.232,0.476,4,0,DPOY-8,iguodan01
72,Deron Williams,26,2TM,PG,65,65,2465,0.439,14.6,0.675,0.248,0.156,0.085,0.186,0.325,0.491,0.603,0.414,0.386,0.453,0.331,0.331,0.581,0.009,9,0.091,0.276,6,2,AS,willide01
73,Deron Williams,26,UTA,PG,53,53,2009,0.458,14.2,0.68,0.252,0.155,0.081,0.192,0.32,0.511,0.621,0.432,0.415,0.471,0.345,0.357,0.607,0.009,7,0.089,0.304,4,1,,willide01
74,Deron Williams,26,NJN,PG,12,12,456,0.349,14.9,0.651,0.231,0.16,0.107,0.154,0.349,0.391,0.513,0.333,0.278,0.346,0.271,0.163,0.438,0.012,2,0.102,0.167,2,1,,willide01
75,Richard Jefferson,30,SAS,SF,81,81,2459,0.474,16.2,0.522,0.226,0.078,0.042,0.176,0.478,0.504,0.683,0.38,0.444,0.345,0.44,0.751,0.985,0.081,43,0.599,0.462,0,0,,jefferi01
76,David West,30,NOH,PF,70,70,2451,0.508,10.1,0.991,0.201,0.329,0.213,0.249,0.009,0.51,0.67,0.459,0.462,0.49,0.222,0.599,1,0.018,18,0.111,0,1,0,,westda01
77,Jeff Green,24,2TM,SF,75,51,2427,0.449,11.3,0.743,0.274,0.238,0.082,0.149,0.257,0.499,0.698,0.359,0.299,0.467,0.303,0.559,1,0.049,39,0.299,0.444,3,0,,greenje02
78,Jeff Green,24,OKC,PF,49,49,1815,0.437,13.1,0.702,0.246,0.233,0.081,0.142,0.298,0.493,0.743,0.361,0.24,0.42,0.304,0.57,1,0.049,30,0.245,0.444,3,0,,greenje02
79,Jeff Green,24,BOS,SF,26,2,612,0.485,9.5,0.866,0.361,0.252,0.084,0.168,0.134,0.514,0.603,0.353,0.471,0.588,0.296,0.533,1,0.05,9,0.667,0.444,0,0,,greenje02
80,Manu Ginóbili,33,SAS,SG,80,79,2426,0.433,15.4,0.567,0.215,0.158,0.071,0.123,0.433,0.497,0.639,0.416,0.5,0.352,0.349,0.376,0.675,0.014,13,0.172,0.368,3,0,MVP-8ASNBA3,ginobma01
81,Luis Scola,30,HOU,PF,74,74,2412,0.504,9.2,0.997,0.256,0.338,0.142,0.261,0.003,0.505,0.661,0.421,0.444,0.495,0,0.649,,0.004,4,0.667,0,1,0,,scolalu01
82,Metta World Peace,31,LAL,SF,82,82,2410,0.397,14.4,0.646,0.269,0.126,0.053,0.198,0.354,0.419,0.571,0.325,0.4,0.277,0.356,0.579,0.892,0.011,5,0.515,0.392,0,0,DPOY-18,artesro01
83,Grant Hill,38,PHO,SF,80,80,2409,0.484,11.7,0.862,0.238,0.179,0.246,0.199,0.138,0.498,0.724,0.399,0.433,0.396,0.395,0.638,1,0.019,11,0.781,0.449,1,0,DPOY-7,hillgr01
84,Stephen Jackson,32,CHA,SG,67,67,2405,0.411,15.1,0.661,0.268,0.096,0.059,0.237,0.339,0.449,0.549,0.324,0.429,0.39,0.337,0.487,0.893,0.009,9,0.156,0.518,4,0,,jacksst02
85,Wilson Chandler,23,2TM,SF,72,49,2401,0.45,14.9,0.664,0.215,0.155,0.105,0.189,0.336,0.501,0.737,0.345,0.41,0.411,0.35,0.543,0.964,0.055,48,0.366,0.427,1,0,,chandwi01
86,Wilson Chandler,23,NYK,SF,51,30,1759,0.461,14.3,0.656,0.232,0.171,0.096,0.157,0.344,0.518,0.764,0.361,0.412,0.393,0.351,0.545,0.965,0.059,40,0.318,0.436,1,0,,chandwi01
87,Wilson Chandler,23,DEN,SF,21,19,642,0.419,15.6,0.689,0.166,0.108,0.133,0.282,0.311,0.452,0.625,0.269,0.406,0.441,0.347,0.533,0.962,0.041,8,0.52,0.41,0,0,,chandwi01
88,Shane Battier,32,2TM,SF,82,59,2375,0.45,14.6,0.475,0.183,0.232,0.029,0.031,0.525,0.525,0.624,0.475,0.333,0.5,0.382,0.583,0.961,0.002,0,0.509,0.426,1,0,,battish01
89,Shane Battier,32,HOU,SF,59,59,1818,0.456,16.4,0.449,0.167,0.213,0.034,0.034,0.551,0.536,0.647,0.471,0.357,0.571,0.391,0.622,0.966,0,0,0.484,0.431,1,0,,battish01
90,Shane Battier,32,MEM,SF,23,0,557,0.426,12.8,0.584,0.248,0.307,0.01,0.02,0.416,0.492,0.56,0.484,0,0,0.333,0.448,0.929,0.01,0,0.643,0.407,0,0,,battish01
91,Michael Beasley,22,MIN,SF,73,73,2361,0.45,12.6,0.868,0.193,0.23,0.176,0.27,0.132,0.463,0.658,0.413,0.397,0.409,0.366,0.425,0.683,0.03,33,0.14,0.348,0,0,,beaslmi01
92,Darren Collison,23,IND,PG,79,79,2360,0.457,12.1,0.857,0.249,0.185,0.179,0.244,0.143,0.479,0.627,0.435,0.423,0.401,0.331,0.232,0.683,0.006,5,0.194,0.417,2,0,,collida01
93,Travis Outlaw,26,NJN,SF,82,55,2358,0.375,16.9,0.655,0.114,0.112,0.145,0.285,0.345,0.413,0.627,0.329,0.368,0.385,0.302,0.505,0.934,0.034,21,0.401,0.327,4,0,,outlatr01
94,Andrea Bargnani,25,TOR,C,66,66,2353,0.448,13.9,0.81,0.178,0.188,0.18,0.264,0.19,0.472,0.584,0.432,0.464,0.429,0.345,0.589,0.909,0.024,25,0.013,0.667,3,0,,bargnan01
95,Arron Afflalo,25,DEN,SG,69,69,2324,0.498,14.8,0.604,0.241,0.132,0.077,0.155,0.396,0.546,0.662,0.518,0.5,0.412,0.423,0.565,1,0.002,1,0.581,0.451,1,0,,afflaar01
96,Jameer Nelson,28,ORL,PG,76,76,2319,0.446,15.6,0.646,0.209,0.121,0.092,0.224,0.354,0.471,0.629,0.356,0.39,0.42,0.401,0.137,0.622,0,0,0.165,0.449,2,1,,nelsoja01
97,Chauncey Billups,34,2TM,PG,72,72,2310,0.427,17.9,0.543,0.151,0.072,0.089,0.23,0.457,0.448,0.575,0.439,0.451,0.366,0.402,0.212,0.507,0,0,0.121,0.341,1,0,,billuch01
98,Chauncey Billups,34,DEN,PG,51,51,1646,0.438,18,0.556,0.14,0.076,0.08,0.259,0.444,0.436,0.6,0.415,0.419,0.36,0.441,0.269,0.543,0,0,0.122,0.345,1,0,,billuch01
99,Chauncey Billups,34,NYK,PG,21,21,664,0.403,17.8,0.516,0.174,0.062,0.109,0.171,0.484,0.474,0.533,0.5,0.5,0.386,0.328,0.095,0.415,0,0,0.12,0.333,0,0,,billuch01
100,DeMarcus Cousins,20,SAC,C,81,62,2309,0.43,8.4,0.982,0.304,0.349,0.116,0.214,0.018,0.435,0.633,0.323,0.328,0.395,0.167,0.375,0.667,0.061,54,0.167,0,1,0,ROY-3,couside01
101,Glen Davis,25,BOS,C,78,13,2298,0.448,11.2,0.981,0.286,0.16,0.134,0.402,0.019,0.454,0.646,0.359,0.439,0.36,0.133,0.706,0,0.017,12,0.133,0,2,0,6MOY-4,davisgl01
102,Derek Fisher,36,LAL,PG,82,82,2297,0.389,16.9,0.699,0.121,0.102,0.098,0.378,0.301,0.386,0.516,0.315,0.288,0.39,0.396,0.608,0.873,0,0,0.396,0.429,0,0,,fishede01
103,Jamal Crawford,30,ATL,SG,76,0,2297,0.421,17.2,0.601,0.134,0.125,0.08,0.262,0.399,0.474,0.615,0.422,0.4,0.45,0.341,0.273,0.798,0.008,4,0.344,0.408,5,1,6MOY-5,crawfja01
104,Andrew Bogut,26,MIL,C,65,65,2297,0.495,4.8,0.995,0.411,0.512,0.063,0.008,0.005,0.497,0.656,0.403,0.298,0,0,0.482,,0.089,63,0,,1,0,DPOY-6,bogutan01
105,Nenê,28,DEN,C,75,75,2291,0.615,5,0.992,0.648,0.17,0.061,0.113,0.008,0.618,0.715,0.441,0.325,0.486,0.2,0.703,1,0.187,112,0.2,0,1,0,,hilarne01
106,Emeka Okafor,28,NOH,C,72,72,2287,0.573,3.7,0.998,0.573,0.372,0.05,0.004,0.002,0.574,0.71,0.4,0.308,0.5,0,0.697,,0.181,84,0,,0,0,,okafoem01
107,Mike Bibby,32,3TM,PG,80,68,2285,0.431,21.3,0.396,0.063,0.028,0.036,0.269,0.604,0.417,0.722,0.375,0.381,0.355,0.44,0.526,0.967,0,0,0.282,0.459,0,0,,bibbymi01
108,Mike Bibby,32,ATL,PG,56,56,1674,0.435,20.6,0.42,0.068,0.034,0.039,0.279,0.58,0.427,0.733,0.4,0.353,0.366,0.441,0.506,0.965,0,0,0.266,0.426,0,0,,bibbymi01
109,Mike Bibby,32,WAS,PG,2,0,29,0.111,21.4,0.556,0,0,0,0.556,0.444,0.2,,,,0.2,0,0,,0,0,0.25,0,0,0,,bibbymi01
110,Mike Bibby,32,MIA,PG,22,12,582,0.437,21.9,0.302,0.048,0.008,0.032,0.214,0.698,0.395,0.667,0,0.5,0.333,0.455,0.667,0.975,0,0,0.33,0.552,0,0,,bibbymi01
111,J.J. Hickson,22,CLE,C,80,66,2256,0.458,7.5,0.995,0.453,0.207,0.135,0.2,0.005,0.461,0.618,0.345,0.325,0.316,0,0.634,,0.109,99,0.2,0,0,0,,hicksjj01
112,Devin Harris,27,2TM,PG,71,70,2254,0.422,12.7,0.779,0.314,0.189,0.106,0.17,0.221,0.45,0.537,0.396,0.36,0.406,0.322,0.182,0.776,0.001,0,0.067,0.417,5,0,,harride01
113,Devin Harris,27,NJN,PG,54,54,1724,0.425,11.6,0.82,0.306,0.219,0.111,0.185,0.18,0.452,0.54,0.388,0.397,0.416,0.3,0.185,0.788,0.002,0,0.1,0.455,3,0,,harride01
114,Devin Harris,27,UTA,PG,17,16,530,0.413,13.8,0.652,0.338,0.1,0.09,0.124,0.348,0.443,0.529,0.45,0.222,0.36,0.357,0.172,0.76,0,0,0.014,0,2,0,,harride01
115,Shawn Marion,32,DAL,SF,80,27,2253,0.52,6.8,0.96,0.361,0.428,0.119,0.053,0.04,0.536,0.731,0.448,0.323,0.386,0.152,0.685,1,0.096,77,0.576,0.105,1,0,,mariosh01
116,Roy Hibbert,24,IND,C,81,80,2244,0.461,7.5,0.996,0.292,0.433,0.133,0.138,0.004,0.463,0.658,0.4,0.381,0.325,0,0.541,,0.102,81,0.25,0,1,0,,hibbero01
117,Greg Monroe,20,DET,C,80,48,2222,0.551,3.1,0.998,0.74,0.173,0.047,0.038,0.002,0.552,0.649,0.295,0.269,0.19,0,0.568,,0.055,27,0,,1,0,ROY-6,monrogr01
118,Kevin Garnett,34,BOS,PF,71,71,2220,0.528,11,0.994,0.263,0.208,0.137,0.386,0.006,0.53,0.741,0.409,0.46,0.476,0.2,0.79,0,0.077,59,0,,0,0,DPOY-2AS,garneke01
119,Serge Ibaka,21,OKC,PF,82,44,2216,0.543,8.2,0.998,0.407,0.191,0.157,0.243,0.002,0.544,0.741,0.373,0.412,0.433,0,0.681,,0.182,102,0,,0,0,DPOY-14,ibakase01
