Rk,Player,Age,Team,Pos,G,GS,MP,FG%,avgDistance,2P (% of FGA),0-3 (% of FGA),3-10 (% of FGA),10-16 (% of FGA),16-3P (% of FGA),3P (% of FGA),2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
16,Jeff Teague,23,ATL,PG,66,66,2183,0.476,9.9,0.778,0.4,0.222,0.074,0.082,0.222,0.514,0.613,0.436,0.42,0.327,0.342,0.223,0.765,0.055,33,0.06,0.333,0,0,,teaguje01
17,Chris Paul,26,LAC,PG,60,60,2181,0.478,14.2,0.761,0.158,0.225,0.139,0.238,0.239,0.511,0.645,0.48,0.468,0.476,0.371,0.107,0.494,0.002,2,0.131,0.5,2,0,MVP-3DPOY-12ASNBA1,paulch01
18,Mike Conley,24,MEM,PG,62,61,2174,0.433,13.2,0.768,0.282,0.167,0.061,0.257,0.232,0.45,0.622,0.307,0.357,0.375,0.377,0.195,0.883,0,0,0.214,0.5,2,0,DPOY-14,conlemi01
19,Tyreke Evans,22,SAC,SG,63,61,2162,0.453,9.1,0.89,0.437,0.219,0.048,0.187,0.11,0.484,0.654,0.34,0.256,0.315,0.202,0.327,0.75,0.017,15,0.04,0.25,4,1,,evansty01
20,Kris Humphries,26,NJN,PF,62,62,2162,0.481,7.6,1,0.453,0.173,0.2,0.174,0,0.481,0.592,0.371,0.358,0.444,,0.684,,0.158,92,,,0,0,,humphkr01
21,Antawn Jamison,35,CLE,PF,65,65,2151,0.403,13.2,0.744,0.23,0.229,0.068,0.217,0.256,0.425,0.629,0.397,0.282,0.282,0.341,0.724,0.978,0.002,2,0.15,0.35,0,0,,jamisan01
22,Kevin Love,23,MIN,PF,55,55,2145,0.448,12.3,0.734,0.335,0.159,0.082,0.158,0.266,0.475,0.6,0.393,0.287,0.389,0.372,0.482,0.924,0.04,39,0.092,0.308,2,0,MVP-6ASNBA2,loveke01
23,Brandon Knight,20,DET,PG,66,60,2129,0.415,14.5,0.641,0.261,0.153,0.068,0.159,0.359,0.434,0.592,0.331,0.385,0.295,0.38,0.313,0.819,0.009,5,0.112,0.419,5,0,ROY-8,knighbr03
24,Luol Deng,26,CHI,SF,54,54,2129,0.412,14.4,0.715,0.232,0.162,0.053,0.269,0.285,0.43,0.646,0.344,0.125,0.355,0.367,0.53,0.987,0.019,14,0.33,0.366,4,0,DPOY-9AS,denglu01
25,Joe Johnson,30,ATL,SG,60,60,2127,0.454,16.2,0.654,0.12,0.183,0.102,0.249,0.346,0.489,0.705,0.494,0.442,0.401,0.388,0.349,0.88,0.004,4,0.363,0.41,2,0,MVP-15AS,johnsjo02
26,Ty Lawson,24,DEN,PG,61,61,2124,0.488,12.1,0.739,0.352,0.149,0.083,0.155,0.261,0.531,0.622,0.474,0.5,0.395,0.365,0.272,0.767,0.005,4,0.135,0.333,3,0,,lawsoty01
27,David Lee,28,GSW,PF,57,57,2121,0.503,7.5,0.995,0.382,0.317,0.11,0.187,0.005,0.506,0.688,0.366,0.475,0.39,0,0.623,,0.074,66,0,,0,0,,leeda02
28,Monta Ellis,26,2TM,SG,58,58,2120,0.433,13.1,0.807,0.253,0.124,0.129,0.301,0.193,0.462,0.631,0.341,0.455,0.374,0.308,0.358,0.726,0.025,23,0.299,0.45,2,0,,ellismo01
29,Monta Ellis,26,GSW,SG,37,37,1365,0.433,14.1,0.778,0.237,0.118,0.125,0.298,0.222,0.465,0.623,0.349,0.489,0.376,0.321,0.333,0.7,0.027,16,0.269,0.5,2,0,,ellismo01
30,Monta Ellis,26,MIL,SG,21,21,755,0.432,12.1,0.866,0.286,0.137,0.137,0.307,0.134,0.457,0.646,0.326,0.391,0.369,0.267,0.406,0.833,0.021,7,0.4,0.333,0,0,,ellismo01
31,Marcin Gortat,27,PHO,C,66,66,2114,0.555,6,0.997,0.428,0.352,0.161,0.056,0.003,0.557,0.736,0.435,0.387,0.442,0,0.796,,0.066,49,0,,0,0,,gortama01
32,Andrew Bynum,24,LAL,C,60,60,2112,0.558,4.6,0.994,0.476,0.435,0.068,0.015,0.006,0.56,0.755,0.405,0.296,0.083,0.2,0.675,1,0.176,136,0.2,0,0,0,ASNBA2,bynuman01
33,Paul Millsap,26,UTA,PF,64,62,2100,0.495,8.9,0.964,0.334,0.257,0.156,0.217,0.036,0.505,0.726,0.457,0.239,0.412,0.226,0.558,0.857,0.075,57,0.258,0.375,0,0,,millspa01
34,Tayshaun Prince,31,DET,SF,63,63,2087,0.421,13.1,0.87,0.199,0.169,0.168,0.333,0.13,0.431,0.648,0.296,0.433,0.368,0.356,0.505,1,0.03,18,0.615,0.359,1,0,,princta01
35,Arron Afflalo,26,DEN,SG,62,62,2086,0.471,13.5,0.684,0.272,0.142,0.107,0.163,0.316,0.504,0.684,0.323,0.373,0.447,0.398,0.689,0.966,0.009,6,0.493,0.45,0,0,,afflaar01
36,Greg Monroe,21,DET,C,66,66,2082,0.521,4.4,0.999,0.588,0.268,0.072,0.072,0.001,0.522,0.608,0.407,0.339,0.429,0,0.469,,0.049,33,0,,1,0,DPOY-18,monrogr01
37,Dirk Nowitzki,33,DAL,PF,62,62,2079,0.457,15.6,0.795,0.105,0.088,0.297,0.305,0.205,0.481,0.661,0.407,0.407,0.511,0.368,0.58,0.923,0.004,4,0.057,0.25,0,0,MVP-12ASNBA3,nowitdi01
38,Gerald Wallace,29,2TM,SF,58,58,2076,0.454,10.4,0.763,0.494,0.108,0.028,0.133,0.237,0.5,0.59,0.279,0.444,0.357,0.307,0.568,0.935,0.027,15,0.433,0.354,0,0,,wallage01
39,Gerald Wallace,29,POR,SF,42,42,1503,0.472,9.4,0.772,0.523,0.114,0.014,0.121,0.228,0.533,0.627,0.245,0.333,0.423,0.265,0.599,0.962,0.026,11,0.449,0.341,0,0,,wallage01
40,Gerald Wallace,29,NJN,SF,16,16,573,0.416,11.3,0.743,0.431,0.094,0.059,0.158,0.257,0.427,0.494,0.368,0.5,0.25,0.385,0.484,0.9,0.03,4,0.404,0.381,0,0,,wallage01
41,Al Jefferson,27,UTA,C,61,61,2075,0.492,9.2,0.996,0.218,0.364,0.216,0.199,0.004,0.493,0.68,0.491,0.394,0.402,0.25,0.522,1,0.053,52,0,,0,0,,jeffeal01
42,Paul Pierce,34,BOS,SF,61,61,2075,0.443,14.4,0.693,0.262,0.071,0.162,0.199,0.307,0.476,0.67,0.317,0.389,0.35,0.366,0.469,0.88,0.025,20,0.136,0.351,0,0,AS,piercpa01
43,Dwight Howard,26,ORL,C,54,54,2070,0.573,4.2,0.99,0.517,0.459,0.012,0.003,0.01,0.579,0.731,0.417,0.333,0,0,0.505,,0.2,137,0,,5,0,MVP-7DPOY-3ASNBA1,howardw01
44,Luis Scola,31,HOU,PF,66,66,2067,0.491,9.7,0.997,0.229,0.346,0.125,0.297,0.003,0.493,0.7,0.404,0.45,0.455,0,0.622,,0,0,0,,2,0,,scolalu01
45,Danny Granger,28,IND,SF,62,62,2062,0.416,14.9,0.657,0.192,0.152,0.14,0.172,0.343,0.434,0.558,0.392,0.379,0.377,0.381,0.399,0.951,0.004,4,0.226,0.315,0,0,,grangda01
46,Tyson Chandler,29,NYK,C,62,62,2061,0.679,2.3,0.994,0.82,0.152,0.014,0.008,0.006,0.683,0.753,0.389,0.2,0,0,0.809,,0.403,134,0.5,0,1,0,DPOY-1NBA3,chandty01
47,Jared Dudley,26,PHO,SG,65,60,2020,0.485,14.9,0.675,0.243,0.084,0.11,0.238,0.325,0.535,0.705,0.407,0.366,0.484,0.383,0.681,0.988,0.008,5,0.344,0.403,1,0,,dudleja01
48,Gordon Hayward,21,UTA,SF,66,58,2015,0.456,13.6,0.729,0.295,0.113,0.063,0.258,0.271,0.496,0.642,0.409,0.486,0.371,0.346,0.66,1,0.073,39,0.258,0.366,0,0,,haywago01
49,Chris Bosh,27,MIA,PF,57,57,2007,0.487,10.6,0.957,0.31,0.18,0.154,0.314,0.043,0.496,0.676,0.352,0.476,0.411,0.286,0.64,1,0.09,66,0.457,0.313,1,0,AS,boshch01
50,Jason Terry,34,DAL,SG,63,1,2000,0.43,17.8,0.56,0.104,0.095,0.152,0.21,0.44,0.471,0.698,0.405,0.405,0.437,0.378,0.324,0.783,0.002,2,0.225,0.439,1,0,6MOY-3,terryja01
51,Deron Williams,27,NJN,PG,55,55,1999,0.407,15.7,0.644,0.198,0.122,0.101,0.224,0.356,0.446,0.568,0.359,0.423,0.395,0.336,0.301,0.557,0.015,13,0.135,0.326,1,0,AS,willide01
52,LaMarcus Aldridge,26,POR,PF,55,55,1994,0.512,10.6,0.988,0.281,0.182,0.205,0.32,0.012,0.516,0.687,0.523,0.404,0.434,0.182,0.536,0.5,0.062,54,0.364,0,1,0,AS,aldrila01
53,Marco Belinelli,25,NOH,SG,66,55,1966,0.417,18,0.586,0.147,0.073,0.073,0.293,0.414,0.445,0.624,0.36,0.32,0.408,0.377,0.76,0.85,0.012,8,0.296,0.405,1,0,,belinma01
54,Ryan Anderson,23,ORL,PF,61,61,1964,0.439,16.2,0.443,0.296,0.065,0.02,0.062,0.557,0.496,0.594,0.265,0.4,0.298,0.393,0.476,0.994,0.036,26,0.263,0.441,0,0,MIP-1,anderry01
55,Steve Nash,37,PHO,PG,62,62,1961,0.532,15.1,0.746,0.187,0.103,0.168,0.288,0.254,0.58,0.74,0.544,0.495,0.538,0.39,0.1,0.4,0,0,0.05,0.429,1,0,MVP-9AS,nashst01
56,Paul George,21,IND,SG,66,66,1958,0.44,14.2,0.634,0.297,0.094,0.092,0.15,0.366,0.472,0.621,0.367,0.356,0.313,0.385,0.44,0.856,0.088,49,0.248,0.293,2,1,,georgpa01
57,Rajon Rondo,25,BOS,PG,53,53,1957,0.448,8.9,0.927,0.456,0.159,0.091,0.22,0.073,0.464,0.582,0.297,0.346,0.389,0.238,0.268,0.3,0,0,0.143,0.333,0,0,MVP-8ASNBA3,rondora01
58,DeMarcus Cousins,21,SAC,C,64,62,1950,0.448,7.5,0.986,0.422,0.285,0.071,0.207,0.014,0.453,0.583,0.316,0.352,0.411,0.143,0.466,1,0.08,72,0.286,0.25,1,0,,couside01
59,Carlos Boozer,30,CHI,PF,66,66,1948,0.532,9.9,0.999,0.296,0.166,0.259,0.278,0.001,0.533,0.695,0.514,0.454,0.444,0,0.725,,0.037,30,0,,0,0,,boozeca01
60,James Harden,22,OKC,SG,62,2,1946,0.491,14.3,0.536,0.328,0.111,0.024,0.073,0.464,0.579,0.723,0.3,0.4,0.413,0.39,0.282,0.86,0.062,39,0.113,0.455,1,0,6MOY-1,hardeja01
61,Joakim Noah,26,CHI,C,64,64,1945,0.508,5.1,0.998,0.633,0.178,0.065,0.122,0.002,0.509,0.587,0.345,0.281,0.467,0,0.639,,0.141,64,0,,0,0,DPOY-11,noahjo01
62,Roy Hibbert,25,IND,C,65,65,1937,0.497,6,0.999,0.358,0.455,0.118,0.067,0.001,0.498,0.569,0.51,0.329,0.333,0,0.482,,0.069,37,0,,0,0,AS,hibbero01
63,David West,31,IND,PF,66,66,1925,0.487,9.5,0.987,0.223,0.335,0.201,0.228,0.013,0.491,0.606,0.446,0.465,0.466,0.222,0.536,1,0.021,14,0.333,0.333,1,0,,westda01
64,Tony Parker,29,SAS,PG,60,60,1923,0.48,10.8,0.931,0.269,0.226,0.149,0.288,0.069,0.498,0.686,0.453,0.459,0.379,0.23,0.208,0.857,0,0,0.393,0.333,0,0,MVP-5ASNBA2,parketo01
65,Shawn Marion,33,DAL,SF,63,63,1919,0.446,8.2,0.895,0.3,0.393,0.169,0.033,0.105,0.464,0.66,0.362,0.404,0.19,0.294,0.623,1,0.071,43,0.794,0.259,0,0,DPOY-8,mariosh01
66,Raymond Felton,27,POR,PG,60,56,1906,0.407,14.8,0.684,0.269,0.106,0.056,0.252,0.316,0.453,0.543,0.441,0.306,0.395,0.305,0.196,0.726,0,0,0.069,0.5,4,0,,feltora01
67,Landry Fields,23,NYK,SG,66,62,1894,0.46,9.9,0.764,0.442,0.154,0.09,0.078,0.236,0.523,0.661,0.304,0.391,0.325,0.256,0.556,0.968,0.097,48,0.38,0.217,0,0,,fieldla01
68,Darren Collison,24,IND,PG,60,56,1878,0.44,12.9,0.82,0.26,0.143,0.136,0.281,0.18,0.457,0.551,0.347,0.38,0.463,0.362,0.281,0.765,0.008,3,0.362,0.412,2,0,,collida01
69,Carmelo Anthony,27,NYK,SF,55,55,1876,0.43,12.8,0.802,0.294,0.101,0.154,0.253,0.198,0.454,0.615,0.26,0.392,0.382,0.335,0.324,0.676,0.028,28,0.118,0.292,0,0,ASNBA3,anthoca01
70,Caron Butler,31,LAC,SF,63,63,1871,0.407,17.2,0.635,0.146,0.081,0.092,0.316,0.365,0.435,0.563,0.316,0.492,0.39,0.358,0.667,0.946,0.028,16,0.354,0.363,1,0,,butleca01
71,Brandon Bass,26,BOS,PF,59,39,1868,0.479,11.8,1,0.237,0.1,0.256,0.407,0,0.479,0.553,0.286,0.5,0.471,,0.772,,0.089,52,,,0,0,,bassbr01
72,Kevin Garnett,35,BOS,C,60,60,1864,0.503,12.4,0.988,0.192,0.175,0.201,0.421,0.012,0.505,0.691,0.441,0.423,0.486,0.333,0.765,0.667,0.048,34,0,,0,0,DPOY-5,garneke01
73,Gerald Henderson,24,CHA,SG,55,55,1831,0.459,12.9,0.935,0.254,0.122,0.133,0.426,0.065,0.475,0.679,0.341,0.427,0.406,0.234,0.595,0.636,0.05,31,0.234,0.273,5,0,,hendege02
74,Alonzo Gee,24,CLE,SG,63,31,1827,0.412,10.8,0.751,0.387,0.171,0.08,0.114,0.249,0.442,0.601,0.191,0.273,0.397,0.321,0.47,0.955,0.1,50,0.401,0.273,0,0,,geeal01
75,Mario Chalmers,25,MIA,PG,64,64,1825,0.448,16.9,0.478,0.187,0.118,0.074,0.098,0.522,0.513,0.581,0.458,0.595,0.388,0.388,0.262,0.891,0.002,1,0.285,0.419,1,0,,chalmma01
76,Andre Miller,35,DEN,SG,66,7,1809,0.438,10.5,0.85,0.351,0.23,0.149,0.12,0.15,0.478,0.644,0.346,0.39,0.348,0.217,0.263,0.833,0,0,0.229,0.158,10,1,6MOY-18,millean02
77,Chandler Parsons,23,HOU,SF,63,57,1804,0.452,12.1,0.676,0.383,0.138,0.042,0.113,0.324,0.507,0.624,0.329,0.217,0.435,0.337,0.479,0.967,0.073,32,0.376,0.418,1,0,ROY-9,parsoch01
78,José Calderón,30,TOR,PG,53,53,1799,0.457,18.5,0.667,0.107,0.034,0.086,0.44,0.333,0.5,0.725,0.438,0.439,0.462,0.371,0.239,0.797,0,0,0.038,0.167,0,0,,caldejo01
79,DeAndre Jordan,23,LAC,C,66,66,1798,0.632,2.6,0.997,0.788,0.181,0.018,0.009,0.003,0.634,0.673,0.475,0.5,0.667,0,0.66,,0.521,141,1,0,0,0,,jordade01
80,Serge Ibaka,22,OKC,PF,66,66,1792,0.535,8.7,0.994,0.402,0.169,0.12,0.302,0.006,0.536,0.711,0.422,0.305,0.459,0.333,0.674,1,0.178,83,0.333,0,0,0,DPOY-2,ibakase01
81,Kemba Walker,21,CHA,PG,66,25,1792,0.366,15.5,0.705,0.216,0.091,0.113,0.284,0.295,0.392,0.5,0.314,0.379,0.339,0.305,0.255,0.609,0,0,0.058,0.308,3,0,ROY-11,walkeke02
82,Nicolas Batum,23,POR,SF,59,34,1791,0.451,14.7,0.573,0.296,0.075,0.048,0.153,0.427,0.496,0.663,0.333,0.29,0.316,0.391,0.67,0.944,0.064,39,0.416,0.368,0,0,,batumni01
83,Marcus Thornton,24,SAC,SG,51,51,1780,0.438,14,0.614,0.255,0.202,0.05,0.107,0.386,0.497,0.688,0.358,0.325,0.384,0.345,0.506,0.832,0.005,3,0.213,0.318,1,0,,thornma01
84,O.J. Mayo,24,MEM,SG,66,0,1771,0.408,16.1,0.626,0.198,0.115,0.079,0.234,0.374,0.434,0.568,0.353,0.259,0.419,0.364,0.365,0.81,0.014,9,0.178,0.367,1,0,6MOY-7,mayooj01
85,JJ Redick,27,ORL,SG,65,22,1765,0.425,18.4,0.541,0.12,0.079,0.068,0.274,0.459,0.43,0.614,0.283,0.35,0.413,0.418,0.544,0.857,0,0,0.19,0.549,0,0,,redicjj01
86,Al Harrington,31,DEN,PF,64,1,1761,0.446,13.4,0.608,0.37,0.088,0.048,0.102,0.392,0.519,0.629,0.265,0.378,0.405,0.333,0.586,0.98,0.035,27,0.284,0.407,2,0,6MOY-4,harrial01
87,Courtney Lee,26,HOU,SG,58,26,1757,0.433,15.7,0.626,0.19,0.121,0.088,0.228,0.374,0.452,0.636,0.343,0.451,0.356,0.401,0.427,0.977,0.029,13,0.465,0.495,1,0,,leeco01
88,Thaddeus Young,23,PHI,PF,63,1,1755,0.507,7.8,0.994,0.389,0.255,0.156,0.195,0.006,0.508,0.682,0.417,0.327,0.425,0.25,0.651,1,0.073,46,0.25,1,0,0,6MOY-9,youngth01
89,Jordan Crawford,23,WAS,SG,64,32,1753,0.4,15.5,0.687,0.196,0.117,0.118,0.256,0.313,0.451,0.602,0.304,0.408,0.422,0.289,0.3,0.684,0.017,14,0.205,0.357,2,1,,crawfjo02
90,Goran Dragić,25,HOU,PG,66,28,1752,0.462,13.2,0.663,0.305,0.133,0.105,0.12,0.337,0.525,0.71,0.363,0.365,0.375,0.337,0.177,0.618,0.022,12,0.178,0.278,0,0,,dragigo01
91,Luke Ridnour,30,MIN,SG,53,53,1750,0.44,15.9,0.724,0.147,0.118,0.12,0.338,0.276,0.485,0.617,0.446,0.47,0.446,0.322,0.269,0.633,0,0,0.342,0.442,0,0,,ridnolu01
92,Richard Jefferson,31,2TM,SF,63,44,1748,0.416,19.5,0.449,0.078,0.066,0.059,0.246,0.551,0.411,0.737,0.188,0.31,0.392,0.42,0.633,0.965,0.02,9,0.42,0.416,1,0,,jefferi01
93,Richard Jefferson,31,SAS,SF,41,41,1168,0.414,19.8,0.404,0.078,0.056,0.047,0.223,0.596,0.403,0.64,0.222,0.2,0.408,0.421,0.712,0.963,0.013,3,0.5,0.4,0,0,,jefferi01
94,Richard Jefferson,31,GSW,SF,22,3,580,0.42,19.1,0.533,0.077,0.083,0.083,0.29,0.467,0.422,0.923,0.143,0.429,0.367,0.418,0.526,0.97,0.036,6,0.228,0.5,1,0,,jefferi01
95,Kendrick Perkins,27,OKC,C,65,65,1744,0.489,5,1,0.515,0.332,0.076,0.076,0,0.489,0.652,0.333,0.35,0.2,,0.633,,0.141,36,,,0,0,,perkike01
96,Devin Harris,28,UTA,PG,63,63,1741,0.445,15.4,0.607,0.227,0.142,0.059,0.179,0.393,0.498,0.667,0.377,0.375,0.423,0.362,0.348,0.87,0.002,1,0.033,0.571,2,0,,harride01
97,Elton Brand,32,PHI,C,60,60,1732,0.494,10.3,0.998,0.165,0.255,0.435,0.143,0.002,0.495,0.688,0.439,0.455,0.494,0,0.763,,0.038,21,1,0,0,0,,brandel01
98,Nick Young,26,2TM,SG,62,35,1729,0.403,17.5,0.64,0.122,0.07,0.144,0.304,0.36,0.424,0.594,0.2,0.354,0.441,0.365,0.39,0.874,0.022,16,0.362,0.48,0,0,,youngni01
99,Nick Young,26,WAS,SG,40,32,1211,0.406,17.1,0.667,0.117,0.076,0.154,0.32,0.333,0.424,0.609,0.2,0.363,0.439,0.371,0.395,0.849,0.02,12,0.274,0.537,0,0,,youngni01
100,Nick Young,26,LAC,SG,22,3,518,0.394,17.8,0.56,0.14,0.052,0.114,0.254,0.44,0.426,0.556,0.2,0.318,0.449,0.353,0.37,0.933,0.026,4,0.565,0.417,0,0,,youngni01
101,Metta World Peace,32,LAL,SF,64,45,1720,0.394,14.5,0.594,0.295,0.114,0.073,0.112,0.406,0.46,0.606,0.283,0.412,0.288,0.296,0.535,0.839,0.039,15,0.328,0.274,1,0,,artesro01
102,Brandon Rush,26,GSW,SF,65,1,1717,0.501,16.1,0.533,0.252,0.09,0.028,0.164,0.467,0.544,0.686,0.31,0.385,0.481,0.452,0.581,0.949,0.064,26,0.443,0.433,2,0,,rushbr01
103,Evan Turner,23,PHI,SF,65,20,1713,0.446,11.8,0.917,0.208,0.173,0.283,0.253,0.083,0.466,0.675,0.402,0.419,0.389,0.224,0.452,1,0.029,16,0.49,0.25,1,0,,turneev01
104,Ramon Sessions,25,2TM,PG,64,23,1707,0.428,10.7,0.828,0.319,0.258,0.087,0.165,0.172,0.425,0.594,0.315,0.265,0.355,0.443,0.296,0.558,0.009,5,0.052,0.2,0,0,,sessira01
105,Ramon Sessions,25,CLE,PG,41,4,1006,0.398,10.7,0.825,0.299,0.274,0.082,0.169,0.175,0.394,0.557,0.309,0.241,0.317,0.419,0.261,0.462,0.006,2,0.065,0.25,0,0,,sessira01
106,Ramon Sessions,25,LAL,PG,23,19,701,0.479,10.6,0.834,0.351,0.232,0.095,0.156,0.166,0.477,0.649,0.327,0.3,0.424,0.486,0.345,0.706,0.014,3,0.029,0,0,0,,sessira01
107,Greivis Vásquez,25,NOH,PG,66,26,1706,0.43,13.5,0.742,0.176,0.27,0.111,0.185,0.258,0.469,0.598,0.426,0.448,0.423,0.319,0.264,0.767,0.002,1,0.156,0.238,0,0,,vasqugr01
108,Jameer Nelson,29,ORL,PG,57,57,1706,0.427,15.1,0.619,0.276,0.109,0.051,0.183,0.381,0.459,0.587,0.379,0.29,0.36,0.377,0.186,0.667,0,0,0.121,0.286,0,0,,nelsoja01
109,Iman Shumpert,21,NYK,PG,59,35,1705,0.401,14.2,0.706,0.281,0.114,0.069,0.242,0.294,0.44,0.613,0.279,0.243,0.372,0.306,0.307,0.813,0.058,25,0.293,0.304,4,0,ROY-5DPOY-14,shumpim01
110,Randy Foye,28,LAC,SG,65,48,1682,0.398,18.2,0.489,0.138,0.107,0.048,0.196,0.511,0.41,0.596,0.319,0.387,0.333,0.386,0.543,0.874,0.011,7,0.24,0.342,0,0,,foyera01
111,Lou Williams,25,PHI,PG,64,0,1682,0.407,15.1,0.707,0.146,0.193,0.141,0.228,0.293,0.425,0.553,0.344,0.373,0.444,0.362,0.332,0.602,0.012,7,0.135,0.355,0,0,6MOY-2,willilo02
112,Channing Frye,28,PHO,PF,64,59,1669,0.416,17.6,0.571,0.131,0.135,0.049,0.256,0.429,0.469,0.65,0.494,0.333,0.389,0.346,0.598,0.967,0.044,24,0.087,0.435,0,0,,fryech01
113,Jason Thompson,25,SAC,PF,64,47,1657,0.535,5.6,0.995,0.463,0.372,0.047,0.113,0.005,0.537,0.659,0.473,0.333,0.34,0,0.603,,0.14,59,0,,0,0,,thompja02
114,Isaiah Thomas,22,SAC,PG,65,37,1656,0.448,14.6,0.616,0.224,0.173,0.091,0.128,0.384,0.491,0.648,0.414,0.423,0.37,0.379,0.272,0.687,0.004,0,0.279,0.443,4,0,ROY-7,thomais02
115,Ersan İlyasova,24,MIL,PF,60,41,1655,0.492,10.8,0.812,0.404,0.136,0.075,0.198,0.188,0.501,0.614,0.321,0.444,0.415,0.455,0.712,0.98,0.013,7,0.134,0.467,1,0,,ilyaser01
116,Hedo Türkoğlu,32,ORL,SF,53,53,1653,0.415,18.1,0.488,0.183,0.046,0.079,0.181,0.512,0.48,0.663,0.391,0.375,0.363,0.353,0.254,0.571,0.006,2,0.167,0.326,1,0,,turkohe01
117,Dorell Wright,26,GSW,SF,61,61,1650,0.422,17.5,0.445,0.224,0.061,0.044,0.116,0.555,0.5,0.712,0.25,0.435,0.246,0.36,0.556,0.943,0.055,28,0.363,0.415,2,0,,wrighdo01
118,MarShon Brooks,23,NJN,SG,56,47,1648,0.428,13.5,0.766,0.222,0.173,0.156,0.214,0.234,0.463,0.592,0.486,0.38,0.372,0.313,0.286,0.66,0.02,12,0.18,0.37,0,0,ROY-10,brookma01
