Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
37,Ed Macauley,29,STL,C,72,1908,7.1,16.6,0.428,5,7,0.724,9,2.7,2.9,19.2,,macaued01
38,Ed Conlin,24,SYR,SF,60,1871,6.6,16.9,0.391,4.1,5.2,0.796,8.4,2.6,3.2,17.3,,conlied01
39,Chuck Share,30,STL,C,72,1824,4.3,10.8,0.396,3.7,5.8,0.648,14.8,2.6,5.5,12.3,,sharech01
40,Lou Tsioropoulos,27,BOS,SF,70,1819,3.9,12.3,0.317,2.8,4.1,0.686,8.6,2.2,4.8,10.6,,tsiorlo01
41,Bob Harrison,30,SYR,SG,72,1799,4.2,12.1,0.348,1.9,2.4,0.795,3.3,3.4,4,10.3,,harribo02
42,Jim Paxson,25,CIN,SG,67,1795,4.5,12.8,0.352,4.2,5.7,0.733,7,2.8,3.7,13.2,,paxsoji01
43,Ray Felix,27,NYK,C,72,1709,6.4,14.5,0.442,5.7,8.2,0.697,15.7,1.1,6,18.5,,felixra01
44,Ed Fleming,24,MNL,SF,72,1686,4.8,14,0.345,3.9,5.4,0.71,10.5,3,4.7,13.5,,flemied01
45,Guy Sparrow,25,NYK,SF,72,1661,6.9,18.2,0.379,3.6,5.6,0.642,10,1.5,5,17.4,,sparrgu01
46,Richie Regan,27,CIN,SG,72,1648,4.4,12.4,0.355,2.6,3.8,0.698,3.8,4,3.8,11.4,,reganri01
47,Dick Ricketts,24,CIN,PF,72,1620,4.8,14.8,0.324,2.9,4.4,0.673,9.1,2.5,6.2,12.5,,rickedi01
48,Jack Coleman,33,STL,PF,72,1506,5.5,13.4,0.413,2,3.1,0.641,11.6,2.8,4,13.1,,colemja01
49,Nat Clifton,35,DET,PF,68,1435,5.4,15,0.363,2.3,3.7,0.623,10.1,1.9,5.1,13.2,,cliftna01
50,Al Bianchi,25,SYR,SG,69,1421,5.4,15.8,0.344,3.5,5.2,0.683,5.6,2.9,4.8,14.4,,biancal01
51,Ron Sobie,23,NYK,PG,55,1399,5.6,13.9,0.403,5,6.2,0.82,6.8,3.2,3.8,16.2,,sobiero01
52,Chuck Noble,26,DET,SG,61,1363,5.3,15.9,0.331,1.5,2,0.727,3.7,4,4.4,12,,noblech01
53,Win Wilfong,24,STL,PG,71,1360,5.2,14.4,0.361,4.3,6.3,0.685,7.7,4.3,5.3,14.7,,wilfowi01
54,Art Spoelstra,25,2TM,,67,1305,4.4,11.6,0.384,3.5,5.2,0.679,9.2,1.6,6.2,12.4,,spoelar01
55,Art Spoelstra,25,MNL,C,50,1098,4.6,11.6,0.399,3.3,4.9,0.667,9.2,1.7,6,12.5,,spoelar01
56,Art Spoelstra,25,NYK,C,17,207,3.5,11.5,0.303,4.7,6.4,0.73,8.9,1,7.3,11.7,,spoelar01
57,Jim Krebs,22,MNL,C,68,1259,5.7,15.1,0.378,3.9,5,0.767,14.4,0.8,5.2,15.2,,krebsji01
58,Corky Devlin,26,MNL,SG,70,1248,4.9,14.1,0.348,3.8,5,0.773,3.8,4.8,3,13.6,,devlico01
59,Bob Hopkins,23,SYR,PF,69,1224,6.5,16.3,0.399,3.6,4.7,0.764,11.5,1.3,4.8,16.6,,hopkibo01
60,Jack Nichols,31,BOS,PF,69,1224,5,14.2,0.351,1.7,2.4,0.738,8.9,1.9,3.6,11.7,,nichoja01
61,Charlie Tyra,22,NYK,C,68,1182,5.3,14.9,0.357,4.6,6.8,0.67,14.6,1,5.3,15.2,,tyrach01
62,Andy Phillip,35,BOS,PG,70,1164,3,8.4,0.355,1.3,2.2,0.592,4.9,3.7,3.7,7.3,,phillan01
63,Hot Rod Hundley,23,MNL,PG,65,1154,5.4,17.1,0.318,3.2,5.1,0.642,5.8,3.8,3.1,14.1,,hundlho01
64,Arnie Risen,33,BOS,C,63,1119,4.3,12.8,0.338,3.7,5.4,0.683,11.6,1.6,6.3,12.3,,risenar01
65,Med Park,24,STL,SG,71,1103,4.3,11.8,0.366,3.9,5.3,0.728,6,2.5,3.5,12.5,,parkme01
66,George Dempsey,28,PHW,PG,67,1048,3.8,10.7,0.36,2.4,3.6,0.667,7.4,4.4,3.9,10.1,,dempsge01
67,Earl Lloyd,29,SYR,SF,61,1045,4.1,12.4,0.331,2.7,3.7,0.745,9.9,2.1,6.2,10.9,,lloydea01
68,Dave Piontek,23,CIN,SF,71,1032,5.2,13.8,0.378,3.3,5.3,0.629,8.9,1.8,4.7,13.8,,piontda01
69,Togo Palazzi,25,SYR,SF,67,1001,8.2,20.8,0.394,4.4,6.1,0.719,8.7,1.5,4.5,20.8,,palazto01
70,Dick Schnittker,29,MNL,SF,50,979,4.7,13.1,0.359,7.4,8.7,0.848,7.8,2.6,4.6,16.8,,schnidi01
71,Phil Jordon,24,2TM,C,58,898,7.7,18.7,0.413,2.6,3.7,0.688,12.1,1.5,4.3,18,,jordoph01
72,Phil Jordon,24,NYK,,12,75,7.7,16.3,0.471,2.4,2.9,0.833,11.5,2.4,5.3,17.8,,jordoph01
73,Phil Jordon,24,DET,C,46,823,7.7,18.9,0.409,2.6,3.8,0.678,12.1,1.4,4.2,18.1,,jordoph01
74,Monk Meineke,27,CIN,PF,67,792,5.7,16,0.356,3.5,5.4,0.647,10.3,1.7,7,14.9,,meinemo01
75,Paul Seymour,30,SYR,PG,64,763,5,14.9,0.34,2.5,3,0.841,5,4.4,4.2,12.6,,seymopa01
76,Joe Holup,23,2TM,SF,53,740,4.4,13.5,0.327,3.5,4.6,0.755,10.8,1.8,4.8,12.3,,holupjo01
77,Joe Holup,23,SYR,SF,16,133,3.8,15.4,0.246,4.3,6.2,0.696,6.2,3.5,6.2,11.9,,holupjo01
78,Joe Holup,23,DET,SF,37,607,4.6,13.1,0.348,3.3,4.2,0.775,11.7,1.4,4.5,12.4,,holupjo01
79,Walt Davis,27,2TM,PF,61,663,4.6,13.2,0.348,3.3,4.5,0.744,9.4,1.6,7.8,12.5,,daviswa01
80,Walt Davis,27,PHW,PF,35,376,4.2,12.4,0.341,1.5,2.3,0.667,8.4,1.7,7.8,10,,daviswa01
81,Walt Davis,27,STL,PF,26,287,5.1,14.4,0.357,5.6,7.3,0.776,10.8,1.4,7.8,15.9,,daviswa01
82,Billy Kenville,27,DET,SG,35,649,5.9,15.5,0.379,2.6,4.2,0.613,5.7,3.7,3.8,14.3,,kenvibi01
83,Sam Jones,24,BOS,SG,56,594,6.1,14.1,0.429,3.6,5.1,0.714,9.7,2.2,2.5,15.8,,jonessa01
84,Larry Friend,22,NYK,SG,44,569,4.7,14.3,0.327,1.7,2.6,0.659,6.7,3,3.4,11.1,,frienla01
85,Tom Marshall,27,2TM,SF,38,518,3.6,11.5,0.313,3.3,4.4,0.762,7,1.3,3,10.6,,marshto01
86,Tom Marshall,27,DET,SF,9,66,3.8,12,0.318,3.8,4.4,0.875,4.4,2.2,3.3,11.5,,marshto01
87,Tom Marshall,27,CIN,SF,29,452,3.6,11.5,0.313,3.3,4.4,0.745,7.4,1.2,2.9,10.4,,marshto01
88,Frank Selvy,25,2TM,,38,426,3.7,14.1,0.263,4,6.5,0.61,7.4,3,3.7,11.4,,selvyfr01
89,Frank Selvy,25,STL,,26,195,3,15.3,0.193,5,8.9,0.563,9.8,3,4.2,10.9,,selvyfr01
90,Frank Selvy,25,MNL,SG,12,231,4.4,13.1,0.333,3.1,4.5,0.69,5.5,3,3.3,11.8,,selvyfr01
91,Dick Duckett,24,CIN,PG,34,424,4.6,13.4,0.342,2,2.3,0.889,4.8,4,5.1,11.2,,duckedi01
92,Bo Erias,25,MNL,SF,18,401,5.3,15.3,0.347,2.7,4.2,0.638,7.5,2.3,4.7,13.3,,eriasbo01
93,Mel Hutchins,29,NYK,PF,18,384,4.8,12.3,0.389,2.3,4,0.558,8.1,3.2,2.9,11.8,,hutchme01
94,Lennie Rosenbluth,25,PHW,SF,53,373,8.8,25.6,0.343,5.1,8.1,0.631,8.8,2.2,3.8,22.7,,rosenle01
95,Bob Houbregs,25,DET,PF,17,302,5.8,16.3,0.358,3.6,5.1,0.698,7.7,2.3,4.3,15.3,,houbrbo01
96,Brendan McCann,22,NYK,PG,36,295,2.7,12.2,0.22,3.1,4.5,0.676,5.5,6.6,4.1,8.4,,mccanbr01
97,McCoy Ingram,26,MNL,PF,24,267,3.6,13.9,0.262,1.8,3.8,0.464,15.6,2.7,5.9,9,,ingramc01
98,Bill Thieben,22,DET,PF,27,243,6.2,21.2,0.294,2.4,4,0.593,9.6,1,6.5,14.8,,thiebbi01
99,Pat Dunn,26,PHW,SG,28,206,4.9,15.7,0.311,2.4,3,0.824,5.4,4.9,3.5,12.2,,dunnpa01
100,Bob Burrow,23,MNL,C,14,171,4.6,14.7,0.314,2.3,6.9,0.333,13.5,1.3,3.2,11.6,,burrobo01
101,Dick Atha,26,DET,SG,18,160,3.8,10.6,0.362,2.3,2.7,0.833,5.4,4.3,5.4,9.9,,athadi01
102,Red Morrison,25,STL,C,13,79,4.1,11.8,0.346,1.4,1.8,0.75,11.8,0,5.5,9.6,,morrire01
103,Jim Walsh,27,PHW,,10,72,2.5,13.5,0.185,5,8.5,0.588,7.5,4,4.5,10,,walshji01
104,Jerry Paulson,22,CIN,,6,68,4.2,12.2,0.348,2.1,3.2,0.667,5.3,2.1,2.6,10.6,,paulsje01
105,Jim Loscutoff,27,BOS,SF,5,56,7.1,19.9,0.355,0.6,1.9,0.333,12.9,0.6,5.1,14.8,,loscuji01
106,Bill Ebben,22,DET,,8,50,4.3,20.2,0.214,2.2,2.9,0.75,5.8,2.9,3.6,10.8,,ebbenbi01
107,Doug Bolstorff,26,DET,,3,21,3.4,8.6,0.4,0,0,,0,0,1.7,6.9,,bolstdo01
108,Worthy Patterson,26,STL,,4,13,8.3,22.2,0.375,2.8,5.5,0.5,5.5,5.5,8.3,19.4,,pattewo01
109,George Brown,22,MNL,,1,6,0,12,0,6,12,0.5,6,0,6,6,,brownge01
110,Ray Radziszewski,22,PHW,,1,6,0,18,0,0,0,,12,6,6,0,,radzira01
111,Ron Shavlik,24,NYK,,1,2,0,18,0,0,0,,18,0,0,0,,shavlro01
