Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
19,Adrian Smith,28,CIN,SG,80,,2745,6.1,13.3,0.456,3.7,4.5,0.83,2.9,3.1,2.6,15.9,,smithad01
20,Guy Rodgers,29,SFW,SG,79,,2699,6.2,16.3,0.38,3,4.3,0.686,4.3,7.5,3.4,15.4,,rodgegu01
21,Reggie Harding,22,DET,C,78,,2699,5.4,13.2,0.41,1.7,2.8,0.612,12.1,2.4,3.4,12.5,,hardire01
22,Terry Dischinger,24,DET,SG,80,,2698,7.6,15.4,0.493,4.3,5.7,0.755,6.4,2.6,3.4,19.4,AS,dischte01
23,Hal Greer,28,PHI,SG,70,,2600,7.5,17.2,0.433,4.6,5.7,0.811,4.9,4.3,3.5,19.6,ASNBA2,greerha01
24,Luke Jackson,23,PHI,PF,76,,2590,5.8,14.1,0.414,4,5.6,0.713,13.6,1.3,3.5,15.7,ROY-2AS,jackslu01
25,Rudy LaRusso,27,LAL,PF,77,,2588,5.3,11.5,0.461,4.5,5.8,0.773,10.1,2.8,3.6,15.1,,larusru01
26,Jim Barnes,23,NYK,PF,75,69,2586,6.3,14.9,0.424,3.5,5.3,0.662,10.1,1.3,4.3,16.1,ROY-3,barneji01
27,Tom Sanders,26,BOS,PF,80,,2459,5.5,12.8,0.429,2.8,3.8,0.745,9.7,1.3,4.7,13.8,,sandeto01
28,K.C. Jones,32,BOS,PG,78,,2434,3.7,9.5,0.396,2.1,3.4,0.63,4.7,6.5,3.9,9.6,,joneskc01
29,Kevin Loughery,24,BAL,PG,80,,2417,6,14.3,0.424,3.2,4.2,0.754,3.5,4.4,4.8,15.3,,loughke01
30,Tom Meschery,26,SFW,SF,79,,2408,5.4,13.7,0.394,4.2,5.5,0.751,9.8,1.6,4.2,15,,meschto01
31,Howard Komives,23,NYK,PG,80,63,2378,5.8,15.4,0.374,3.2,3.8,0.835,3,4,3.7,14.7,ROY-4,komivho01
32,Bill Bridges,25,STL,PF,79,,2362,5.5,14.3,0.386,2.8,4.2,0.676,13,2.9,4.2,13.9,,bridgbi01
33,Wayne Embry,27,CIN,C,74,,2243,5.6,12.4,0.456,3.8,6,0.644,11.9,1.5,4.8,15.1,AS,embrywa01
34,Jack Twyman,30,CIN,SF,80,,2236,7.7,17.4,0.443,3.2,3.8,0.828,6.2,2.2,3.8,18.6,,twymaja01
35,Chet Walker,24,PHI,SF,79,,2187,6.2,15.4,0.403,4.7,6.4,0.742,8.7,2.2,3.3,17.2,,walkech01
36,John Havlicek,24,BOS,SG,75,,2169,9.5,23.6,0.401,3.9,5.2,0.744,6.2,3.3,3.3,22.8,,havlijo01
37,Ray Scott,26,DET,PF,66,,2167,6.7,18.1,0.368,3.7,5.2,0.701,10.5,4,3.5,17,,scottra01
38,Bob Boozer,27,NYK,SF,80,51,2139,7.1,16.2,0.44,4.8,6.3,0.768,10.2,1.8,3.1,19.1,,boozebo01
39,Eddie Miles,24,DET,PG,76,,2074,7.6,17.3,0.442,2.9,3.9,0.744,4.5,2.7,3.5,18.1,,milesed01
40,Paul Neumann,27,2TM,PG,76,,2034,6.5,13.7,0.473,4.1,5.4,0.772,3.5,4.1,3.9,17.1,,neumapa01
41,Paul Neumann,27,PHI,PG,40,,1100,7,14.2,0.491,4.8,6,0.804,3.3,4.5,3.9,18.8,,neumapa01
42,Paul Neumann,27,SFW,PG,36,,934,5.9,13,0.45,3.3,4.6,0.723,3.7,3.6,3.8,15,,neumapa01
43,Leroy Ellis,24,LAL,C,80,,2026,5.5,12.4,0.444,3.5,5,0.697,11.6,0.9,3.5,14.6,,ellisle01
44,Dick Barnett,28,LAL,SG,74,,2026,6.7,16.1,0.413,4.8,6,0.799,3.6,2.8,3.7,18.1,,barnedi01
45,Gene Wiley,27,LAL,C,80,,2002,3.1,6.8,0.465,1,2,0.505,12.4,1.9,4.2,7.3,,wileyge01
46,Dave Gambee,27,PHI,SF,80,,1993,6.4,15.6,0.412,5.4,6.6,0.813,8.5,2,5,18.3,,gambeda01
47,Larry Costello,33,PHI,PG,64,,1967,5.7,12.7,0.445,4.4,5.1,0.877,3.1,5,4.4,15.8,AS,costela01
48,Chico Vaughn,24,STL,SG,75,,1965,6.3,14.9,0.424,3.3,4.4,0.752,3.2,2.9,3.5,15.9,,vaughch01
49,Tom Hawkins,28,CIN,SF,79,,1864,4.2,10.4,0.409,2.2,3.9,0.569,9.2,1.5,4.6,10.7,,hawkito01
50,Red Kerr,32,PHI,C,80,,1810,5.3,14.2,0.37,2.5,3.6,0.696,11,3.9,2.6,13,,kerrre01
51,Rod Thorn,23,DET,SG,74,,1770,6.5,15.3,0.427,3.6,4.9,0.724,5.4,3.3,2.5,16.6,,thornro01
52,Bob Pettit,32,STL,PF,50,,1754,8.1,18.9,0.429,6.8,8.3,0.82,12.7,2.6,3.4,23.1,ASNBA2,pettibo01
53,Cliff Hagan,33,STL,SF,77,,1739,8.1,18.7,0.436,4.4,5.5,0.799,5.7,2.8,3.8,20.7,,hagancl01
54,Al Attles,28,SFW,PG,73,,1733,5.3,13.8,0.384,3.6,5.7,0.624,5,4.3,5,14.1,,attleal01
55,McCoy McLemore,22,SFW,SF,78,,1731,5.1,15.1,0.337,3.3,4.6,0.714,10.1,1.7,4.7,13.4,,mclemmc01
56,Tom Gola,32,NYK,SG,77,41,1727,4.3,9.5,0.448,2.8,3.8,0.739,6.6,4.6,5.6,11.3,,golato01
57,Johnny Green,31,NYK,PF,78,33,1720,7.2,15.4,0.469,3.5,6.3,0.548,11.4,2.7,4.1,17.9,AS,greenjo01
58,Tom Heinsohn,30,BOS,SF,67,,1706,7.7,20.1,0.383,3.8,4.8,0.795,8.4,3.3,5.3,19.2,AS,heinsto01
59,Richie Guerin,32,STL,SG,57,,1678,6.3,14.2,0.446,5,6.5,0.767,3.2,5.8,4.1,17.6,,gueriri01
60,Jim King,23,LAL,PG,77,,1671,4,10.1,0.392,2.5,3.3,0.781,4.6,3.8,4.2,10.5,,kingji01
61,Johnny Egan,26,NYK,PG,74,26,1664,5.6,11.4,0.488,3.5,4.3,0.814,3.1,5.5,3,14.7,,eganjo01
62,Wayne Hightower,25,2TM,PF,75,,1547,4.6,13.3,0.344,4.5,5.9,0.768,9.8,1.3,4.7,13.7,,hightwa01
63,Wayne Hightower,25,SFW,PF,48,,1037,4.7,13.7,0.343,4.6,6,0.769,8.6,1.3,5,14.1,,hightwa01
64,Wayne Hightower,25,BAL,PF,27,,510,4.2,12.3,0.345,4.4,5.7,0.765,12.2,1.1,4.3,12.8,,hightwa01
65,Joe Caldwell,23,DET,SF,66,,1543,6.8,18.1,0.374,3,4.9,0.614,10.3,2.8,4,16.5,ROY-4,caldwjo01
66,Gary Phillips,25,SFW,SG,73,,1541,4.6,12.9,0.358,2.8,4.6,0.603,4.4,3.5,4.3,12.1,,phillga01
67,Darrall Imhoff,26,LAL,C,76,,1521,3.4,7.4,0.466,2.1,3.6,0.571,11.8,2.1,5.6,8.9,,imhofda01
68,Willie Naulls,30,BOS,SF,71,,1465,7.4,19.3,0.384,3.5,4.3,0.813,8.3,1.8,5.5,18.4,,naullwi01
69,Bud Olsen,24,CIN,PF,79,,1372,5.9,13.4,0.438,3.8,5.1,0.738,8.7,2.2,5.3,15.5,,olsenbu01
70,Em Bryant,26,NYK,PG,77,29,1332,3.9,11.8,0.333,2.4,3.6,0.654,4.5,4.5,5.7,10.2,,bryanem01
71,Connie Dierking,28,2TM,C,68,,1294,6.1,15,0.405,2.8,4.7,0.595,12.1,2,4.6,14.9,,dierkco01
72,Connie Dierking,28,PHI,C,38,,729,6,15.4,0.389,2.7,4.1,0.651,11.8,2.1,5,14.6,,dierkco01
73,Connie Dierking,28,SFW,C,30,,565,6.2,14.5,0.427,2.9,5.4,0.541,12.5,1.9,4.1,15.3,,dierkco01
74,Bob Ferry,27,BAL,PF,77,,1280,4,9.5,0.423,3.4,5.6,0.613,10,1.7,4.4,11.5,,ferrybo01
75,Mike Farmer,28,STL,SF,60,,1272,4.7,11.5,0.409,2.1,2.7,0.798,7.3,2.5,3.5,11.6,,farmemi01
76,Wali Jones,22,BAL,SG,77,,1250,4.4,11.8,0.375,2.9,3.9,0.728,4,5.8,5.6,11.7,,joneswa02
77,Paul Silas,21,STL,PF,79,,1243,4.1,10.9,0.373,2.4,4.7,0.506,16.7,1.4,4.7,10.5,,silaspa01
78,Dave Budd,26,NYK,SF,62,4,1188,5.9,12.3,0.482,3.7,5.2,0.712,9.4,1.9,4.5,15.5,,buddda01
79,Donnie Butcher,28,DET,PG,71,,1157,4.4,11,0.405,3.9,6.3,0.618,6.2,3.8,5.7,12.8,,butchdo01
80,Al Bianchi,32,PHI,PG,60,,1116,5.6,15.7,0.36,1.7,2.5,0.711,3.1,4.5,5.7,13,,biancal01
81,Si Green,31,BAL,PG,70,,1086,5,12.2,0.413,3.3,5.3,0.627,5.6,4.6,4.4,13.4,,greensi01
82,Larry Siegfried,25,BOS,SG,72,,996,6.3,15.1,0.415,3.9,5.1,0.779,4.8,4.3,3.9,16.4,,siegfla01
83,Walt Hazzard,22,LAL,SG,66,,919,4.6,12,0.382,1.8,2.8,0.648,4.3,5.5,5.2,11,,abdulma01
84,Ben Warley,28,PHI,SF,64,,900,3.8,10.1,0.372,5,7,0.705,11.1,2.1,6.8,12.5,,warlebe01
85,Don Kojis,26,DET,SF,65,,836,7.8,17.9,0.433,2.7,4.2,0.633,10.5,2.7,5,18.2,,kojisdo01
86,John Barnhill,26,STL,SG,41,,777,5.6,14.5,0.388,2.1,3.2,0.643,4.2,3.5,2.6,13.3,,barnhjo01
87,Hub Reed,28,DET,C,62,,753,4,10.6,0.38,1.9,2.8,0.69,9.8,1.8,6.5,9.9,,reedhu01
88,Happy Hairston,22,CIN,PF,61,,736,6.4,17.2,0.373,5.4,8.1,0.667,14.3,1.3,4.6,18.2,,hairsha01
89,Jackie Moreland,26,DET,PF,54,,732,5.1,14.6,0.348,3.2,5.1,0.635,9,3.4,7.4,13.4,,morelja01
90,John Thompson,23,BOS,PF,64,,699,4.3,10.8,0.402,3.2,5.4,0.59,11.8,0.8,7.3,11.8,,thompjo01
91,Art Heyman,23,NYK,SG,55,1,663,6.2,14.5,0.427,4.8,7.2,0.667,5.4,4.3,5.2,17.2,,heymaar01
92,Jay Arnette,26,CIN,SG,63,,662,4.9,13.3,0.371,3,4.1,0.747,3.4,3.7,6.8,12.9,,arnetja01
93,Len Chappell,24,NYK,C,43,3,655,8,20.2,0.395,3.7,5.5,0.68,7.7,0.8,4,19.7,,chapple01
94,Bud Koper,22,SFW,SG,54,,631,6,13.7,0.44,2,2.4,0.833,3.5,2.5,3.4,14.1,,koperbu01
95,Mel Counts,23,BOS,C,54,,572,6.3,17.1,0.368,3.7,4.7,0.784,16.7,1.2,8.4,16.2,,countme01
96,Barry Kramer,22,2TM,SF,52,0,507,4.5,13.2,0.339,4.3,6,0.714,7.1,2.9,4.8,13.2,,krameba01
97,Barry Kramer,22,SFW,SF,33,,276,4.7,13,0.36,3.9,5.7,0.682,7.7,3.4,4.7,13.3,,krameba01
98,Barry Kramer,22,NYK,SF,19,0,231,4.2,13.4,0.314,4.7,6.2,0.75,6.4,2.3,4.8,13.1,,krameba01
99,Jeff Mullins,22,STL,SG,44,,492,6.4,15.3,0.416,3,4.5,0.672,7.5,3.2,4.4,15.7,,mullije01
100,Tom Thacker,25,CIN,PG,55,,470,4.3,12.9,0.333,1.8,3.6,0.489,9.7,3.1,4.9,10.3,,thackto01
101,Bucky Bockhorn,31,CIN,SG,19,,424,5.1,13.3,0.382,2.4,3.3,0.718,4.7,3.8,4.4,12.6,,bockhbu01
102,John Rudometkin,24,2TM,SF,23,,376,5,14.7,0.338,3.3,4.8,0.68,9.5,1.5,5.2,13.2,,rudomjo01
103,John Rudometkin,24,NYK,SF,1,,22,4.9,13.1,0.375,0,0,,11.5,0,8.2,9.8,,rudomjo01
104,John Rudometkin,24,SFW,SF,22,,354,5,14.8,0.336,3.5,5.1,0.68,9.4,1.6,5,13.4,,rudomjo01
105,Ron Bonham,22,BOS,SF,37,,369,8.9,21.5,0.414,9,10.9,0.821,7.6,1.9,3.2,26.7,ROY-4,bonharo01
106,Larry Jones,22,PHI,SG,23,,359,4.7,15.3,0.307,3.7,5.2,0.712,5.7,4,4.6,13.1,,jonesla01
107,Cotton Nash,22,2TM,SF,45,,357,4.7,14.6,0.324,4.3,5.2,0.827,8.4,1.9,5.7,13.8,,nashco01
108,Cotton Nash,22,LAL,SF,25,,167,3,12.3,0.246,5.4,6.9,0.781,7.5,2.2,6.5,11.4,,nashco01
109,Cotton Nash,22,SFW,SF,20,,190,6.3,16.7,0.375,3.4,3.8,0.9,9.1,1.7,5.1,15.9,,nashco01
110,Gary Bradds,22,BAL,SF,41,,335,4.9,11.9,0.414,4.8,6.8,0.714,9,2,3.9,14.7,,braddga01
111,Steve Courtin,22,PHI,SG,24,,317,4.8,11.7,0.408,1.9,2.4,0.81,2.5,2.5,5,11.5,,courtst01
112,George Wilson,22,CIN,C,39,,288,5.1,19.4,0.265,1.1,3.7,0.3,12.7,1.4,7.4,11.4,,wilsoge01
113,George Lee,28,SFW,SF,19,,247,3.9,11.2,0.351,5.5,7.6,0.731,8,1.7,3.2,13.4,,leege01
114,Don Nelson,24,LAL,SF,39,,238,5.4,12.9,0.424,3,3.9,0.769,11,3.6,6.1,13.9,,nelsodo01
115,Charlie Hardnett,26,BAL,PF,20,,200,4.5,14.4,0.313,4.1,7,0.59,13.9,0.4,6.7,13.1,,hardnch01
116,Al Butler,26,BAL,PG,25,,172,5,15.3,0.329,2.3,3.1,0.733,4.4,2.5,5.2,12.3,,butleal01
117,Tom Hoover,24,NYK,C,24,0,153,3.1,7.5,0.406,1.9,3.3,0.571,13.6,2.8,8.7,8,,hooveto01
118,Billy McGill,25,2TM,C,24,,133,5.7,17.6,0.323,3.5,4.6,0.765,9.7,2.4,8.7,14.9,,mcgilbi01
119,Billy McGill,25,STL,C,16,,96,5.2,16.9,0.311,4.5,6,0.75,9,2.3,9.7,15,,mcgilbi01
120,Billy McGill,25,LAL,C,8,,37,6.8,19.5,0.35,1,1,1,11.7,2.9,5.8,14.6,,mcgilbi01
121,Les Hunter,22,BAL,PF,24,,114,5.7,20.2,0.281,1.9,4.4,0.429,15.8,3.5,5.1,13.3,,huntele01
122,Gary Hill,23,2TM,SG,12,,103,3.5,12.6,0.278,2.4,4.9,0.5,5.6,2.4,3.8,9.4,,hillga01
123,Gary Hill,23,SFW,SG,9,,88,4.1,14.3,0.286,2.9,5.7,0.5,6.1,2.5,4.1,11,,hillga01
124,Gary Hill,23,BAL,SG,3,,15,0,2.4,0,0,0,,2.4,2.4,2.4,0,,hillga01
125,Willie Jones,28,DET,PG,12,,101,7.5,18.5,0.404,0.7,2.1,0.333,3.6,2.5,4.6,15.7,,joneswi01
126,Jerry Greenspan,23,PHI,SG,5,,49,5.9,9.6,0.615,5.9,5.9,1,8.1,0,8.8,17.6,,greenje01
127,Ed Burton,25,STL,,7,,42,6,17.1,0.35,3.4,6,0.571,11.1,1.7,11.1,15.4,,burtoed01
128,John Tresvant,25,STL,PF,4,,35,4.1,11.3,0.364,6.2,9.3,0.667,18.5,6.2,9.3,14.4,,tresvjo01
129,Jerry Grote,24,LAL,,11,,33,6.5,12,0.545,2.2,2.2,1,4.4,4.4,5.5,15.3,,groteje01
130,Gerry Ward,23,BOS,SG,3,,30,2.4,21.6,0.111,1.2,1.2,1,6,7.2,7.2,6,,wardge01
131,Bob Duffy,24,DET,PG,4,,26,5.5,15.2,0.364,8.3,9.7,0.857,5.5,6.9,5.5,19.4,,duffybo02
132,Bevo Nordmann,25,BOS,C,3,,25,4.3,7.2,0.6,0,0,,11.5,4.3,7.2,8.6,,nordmbe01
