Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
29,Jalen Rose,28,IND,SF,72,72,2943,6.9,15.2,0.457,0.7,2.1,0.339,6.2,13.1,0.476,0.48,3.5,4.2,0.828,0.5,3.9,4.4,5.3,0.8,0.5,2.6,2.8,18.1,,roseja01
30,Rasheed Wallace,26,POR,PF,77,75,2940,7.2,14.4,0.501,0.6,2,0.321,6.6,12.4,0.53,0.523,3,3.9,0.766,1.8,5.6,7.4,2.6,1.1,1.7,1.9,2.5,18.1,AS,wallara01
31,Doug Christie,30,SAC,SG,81,81,2939,3.8,9.7,0.395,1.2,3.1,0.376,2.7,6.6,0.403,0.454,3.4,3.8,0.897,1.2,3.2,4.3,3.5,2.2,0.6,1.9,2.7,12.2,DPOY-4,chrisdo01
32,Shaquille O'Neal,28,LAL,C,74,74,2924,10,17.5,0.572,0,0,0,10,17.5,0.573,0.572,6.1,12,0.513,3.6,8,11.6,3.4,0.6,2.5,2.7,3.2,26.2,MVP-3DPOY-8ASNBA1,onealsh01
33,Elton Brand,21,CHI,PF,74,74,2906,7.2,15.1,0.476,0,0,0,7.2,15,0.477,0.476,4.1,5.8,0.708,3.5,5.7,9.2,3,0.9,1.5,2.7,3,18.5,,brandel01
34,Peja Stojaković,23,SAC,SF,75,75,2905,6.9,14.7,0.47,1.8,4.5,0.4,5.1,10.3,0.501,0.531,3.3,3.9,0.856,1.2,4.2,5.4,2,1.1,0.2,1.8,1.8,18.9,,stojape01
35,Karl Malone,37,UTA,PF,81,81,2895,8.3,16.7,0.498,0,0.1,0.4,8.3,16.7,0.499,0.499,6.7,8.4,0.793,1.4,6.9,8.3,4.5,1.2,0.8,3,2.7,23.4,MVP-7ASNBA3,malonka01
36,Derek Anderson,26,SAS,SG,82,82,2859,5.2,12.5,0.416,1.3,3.2,0.399,3.9,9.3,0.422,0.467,4.3,5.1,0.851,0.9,3.6,4.6,3.8,1.5,0.2,2.1,2.4,16,,anderde01
37,Allan Houston,29,NYK,SG,78,78,2858,6.8,15.2,0.449,1.2,3.2,0.381,5.6,12,0.467,0.488,3.5,3.9,0.909,0.3,3.3,3.6,2.2,0.7,0.1,2,2.4,18.4,AS,houstal01
38,Shawn Marion,22,PHO,SF,79,79,2857,7,14.6,0.48,0.3,1,0.256,6.8,13.6,0.497,0.489,2.9,3.6,0.81,2.8,7.9,10.7,2,1.7,1.4,1.6,2.7,17.3,DPOY-11,mariosh01
39,Wally Szczerbiak,23,MIN,SF,82,82,2856,5.9,11.6,0.51,0.3,1,0.338,5.6,10.6,0.526,0.524,2.3,2.6,0.87,1.7,4,5.6,3.3,0.7,0.4,1.7,2.8,14.4,,szczewa02
40,Andre Miller,24,CLE,PG,82,82,2848,5.7,12.6,0.452,0.2,0.8,0.266,5.5,11.8,0.465,0.461,4.7,5.7,0.833,1.2,3.4,4.6,8.3,1.5,0.4,3.3,2.9,16.4,,millean02
41,Lamar Odom,21,LAC,PF,76,74,2836,6.1,13.3,0.46,1,3.2,0.316,5.1,10.1,0.506,0.498,3.3,4.9,0.679,1.4,6.1,7.5,5,0.9,1.5,3.4,3,16.6,,odomla01
42,Chris Webber,27,SAC,PF,70,70,2836,10,20.8,0.481,0,0.4,0.071,10,20.4,0.488,0.481,4.1,5.9,0.703,2.3,7.6,9.9,3.7,1.2,1.5,2.5,2.9,24.1,MVP-4ASNBA1,webbech01
43,Jeff McInnis,26,LAC,PG,81,81,2831,5.5,11.9,0.463,0.7,1.8,0.361,4.8,10,0.482,0.491,1.7,2,0.807,0.5,2.3,2.8,5.7,1,0.1,1.4,2.5,13.3,,mcinnje01
44,Terrell Brandon,30,MIN,PG,78,78,2821,6.5,14.5,0.451,0.4,1.2,0.363,6.1,13.3,0.458,0.465,2.5,2.9,0.871,0.8,3,3.8,7.4,2.1,0.3,2,1.8,16,,brandte01
45,Glenn Robinson,28,MIL,SF,76,74,2813,8.8,18.7,0.468,0.7,2.4,0.299,8,16.3,0.493,0.487,3.2,3.9,0.82,1.6,5.1,6.7,3.2,1.1,0.8,2.8,2.4,21.4,AS,robingl01
46,P.J. Brown,31,CHH,C,80,79,2811,3.2,7.2,0.444,0,0.1,0,3.2,7.1,0.447,0.444,2.3,2.7,0.852,3.3,6.2,9.5,1.6,1,1.2,1.4,3.3,8.7,,brownpj01
47,Kobe Bryant,22,LAL,SG,68,68,2783,9.1,19.5,0.464,0.8,2.6,0.305,8.3,16.9,0.489,0.484,6.1,7.2,0.853,1.3,3.8,5.2,4.4,1.5,0.6,2.8,2.9,25.1,MVP-9DPOY-11ASNBA2,bryanko01
48,Clarence Weatherspoon,30,CLE,PF,82,82,2774,4.5,9,0.501,0,0,,4.5,9,0.501,0.501,3,3.8,0.79,2.9,7.4,10.3,1.3,1.1,1.4,1.5,2.2,12,,weathcl01
49,Brian Grant,28,MIA,C,82,79,2771,6.3,13.1,0.479,0,0,0,6.3,13.1,0.48,0.479,3.7,4.6,0.797,2.8,6.5,9.3,1.3,0.8,0.9,2.2,3.8,16.2,,grantbr01
50,Charles Oakley,37,TOR,PF,78,77,2767,4,10.2,0.388,0.1,0.6,0.224,3.8,9.6,0.399,0.395,1.7,2,0.836,1.8,7.8,9.6,3.4,1,0.6,1.8,3.4,9.7,,oaklech01
51,Darrell Armstrong,32,ORL,PG,75,75,2767,5.4,13,0.412,1.9,5.2,0.355,3.5,7.8,0.451,0.484,2.9,3.2,0.884,1.2,3.2,4.5,6.8,1.8,0.2,2.6,2,15.5,,armstda01
52,Ben Wallace,26,DET,C,80,80,2760,2.8,5.7,0.49,0,0.1,0.25,2.8,5.7,0.492,0.491,1,3.1,0.336,4,9.8,13.7,1.6,1.4,2.4,1.5,2.5,6.7,DPOY-5,wallabe01
53,Clifford Robinson,34,PHO,PF,82,82,2751,6.6,15.5,0.422,1.2,3.3,0.361,5.4,12.3,0.439,0.46,3.3,4.7,0.709,1.4,3,4.4,3.1,1.1,1.1,2.4,3.4,17.6,,robincl02
54,Antonio Davis,32,TOR,C,78,77,2729,4.9,11.4,0.433,0,0,0,4.9,11.4,0.434,0.433,4.2,5.6,0.754,3.6,6.8,10.4,1.4,0.3,2,1.8,3,14.1,AS,davisan01
55,Rashard Lewis,21,SEA,PF,78,78,2720,5.6,11.7,0.48,1.6,3.8,0.432,4,8,0.503,0.55,2.3,2.8,0.826,1.9,5.3,7.2,1.7,1.2,0.6,1.7,2.5,15.2,,lewisra02
56,Sam Cassell,31,MIL,PG,76,75,2709,7.1,15,0.474,0.4,1.3,0.306,6.7,13.7,0.49,0.488,3.7,4.3,0.858,0.6,3.2,3.9,7.7,1.2,0.1,2.9,2.8,18.4,,cassesa01
57,Nick Van Exel,29,DEN,PG,71,70,2688,6.2,14.9,0.414,1.8,4.8,0.377,4.4,10.1,0.431,0.474,2.7,3.3,0.819,0.6,2.6,3.2,8,0.8,0.2,2.2,1.5,16.9,,vanexni01
58,Bruce Bowen,29,MIA,SF,82,72,2685,2.8,7.8,0.363,1.4,4.1,0.336,1.4,3.7,0.394,0.452,1.3,2.2,0.609,0.6,2.7,3.3,1.8,1.1,0.7,1,3.6,8.4,DPOY-8,bowenbr01
59,Damon Stoudamire,27,POR,PG,82,82,2655,5.5,12.7,0.434,1.1,3,0.374,4.4,9.7,0.453,0.478,2.3,2.8,0.831,0.9,3.2,4.1,6.3,1.4,0.1,2.6,2.7,14.5,,stoudda01
60,George Lynch,30,PHI,SF,82,80,2649,3.7,8.4,0.445,0.2,0.8,0.263,3.5,7.6,0.463,0.457,1.7,2.3,0.719,2.7,5.3,8,1.9,1.3,0.4,1.5,3,9.3,,lynchge01
61,Jermaine O'Neal,22,IND,C,81,80,2641,5.5,11.8,0.465,0,0.1,0,5.5,11.8,0.468,0.465,3.2,5.3,0.601,3.4,7.4,10.8,1.3,0.7,3.1,2.2,3.8,14.2,,onealje01
62,Michael Dickerson,25,VAN,SG,70,69,2618,5.8,14,0.417,1.2,3.2,0.374,4.7,10.9,0.429,0.459,2.8,3.7,0.763,1,2.2,3.1,3.2,0.9,0.4,2.2,2.8,15.7,,dickemi01
63,Tim Hardaway,34,MIA,PG,77,77,2613,5.6,14.4,0.392,2.6,7.1,0.366,3,7.2,0.417,0.482,2,2.5,0.801,0.4,2.5,2.8,6.7,1.2,0.1,2.6,2.1,15.8,,hardati01
64,Dikembe Mutombo,34,2TM,C,75,75,2591,3.7,7.7,0.484,0,0,,3.7,7.7,0.484,0.484,2.9,4,0.725,4.3,9.8,14.1,1.1,0.4,2.8,2,2.8,10.4,DPOY-1ASNBA2,mutomdi01
65,Dikembe Mutombo,34,ATL,C,49,49,1716,3.5,7.4,0.477,0,0,,3.5,7.4,0.477,0.477,2.2,3.2,0.695,3.9,10.6,14.5,1.1,0.4,2.9,1.9,2.9,9.3,,mutomdi01
66,Dikembe Mutombo,34,PHI,C,26,26,875,4.1,8.3,0.495,0,0,,4.1,8.3,0.495,0.495,4.3,5.6,0.759,4.9,8.4,13.2,0.9,0.4,2.7,2.1,2.7,12.5,,mutomdi01
67,Mark Jackson,35,2TM,PG,83,82,2588,3.4,8.1,0.419,1,2.9,0.338,2.4,5.2,0.463,0.479,1,1.3,0.785,0.9,3.4,4.2,9.2,1.2,0.1,2.4,1.9,8.8,,jacksma01
68,Mark Jackson,35,TOR,PG,54,54,1802,3.4,8.1,0.422,1.1,3.3,0.345,2.3,4.8,0.475,0.493,1.3,1.5,0.842,0.8,2.9,3.7,9.9,1.3,0.1,2.3,1.7,9.2,,jacksma01
69,Mark Jackson,35,NYK,PG,29,28,786,3.4,8.2,0.411,0.6,1.9,0.31,2.8,6.3,0.442,0.447,0.4,0.8,0.529,1,4.5,5.5,7.5,1,0,2.7,2.6,7.8,,jacksma01
70,Stephon Marbury,23,NJN,PG,67,67,2557,7.9,18,0.441,1.5,4.7,0.328,6.4,13.3,0.481,0.484,5.1,6.4,0.79,0.7,2.1,2.9,7.1,1.1,0.1,2.8,2.1,22.5,AS,marbust01
71,Antonio McDyess,26,DEN,PF,70,70,2555,8.1,16.4,0.495,0,0,,8.1,16.4,0.495,0.495,4.3,6.1,0.7,3.4,8.5,11.9,2.1,0.6,1.4,2.3,3.1,20.5,AS,mcdyean01
72,Steve Smith,31,POR,SG,81,36,2542,5.1,11.2,0.456,1.1,3.3,0.339,4,7.9,0.504,0.505,4.4,4.9,0.89,1.2,2.6,3.9,3,0.7,0.3,1.9,2.9,15.6,6MOY-6,smithst01
73,Ron Mercer,24,CHI,SG,61,61,2535,7.1,15.9,0.446,0.2,0.7,0.304,6.9,15.3,0.452,0.452,2.7,3.2,0.825,1,2.3,3.4,2.9,1.1,0.4,1.8,2.1,17.1,,mercero01
74,Bo Outlaw,29,ORL,PF,80,69,2534,3.2,5.2,0.614,0,0,0.5,3.2,5.2,0.615,0.615,1.8,3.2,0.573,3,5.8,8.8,3.2,1.5,1.9,2,3.4,8.3,,outlabo01
75,Richard Hamilton,22,WAS,SF,78,42,2519,7.8,17.8,0.438,0.6,2.1,0.274,7.2,15.8,0.46,0.454,4,4.6,0.868,1.1,2.3,3.4,3.2,1.1,0.1,2.9,2.9,20.2,,hamilri01
76,Bryant Stith,30,BOS,SG,78,74,2504,3.5,8.8,0.401,1.3,3.5,0.376,2.2,5.3,0.417,0.475,2.5,3,0.845,0.9,3.1,4.1,2.4,1.3,0.2,1.3,2.6,10.9,,stithbr01
77,Bryon Russell,30,UTA,SF,78,46,2473,4.5,10.2,0.44,1.4,3.3,0.413,3.1,6.8,0.453,0.508,3.2,4.1,0.779,1.4,3.4,4.8,2.3,1.4,0.3,1.6,3.3,13.6,,russebr01
78,Raef LaFrentz,24,DEN,C,78,74,2457,5.7,11.9,0.477,0.7,2,0.367,4.9,9.9,0.499,0.508,2.7,3.8,0.698,2.5,6.4,8.9,1.6,0.5,3,1.4,4.2,14.8,,lafrera01
79,Travis Best,28,IND,PG,77,21,2457,5.1,11.5,0.44,0.5,1.4,0.381,4.5,10.1,0.449,0.464,2.7,3.3,0.827,0.6,2.7,3.3,6.9,1.6,0.2,1.9,3.6,13.5,6MOY-5,besttr01
80,Howard Eisley,28,DAL,SG,82,40,2426,3.9,10,0.393,1.6,4,0.398,2.3,6,0.389,0.472,1.5,1.9,0.825,0.3,2.6,2.9,4.4,1.5,0.2,1.5,3.2,11,,eisleho01
81,Vlade Divac,32,SAC,C,81,81,2420,5.4,11.2,0.482,0.1,0.2,0.286,5.4,11,0.486,0.485,3.6,5.2,0.691,3.1,6.9,10,3.4,1.3,1.4,2.9,3.6,14.5,AS,divacvl01
82,John Stockton,38,UTA,PG,82,82,2397,4.9,9.8,0.504,0.9,2,0.462,4,7.8,0.514,0.551,3.4,4.2,0.817,0.8,2.6,3.4,10.7,2,0.3,3,2.9,14.2,MVP-15,stockjo01
83,Shandon Anderson,27,HOU,SG,82,82,2396,4,8.9,0.446,0.7,2.6,0.271,3.3,6.3,0.517,0.485,2.1,2.8,0.734,1.1,3.9,5,2.8,1.2,0.6,2,3,10.7,,andersh01
84,Alvin Williams,26,TOR,SG,82,34,2394,5,11.5,0.43,0.5,1.6,0.306,4.5,9.9,0.451,0.452,1.6,2.2,0.752,0.8,2.4,3.2,6.1,1.8,0.4,1.5,2.6,12.1,,willial02
85,Aaron McKie,28,PHI,SG,76,33,2394,5.1,10.7,0.473,0.8,2.6,0.312,4.3,8.2,0.524,0.511,2.2,2.9,0.768,0.5,4.2,4.7,5.7,1.6,0.1,3.1,2.7,13.2,6MOY-1,mckieaa01
86,Mike Miller,20,ORL,SF,82,62,2390,5.5,12.7,0.436,2.2,5.5,0.407,3.3,7.2,0.457,0.523,1.4,1.9,0.711,1,3.9,4.9,2.1,0.8,0.3,1.5,3,14.7,ROY-1,millemi01
87,Horace Grant,35,LAL,PF,77,77,2390,4,8.6,0.462,0,0,0,4,8.5,0.465,0.462,2,2.5,0.775,3.3,4.9,8.2,1.8,0.8,0.9,0.7,2.7,9.9,,grantho01
88,Steve Nash,26,DAL,PG,70,70,2387,5.8,11.9,0.487,1.3,3.3,0.406,4.5,8.6,0.518,0.544,3.5,3.9,0.895,0.7,2.7,3.4,7.7,1.1,0.1,3.1,2.4,16.5,,nashst01
89,David Robinson,35,SAS,C,80,80,2371,6.1,12.5,0.486,0,0,0,6.1,12.5,0.487,0.486,5.3,7.1,0.747,3.2,7.3,10.5,1.8,1.2,3,1.9,3.2,17.5,MVP-10DPOY-5ASNBA3,robinda01
90,Chucky Atkins,26,DET,PG,81,75,2363,5.8,14.5,0.399,1.8,5.2,0.357,3.9,9.3,0.423,0.463,1.4,2,0.692,0.4,2.2,2.6,5,1,0.1,2.3,2.8,14.8,,atkinch01
91,Tyrone Hill,32,PHI,PF,76,75,2363,4.2,8.9,0.474,0,0,0,4.2,8.9,0.474,0.474,2.6,4.2,0.63,3.6,6.8,10.5,0.7,0.6,0.4,1.9,3.7,11.1,,hillty01
92,Metta World Peace,21,CHI,SF,76,74,2363,5,12.4,0.401,0.7,2.3,0.291,4.3,10.2,0.426,0.428,3.2,4.3,0.75,0.9,3.6,4.5,3.5,2.3,0.7,2.4,3.9,13.8,,artesro01
93,Mookie Blaylock,33,GSW,PG,69,59,2352,4.9,12.3,0.396,1.1,3.4,0.324,3.7,8.8,0.424,0.441,0.8,1.2,0.697,1.1,3.1,4.2,7.1,2.5,0.3,2,2.1,11.6,,blaylmo01
94,Elden Campbell,32,CHH,PF,78,78,2337,5.7,12.8,0.44,0,0.1,0,5.7,12.8,0.443,0.44,4.4,6.3,0.709,2.4,6.9,9.4,1.6,0.9,2.2,2.2,4.3,15.7,,campbel01
95,Aaron Williams,29,NJN,PF,82,25,2336,4.6,10,0.457,0,0,0,4.6,10,0.458,0.457,3.8,4.8,0.787,3.3,5.8,9.1,1.4,0.9,1.7,2,4.9,12.9,,williaa01
96,Voshon Lenard,27,DEN,SG,80,58,2331,5.2,13.1,0.397,2.3,5.9,0.385,2.9,7.2,0.407,0.484,2.4,3,0.797,0.7,2.8,3.6,2.9,1,0.3,1.6,2.6,15,,lenarvo01
97,Donyell Marshall,27,UTA,SF,81,49,2326,6.6,13.1,0.503,0.6,2,0.32,6,11.2,0.535,0.527,3.2,4.2,0.751,2.7,6.1,8.8,2.1,1.3,1.2,2,3,17,6MOY-9,marshdo01
98,Rick Fox,31,LAL,SF,82,77,2291,4.5,10.2,0.444,1.9,4.7,0.393,2.7,5.4,0.488,0.536,1.5,1.9,0.779,1.3,3.8,5.1,4.1,1.1,0.5,2.1,3.5,12.4,,foxri01
99,Jason Williams,25,SAC,PG,77,77,2290,4.4,10.8,0.407,1.5,4.9,0.315,2.9,6,0.483,0.478,0.9,1.2,0.789,0.3,2.6,2.9,6.5,1.5,0.1,2.5,1.8,11.3,,willija02
100,Tony Delk,27,PHO,SG,82,11,2288,6,14.5,0.415,0.8,2.6,0.321,5.2,11.9,0.436,0.444,2.9,3.7,0.787,1.2,2.9,4.1,2.5,1.2,0.3,1.6,2.7,15.8,6MOY-10,delkto01
101,Eddie Jones,29,MIA,SG,63,58,2282,6.1,13.7,0.445,1.4,3.8,0.378,4.7,10,0.471,0.497,3.6,4.3,0.844,1.2,3.4,4.6,2.7,1.7,0.9,2.1,2.9,17.3,,jonesed02
102,Kenyon Martin,23,NJN,PF,68,68,2272,5.5,12.3,0.445,0,0.2,0.091,5.5,12.1,0.45,0.446,1.9,3,0.63,2.2,5.8,8,2.1,1.2,1.8,2.2,4.5,12.9,ROY-2,martike01
103,James Posey,24,DEN,SF,82,82,2255,3.9,9.4,0.412,1,3.5,0.3,2.8,6,0.477,0.467,1.8,2.3,0.816,2,4.9,6.9,2.6,1.5,0.6,1.6,3.6,10.6,,poseyja01
104,Fred Hoiberg,28,CHI,SG,74,37,2247,3.5,7.9,0.438,1.7,4,0.412,1.8,3.9,0.465,0.542,2.2,2.5,0.866,0.3,4.6,4.9,4.2,1.6,0.2,1.2,2.5,10.8,,hoibefr01
105,Lamond Murray,27,CLE,SF,78,46,2225,6.3,15,0.423,1,2.7,0.37,5.3,12.3,0.434,0.456,2.5,3.4,0.735,1.7,3.8,5.5,2,1.3,0.4,2.3,2.8,16.1,,murrala01
106,Glen Rice,33,NYK,SF,75,25,2212,5.4,12.2,0.44,1.3,3.4,0.389,4.1,8.8,0.46,0.495,2.5,3,0.852,1,4,5,1.4,0.7,0.2,1.6,2.9,14.6,,ricegl01
107,Rodney Rogers,29,PHO,SF,82,3,2183,6.2,14.4,0.43,0.9,3.1,0.296,5.3,11.3,0.467,0.462,3.1,4.1,0.761,1.6,4.4,5.9,3,1.6,0.8,2.6,4.4,16.5,6MOY-6,rogerro01
108,Dale Davis,31,POR,C,81,43,2162,4,8.1,0.497,0,0.1,0,4,8,0.501,0.497,1.6,2.5,0.632,3.9,6.2,10.1,1.7,0.7,1.3,1.1,3.3,9.7,,davisda01
109,Eric Piatkowski,30,LAC,SG,81,40,2144,4.9,11.3,0.433,2,5,0.404,2.9,6.3,0.456,0.522,2.7,3,0.873,0.9,3.1,4,1.6,0.8,0.3,1.3,2.1,14.4,,piatker01
110,Darius Miles,19,LAC,SF,81,21,2133,5.4,10.6,0.505,0,0.3,0.053,5.4,10.3,0.519,0.506,2.1,4,0.521,2.1,5.9,8.1,1.7,0.9,2.1,2.5,3.2,12.8,ROY-4,milesda01
111,Scottie Pippen,35,POR,SF,64,60,2133,4.5,10.1,0.451,1.1,3.1,0.344,3.5,6.9,0.5,0.505,2,2.7,0.739,1.2,4.4,5.6,5,1.6,0.6,2.6,2.7,12.2,,pippesc01
112,Vin Baker,29,SEA,PF,76,27,2129,5.9,13.9,0.422,0,0.3,0.063,5.9,13.6,0.429,0.423,3.9,5.4,0.723,3,4.2,7.3,1.5,0.6,1.2,2.7,4.5,15.7,,bakervi01
113,Michael Olowokandi,25,LAC,C,82,82,2127,5.2,12,0.435,0,0,,5.2,12,0.435,0.435,1.4,2.6,0.545,2.8,6,8.9,0.8,0.5,1.8,2.9,4.2,11.9,,olowomi01
114,Marcus Camby,26,NYK,C,63,63,2127,5.1,9.8,0.524,0,0.1,0.125,5.1,9.7,0.53,0.525,2.5,3.8,0.667,3.3,8.9,12.2,0.9,1.1,2.3,1.1,3.5,12.8,,cambyma01
115,Anthony Peeler,31,MIN,SG,75,41,2126,5.2,12.4,0.421,1.7,4.3,0.391,3.5,8.1,0.437,0.489,1.3,1.5,0.862,0.7,2.5,3.3,3.3,1.5,0.3,1.8,2.8,13.4,,peelean01
