Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,Allen Iverson,32,DEN,SG,82,82,3424,7.5,16.4,0.458,1,2.9,0.345,6.5,13.5,0.482,0.488,6.8,8.4,0.809,0.5,2.1,2.6,6.2,1.7,0.1,2.6,1.1,22.8,AS,iversal01
2,Joe Johnson,26,ATL,SG,82,82,3343,7,16.1,0.432,1.8,4.8,0.381,5.1,11.3,0.454,0.489,3.4,4.1,0.834,0.9,3.1,4,5.1,0.9,0.2,2.4,1.8,19.2,AS,johnsjo02
3,Andre Iguodala,24,PHI,SF,82,82,3242,6.5,14.2,0.456,1.1,3.4,0.329,5.3,10.8,0.496,0.495,4.1,5.6,0.721,0.9,4,5,4.3,1.9,0.5,2.4,2.1,18.1,,iguodan01
4,Richard Jefferson,27,NJN,SF,82,82,3200,7,14.9,0.466,0.9,2.4,0.362,6.1,12.5,0.486,0.495,6.1,7.6,0.798,1,2.8,3.8,2.8,0.9,0.2,2.2,2.5,20.9,,jefferi01
5,Baron Davis,28,GSW,PG,82,82,3196,7.3,17.2,0.426,1.9,5.9,0.33,5.4,11.3,0.477,0.483,3.6,4.8,0.75,1.1,3.3,4.3,7,2.2,0.5,2.6,2.8,20.2,,davisba01
6,Kobe Bryant,29,LAL,SG,82,82,3192,8.7,19.1,0.459,1.7,4.7,0.361,7,14.4,0.49,0.503,7,8.4,0.84,1.1,4.8,5.8,5,1.7,0.5,2.9,2.6,26.2,MVP-1DPOY-5ASNBA1,bryanko01
7,Jamal Crawford,27,NYK,SG,80,80,3190,6.4,15.7,0.41,2,5.6,0.356,4.4,10.1,0.439,0.473,3.7,4.3,0.864,0.4,1.9,2.3,4.5,0.9,0.2,2.2,1.6,18.6,,crawfja01
8,Jason Richardson,27,CHA,SF,82,82,3149,7.4,16.8,0.441,2.8,6.8,0.406,4.6,9.9,0.466,0.524,2.8,3.8,0.752,0.9,4.1,5,2.9,1.3,0.7,1.9,2.8,20.4,,richaja01
9,Dwight Howard,22,ORL,C,82,82,3088,6.8,11.4,0.599,0,0,0,6.8,11.3,0.601,0.599,6.2,10.5,0.59,3.3,10.3,13.5,1.3,0.9,2.1,3.1,3.2,19.8,MVP-5DPOY-7ASNBA1,howardw01
10,Rashard Lewis,28,ORL,PF,81,81,3076,6,13.3,0.455,2.6,6.5,0.409,3.4,6.8,0.498,0.554,2.6,3,0.838,1.1,4,5.1,2.3,1.2,0.4,1.6,2.5,17.3,,lewisra02
11,Monta Ellis,22,GSW,SG,81,72,3071,7.6,14.4,0.531,0.1,0.6,0.231,7.5,13.8,0.545,0.536,3.8,4.9,0.767,1.6,3.2,4.7,3.7,1.5,0.3,2,2.3,19.2,,ellismo01
12,Antawn Jamison,31,WAS,PF,79,79,3061,7.3,16.7,0.436,1.4,4.2,0.339,5.9,12.5,0.468,0.478,3.9,5.2,0.76,2.5,7,9.5,1.4,1.2,0.4,1.3,2.3,19.9,MVP-14AS,jamisan01
13,Deron Williams,23,UTA,PG,82,82,3059,6.7,13.1,0.507,1,2.5,0.395,5.7,10.7,0.533,0.544,3.9,4.8,0.803,0.4,2.5,2.9,10.1,1.1,0.3,3.3,2.4,18.2,MVP-12NBA2,willide01
14,LeBron James,23,CLE,SF,75,74,3027,9.4,19.5,0.484,1.3,4.3,0.315,8.1,15.3,0.531,0.518,6.5,9.2,0.712,1.6,5.5,7,6.4,1.6,1,3,2,26.8,MVP-4ASNBA1,jamesle01
15,Hedo Türkoğlu,28,ORL,SF,82,82,3026,6.6,14.5,0.456,2,4.9,0.4,4.6,9.6,0.485,0.524,3.9,4.7,0.829,1,4.6,5.6,4.9,0.9,0.3,2.9,2.9,19.1,MIP-1,turkohe01
16,Andre Miller,31,PHI,PG,82,82,3016,6.8,13.8,0.492,0,0.4,0.088,6.8,13.4,0.504,0.494,3.1,4,0.772,1.1,2.7,3.9,6.7,1.3,0.1,2.5,2.2,16.7,,millean02
17,Chris Paul,22,NOH,PG,80,80,3006,7.5,15.5,0.488,1.1,3,0.369,6.4,12.5,0.516,0.524,4,4.7,0.851,0.7,3.1,3.8,11.1,2.6,0,2.4,2.2,20.2,MVP-2DPOY-7ASNBA1,paulch01
18,Rudy Gay,21,MEM,SF,81,81,3000,7.5,16.3,0.461,1.6,4.6,0.346,5.9,11.6,0.507,0.511,3,3.8,0.785,1.7,4.3,6,1.9,1.3,0.9,2.3,2.8,19.6,,gayru01
19,Raymond Felton,23,CHA,PG,79,79,2972,5,12.1,0.413,0.7,2.4,0.28,4.3,9.7,0.447,0.441,3.1,3.9,0.8,0.4,2.4,2.9,7.1,1.2,0.1,2.6,2.2,13.8,,feltora01
20,Ricky Davis,28,MIA,SF,82,47,2963,5.1,11.8,0.433,1.6,4,0.405,3.5,7.8,0.447,0.502,1.9,2.4,0.787,0.7,3.6,4.3,3.4,1.1,0.2,2.3,2.3,13.7,,davisri01
