Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
114,Leon Douglas,23,DET,C,79,,1993,5.8,12,0.481,4,6.2,0.641,3.3,7.2,10.5,2,1,0.9,3.6,5.3,15.6,,douglle01
115,Butch Beard,30,NYK,PG,79,37,1979,5.6,11.2,0.502,2.3,2.9,0.806,1.4,3.4,4.8,6.2,2.1,0.1,2.8,3.7,13.6,,beardbu01
116,Jim McMillian,29,NYK,SF,81,63,1977,5.2,11.3,0.462,2.1,2.4,0.858,1.5,3.8,5.3,3.7,1.4,0.3,1.9,2.1,12.6,,mcmilji01
117,Robert Parish,24,GSW,C,82,,1969,7.9,16.7,0.472,3,4.8,0.625,3.9,8.6,12.4,1.7,1.4,2.2,3.7,5.3,18.7,,parisro01
118,Darnell Hillman,28,2TM,PF,78,,1966,6.2,13,0.479,3.1,5.2,0.584,3.6,6.9,10.6,1.9,1.2,1.5,3.2,5.3,15.5,,hillmda01
119,Darnell Hillman,28,NJN,PF,45,,1220,7,14.8,0.471,3.5,6,0.576,3.7,6.3,10,1.4,1.4,1.3,3.2,4.7,17.4,,hillmda01
120,Darnell Hillman,28,DEN,PF,33,,746,5,10.1,0.498,2.4,3.9,0.605,3.5,8,11.5,2.6,0.7,1.8,3.2,6.3,12.4,,hillmda01
121,Fred Brown,29,SEA,SG,72,,1965,9.3,19.1,0.488,3.2,3.6,0.898,1.1,2.3,3.4,4.4,2,0.5,3,2.7,21.8,,brownfr01
122,Don Ford,25,LAL,PF,79,,1945,5,10.7,0.472,1.3,1.7,0.756,2,4.6,6.5,2.6,1.3,0.9,1.6,3.9,11.3,,forddo01
123,Charlie Criss,29,ATL,PG,77,,1935,5.9,14,0.425,4.4,5.5,0.797,0.4,1.8,2.3,5.5,2,0.1,2.8,2.7,16.3,,crissch01
124,Bill Walton,25,POR,C,58,,1929,8.6,16.5,0.522,3.3,4.6,0.72,2.2,12.1,14.3,5.4,1.1,2.7,3.8,2.7,20.5,MVP-1ASNBA1,waltobi01
125,Jim Price,28,2TM,PG,83,,1929,5.5,12.2,0.448,2.5,3.2,0.799,1.1,3.8,4.9,4.9,2.1,0.2,3.3,3.7,13.5,,priceji01
126,Jim Price,28,DEN,PG,49,,1090,4.7,9.7,0.481,1.7,2.2,0.773,1,4.3,5.3,5.2,2.3,0.1,3.3,3.9,11,,priceji01
127,Jim Price,28,DET,PG,34,,839,6.6,15.6,0.421,3.6,4.4,0.816,1.2,3.2,4.3,4.4,1.9,0.2,3.2,3.5,16.7,,priceji01
128,Ron Lee,25,PHO,PG,82,,1928,7.8,17.7,0.439,3.2,4.3,0.746,1.8,3,4.7,5.7,4.2,0.3,4.1,4.8,18.7,,leero01
129,Alvan Adams,23,PHO,C,70,,1914,8.2,16.8,0.485,4,5.5,0.73,3,7.7,10.6,4.2,1.6,1.2,4.4,4.6,20.4,,adamsal01
130,Otis Birdsong,22,KCK,SG,73,,1878,9,18.3,0.492,4.1,5.9,0.697,1.3,2,3.4,3.3,1.4,0.2,2.8,3.4,22.2,,birdsot01
131,Junior Bridgeman,24,MIL,SF,82,,1876,9.1,18.2,0.503,3.2,3.9,0.81,2.2,3.4,5.6,3.4,1.4,0.6,3.4,3.9,21.5,,bridgju01
132,Coby Dietrick,29,SAS,PF,79,,1876,4.8,10.4,0.46,1.7,2.2,0.781,1.4,5.5,6.9,4.2,1.6,1.1,2.8,4.4,11.3,,dietrco01
133,Eddie Johnson,22,ATL,SG,79,,1875,6.4,13.2,0.484,3.1,3.9,0.816,1,2,2.9,4.5,1.9,0.1,3.2,4.5,15.9,,johnsed02
134,Paul Griffin,24,NOJ,PF,82,,1853,3.1,7,0.447,2.2,3.1,0.713,3.1,6.9,9.9,3.3,1.7,0.9,2.9,4.4,8.4,,griffpa01
135,Robert Reid,22,HOU,SF,80,,1849,5.1,11.2,0.455,1.2,1.9,0.656,2.2,4.8,7,2.4,1.3,1,1.6,5.4,11.4,,reidro01
136,John Johnson,30,2TM,SF,77,,1823,6.8,16.3,0.415,2.6,3.5,0.751,2,4.1,6.1,4.2,0.8,0.4,3.3,3.9,16.1,,johnsjo01
137,John Johnson,30,HOU,SF,1,,11,3.3,13.1,0.25,6.5,9.8,0.667,6.5,3.3,9.8,3.3,0,0,9.8,9.8,13.1,,johnsjo01
138,John Johnson,30,SEA,SF,76,,1812,6.8,16.3,0.416,2.6,3.5,0.753,2,4.1,6.1,4.2,0.9,0.4,3.3,3.9,16.2,,johnsjo01
139,Dave Twardzik,27,POR,PG,75,,1820,4.8,8.1,0.592,3.6,4.6,0.782,0.7,1.9,2.7,4.8,2.1,0.1,3.1,3.7,13.2,,twardda01
140,Steve Mix,30,PHI,SF,82,20,1819,5.8,11.1,0.52,3.5,4.4,0.795,1.9,4,5.9,3.4,1.7,0.1,2.6,3.1,15,,mixst01
141,Scott May,23,CHI,SF,55,55,1802,5.6,12.3,0.454,3.5,4.3,0.81,2.4,4.3,6.6,2.3,1,0.1,2.5,3.4,14.7,,maysc01
142,E.C. Coleman,27,GSW,PF,72,,1801,4.2,8.9,0.475,0.8,1.1,0.727,2.3,5.2,7.5,2,1.3,0.5,1.9,5.1,9.3,,colemec01
143,Jim Brewer,26,CLE,PF,80,,1798,3.5,7.8,0.449,0.9,2,0.46,3.6,6.3,9.9,2,1.2,1,2.1,3.6,7.9,,breweji01
144,Tree Rollins,22,ATL,C,80,,1795,5.1,10.4,0.487,2.1,3,0.703,3.6,7.5,11.1,1.6,1.1,4.4,2.4,6.5,12.2,,rollitr01
145,Mark Olberding,21,SAS,PF,79,,1773,4.7,9.7,0.481,3.7,4.6,0.811,2.1,5.5,7.6,2.7,0.9,0.5,2.4,4.8,13.1,,olberma01
146,John Mengelt,28,CHI,SG,81,8,1767,6.6,13.8,0.481,3.7,4.8,0.773,0.8,1.8,2.6,4.7,1,0.1,2.5,3.4,17,,mengejo01
147,Spencer Haywood,28,NYK,PF,67,57,1765,8.4,17.4,0.484,2,2.8,0.711,2.9,6.1,9,2.6,0.8,1.5,2.9,3.8,18.8,,haywosp01
148,Jim McElroy,24,NOJ,PG,74,,1760,5.9,12.4,0.473,2.5,3.4,0.737,0.9,2.1,3,6,1.2,0.7,2.9,2.3,14.3,,mcelrji01
149,Mitch Kupchak,23,WSB,PF,67,,1759,8,15.7,0.512,5.7,8.2,0.697,3.3,6.1,9.4,1.5,0.6,0.9,3.8,4,21.8,,kupchmi01
150,Bill Robinzine,25,KCK,PF,82,,1748,6.3,13.9,0.451,4.2,5.6,0.76,3.6,7.5,11.1,1.5,1.5,0.2,3.5,5.8,16.8,,robinbi01
151,Ron Behagen,27,3TM,PF,80,,1735,7.2,16.7,0.43,3.7,5.1,0.725,4.2,6.5,10.6,2.1,1.3,0.6,3.6,5.5,18.1,,behagro01
152,Ron Behagen,27,ATL,PF,26,,571,7.4,15.7,0.47,3.2,4.4,0.729,3.3,7.6,10.9,2.1,1.9,0.8,3.7,6.1,18,,behagro01
153,Ron Behagen,27,HOU,PF,3,,33,7.6,12,0.636,0,1.1,0,2.2,5.5,7.6,2.2,0,0,3.3,6.5,15.3,,behagro01
154,Ron Behagen,27,IND,PF,51,,1131,7.1,17.3,0.408,4.1,5.6,0.727,4.6,6,10.6,2.1,1,0.6,3.6,5.1,18.2,,behagro01
155,Darryl Dawkins,21,PHI,C,70,11,1722,6.9,12.1,0.575,3.3,4.6,0.709,2.4,9.2,11.6,1.8,0.7,2.6,2.6,5.6,17.1,,dawkida01
156,Tom Owens,28,POR,C,82,,1714,6.6,13.4,0.49,4.3,5.8,0.741,4.1,7.3,11.4,3.4,0.7,0.8,3.2,5.5,17.5,,owensto01
157,Wil Jones,30,BUF,PF,79,,1711,4.8,10.8,0.44,1.8,2.5,0.706,2.2,4.8,7,2.4,1.5,0.9,2.9,5.4,11.3,,joneswi02
158,Ollie Johnson,28,ATL,SF,82,,1704,6.2,13.1,0.472,2.3,2.7,0.854,1.9,3.6,5.5,2.5,1.7,0.8,2.3,3.8,14.7,,johnsol01
159,Tom McMillen,25,ATL,C,68,,1683,6,12.1,0.493,2.5,3.1,0.8,3.2,5.7,8.9,1.8,0.7,0.3,2.3,5,14.5,,mcmilto01
160,Walt Frazier,32,CLE,PG,51,,1664,7.3,15.4,0.471,3.3,3.9,0.85,1.2,3.4,4.5,4.5,1.7,0.3,2.4,2.7,17.8,,fraziwa01
161,Charles Dudley,27,GSW,PG,78,,1660,2.8,5.4,0.51,3,4.2,0.708,1.9,4.4,6.2,8.9,1.5,0,3.5,3.9,8.5,,dudlech01
162,Bob Carrington,24,2TM,SG,72,,1653,5.5,12.8,0.43,2.8,3.7,0.76,1.5,2.3,3.8,2.5,1.4,0.5,2.6,4.5,13.9,,carribo01
163,Bob Carrington,24,NJN,SG,37,,1032,5.5,13.7,0.401,2.5,3.4,0.742,1.5,2.4,3.9,1.9,1.5,0.4,2.3,4.6,13.5,,carribo01
164,Bob Carrington,24,IND,SG,35,,621,5.6,11.4,0.487,3.4,4.3,0.784,1.6,2,3.6,3.6,1.3,0.6,3,4.2,14.5,,carribo01
165,Marvin Barnes,25,2TM,PF,60,,1646,6.1,14.5,0.422,2.8,4,0.703,3,6.6,9.6,3,1.4,1.8,3,5.3,15,,barnema01
166,Marvin Barnes,25,DET,PF,12,,269,7.1,15.8,0.449,1.9,3.9,0.483,3.7,8.4,12.2,2.5,0.9,1.5,3.9,5.8,16.1,,barnema01
167,Marvin Barnes,25,BUF,PF,48,,1377,5.9,14.2,0.416,3,4,0.745,2.8,6.3,9.1,3.1,1.5,1.9,2.8,5.2,14.8,,barnema01
168,Jo Jo White,31,BOS,PG,46,,1641,6.3,15.1,0.419,2.3,2.6,0.858,1.2,2.8,3.9,4.6,1.1,0.2,2.6,2.4,14.9,,whitejo01
169,Caldwell Jones,27,PHI,C,80,69,1636,3.7,7.9,0.471,2.1,3.4,0.627,3.6,8.9,12.5,2,0.6,2.8,2.8,6.2,9.6,,jonesca01
170,Dennis Awtrey,29,PHO,C,81,,1623,2.5,5.9,0.424,1.5,2.4,0.633,2.2,4.5,6.7,3.6,0.4,0.6,2.8,3.4,6.5,,awtrede01
171,Kermit Washington,26,2TM,PF,57,,1617,5.5,11.3,0.487,3.8,5.5,0.691,4.8,8.9,13.7,1.6,1,1.4,2.4,4.2,14.8,,washike01
172,Kermit Washington,26,LAL,PF,25,,751,5.3,11.7,0.451,3.3,5.3,0.618,5.3,8.1,13.4,1.4,0.9,1.2,2.5,3.5,13.8,,washike01
173,Kermit Washington,26,BOS,PF,32,,866,5.7,10.9,0.521,4.2,5.7,0.75,4.4,9.6,13.9,1.7,1.2,1.7,2.2,4.7,15.6,,washike01
174,Anthony Roberts,22,DEN,SF,82,,1598,7,16.6,0.423,3.4,4.8,0.722,3,4.9,7.9,2.4,0.9,0.2,2.7,4.8,17.5,,roberan01
175,John Brown,26,ATL,SF,75,,1594,4.3,9.1,0.474,3.7,4.5,0.825,3.1,3.7,6.8,2.4,1.2,0.2,2.6,6.3,12.4,,brownjo01
176,Slick Watts,26,2TM,PG,71,,1584,5,12.7,0.392,2.1,3.5,0.59,1.4,2.7,4.1,6.7,2.5,0.7,3.8,4.2,12,,wattssl01
177,Slick Watts,26,SEA,PG,32,,809,4.9,12.1,0.404,1.3,2.4,0.566,0.9,2.7,3.6,5.9,2.4,0.6,4.1,3.9,11.1,,wattssl01
178,Slick Watts,26,NOJ,PG,39,,775,5.1,13.3,0.381,2.9,4.8,0.602,1.8,2.7,4.6,7.5,2.6,0.8,3.5,4.5,13,,wattssl01
179,Bingo Smith,31,CLE,SG,82,,1581,8.4,19.1,0.439,2.5,3.1,0.8,1.5,3.2,4.7,2.1,0.9,0.5,1.8,3.5,19.3,,smithbi02
180,Alex English,24,MIL,SF,82,,1552,8,14.7,0.542,2.4,3.3,0.727,3.3,5.8,9.2,3,1,1.3,3.2,4.1,18.3,,englial01
181,Al Skinner,25,2TM,SG,77,,1551,5.2,11.3,0.455,3.8,4.7,0.798,1.6,3.6,5.2,3.4,1.5,0.5,3.7,5.6,14.1,,skinnal01
182,Al Skinner,25,NJN,SG,8,,277,5.3,13.1,0.406,5.1,5.7,0.886,1.8,4.9,6.8,4.3,1.7,0.6,3.8,4.4,15.7,,skinnal01
183,Al Skinner,25,DET,SG,69,,1274,5.1,10.9,0.468,3.5,4.5,0.774,1.5,3.4,4.9,3.2,1.5,0.4,3.7,5.9,13.7,,skinnal01
184,Ray Williams,23,NYK,PG,81,10,1550,7.1,16,0.443,3.4,4.8,0.705,2,2.9,4.9,8.4,2.5,0.3,5.6,4.9,17.6,,willira01
185,Alvin Scott,22,PHO,SF,81,,1538,4.2,8.6,0.488,3.1,4.5,0.691,3.2,5.2,8.4,2.1,1.2,0.9,2,3.7,11.5,,scottal01
186,Tom Burleson,25,KCK,C,76,,1525,5.4,12.4,0.434,4.7,5.9,0.794,4,7.4,11.4,3.1,1.5,1.9,2.9,6.1,15.4,,burleto01
187,Jamaal Wilkes,24,LAL,SF,51,,1490,6.7,15.2,0.44,2.6,3.6,0.716,2.7,6.5,9.2,4.4,1.9,0.5,2.6,3.9,15.9,,wilkeja01
188,Allan Bristow,26,SAS,SF,82,,1481,6.2,13.1,0.478,3.7,5.1,0.731,2.4,3.8,6.2,4.7,1.7,0.1,3.5,3.6,16.2,,bristal01
189,Tim Bassett,26,NJN,PF,65,,1474,3.6,9.4,0.388,1.2,2.4,0.515,3.5,6.4,9.9,1.5,1.5,0.8,2,4.4,8.5,,basseti01
190,Larry Wright,23,WSB,PG,70,,1466,6.9,14,0.496,1.9,2.6,0.71,0.8,1.7,2.5,6.4,1.7,0.4,3.3,4.8,15.8,,wrighla01
191,Jan van Breda Kolff,26,NJN,SF,68,,1419,2.7,7.4,0.366,2.2,3.1,0.707,1.7,4.5,6.2,2.7,1.3,1.2,1.9,4.9,7.6,,vanbrja01
192,Mike Green,26,2TM,C,72,,1382,6.2,13.4,0.463,2.8,3.7,0.754,3.4,6,9.4,2,0.8,2.6,2.7,5,15.2,,greenmi01
193,Mike Green,26,SEA,C,9,,250,6.2,12.5,0.494,3,4.5,0.677,3.2,4.8,7.9,1.4,0.9,1.9,3.2,3.7,15.4,,greenmi01
194,Mike Green,26,SAS,C,63,,1132,6.2,13.6,0.457,2.7,3.5,0.775,3.4,6.2,9.7,2.1,0.8,2.8,2.6,5.3,15.1,,greenmi01
195,Corky Calhoun,27,POR,SF,79,,1370,4.6,9.6,0.479,1.7,2,0.868,1.9,3.7,5.6,2.3,1.1,0.4,1.7,3.7,10.9,,calhoco01
196,Len Elmore,25,IND,C,69,,1327,3.9,10.5,0.368,2.4,3.6,0.667,3.8,7.6,11.4,2.2,2,1.9,2,4.7,10.1,,elmorle01
197,Howard Porter,29,2TM,SF,63,,1323,8.4,17.3,0.487,3.4,4.2,0.8,2.7,4.9,7.6,1.1,0.8,1,1.5,3.6,20.2,,porteho01
198,Howard Porter,29,DET,SF,8,,107,5.4,14.5,0.372,1.3,2.4,0.571,1.7,4,5.7,0.7,1,1.7,1.7,5,12.1,,porteho01
199,Howard Porter,29,NJN,SF,55,,1216,8.7,17.5,0.495,3.6,4.4,0.811,2.8,4.9,7.8,1.2,0.8,1,1.5,3.5,20.9,,porteho01
200,Ralph Simpson,28,2TM,SG,64,,1323,5.9,15.7,0.375,2.3,2.8,0.817,1.4,2.8,4.3,4.3,2,0.2,3.4,2.4,14.1,,simpsra01
201,Ralph Simpson,28,DET,SG,32,,739,7,16.9,0.413,2.6,3.1,0.844,1.3,2.7,4,4.2,1.6,0.1,3.8,2.3,16.6,,simpsra01
202,Ralph Simpson,28,DEN,SG,32,,584,4.5,14.2,0.317,1.9,2.5,0.775,1.6,3,4.6,4.4,2.7,0.2,3,2.6,10.9,,simpsra01
203,Bruce Seals,24,SEA,SF,73,,1322,6.3,15,0.417,3,4.8,0.634,1.7,4.5,6.2,2.2,1.1,0.9,2.8,5.7,15.5,,sealsbr01
204,Tom Abernethy,23,LAL,SF,73,,1317,5.5,11,0.498,2.5,3,0.82,2.9,4.4,7.2,2.8,1.5,0.6,1.4,3.3,13.5,,abernto01
205,Charles Johnson,28,2TM,SG,71,,1299,6.6,16.1,0.408,1.4,1.7,0.803,1.2,3.1,4.3,3.6,1.7,0.1,2,3.6,14.5,,johnsch01
206,Charles Johnson,28,GSW,SG,32,,492,7,17.2,0.409,0.5,0.7,0.7,1.7,2.9,4.5,3.5,2.3,0.3,1.7,3.9,14.6,,johnsch01
207,Charles Johnson,28,WSB,SG,39,,807,6.3,15.4,0.408,1.9,2.3,0.824,0.9,3.3,4.1,3.7,1.4,0,2.2,3.4,14.5,,johnsch01
208,Kent Benson,23,MIL,C,69,,1288,6.1,13.2,0.465,2.6,3.9,0.652,2.5,5.8,8.2,2.8,1.9,1.5,3.3,4.9,14.9,,bensoke01
209,Joe Meriweather,24,NOJ,C,54,,1277,5.5,11.6,0.472,2.5,3.7,0.654,3.8,6.7,10.5,1.6,0.5,3.3,2.6,5.3,13.4,,meriwjo01
210,Dave Robisch,28,2TM,C,78,,1277,5,12.1,0.412,2.8,3.6,0.775,2.8,7.1,9.9,2.5,1.1,0.8,2,3.7,12.8,,robisda01
211,Dave Robisch,28,IND,C,23,,598,4.4,10.9,0.403,3,3.9,0.781,2.8,7.6,10.4,2.9,1.2,0.9,2,3.6,11.8,,robisda01
212,Dave Robisch,28,LAL,C,55,,679,5.5,13.2,0.418,2.7,3.4,0.769,2.8,6.7,9.5,2.1,1,0.7,2,3.8,13.7,,robisda01
213,Lloyd Walton,24,MIL,PG,76,,1264,4.4,9.8,0.448,1.5,2.4,0.651,0.7,1.4,2.2,7.2,2.2,0.4,3,2.7,10.3,,waltoll01
214,Ernie Grunfeld,22,MIL,SG,73,,1261,5.8,13.2,0.443,2.7,4.1,0.657,2,3.5,5.5,4.1,1.5,0.5,2.8,4.3,14.3,,grunfer01
215,Nate Williams,27,2TM,SG,73,,1249,9,20.9,0.431,2.9,3.5,0.835,1.9,4,5.9,2.1,1.6,1,2.4,5.2,20.9,,willina01
216,Nate Williams,27,NOJ,SG,27,,434,7.5,17.8,0.421,2.6,3.1,0.838,2.2,5.2,7.5,2.8,1.7,1,2.1,5.1,17.5,,willina01
217,Nate Williams,27,GSW,SG,46,,815,9.8,22.5,0.435,3.1,3.7,0.833,1.7,3.4,5,1.8,1.6,1,2.6,5.3,22.7,,willina01
218,Joe Bryant,23,PHI,PF,81,0,1236,5.5,12.7,0.436,3.2,4.2,0.771,3,5.2,8.2,3.8,1.6,0.7,3.3,5.4,14.3,,bryanjo01
219,Brian Taylor,26,DEN,PG,39,,1222,5.4,11.9,0.452,2.6,3.4,0.765,0.9,2,2.9,3.9,2.1,0.3,2.3,3.5,13.3,,taylobr01
220,John Kuester,22,KCK,PG,78,,1215,4.3,9.5,0.455,2.6,3.1,0.829,0.6,2.8,3.4,7.5,1.7,0,2.9,4.2,11.2,,kuestjo01
221,Bo Ellis,23,DEN,PF,78,,1213,3.9,9.5,0.416,2.1,3.1,0.692,3.4,5.6,9,2.2,1.5,1.4,2.9,6.2,10,,ellisbo02
222,Cedric Maxwell,22,BOS,SF,72,,1213,5,9.4,0.538,5.6,7.4,0.752,4.1,7.2,11.2,2,1.6,1.4,3.6,4.5,15.7,,maxwece01
223,Eddie Jordan,23,2TM,PG,73,,1213,6.4,16,0.4,3.9,5,0.784,1,2.5,3.5,5.3,3.7,0.6,3.1,2.8,16.6,,jordaed01
224,Eddie Jordan,23,CLE,PG,22,,171,4,11.8,0.339,2.5,3.4,0.75,0.4,1.9,2.3,6.7,2.5,0.2,2.9,2.1,10.5,,jordaed01
225,Eddie Jordan,23,NJN,PG,51,,1042,6.8,16.7,0.407,4.1,5.2,0.788,1.1,2.6,3.7,5,3.9,0.6,3.2,2.9,17.7,,jordaed01
226,Mike Newlin,29,HOU,SG,45,,1181,6.6,15.1,0.436,4.6,5.3,0.874,1.1,2.6,3.7,6.2,1.6,0.3,3.7,3.9,17.8,,newlimi01
227,Lloyd Neal,27,POR,PF,61,,1174,8.3,16.6,0.504,3.9,5.4,0.718,3.6,7.9,11.4,2.5,0.9,0.6,2.9,3.9,20.6,,nealll01
228,Toby Knight,22,NYK,SF,80,3,1169,6.8,14.3,0.477,1.9,3,0.649,3.7,6.2,9.9,1.2,1.5,0.9,3,6.5,15.6,,knighto01
229,Ed Ratleff,27,HOU,SF,68,,1163,4,9.6,0.419,1.2,1.5,0.83,1.7,3.3,5,4.7,1.9,0.7,2.1,3.4,9.3,,ratleed01
230,Tom Boswell,24,BOS,PF,65,,1149,5.8,11.2,0.518,2.9,3.9,0.756,3.7,5.4,9,2.2,0.8,0.4,3,6.4,14.5,,bosweto01
231,Larry Steele,28,POR,SG,65,,1132,6.7,14.2,0.47,3.2,3.9,0.82,1.1,2.5,3.6,2.8,1.9,0.2,2.1,4.4,16.5,,steella01
232,Wally Walker,23,2TM,SF,77,,1104,6.7,15,0.443,2.4,3.9,0.625,2.8,4.3,7.1,2.5,0.8,0.3,2.5,4.5,15.8,,walkewa01
233,Wally Walker,23,POR,SF,9,,101,6.8,14.6,0.463,1.8,2.9,0.625,2.5,3.6,6.1,2.9,0.7,0,3.9,4.6,15.3,,walkewa01
234,Wally Walker,23,SEA,SF,68,,1003,6.6,15.1,0.44,2.5,4,0.625,2.9,4.4,7.3,2.5,0.9,0.4,2.4,4.5,15.8,,walkewa01
235,Rickey Green,23,GSW,PG,76,,1098,4.7,12.3,0.381,1.8,3,0.6,1.6,2.2,3.8,4.9,1.9,0,2.6,3.1,11.1,,greenri01
236,Bird Averitt,25,2TM,SG,55,,1085,6.6,16.1,0.409,3.3,4.7,0.709,0.6,2.2,2.8,6.5,1.3,0.3,4.7,4.1,16.5,,averibi01
237,Bird Averitt,25,NJN,SG,21,,409,6.1,16.5,0.367,3.2,4,0.8,0.6,2.3,2.9,6,1.5,0.1,4.8,3.3,15.3,,averibi01
238,Bird Averitt,25,BUF,SG,34,,676,6.9,15.8,0.436,3.4,5.1,0.667,0.5,2.1,2.7,6.8,1.2,0.4,4.7,4.6,17.1,,averibi01
239,Bill Willoughby,20,BUF,SF,56,,1079,5.2,12.1,0.43,2.1,2.7,0.8,2.5,4.8,7.3,1.3,0.8,1.6,1.9,4.4,12.5,,willobi01
240,John Lambert,25,CLE,PF,76,,1075,4.8,11.3,0.423,0.9,1.6,0.563,4.2,6.7,10.9,1.3,0.9,1.7,2.1,5.7,10.4,,lambejo01
241,Ted McClain,31,2TM,PG,70,0,1020,4.3,9.9,0.439,2,2.6,0.781,0.7,3.2,4,5.5,2,0.2,3.2,4.4,10.7,,mcclate01
242,Ted McClain,31,BUF,PG,41,,727,4,9.1,0.44,2.5,3.1,0.794,0.5,3.2,3.7,6.1,2.1,0.1,3.4,4.4,10.5,,mcclate01
243,Ted McClain,31,PHI,PG,29,0,293,5.2,11.8,0.438,0.9,1.2,0.7,1.1,3.4,4.5,4.2,2,0.5,2.7,4.4,11.2,,mcclate01
244,Glen Gondrezick,22,NYK,SF,72,0,1017,4.6,12,0.386,2.9,4.3,0.686,3.3,5.6,8.8,2.9,2,0.6,2.9,6.4,12.2,,gondrgl01
245,Kevin Stacom,26,BOS,SG,55,,1006,7.4,17.3,0.426,1.9,2.5,0.761,0.9,2.9,3.8,4,1,0.1,2.5,2.1,16.7,,stacoke01
246,Mack Calvin,30,DEN,PG,77,,988,5.4,12.1,0.441,6.3,7.5,0.84,0.4,2.7,3.1,5.4,1.7,0.2,3.9,3.2,17,,calvima01
247,Mike Flynn,24,IND,PG,71,,955,4.5,10.1,0.449,2.1,3.7,0.567,1.8,2.6,4.4,5.4,1.5,0.4,2.8,2,11.1,,flynnmi01
248,Mike Glenn,22,BUF,SG,56,,947,7.4,14.1,0.527,1.9,2.5,0.785,0.5,2.5,3,3,1.3,0.2,1.9,3.7,16.8,,glennmi01
249,Larry McNeill,27,2TM,PF,46,,940,6.2,13.6,0.455,5.6,6.7,0.829,3.1,4.7,7.7,1.8,0.7,0.4,2.6,4.4,18,,mcneila01
250,Larry McNeill,27,GSW,PF,9,,67,3.2,9.7,0.333,8.1,10.2,0.789,1.1,6.4,7.5,1.1,0,0.5,3.8,7.5,14.5,,mcneila01
251,Larry McNeill,27,BUF,PF,37,,873,6.4,13.9,0.462,5.4,6.4,0.833,3.2,4.5,7.8,1.9,0.7,0.4,2.5,4.1,18.2,,mcneila01
252,Phil Chenier,27,WSB,SG,36,,937,7.7,17.3,0.443,4.2,5.3,0.79,0.6,3.3,3.9,2.8,1.4,0.3,2.6,2.1,19.6,,cheniph01
253,Greg Ballard,23,WSB,SF,76,,936,5.5,12.8,0.425,3.4,4.4,0.772,3.9,6.3,10.2,2.4,1.2,0.5,2.5,3.5,14.3,,ballagr01
254,Mike Bratz,22,PHO,PG,80,,933,6.1,15.2,0.403,2.2,2.6,0.824,1.6,2.8,4.4,4.7,1.5,0.2,3.4,4,14.4,,bratzmi01
255,Tony Robertson,22,ATL,SG,63,,929,6.5,14.8,0.441,1.4,2.1,0.698,0.6,2.1,2.7,4,2.9,0.2,3.4,5.2,14.5,,roberto01
256,Mark Landsberger,22,CHI,PF,62,15,926,4.9,9.8,0.506,3.5,6.1,0.58,4.3,7.4,11.7,1.6,0.8,0.2,2.7,3,13.4,,landsma01
257,Curtis Rowe,28,BOS,PF,51,,911,4.9,10.8,0.451,2.6,3.5,0.742,2.9,5.1,8,1.8,0.6,0.3,3,3.7,12.3,,rowecu01
258,Gus Gerard,24,2TM,SF,57,,890,6.9,16,0.43,3,4.4,0.694,2.2,4.2,6.5,2.1,1.5,1,2.5,4.4,16.8,,gerargu01
259,Gus Gerard,24,BUF,SF,10,,85,6.8,16.9,0.4,4.7,6.4,0.733,2.5,3.4,5.9,3.8,0.8,1.3,3,5.5,18.2,,gerargu01
260,Gus Gerard,24,DET,SF,47,,805,6.9,15.9,0.434,2.9,4.2,0.688,2.2,4.3,6.5,2,1.5,1,2.4,4.3,16.6,,gerargu01
261,Bayard Forrest,23,PHO,C,64,,887,4.5,9.7,0.466,2,4.2,0.476,3.4,6.7,10.1,5.2,0.9,1.4,3.4,4.3,11,,forreba01
262,Tom LaGarde,22,DEN,C,77,,868,4,9.8,0.405,4.7,6.2,0.76,3.1,5.8,8.9,1.9,0.7,0.7,4.2,6.1,12.7,,lagarto01
263,Kim Hughes,25,NJN,C,56,,854,2.4,6.7,0.356,0.4,1.2,0.31,4,6.1,10.1,1.6,2.1,2.1,2.4,6.9,5.2,,hugheki01
264,Ricky Marsh,23,GSW,SG,60,,851,5.2,12.2,0.426,1,1.4,0.697,0.7,2.5,3.2,3.8,1.2,0.8,2.1,4.7,11.4,,marshri01
265,Rudy Tomjanovich,29,HOU,SF,23,,849,9.2,19,0.485,2.6,3.4,0.753,1.7,4.2,5.9,1.4,0.6,0.2,1.6,2.7,21,,tomjaru01
266,Don Chaney,31,2TM,SG,51,,835,4.5,11.6,0.387,1.6,1.9,0.844,1.7,3.3,5,2.8,1.9,0.6,2.6,4.6,10.6,,chanedo01
267,Don Chaney,31,LAL,SG,9,,133,3.5,9.7,0.361,1.4,1.6,0.833,1.1,1.9,3,4.6,2.2,0.8,3,3.8,8.4,,chanedo01
268,Don Chaney,31,BOS,SG,42,,702,4.7,11.9,0.391,1.7,2,0.846,1.8,3.5,5.4,2.5,1.8,0.5,2.6,4.8,11,,chanedo01
269,Terry Furlow,23,CLE,SG,53,,827,8.4,19.3,0.433,3.8,4.3,0.889,2,2.6,4.7,3.1,0.9,0.6,3.4,2.9,20.5,,furlote01
