Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
15,CJ McCollum,24,POR,SG,80,80,2780,8.3,18.5,0.448,2.6,6.1,0.417,5.7,12.4,0.463,0.517,2.4,2.9,0.827,0.6,2.7,3.4,4.4,1.3,0.3,2.5,2.4,21.6,MIP-1,mccolcj01
16,Russell Westbrook,27,OKC,PG,80,80,2750,8.6,18.9,0.454,1.3,4.5,0.296,7.3,14.4,0.503,0.489,6.1,7.5,0.812,1.9,6.3,8.2,10.9,2.1,0.3,4.5,2.6,24.6,MVP-4ASNBA1,westbru01
17,Monta Ellis,30,IND,SG,81,81,2734,5.7,13.4,0.427,1.1,3.7,0.309,4.6,9.7,0.472,0.47,2.1,2.7,0.786,0.6,3,3.6,5,2,0.5,2.7,2.3,14.8,,ellismo01
18,LeBron James,31,CLE,SF,76,76,2709,9.8,18.8,0.52,1.2,3.7,0.309,8.6,15.1,0.573,0.551,4.8,6.5,0.731,1.5,6,7.5,6.8,1.4,0.7,3.3,1.9,25.5,MVP-3DPOY-11ASNBA1,jamesle01
19,Joe Johnson,34,2TM,SF,81,81,2703,5,11.4,0.439,1.6,4.2,0.383,3.4,7.3,0.471,0.509,1.6,1.9,0.831,0.7,3.2,3.9,4.2,0.8,0.1,2.1,1.9,13.2,,johnsjo02
20,Joe Johnson,34,BRK,SF,57,57,1934,4.6,11.3,0.406,1.6,4.3,0.371,3,7.1,0.427,0.476,1.7,2,0.852,0.6,3.5,4.2,4.3,0.7,0,2.2,1.9,12.5,,johnsjo02
21,Joe Johnson,34,MIA,SF,24,24,769,6.1,11.8,0.518,1.6,3.9,0.417,4.4,7.8,0.569,0.588,1.2,1.6,0.765,0.7,2.5,3.2,4,1,0.1,2,2.2,15,,johnsjo02
22,Stephen Curry,27,GSW,PG,79,79,2700,10.7,21.3,0.504,5.4,11.8,0.454,5.4,9.5,0.566,0.63,4.8,5.3,0.908,0.9,4.8,5.7,7,2.3,0.2,3.5,2.1,31.7,MVP-1ASNBA1,curryst01
23,Damian Lillard,25,POR,PG,75,75,2676,8.3,19.8,0.419,3.1,8.2,0.375,5.2,11.6,0.45,0.497,5.6,6.2,0.892,0.6,3.5,4.1,6.9,0.9,0.4,3.3,2.2,25.3,MVP-8NBA2,lillada01
24,Andre Drummond,22,DET,C,81,81,2666,7.5,14.3,0.521,0,0.1,0.333,7.4,14.2,0.522,0.522,2.8,7.9,0.355,5.3,10.8,16.2,0.9,1.6,1.5,2.1,3.3,17.7,DPOY-10ASNBA3,drumman01
25,Klay Thompson,25,GSW,SG,80,80,2666,8.8,18.7,0.47,3.7,8.8,0.425,5.1,9.9,0.51,0.569,2.6,3,0.873,0.5,3.7,4.1,2.2,0.8,0.7,1.9,2.1,23.9,ASNBA3,thompkl01
26,Paul Millsap,30,ATL,PF,81,81,2647,6.8,14.5,0.47,1,3.2,0.319,5.8,11.3,0.512,0.505,4.2,5.5,0.757,2.7,7.3,10,3.6,2,1.9,2.6,3.2,18.8,DPOY-5AS,millspa01
27,Isaiah Thomas,26,BOS,PG,82,79,2644,8,18.8,0.428,2.3,6.3,0.359,5.8,12.5,0.462,0.488,6.5,7.4,0.871,0.6,2.7,3.3,6.9,1.2,0.1,3,2.3,24.8,AS,thomais02
28,Wesley Matthews,29,DAL,SF,78,78,2644,4.5,11.6,0.388,2.6,7.1,0.36,1.9,4.5,0.432,0.498,1.7,2,0.863,0.4,2.9,3.2,2.1,1.1,0.2,1.1,2.4,13.3,,matthwe02
29,Al Horford,29,ATL,C,82,82,2631,7.2,14.3,0.505,1.2,3.5,0.344,6,10.8,0.557,0.547,1.4,1.8,0.798,2,6.1,8.2,3.6,0.9,1.7,1.5,2.2,17.1,DPOY-13AS,horfoal01
30,Karl-Anthony Towns,20,MIN,C,82,82,2627,8.6,15.8,0.542,0.4,1.2,0.341,8.2,14.6,0.559,0.555,3.1,3.8,0.811,3.1,8.6,11.8,2.2,0.8,1.9,2.5,3.4,20.6,ROY-1,townska01
31,DeAndre Jordan,27,LAC,C,77,77,2598,4.9,7,0.703,0,0,0,4.9,7,0.704,0.703,3.7,8.6,0.43,3.7,11,14.7,1.2,0.7,2.5,1.5,2.9,13.6,DPOY-4NBA1,jordade01
32,Kevin Durant,27,OKC,SF,72,72,2578,9.7,19.3,0.505,2.6,6.7,0.387,7.1,12.6,0.569,0.573,6.2,7,0.898,0.6,7.6,8.2,5,1,1.2,3.5,1.9,28.3,MVP-5ASNBA2,duranke01
33,Evan Fournier,23,ORL,SF,79,71,2566,6,13,0.462,2.2,5.5,0.4,3.8,7.6,0.506,0.546,2.8,3.3,0.836,0.5,2.7,3.2,3,1.3,0,1.9,3,17,,fournev01
34,Jordan Clarkson,23,LAL,SG,79,79,2552,6.7,15.5,0.433,1.6,4.5,0.347,5.1,11,0.468,0.483,2.3,2.9,0.804,1.3,3.1,4.4,2.7,1.2,0.1,1.9,2.4,17.3,,clarkjo01
35,Rodney Hood,23,UTA,SG,79,79,2541,5.8,13.8,0.42,2.3,6.4,0.359,3.5,7.4,0.472,0.503,2.4,2.8,0.86,0.5,3.2,3.8,3,1,0.2,1.8,2.9,16.3,,hoodro01
36,P.J. Tucker,30,PHO,SF,82,80,2540,3.4,8.2,0.411,1,2.9,0.33,2.4,5.3,0.455,0.469,1.5,2,0.746,2.3,4.9,7.3,2.5,1.5,0.3,1.6,2.9,9.2,,tuckepj01
37,Rajon Rondo,29,SAC,PG,72,72,2537,5,11.1,0.454,0.9,2.4,0.365,4.2,8.7,0.479,0.494,1.2,2.1,0.58,1.1,5.1,6.2,11.9,2,0.1,3.9,2.5,12.2,,rondora01
38,Avery Bradley,25,BOS,SG,76,72,2536,6.5,14.5,0.447,2.1,5.8,0.361,4.4,8.7,0.505,0.52,1.4,1.7,0.78,0.7,2.4,3.1,2.2,1.7,0.3,1.5,2.3,16.4,DPOY-6,bradlav01
39,Carmelo Anthony,31,NYK,SF,72,72,2530,8.1,18.6,0.434,1.5,4.4,0.339,6.6,14.2,0.463,0.474,4.8,5.7,0.829,1.4,6.5,7.9,4.3,0.9,0.5,2.5,2.6,22.4,AS,anthoca01
40,George Hill,29,IND,PG,74,73,2524,4.6,10.5,0.441,1.8,4.5,0.408,2.8,6.1,0.466,0.528,1.6,2.1,0.76,0.8,3.4,4.3,3.7,1.2,0.2,1.4,2.1,12.8,,hillge01
41,Tobias Harris,23,2TM,PF,76,74,2513,6,12.7,0.469,1.1,3.4,0.335,4.8,9.3,0.518,0.514,2.9,3.5,0.831,1.4,5.9,7.3,2.4,0.9,0.6,1.5,2.2,16,,harrito02
42,Tobias Harris,23,ORL,PF,49,49,1610,5.6,12.1,0.464,1.1,3.4,0.311,4.6,8.7,0.523,0.507,2.7,3.4,0.784,1.6,6.1,7.6,2.2,1.1,0.6,1.7,2,15,,harrito02
43,Tobias Harris,23,DET,PF,27,25,903,6.6,13.9,0.477,1.3,3.5,0.375,5.3,10.4,0.512,0.524,3.3,3.6,0.911,1,5.7,6.7,2.8,0.7,0.5,1.2,2.5,17.8,,harrito02
44,Serge Ibaka,26,OKC,PF,78,78,2500,6,12.5,0.479,0.9,2.6,0.326,5.1,9.9,0.52,0.513,1.3,1.7,0.752,2,5.6,7.7,1,0.5,2.1,1.6,3,14.2,,ibakase01
45,Jimmy Butler,26,CHI,SG,67,67,2474,6.8,15.1,0.454,0.9,3,0.312,5.9,12.1,0.489,0.485,5.7,6.9,0.832,1.1,4.1,5.2,4.7,1.6,0.6,1.9,1.8,20.4,DPOY-11AS,butleji01
46,Brook Lopez,27,BRK,C,73,73,2457,8.7,17,0.511,0,0.2,0.143,8.6,16.7,0.515,0.512,4.6,5.9,0.787,3,5.4,8.4,2.2,0.8,1.8,2.6,3.2,22,,lopezbr01
47,Nicolas Batum,27,CHO,SF,70,70,2448,5.5,12.8,0.426,2,5.9,0.348,3.4,7,0.492,0.506,2.4,2.8,0.849,0.8,5.5,6.3,5.9,1,0.6,3,1.7,15.4,,batumni01
48,Gary Harris,21,DEN,SG,76,76,2439,5.3,11.3,0.469,1.5,4.4,0.354,3.7,6.9,0.543,0.538,1.6,2,0.82,0.8,2.5,3.2,2.2,1.4,0.3,1.4,2.1,13.8,,harriga01
49,Reggie Jackson,25,DET,PG,79,79,2424,8,18.5,0.434,1.8,5,0.353,6.3,13.5,0.464,0.482,4.3,5,0.864,0.9,2.9,3.8,7.3,0.9,0.2,3.3,2.8,22.1,,jacksre01
50,Kevin Love,27,CLE,PF,77,77,2424,6.1,14.5,0.419,2.3,6.5,0.36,3.7,8,0.467,0.499,3.8,4.7,0.822,2.2,9.1,11.3,2.8,0.9,0.6,2.1,2.4,18.3,,loveke01
51,Chris Paul,30,LAC,PG,74,74,2420,7.7,16.6,0.462,1.8,4.9,0.371,5.8,11.7,0.501,0.517,4.4,4.9,0.896,0.6,4,4.6,11,2.3,0.2,2.9,2.8,21.5,MVP-6DPOY-13ASNBA2,paulch01
52,Jabari Parker,20,MIL,PF,76,72,2408,6.6,13.4,0.493,0.1,0.5,0.257,6.5,12.9,0.502,0.498,2.6,3.4,0.768,1.8,4.1,5.9,1.9,1,0.4,1.7,2.3,16,,parkeja01
53,Thaddeus Young,27,BRK,PF,73,73,2407,7.4,14.4,0.514,0.1,0.4,0.233,7.3,14,0.523,0.518,1.6,2.4,0.644,2.6,7.2,9.9,2,1.7,0.6,2,2.7,16.5,,youngth01
54,Kyle Korver,34,ATL,SG,80,80,2401,4,9.2,0.435,2.4,6,0.398,1.6,3.3,0.502,0.563,0.7,0.8,0.833,0.2,3.7,3.9,2.5,0.9,0.5,1.5,2.4,11.1,,korveky01
55,Luol Deng,30,MIA,PF,74,73,2394,5.1,11.2,0.455,1.3,3.8,0.344,3.8,7.4,0.513,0.514,2.2,2.9,0.755,1.6,5,6.7,2.1,1.1,0.4,1.2,1.8,13.7,,denglu01
56,Kawhi Leonard,24,SAS,SF,72,72,2380,8.3,16.5,0.506,2,4.4,0.443,6.4,12.1,0.528,0.565,4.4,5.1,0.874,1.4,6,7.5,2.8,1.9,1.1,1.6,2,23,MVP-2DPOY-1ASNBA1,leonaka01
57,Victor Oladipo,23,ORL,SG,72,52,2379,6.4,14.7,0.438,1.5,4.3,0.348,4.9,10.4,0.475,0.489,3.1,3.7,0.83,0.7,4.5,5.2,4.3,1.8,0.8,2.3,2.6,17.4,,oladivi01
58,Rudy Gay,29,SAC,SF,70,70,2379,7.1,15.2,0.463,1.1,3.3,0.344,5.9,12,0.495,0.5,3,3.8,0.78,1.6,5.3,6.9,1.8,1.5,0.8,2.1,2.8,18.2,,gayru01
59,Arron Afflalo,30,NYK,SG,71,57,2371,5.4,12.1,0.443,1.4,3.6,0.382,4,8.5,0.469,0.5,1.7,2,0.84,0.3,3.7,4,2.2,0.4,0.2,1.2,2.2,13.8,,afflaar01
60,Dirk Nowitzki,37,DAL,PF,75,75,2364,7.6,16.9,0.448,1.9,5.2,0.368,5.7,11.7,0.483,0.504,3.8,4.3,0.893,0.8,6.7,7.4,2,0.8,0.8,1.3,2.5,20.9,,nowitdi01
61,Goran Dragić,29,MIA,PG,72,72,2363,6.4,13.3,0.477,1,3.1,0.312,5.4,10.2,0.527,0.513,1.8,2.5,0.727,0.8,3.4,4.2,6.4,1.1,0.3,2.8,2.9,15.5,,dragigo01
62,J.R. Smith,30,CLE,SG,77,77,2362,5.4,13,0.415,3.1,7.8,0.4,2.3,5.2,0.438,0.535,0.7,1.1,0.634,0.7,2.7,3.3,2,1.2,0.3,0.9,3.1,14.6,,smithjr01
63,Will Barton,25,DEN,SG,82,1,2353,6.5,15,0.432,1.7,5,0.345,4.8,10.1,0.476,0.489,3.3,4.1,0.806,0.9,6.4,7.3,3.1,1.1,0.6,2.1,2.2,18,6MOY-4,bartowi01
64,Al-Farouq Aminu,25,POR,SF,82,82,2341,4.6,11.1,0.416,1.9,5.4,0.361,2.7,5.7,0.468,0.503,1.8,2.4,0.737,1.5,6.2,7.7,2.1,1.1,0.8,1.8,2.6,12.9,,aminual01
65,Marvin Williams,29,CHO,PF,81,81,2338,5.2,11.5,0.452,2.3,5.8,0.402,2.9,5.7,0.504,0.554,1.8,2.2,0.833,2,6.1,8,1.7,0.9,1.2,1,2,14.6,,willima02
66,Courtney Lee,30,2TM,SG,79,65,2334,4.5,9.9,0.454,1.3,3.3,0.378,3.2,6.5,0.493,0.518,1.5,1.8,0.839,0.4,2.7,3.2,2.1,1.3,0.4,1.1,2.1,11.7,,leeco01
67,Courtney Lee,30,MEM,SG,51,37,1489,4.6,10.1,0.458,1.2,3.3,0.37,3.4,6.8,0.502,0.519,1.8,2.2,0.826,0.5,2.4,2.9,1.8,1.3,0.4,1.2,1.9,12.4,,leeco01
68,Courtney Lee,30,CHO,SG,28,28,845,4.2,9.4,0.445,1.3,3.4,0.392,2.9,6,0.475,0.516,1,1.1,0.885,0.4,3.3,3.7,2.6,1.4,0.5,1,2.3,10.7,,leeco01
69,Ricky Rubio,25,MIN,PG,76,76,2323,3.4,9.1,0.374,1,2.9,0.326,2.4,6.1,0.396,0.427,4.1,4.9,0.847,0.6,4.4,5.1,10.2,2.5,0.2,3,3.1,11.9,,rubiori01
70,Greg Monroe,25,MIL,C,79,67,2314,7.6,14.6,0.522,0,0,0,7.6,14.6,0.522,0.522,3.5,4.8,0.74,3.4,7.4,10.8,2.8,1.1,1,2,2.5,18.8,,monrogr01
71,Jae Crowder,25,BOS,SF,73,73,2308,5.6,12.7,0.443,1.9,5.7,0.336,3.7,7,0.529,0.518,3.1,3.7,0.82,1.1,4.7,5.8,2.1,2,0.5,1.3,3.1,16.2,DPOY-13,crowdja01
72,Zach LaVine,20,MIN,SG,82,33,2294,6.8,15,0.452,1.9,5,0.389,4.9,10.1,0.482,0.516,2.5,3.2,0.793,0.4,3.2,3.6,3.9,1.1,0.3,2.4,3,18,6MOY-14,lavinza01
73,Pau Gasol,35,CHI,C,72,72,2291,7.3,15.6,0.469,0.4,1.1,0.348,7,14.6,0.478,0.481,3.6,4.5,0.792,2.4,10,12.5,4.6,0.7,2.3,2.6,2.3,18.7,AS,gasolpa01
74,Julius Randle,21,LAL,PF,81,60,2286,5.6,13.1,0.429,0.2,0.6,0.278,5.5,12.6,0.436,0.435,3,4.3,0.715,2.7,10.3,13.1,2.3,0.8,0.5,2.3,3.8,14.5,,randlju01
75,Dwight Howard,30,HOU,C,71,71,2280,5.9,9.5,0.62,0,0.1,0,5.9,9.4,0.626,0.62,3.7,7.5,0.489,3.8,9.4,13.2,1.5,1.1,1.8,2.6,3.5,15.4,,howardw01
76,Otto Porter Jr.,22,WAS,SF,75,73,2276,5.4,11.3,0.473,1.6,4.2,0.367,3.8,7.1,0.536,0.541,1.5,2,0.754,1.5,4.7,6.2,1.9,1.7,0.5,1.1,2.6,13.8,,porteot01
77,Evan Turner,27,BOS,SG,81,12,2271,5.4,11.9,0.456,0.3,1.3,0.241,5.1,10.6,0.482,0.469,2.3,2.8,0.827,0.8,5.5,6.3,5.7,1.3,0.4,2.7,2.2,13.5,6MOY-5,turneev01
78,Tristan Thompson,24,CLE,PF,82,34,2269,3.9,6.7,0.588,0,0,,3.9,6.7,0.588,0.588,2.4,3.8,0.616,4.3,7.5,11.7,1,0.6,0.8,1,3.2,10.2,6MOY-10,thomptr01
79,LaMarcus Aldridge,30,SAS,PF,74,74,2261,8.5,16.6,0.513,0,0.3,0,8.5,16.4,0.521,0.513,4.1,4.8,0.858,2.8,7.3,10.1,1.8,0.6,1.3,1.6,2.4,21.2,ASNBA3,aldrila01
80,D'Angelo Russell,19,LAL,PG,80,48,2259,6.2,15.2,0.41,2.1,5.9,0.351,4.2,9.3,0.447,0.478,2.2,3,0.737,0.7,3.6,4.4,4.2,1.5,0.2,3.1,2.3,16.8,ROY-9,russeda01
81,Dwyane Wade,34,MIA,SG,74,73,2258,8.6,18.9,0.456,0.1,0.7,0.159,8.5,18.2,0.468,0.459,5.1,6.5,0.793,1.3,3.5,4.8,5.5,1.3,0.7,3.2,1.8,22.5,AS,wadedw01
82,Marcin Gortat,31,WAS,C,75,74,2256,6.9,12.2,0.567,0,0,0,6.9,12.2,0.567,0.567,2.3,3.3,0.705,3.5,8.3,11.8,1.7,0.7,1.5,1.9,3.1,16.1,,gortama01
83,Jeff Teague,27,ATL,PG,79,78,2255,6.9,15.8,0.439,1.8,4.4,0.4,5.2,11.4,0.454,0.495,4.2,5,0.837,0.5,2.9,3.4,7.5,1.5,0.4,3.5,2.7,19.8,,teaguje01
84,Jeff Green,29,2TM,SF,80,41,2253,5.7,13.2,0.43,1.1,3.4,0.315,4.6,9.8,0.47,0.47,2.6,3.5,0.745,1.2,4.1,5.3,2.2,0.9,0.6,1.5,2.6,15,,greenje02
85,Jeff Green,29,MEM,SF,53,31,1544,5.6,13,0.431,1,3.2,0.309,4.6,9.8,0.47,0.469,2.9,3.6,0.8,1.3,4.3,5.6,2.3,0.9,0.4,1.6,2.4,15.1,,greenje02
86,Jeff Green,29,LAC,SF,27,10,709,5.8,13.6,0.427,1.3,3.9,0.325,4.5,9.6,0.468,0.474,2,3.3,0.615,1,3.7,4.6,2,0.9,1.1,1.2,3.1,14.9,,greenje02
87,DeMarcus Cousins,25,SAC,C,65,65,2246,9.6,21.3,0.451,1.1,3.4,0.333,8.5,18,0.473,0.477,7.6,10.6,0.718,2.5,9.4,12,3.4,1.6,1.5,4,3.8,28,ASNBA2,couside01
88,Ish Smith,27,2TM,PG,77,53,2239,6.4,15.5,0.411,0.9,2.7,0.329,5.5,12.8,0.428,0.44,2,2.8,0.693,0.7,4.2,4.9,8.1,1.4,0.4,2.8,2.1,15.6,,smithis01
89,Ish Smith,27,NOP,PG,27,3,617,5.7,13.3,0.43,0.6,1.9,0.303,5.1,11.4,0.451,0.452,1.9,2.5,0.767,0.8,4.6,5.4,9,1.4,0.4,2.6,2.2,13.9,,smithis01
90,Ish Smith,27,PHI,PG,50,50,1622,6.6,16.4,0.405,1,3,0.336,5.6,13.4,0.42,0.436,2,3,0.669,0.6,4.1,4.7,7.7,1.4,0.4,2.9,2.1,16.3,,smithis01
91,Justise Winslow,19,MIA,SF,78,8,2232,3.1,7.5,0.422,0.5,1.9,0.276,2.6,5.6,0.471,0.457,1.3,1.9,0.684,1.3,5.2,6.5,1.9,1.1,0.4,1.5,3,8.1,ROY-6,winslju01
92,Gorgui Dieng,26,MIN,C,82,39,2220,5,9.4,0.532,0.1,0.3,0.3,4.9,9.1,0.54,0.537,3.3,4,0.827,2.5,6.9,9.5,2.3,1.5,1.6,2.3,3.6,13.4,,dienggo01
93,Robin Lopez,27,NYK,C,82,82,2219,5.8,10.7,0.539,0,0,0,5.8,10.7,0.54,0.539,2.1,2.6,0.795,4.3,5.4,9.8,1.8,0.3,2.1,2.2,3,13.7,,lopezro01
94,Darren Collison,28,SAC,PG,74,15,2219,6.1,12.6,0.486,1.4,3.5,0.401,4.7,9.1,0.519,0.542,3.1,3.7,0.858,0.5,2.3,2.7,5.2,1.2,0.1,2.1,2.3,16.8,6MOY-15,collida01
95,Raymond Felton,31,DAL,PG,80,31,2192,4.5,11.2,0.406,1,3.5,0.282,3.6,7.7,0.463,0.45,2.4,2.9,0.847,0.6,3.6,4.2,4.7,1.1,0.2,2,2.3,12.5,,feltora01
96,Matt Barnes,35,MEM,SF,76,45,2190,4.3,11.4,0.381,2,6.1,0.322,2.4,5.3,0.449,0.467,1.8,2.3,0.804,1.4,5.5,6.9,2.7,1.3,0.9,2,3.8,12.5,,barnema02
97,Anthony Davis,22,NOP,C,61,61,2164,9.3,18.9,0.493,0.6,1.8,0.324,8.7,17.1,0.511,0.508,5.4,7.2,0.758,2.2,8.3,10.4,1.9,1.3,2.1,2,2.5,24.6,DPOY-9AS,davisan02
98,Hollis Thompson,24,PHI,SG,77,17,2154,4.5,11.4,0.397,2.5,6.6,0.38,2,4.8,0.42,0.507,1.2,1.6,0.719,0.9,3.6,4.5,1.7,0.6,0.4,1.3,3.1,12.7,,thompho01
99,Dion Waiters,24,OKC,SG,78,15,2152,4.7,11.8,0.399,1.4,4,0.358,3.3,7.8,0.421,0.46,1.9,2.6,0.713,0.6,2.8,3.4,2.6,1.4,0.3,2,2.4,12.7,,waitedi01
100,Elfrid Payton,21,ORL,PG,73,69,2145,5.3,12.3,0.436,0.5,1.5,0.326,4.8,10.7,0.451,0.456,1.9,3.2,0.589,1.3,3.1,4.4,7.9,1.5,0.3,3,2.7,13.1,,paytoel01
101,Jamal Crawford,35,LAC,SG,79,5,2126,6.4,15.9,0.404,2,5.8,0.34,4.4,10.1,0.44,0.466,4.1,4.6,0.904,0.3,2.1,2.5,3.1,0.9,0.2,1.9,2.1,19,6MOY-1,crawfja01
102,Hassan Whiteside,26,MIA,C,73,43,2125,7,11.6,0.606,0,0,,7,11.6,0.606,0.606,3.6,5.6,0.65,4,10.6,14.7,0.5,0.7,4.6,2.3,3.4,17.6,DPOY-3,whiteha01
103,Bojan Bogdanović,26,BRK,SF,79,39,2115,5.5,12.7,0.433,2.2,5.8,0.382,3.3,7,0.474,0.519,1.9,2.2,0.833,0.6,3.7,4.3,1.7,0.5,0.1,2,2,15.1,,bogdabo02
104,Devin Booker,19,PHO,SG,76,51,2108,6.3,14.8,0.423,1.7,4.9,0.343,4.6,9.9,0.464,0.48,3.7,4.4,0.84,0.5,2.7,3.2,3.4,0.8,0.3,2.7,3.8,17.9,ROY-4,bookede01
105,Deron Williams,31,DAL,PG,65,63,2106,5.5,13.2,0.414,1.7,4.8,0.344,3.8,8.4,0.454,0.477,3.1,3.5,0.869,0.3,2.9,3.2,6.5,1,0.2,2.6,2.6,15.7,,willide01
106,Allen Crabbe,23,POR,SG,81,8,2105,5.3,11.6,0.459,1.9,4.9,0.393,3.4,6.7,0.506,0.541,1.7,1.9,0.867,0.5,3.2,3.7,1.7,1.1,0.3,1.1,3.3,14.2,6MOY-16,crabbal01
107,Jared Dudley,30,WAS,PF,81,41,2098,4,8.4,0.478,1.7,4.1,0.42,2.3,4.3,0.534,0.581,1.2,1.7,0.735,0.9,4,4.9,2.9,1.3,0.3,1.4,3.3,10.9,,dudleja01
108,JJ Redick,31,LAC,SG,75,75,2097,7.2,15.1,0.48,3.4,7.2,0.475,3.8,7.9,0.484,0.593,3.1,3.5,0.888,0.2,2.2,2.4,1.8,0.7,0.1,1.3,2.3,21,,redicjj01
109,Derrick Rose,27,CHI,PG,66,66,2097,7.7,18,0.427,0.8,2.6,0.293,6.9,15.4,0.449,0.448,2.4,3.1,0.793,0.8,3.1,3.9,5.3,0.8,0.2,3,1.4,18.5,,rosede01
110,Mason Plumlee,25,POR,C,82,82,2084,4.6,8.9,0.516,0,0.1,0,4.6,8.9,0.52,0.516,3.7,5.8,0.642,3.5,7.4,10.8,3.9,1.2,1.5,2.7,4.4,12.9,,plumlma01
111,Kent Bazemore,26,ATL,SF,75,68,2083,5.5,12.5,0.441,1.9,5.3,0.357,3.6,7.3,0.502,0.517,2.1,2.6,0.815,0.5,6.1,6.6,3,1.7,0.7,2.4,3,15.1,,bazemke01
112,Emmanuel Mudiay,19,DEN,PG,68,66,2068,5.7,15.8,0.364,1.3,4,0.319,4.4,11.7,0.379,0.404,2.4,3.6,0.67,0.6,3.5,4,6.5,1.1,0.6,3.8,2.5,15.2,ROY-7,mudiaem01
113,Jerami Grant,21,PHI,PF,77,52,2066,4.4,10.4,0.419,0.6,2.5,0.24,3.8,7.9,0.477,0.448,3.7,5.6,0.658,1.7,4.6,6.3,2.4,0.9,2.2,1.9,3.7,13.1,,grantje01
114,Danny Green,28,SAS,SG,79,79,2062,3.7,9.8,0.376,2,6.1,0.332,1.7,3.7,0.448,0.48,0.6,0.8,0.739,0.8,4.5,5.3,2.5,1.4,1.1,1.3,2.5,10,,greenda02
