Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,Allen Iverson,27,PHI,SG,82,82,3485,8.3,20,0.414,0.9,3.1,0.277,7.4,16.9,0.44,0.436,5.9,7.6,0.774,0.7,2.9,3.6,4.7,2.3,0.1,3,1.5,23.4,MVP-6DPOY-6ASNBA2,iversal01
2,Kobe Bryant,24,LAL,SG,82,82,3401,9.2,20.4,0.451,1.3,3.4,0.383,7.9,16.9,0.465,0.483,6.4,7.5,0.843,1.1,4.8,6,5.1,1.9,0.7,3,2.3,26,MVP-3DPOY-8ASNBA1,bryanko01
3,Shawn Marion,24,PHO,SF,81,81,3373,7.1,15.6,0.452,1.5,3.9,0.387,5.6,11.8,0.473,0.5,2.7,3.1,0.851,2.1,6.1,8.3,2.1,2,1,1.7,2.2,18.3,DPOY-13AS,mariosh01
4,Jalen Rose,30,CHI,SF,82,82,3351,6.9,17,0.406,1.4,3.9,0.37,5.5,13.1,0.416,0.448,4.3,5,0.854,0.7,3,3.8,4.2,0.8,0.2,3.1,2.9,19.5,,roseja01
5,Kevin Garnett,26,MIN,PF,82,82,3321,8.1,16.1,0.502,0.2,0.8,0.282,7.8,15.3,0.513,0.508,4.1,5.4,0.751,2.6,9.3,11.9,5.4,1.2,1.4,2.5,2.2,20.4,MVP-2DPOY-3ASNBA1,garneke01
6,Jamal Mashburn,30,NOH,SF,82,81,3321,7.3,17.2,0.422,1.3,3.3,0.389,6,13.9,0.43,0.46,3.4,4,0.848,0.7,4.7,5.4,5,0.9,0.2,2.5,2.1,19.2,MVP-11ASNBA3,mashbja01
7,Steve Francis,25,HOU,PG,81,81,3318,6.2,14.2,0.435,0.9,2.6,0.354,5.3,11.6,0.453,0.468,5.2,6.5,0.8,1.7,3.7,5.4,5.4,1.5,0.4,3.2,2.7,18.5,AS,francst01
8,Stephon Marbury,25,PHO,PG,81,81,3240,7.5,17,0.439,1,3.3,0.301,6.5,13.7,0.472,0.468,4.2,5.2,0.803,0.6,2.3,2.9,7.3,1.2,0.2,2.9,2.2,20.1,ASNBA3,marbust01
9,Antoine Walker,26,BOS,PF,78,78,3235,6.7,17.3,0.388,2.1,6.5,0.323,4.6,10.8,0.427,0.449,2,3.2,0.615,1.1,5.2,6.3,4.2,1.3,0.3,2.9,2.5,17.5,AS,walkean02
10,Antawn Jamison,26,GSW,SF,82,82,3226,7.7,16.4,0.47,0.7,2.3,0.311,7,14.1,0.496,0.492,4.2,5.3,0.789,2.2,4.3,6.5,1.7,0.8,0.5,2,2.2,20.3,,jamisan01
11,Gary Payton,34,2TM,PG,80,80,3208,7.5,16.5,0.454,0.6,2,0.297,6.9,14.4,0.476,0.472,2.8,4,0.71,0.9,2.9,3.7,7.4,1.5,0.2,2.1,2,18.3,DPOY-11AS,paytoga01
12,Gary Payton,34,SEA,PG,52,52,2123,7.5,16.8,0.448,0.6,1.9,0.298,7,14.9,0.467,0.465,2.7,4,0.692,0.9,3.3,4.2,7.7,1.6,0.2,2.2,2,18.4,,paytoga01
13,Gary Payton,34,MIL,PG,28,28,1085,7.3,15.7,0.466,0.7,2.3,0.294,6.7,13.5,0.495,0.487,2.9,3.9,0.746,0.8,2.1,2.9,6.8,1.3,0.3,1.9,2.1,18.2,,paytoga01
14,Tim Duncan,26,SAS,PF,81,81,3181,8.1,15.8,0.513,0.1,0.2,0.273,8,15.5,0.517,0.515,5.1,7.2,0.71,2.9,8.9,11.8,3.6,0.6,2.7,2.8,2.6,21.3,MVP-1DPOY-4ASNBA1,duncati01
15,Ricky Davis,23,CLE,SG,79,76,3131,6.9,16.9,0.41,0.9,2.3,0.363,6.1,14.6,0.417,0.435,4,5.3,0.748,1.1,3.4,4.5,5,1.4,0.4,3.2,2.1,18.7,,davisri01
16,Dirk Nowitzki,24,DAL,PF,80,80,3117,8,17.2,0.463,1.7,4.5,0.379,6.3,12.7,0.493,0.513,5.6,6.3,0.881,0.9,8.2,9.1,2.8,1.3,0.9,1.8,2.4,23.2,MVP-7ASNBA2,nowitdi01
17,Allan Houston,31,NYK,SG,82,82,3108,7.6,17,0.445,2.1,5.2,0.396,5.5,11.8,0.467,0.506,4.2,4.6,0.919,0.3,2.4,2.7,2.5,0.6,0.1,2.1,2.2,21.4,,houstal01
18,Eric Snow,29,PHI,PG,82,82,3108,4.2,9.3,0.452,0.1,0.4,0.219,4.1,8.9,0.462,0.456,3.8,4.4,0.858,0.8,2.7,3.5,6.3,1.5,0.1,2.2,2.7,12.2,DPOY-10,snower01
19,Paul Pierce,25,BOS,SG,79,79,3096,7.7,18.5,0.416,1.4,4.5,0.302,6.3,14,0.454,0.454,7,8.8,0.802,1.2,5.5,6.7,4.1,1.6,0.7,3.3,2.6,23.8,MVP-11ASNBA3,piercpa01
20,Shareef Abdur-Rahim,26,ATL,PF,81,81,3087,6.6,13.8,0.478,0.2,0.7,0.35,6.4,13.1,0.485,0.487,5.3,6.3,0.841,2,5.9,7.9,2.8,1,0.4,2.5,2.8,18.8,,abdursh01
21,Jason Terry,25,ATL,PG,81,81,3081,5.7,13.3,0.428,1.9,5,0.371,3.8,8.3,0.462,0.498,3,3.4,0.887,0.4,2.8,3.3,7,1.5,0.2,2.9,2,16.3,,terryja01
22,Rashard Lewis,23,SEA,SF,77,77,3044,6.1,13.6,0.452,0.9,2.6,0.346,5.3,11,0.476,0.484,3.3,4.1,0.82,1.8,4.2,5.9,1.6,1.2,0.4,1.7,2.4,16.5,,lewisra02
23,Cuttino Mobley,27,HOU,SG,73,73,3044,5.5,12.6,0.434,1.3,3.8,0.352,4.2,8.9,0.469,0.486,2.9,3.3,0.858,0.8,2.8,3.6,2.5,1.1,0.4,2,2.2,15.1,,moblecu01
24,Michael Jordan,39,WAS,SF,82,67,3031,8.1,18.1,0.445,0.2,0.7,0.291,7.9,17.5,0.45,0.45,3.2,3.8,0.821,0.8,5.1,5.9,3.7,1.5,0.5,2.1,2,19.5,AS,jordami01
