Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,Kevin Durant,23,OKC,SF,66,66,2546,9.1,18.3,0.496,1.9,4.9,0.387,7.2,13.5,0.535,0.547,6.1,7.1,0.86,0.6,6.9,7.5,3.3,1.2,1.1,3.5,1.9,26.2,MVP-2ASNBA1,duranke01
2,Pau Gasol,31,LAL,PF,65,65,2430,6.8,13.6,0.501,0.1,0.4,0.259,6.7,13.2,0.508,0.504,3,3.9,0.782,2.7,7.3,10,3.5,0.5,1.3,2.1,1.9,16.7,,gasolpa01
3,Rudy Gay,25,MEM,SF,65,65,2422,7.2,15.9,0.455,0.8,2.6,0.312,6.4,13.3,0.482,0.48,3.1,3.9,0.791,1.9,4.3,6.2,2.2,1.4,0.8,2.4,2.1,18.3,,gayru01
4,Blake Griffin,22,LAC,PF,66,66,2392,8.4,15.4,0.549,0,0.2,0.125,8.4,15.1,0.556,0.55,3.7,7,0.521,3.3,7.5,10.8,3.2,0.8,0.7,2.3,3.3,20.6,ASNBA2,griffbl01
5,John Wall,21,WAS,PG,66,66,2386,5.7,13.5,0.423,0,0.6,0.071,5.7,12.9,0.44,0.424,4.8,6.1,0.789,0.7,3.8,4.5,8,1.4,0.9,3.8,2.1,16.2,,walljo01
6,Marc Gasol,27,MEM,C,65,65,2370,5.4,11.2,0.482,0,0.2,0.083,5.4,11.1,0.489,0.483,3.6,4.8,0.748,1.8,7,8.8,3.1,0.9,1.8,1.8,3.1,14.5,DPOY-12AS,gasolma01
7,Brandon Jennings,22,MIL,PG,66,66,2331,7.2,17.3,0.418,2,6,0.332,5.3,11.3,0.464,0.476,3,3.7,0.808,0.8,2.7,3.5,5.6,1.6,0.3,2.3,1.8,19.5,,jennibr01
8,Russell Westbrook,23,OKC,PG,66,66,2331,8.9,19.6,0.457,1,3,0.316,8,16.5,0.482,0.481,5.3,6.4,0.823,1.5,3.2,4.6,5.6,1.7,0.3,3.7,2.3,24.1,MVP-12DPOY-18ASNBA2,westbru01
9,Josh Smith,26,ATL,PF,66,66,2329,7.8,17,0.458,0.4,1.7,0.257,7.4,15.3,0.48,0.47,3.1,5,0.63,2.1,7.7,9.8,4,1.4,1.8,2.5,2.7,19.2,DPOY-10,smithjo03
10,LeBron James,27,MIA,SF,62,62,2326,9.6,18.1,0.531,0.8,2.3,0.362,8.8,15.8,0.556,0.554,6,7.8,0.771,1.5,6.2,7.6,6,1.8,0.8,3.3,1.5,26,MVP-1DPOY-4ASNBA1,jamesle01
11,Kobe Bryant,33,LAL,SG,58,58,2232,9.3,21.5,0.43,1.4,4.6,0.303,7.9,16.9,0.464,0.462,6.1,7.3,0.845,1.1,4,5,4.3,1.1,0.3,3.3,1.7,26.1,MVP-4ASNBA1,bryanko01
12,Wesley Matthews,25,POR,SG,66,53,2228,5.1,12.3,0.412,2.1,5.4,0.383,3,6.9,0.434,0.496,2.4,2.8,0.86,0.9,2.7,3.6,1.8,1.6,0.2,1.2,2.4,14.6,,matthwe02
13,Andre Iguodala,28,PHI,SF,62,62,2209,4.7,10.3,0.454,1.2,3.1,0.394,3.4,7.2,0.481,0.514,2,3.2,0.617,0.9,5.3,6.2,5.5,1.7,0.5,1.9,1.5,12.6,DPOY-7AS,iguodan01
14,DeMar DeRozan,22,TOR,SG,63,63,2206,6.2,14.7,0.422,0.4,1.5,0.261,5.8,13.2,0.44,0.435,4.4,5.4,0.81,0.7,2.8,3.4,2.1,0.8,0.3,2,2.6,17.2,,derozde01
15,Jrue Holiday,21,PHI,PG,65,65,2196,5.9,13.7,0.432,1.1,2.8,0.38,4.8,10.9,0.445,0.471,1.5,2,0.783,0.9,2.5,3.5,4.8,1.7,0.3,2.2,2.2,14.4,,holidjr01
16,Jeff Teague,23,ATL,PG,66,66,2183,5.3,11.1,0.476,0.8,2.5,0.342,4.4,8.6,0.514,0.514,2.3,3.1,0.757,0.3,2.3,2.6,5.3,1.7,0.6,2.2,2.4,13.7,,teaguje01
17,Chris Paul,26,LAC,PG,60,60,2181,7,14.7,0.478,1.3,3.5,0.371,5.7,11.2,0.511,0.522,4.3,5,0.861,0.7,2.8,3.5,9,2.5,0.1,2,2.3,19.6,MVP-3DPOY-12ASNBA1,paulch01
18,Mike Conley,24,MEM,PG,62,61,2174,4.9,11.3,0.433,1,2.6,0.377,3.9,8.7,0.45,0.477,2.3,2.6,0.861,0.4,2.2,2.6,6.7,2.3,0.2,2.1,2.2,13,DPOY-14,conlemi01
19,Tyreke Evans,22,SAC,SG,63,61,2162,6.8,15,0.453,0.3,1.6,0.202,6.5,13.3,0.484,0.464,3.3,4.3,0.779,1.1,3.7,4.8,4.7,1.4,0.5,2.8,2.3,17.3,,evansty01
20,Kris Humphries,26,NJN,PF,62,62,2162,5.4,11.2,0.481,0,0,,5.4,11.2,0.481,0.481,3.5,4.6,0.752,3.9,7.5,11.3,1.5,0.8,1.2,2,2.9,14.2,,humphkr01
21,Antawn Jamison,35,CLE,PF,65,65,2151,7,17.5,0.403,1.5,4.5,0.341,5.5,13,0.425,0.447,3.1,4.5,0.683,2.1,4.8,6.8,2.2,0.9,0.7,1.5,2.7,18.7,,jamisan01
22,Kevin Love,23,MIN,PF,55,55,2145,8,17.8,0.448,1.8,4.7,0.372,6.2,13,0.475,0.497,6.4,7.7,0.824,3.8,8.5,12.3,1.9,0.8,0.5,2.1,2.6,24,MVP-6ASNBA2,loveke01
23,Brandon Knight,20,DET,PG,66,60,2129,5.4,13,0.415,1.8,4.7,0.38,3.6,8.3,0.434,0.483,1.8,2.3,0.759,0.6,3,3.6,4.2,0.8,0.2,2.9,2.6,14.3,ROY-8,knighbr03
24,Luol Deng,26,CHI,SF,54,54,2129,5.3,12.8,0.412,1.3,3.6,0.367,3.9,9.1,0.43,0.464,2.1,2.8,0.77,1.3,4.6,5.9,2.7,0.9,0.6,1.6,1.4,14,DPOY-9AS,denglu01
25,Joe Johnson,30,ATL,SG,60,60,2127,7.2,15.8,0.454,2.1,5.4,0.388,5,10.3,0.489,0.521,2.7,3.1,0.849,0.9,2.8,3.7,3.9,0.8,0.2,2,1.3,19.1,MVP-15AS,johnsjo02
26,Ty Lawson,24,DEN,PG,61,61,2124,6.3,13,0.488,1.2,3.4,0.365,5.1,9.6,0.531,0.535,3,3.7,0.824,0.9,2.9,3.8,6.8,1.4,0.1,2.5,1.6,16.9,,lawsoty01
27,David Lee,28,GSW,PF,57,57,2121,7.9,15.6,0.503,0,0.1,0,7.9,15.6,0.506,0.503,3.7,4.8,0.782,2.9,6.3,9.3,2.7,0.9,0.4,2.5,3,19.5,,leeda02
28,Monta Ellis,26,2TM,SG,58,58,2120,7.6,17.7,0.433,1.1,3.4,0.308,6.6,14.2,0.462,0.463,3.7,4.7,0.796,0.3,3.1,3.4,5.9,1.4,0.3,3,2.3,20.1,,ellismo01
29,Monta Ellis,26,GSW,SG,37,37,1365,8,18.6,0.433,1.3,4.1,0.321,6.7,14.5,0.465,0.469,4,4.9,0.812,0.4,2.9,3.3,5.9,1.5,0.3,3.2,2.2,21.4,,ellismo01
30,Monta Ellis,26,MIL,SG,21,21,755,6.9,16,0.432,0.6,2.1,0.267,6.3,13.9,0.457,0.449,3.2,4.2,0.764,0.2,3.3,3.5,5.9,1.4,0.3,2.6,2.5,17.6,,ellismo01
31,Marcin Gortat,27,PHO,C,66,66,2114,7.3,13.1,0.555,0,0,0,7.3,13.1,0.557,0.555,2.8,4.3,0.649,3.2,8.1,11.2,1,0.8,1.7,1.5,2.4,17.3,,gortama01
32,Andrew Bynum,24,LAL,C,60,60,2112,7.6,13.6,0.558,0,0.1,0.2,7.6,13.5,0.56,0.558,4,5.8,0.692,3.3,8.8,12.1,1.4,0.5,2,2.6,1.8,19.1,ASNBA2,bynuman01
33,Paul Millsap,26,UTA,PF,64,62,2100,7.3,14.8,0.495,0.1,0.5,0.226,7.2,14.2,0.505,0.499,3.5,4.4,0.792,3.1,6.6,9.7,2.6,2,0.9,1.9,3.8,18.2,,millspa01
34,Tayshaun Prince,31,DET,SF,63,63,2087,5.8,13.8,0.421,0.6,1.8,0.356,5.2,12,0.431,0.444,1.5,2,0.774,1.2,3.6,4.8,2.6,0.5,0.6,1.3,1.3,13.8,,princta01
35,Arron Afflalo,26,DEN,SG,62,62,2086,5.7,12.1,0.471,1.5,3.8,0.398,4.2,8.2,0.504,0.534,3.4,4.3,0.798,0.7,2.7,3.4,2.6,0.6,0.2,1.5,2.3,16.3,,afflaar01
36,Greg Monroe,21,DET,C,66,66,2082,7,13.5,0.521,0,0,0,7,13.5,0.522,0.521,3.5,4.7,0.739,4.1,6.9,11,2.6,1.4,0.8,2.8,3.1,17.6,DPOY-18,monrogr01
37,Dirk Nowitzki,33,DAL,PF,62,62,2079,8.2,17.9,0.457,1.4,3.7,0.368,6.8,14.2,0.481,0.495,5.5,6.1,0.896,0.8,6.4,7.2,2.4,0.7,0.5,2,2.2,23.2,MVP-12ASNBA3,nowitdi01
38,Gerald Wallace,29,2TM,SF,58,58,2076,5,11,0.454,0.8,2.6,0.307,4.2,8.4,0.5,0.491,3.1,3.9,0.8,1.5,5.2,6.7,2.8,1.5,0.6,1.9,2.5,13.9,,wallage01
