Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
33,Earl Lloyd,28,SYR,SF,72,1965,4.7,12.6,0.373,2.5,3.3,0.749,8,2.1,5.2,11.8,,lloydea01
34,Harry Gallatin,29,NYK,PF,72,1943,6.2,15.1,0.406,7.7,9.6,0.8,13.4,1.6,3.7,20,MVP-8AS,gallaha01
35,Slick Leonard,24,MNL,PG,72,1943,5.6,16.1,0.349,3.4,4.5,0.772,4.1,3.1,2.6,14.7,,leonasl01
36,Walter Dukes,26,MNL,C,71,1866,4.4,12.1,0.364,5.1,7.4,0.689,15.3,1,5.3,13.9,,dukeswa01
37,Chuck Mencel,23,MNL,PG,72,1848,4.7,13.4,0.353,3.5,4.7,0.746,4.6,3.9,1.9,13,,mencech01
38,Bob Harrison,29,2TM,,66,1810,4.8,12.5,0.386,1.8,2.6,0.715,3.1,3.2,4.4,11.5,,harribo02
39,Bob Harrison,29,STL,,10,48,8.2,23.2,0.355,2.3,6,0.375,4.5,6,14.2,18.7,,harribo02
40,Bob Harrison,29,SYR,SG,56,1762,4.7,12.2,0.388,1.8,2.5,0.738,3.1,3.1,4.1,11.3,,harribo02
41,Richie Guerin,24,NYK,SG,72,1793,5.2,14,0.368,3.6,5.9,0.62,6.7,3.7,3.7,14,,gueriri01
42,Willie Naulls,22,2TM,,71,1778,5.9,16.6,0.357,2.7,3.9,0.677,12.5,1.7,3.8,14.5,,naullwi01
43,Willie Naulls,22,STL,PF,19,438,6.3,17.3,0.365,3.4,4.9,0.683,13.7,1.8,4.7,16,,naullwi01
44,Willie Naulls,22,NYK,PF,52,1340,5.8,16.4,0.355,2.4,3.6,0.674,12.1,1.7,3.5,14.1,,naullwi01
45,Dave Piontek,22,ROC,SF,71,1759,5.3,13,0.403,2.5,3.7,0.667,7.2,2.2,2.9,13,,piontda01
46,Ernie Beck,25,PHW,SG,72,1743,4,10.5,0.384,2.3,3.2,0.707,6.4,3.9,3.2,10.3,,becker01
47,Billy Kenville,26,FTW,SG,71,1701,4.3,12.9,0.336,3.7,4.6,0.798,6.9,3.6,3.6,12.3,,kenvibi01
48,Bill Russell,22,BOS,C,48,1695,5.9,13.8,0.427,3.2,6.6,0.492,20,1.9,3,15,MVP-7,russebi01
49,Chuck Share,29,STL,C,72,1673,5.1,11.5,0.439,5.8,8.5,0.684,13.8,1.7,5.8,15.9,,sharech01
50,Ray Felix,26,NYK,C,72,1622,6.5,15.7,0.416,6.1,8.2,0.747,13,0.8,6.3,19.2,MVP-8,felixra01
51,Ed Kalafat,24,MNL,SF,65,1617,4,11.3,0.351,4.4,6.6,0.661,9.5,2.3,5.4,12.3,,kalafed01
52,Bob Houbregs,24,FTW,C,60,1592,5.7,13.2,0.432,3.8,5.3,0.714,9.1,2.6,2.7,15.2,,houbrbo01
53,Al Bianchi,24,SYR,PG,68,1577,4.5,12.9,0.351,3.8,5.5,0.69,5.2,2.4,4.5,12.9,,biancal01
54,Johnny McCarthy,22,ROC,PG,72,1560,4,10.6,0.376,3,4.5,0.674,4.6,2.5,3,11,,mccarjo01
55,Larry Foust,28,FTW,C,61,1533,5.7,14.5,0.394,6.4,8.9,0.718,13,1.7,5.2,17.8,,foustla01
56,Andy Phillip,34,BOS,PG,67,1476,2.6,6.8,0.379,2.1,3.3,0.642,4.4,4.1,3,7.3,,phillan01
57,Ron Sobie,22,NYK,SG,71,1378,4.3,11.5,0.376,4,5.2,0.764,8.5,3.4,4.1,12.6,,sobiero01
58,Jack Nichols,30,BOS,PF,61,1372,5.1,14.1,0.363,2.8,3.6,0.794,9.8,2.2,4.9,13.1,,nichoja01
59,Joe Holup,22,SYR,SF,71,1284,4.5,13.7,0.329,5.7,7.1,0.806,7.8,2.4,5,14.7,,holupjo01
60,Jim Paxson,24,MNL,SF,71,1274,3.9,13.7,0.285,4.8,6.7,0.72,7.5,2.4,4.6,12.6,,paxsoji01
61,Chuck Noble,25,FTW,SG,54,1260,5.7,15.9,0.36,2.2,2.9,0.745,3.9,5.1,4.6,13.6,,noblech01
62,Walt Davis,26,PHW,PF,65,1250,5.1,12.6,0.407,2.1,3.1,0.698,8.8,1.5,6.8,12.4,,daviswa01
63,Corky Devlin,25,FTW,SG,71,1242,5.5,14.6,0.378,2.8,4.1,0.678,4.2,4.1,3.3,13.8,,devlico01
64,Paul Seymour,29,SYR,PG,65,1235,4.2,12.9,0.324,2.9,3.6,0.821,3.8,5.6,2.7,11.3,,seymopa01
65,Dick McGuire,31,NYK,PG,72,1191,4.2,11.1,0.383,3.2,4.9,0.644,4.4,6.7,3.1,11.6,,mcguidi01
66,Art Spoelstra,24,ROC,C,69,1176,6.6,17.1,0.388,2.7,3.7,0.733,6.7,1.7,5.1,16,,spoelar01
67,Red Rocha,33,FTW,C,72,1154,4.2,12.2,0.349,3.4,4.5,0.757,8.5,2.5,5.1,11.9,,rochare01
68,George Dempsey,27,PHW,PG,71,1147,4.2,9.5,0.444,1.7,3.2,0.539,7.9,4.3,3.4,10.1,,dempsge01
69,Lew Hitch,27,2TM,PF,68,1133,3.5,9.4,0.375,2,2.8,0.716,8,1.3,3.3,9.1,,hitchle01
70,Lew Hitch,27,ROC,PF,30,556,3.5,9.4,0.372,2.4,3.3,0.725,7.7,1,3.6,9.4,,hitchle01
71,Lew Hitch,27,PHW,PF,38,577,3.6,9.4,0.377,1.6,2.3,0.703,8.4,1.6,3,8.7,,hitchle01
72,Med Park,23,STL,SG,66,1130,3.8,10.3,0.364,3.4,4.7,0.74,6.4,3,4.4,11,,parkme01
73,Dick Hemric,23,BOS,PF,67,1055,3.7,10.8,0.344,5,7.2,0.695,10.4,1.4,3.3,12.4,,hemridi01
74,Bob Burrow,22,ROC,C,67,1028,4.8,12.8,0.374,4.6,7.4,0.616,10.3,1.4,5.8,14.1,,burrobo01
75,Togo Palazzi,24,2TM,SF,63,1013,7.5,20.3,0.368,4.8,6.2,0.777,9.3,1.7,4.2,19.8,,palazto01
76,Togo Palazzi,24,BOS,SF,21,233,6.3,18.2,0.347,3.6,4.9,0.719,11.6,1.2,3.6,16.2,,palazto01
77,Togo Palazzi,24,SYR,SF,42,780,7.8,20.9,0.373,5.2,6.6,0.79,8.6,1.9,4.3,20.8,,palazto01
78,Dick Schnittker,28,MNL,SF,70,997,4.1,12.7,0.322,5.8,7,0.829,6.7,1.9,5.2,13.9,,schnidi01
79,Irv Bemoras,26,STL,SF,62,983,4.5,14.1,0.322,2.6,3.8,0.68,4.7,1.7,2.8,11.6,,bemorir01
80,Cliff Hagan,25,STL,SF,67,971,5,13.8,0.361,3.7,5.4,0.69,9.2,3.2,6.1,13.6,,hagancl01
81,Arnie Risen,32,BOS,C,43,935,4.6,11.8,0.388,4.1,6,0.679,11,2,6.3,13.2,,risenar01
82,Ed Fleming,23,ROC,SG,51,927,4.2,14.1,0.299,5.4,7.4,0.728,7.1,3.1,3.7,13.9,,flemied01
83,Frank Ramsey,25,BOS,SG,35,807,6.1,15.6,0.393,6.4,8.1,0.791,7.9,3,5,18.6,,ramsefr01
84,Bob Hopkins,22,SYR,C,62,764,6.1,16.2,0.379,4.4,5.9,0.746,11,1,5,16.7,,hopkibo01
85,Lou Tsioropoulos,26,BOS,SF,52,670,4.2,13.8,0.309,3.7,4.8,0.775,11.1,1.8,7.3,12.2,,tsiorlo01
86,Whitey Skoog,30,MNL,SG,23,656,4.3,12.1,0.355,2.4,2.6,0.936,4,4.2,3.6,11,,skoogwh01
87,Alex Hannum,33,2TM,PF,59,642,4.3,12.5,0.345,2.1,3.1,0.661,8.9,1.6,7.6,10.7,,hannual01
88,Alex Hannum,33,FTW,PF,22,219,4.8,12.5,0.382,2,3.3,0.6,8.9,1.6,7.6,11.5,,hannual01
89,Alex Hannum,33,STL,PF,37,423,4.1,12.5,0.327,2.1,3.1,0.694,8.9,1.5,7.6,10.3,,hannual01
90,Bill Thieben,21,FTW,PF,58,633,5.1,14.6,0.352,3.2,4.9,0.655,11.8,1,4.4,13.5,,thiebbi01
91,Jim Baechtold,29,NYK,SF,45,462,5.8,15.4,0.381,5.1,6.9,0.75,6.2,2.6,3,16.8,,baechji01
92,Tom Marshall,26,ROC,SF,40,460,4.4,12.8,0.344,3.7,4.5,0.81,6.5,2.4,2.6,12.4,,marshto01
93,Si Green,23,ROC,SG,13,423,4.3,12.2,0.35,4.2,5.9,0.71,5.7,4,3.1,12.7,,greensi01
94,Jackie Moore,24,PHW,SF,57,400,3.9,9.5,0.406,3.3,4.1,0.804,10.4,1.9,6.8,11.1,,mooreja01
95,Larry Hennessy,27,2TM,SG,21,373,5.4,16.9,0.32,2.2,3.1,0.719,4.3,2.6,2.7,13,,hennela01
96,Larry Hennessy,27,PHW,SG,2,25,2.9,10.1,0.286,0,0,,1.4,4.3,0,5.8,,hennela01
97,Larry Hennessy,27,SYR,SG,19,348,5.6,17.4,0.321,2.4,3.3,0.719,4.6,2.5,2.9,13.6,,hennela01
98,Dick Rosenthal,27,FTW,SF,18,188,4,15.1,0.266,1.7,3.3,0.529,10,3.3,4.2,9.8,,rosendi01
99,Bob Schafer,23,SYR,SG,11,167,4.1,14.2,0.288,2.4,2.8,0.846,2.4,3.2,3.4,10.6,,schafbo01
100,Bobby Wanzer,35,ROC,SG,21,159,5.2,11.1,0.469,8.2,10.4,0.783,5.7,2,4.5,18.6,,wanzebo01
101,Jim Tucker,24,SYR,PF,9,119,5.1,13.3,0.386,0,0.3,0,6.1,0.6,7.9,10.3,,tuckeji01
102,Odie Spears,32,2TM,SF,11,118,3.7,11.6,0.316,5.8,6.7,0.864,4.6,2.1,7.3,13.1,,spearod01
103,Odie Spears,32,FTW,SF,4,21,3.4,12,0.286,6.9,6.9,1,5.1,1.7,3.4,13.7,,spearod01
104,Odie Spears,32,STL,SF,7,97,3.7,11.5,0.323,5.6,6.7,0.833,4.5,2.2,8.2,13,,spearod01
105,Bob Armstrong,23,PHW,,19,110,3.6,12.1,0.297,2,3.9,0.5,12.8,1,4.3,9.2,,armstbo01
106,Phil Jordon,23,NYK,,9,91,7.1,19.4,0.367,3.2,4.7,0.667,13.5,0.8,5.9,17.4,,jordoph01
107,Ron Shavlik,23,NYK,,7,72,2,11,0.182,1,2.5,0.4,11,0,6,5,,shavlro01
108,Don Savage,28,SYR,,5,55,3.9,12.4,0.316,3.9,4.6,0.857,4.6,1.3,4.6,11.8,,savagdo01
109,Jim Ray,23,SYR,,4,43,1.7,9.2,0.182,2.5,4.2,0.6,4.2,2.5,3.3,5.9,,rayji01
110,Gary Bergen,24,NYK,,6,40,2.7,9.9,0.273,1.8,1.8,1,7.2,0.9,3.6,7.2,,bergega01
111,Norm Stewart,22,STL,,5,37,3.9,14.6,0.267,1.9,5.8,0.333,4.9,1.9,8.8,9.7,,stewano01
112,Bob Williams,25,MNL,,4,20,1.8,7.2,0.25,3.6,5.4,0.667,9,0,3.6,7.2,,willibo01
113,John Barber,29,STL,,5,19,3.8,15.2,0.25,5.7,11.4,0.5,11.4,0,7.6,13.3,,barbejo01
114,Hal Lear,22,PHW,,3,14,5.1,15.4,0.333,0,0,,2.6,2.6,7.7,10.3,,learha01
115,Forest Able,24,SYR,,1,1,0,72,0,0,0,,36,36,36,0,,ablefo01
