Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
55,Cal Christensen,26,ROC,SF,70,1654,3,8.6,0.347,3,5.7,0.529,8.6,2.3,4.3,9,,chrisca01
56,Odie Spears,29,ROC,SF,72,1633,4.1,11.1,0.364,4,5.2,0.769,6.8,2.4,4.7,12.1,,spearod01
57,Jim Baechtold,26,NYK,SF,70,1627,3.8,10.3,0.366,3,3.9,0.757,4,2.6,4.3,10.5,,baechji01
58,Jack Nichols,27,2TM,PF,75,1607,3.7,11.8,0.309,2.5,3.4,0.743,8.1,2.3,4.2,9.8,,nichoja01
59,Jack Nichols,27,MLH,PF,15,356,3,14.5,0.21,2.5,3.6,0.694,6.8,2.3,3.1,8.6,,nichoja01
60,Jack Nichols,27,BOS,PF,60,1251,3.8,11.1,0.345,2.5,3.3,0.759,8.5,2.3,4.5,10.2,,nichoja01
61,Fred Scolari,31,FTW,PG,64,1589,3.6,11.1,0.324,3.3,4.1,0.8,3.1,3,3.5,10.5,,scolafr01
62,Chuck Share,26,2TM,C,68,1576,4.3,11.3,0.381,4.3,6.3,0.684,12.7,1.8,4.8,12.9,,sharech01
63,Chuck Share,26,FTW,C,21,155,2.1,8.1,0.257,4.2,7,0.6,14.4,2.3,6,8.4,,sharech01
64,Chuck Share,26,MLH,C,47,1421,4.5,11.6,0.391,4.3,6.2,0.694,12.5,1.8,4.7,13.4,,sharech01
65,Walt Davis,23,PHW,PF,68,1568,3.8,10.4,0.367,1.5,2.3,0.644,10,1.3,4.8,9.2,,daviswa01
66,Danny Finn,25,PHW,PG,68,1562,3.9,11.4,0.343,2.9,4.5,0.643,5,6.1,5,10.7,,finnda01
67,Rollen Hans,22,BLB,SG,67,1556,4.4,11.9,0.371,2.3,4.2,0.561,3.7,4.2,4,11.2,,hansro01
68,Vince Boryla,26,NYK,SF,52,1522,4.1,12.4,0.333,1.7,1.9,0.864,3.1,1.8,3,9.9,,borylvi01
69,Fred Schaus,28,2TM,,67,1515,3.8,9.9,0.388,3.6,4.6,0.785,6.3,2.6,4.2,11.3,,schaufr01
70,Fred Schaus,28,FTW,,23,272,3.3,8.3,0.397,5,6.6,0.76,6.6,2.8,4.6,11.6,,schaufr01
71,Fred Schaus,28,NYK,SF,44,1243,3.9,10.2,0.386,3.3,4.2,0.793,6.3,2.5,4.1,11.2,,schaufr01
72,Irv Bemoras,23,MLH,SF,69,1496,4.5,12.2,0.366,3.3,5,0.668,5.1,1.9,3.7,12.2,,bemorir01
73,George Yardley,25,FTW,SF,63,1489,5.1,11.9,0.425,3.5,5,0.712,9.8,2.4,4,13.6,,yardlge01
74,Monk Meineke,23,FTW,PF,71,1466,3.3,9.7,0.344,3.3,4.2,0.805,9.1,2,5.3,10,,meinemo01
75,Bob Donham,27,BOS,SG,68,1451,3.5,7.8,0.448,2.9,5.3,0.554,6.6,4.6,5.8,9.9,,donhabo01
76,Bob Harrison,26,2TM,SG,64,1443,3.6,11.2,0.321,2.3,3.9,0.595,3.2,3.5,5.4,9.5,,harribo02
77,Bob Harrison,26,MNL,SG,40,619,3.1,10.5,0.298,2.7,4.1,0.662,3.4,3.3,6.7,9,,harribo02
78,Bob Harrison,26,MLH,SG,24,824,3.9,11.7,0.336,2.1,3.8,0.54,3.1,3.6,4.5,9.9,,harribo02
79,Billy Kenville,23,SYR,PG,72,1405,3.8,9.9,0.384,3.5,4.7,0.747,6.3,3.1,3.5,11.1,,kenvibi01
80,Don Barksdale,30,BOS,PF,63,1358,4.1,11,0.376,3.9,6,0.662,9.1,3.1,5.6,12.2,,barksdo01
81,Bob Lavoy,27,2TM,PF,68,1277,3.8,10,0.379,2.6,3.6,0.729,8.9,2.2,6.1,10.3,,lavoybo01
82,Bob Lavoy,27,MLH,PF,8,125,4.6,10.4,0.444,2.6,4.6,0.563,8.6,2.9,5.5,11.8,,lavoybo01
83,Bob Lavoy,27,SYR,PF,60,1152,3.7,10,0.372,2.7,3.5,0.752,9,2.1,6.1,10.1,,lavoybo01
84,Clyde Lovellette,24,MNL,C,72,1255,6.8,16.1,0.423,3.3,4.7,0.695,12,1.5,6,16.9,,lovelcl01
85,Jim Fritsche,22,2TM,PF,68,1221,3.4,11.2,0.306,1.4,2,0.721,6.4,2.2,3,8.3,,fritsji01
86,Jim Fritsche,22,MNL,PF,2,8,0,13.5,0,4.5,18,0.25,0,0,0,4.5,,fritsji01
87,Jim Fritsche,22,BLB,PF,66,1213,3.4,11.2,0.309,1.4,1.9,0.75,6.4,2.2,3.1,8.3,,fritsji01
88,Bill Gabor,31,SYR,SG,61,1211,6.1,16.4,0.37,4.1,5.8,0.716,2.9,4.8,5.4,16.3,,gaborbi01
89,Jim Holstein,23,MNL,SF,70,1155,2.7,9,0.306,2,3.5,0.571,6.4,2.5,4.4,7.5,,holstji01
90,Chuck Cooper,27,BOS,SF,70,1101,2.6,8.5,0.299,2.6,3.8,0.672,9.9,2.4,4.9,7.7,,coopech01
91,Dick Schnittker,25,MNL,SF,71,1040,4.2,10.6,0.397,3,4.6,0.652,6.2,2,6.2,11.4,,schnidi01
92,Frankie Brian,30,FTW,SG,64,973,4.9,13,0.375,5.1,6.7,0.753,2.9,3.4,3.7,14.8,,brianfr01
93,Jack Molinas,22,FTW,SF,32,958,4.3,11,0.39,5.3,7,0.759,8.6,1.9,3.1,13.9,AS,molinja01
94,Jim Neal,23,SYR,C,67,899,4.7,14.8,0.317,3.1,5.3,0.591,10.3,1,5.6,12.5,,nealji01
95,Al McGuire,25,NYK,PG,64,849,2.5,7.5,0.328,2.5,5.6,0.436,5.1,4.4,6.1,7.4,,mcguial01
96,George Senesky,31,PHW,PG,58,771,1.9,5.6,0.345,1.4,2.5,0.547,3.1,3.9,3.7,5.2,,senesge01
97,Red Holzman,33,MLH,PG,51,649,4.1,12.4,0.33,2.7,4,0.658,2.6,4.2,4,10.9,,holzmre01
98,Ernie Barrett,24,BOS,SG,59,641,3.4,10.7,0.314,0.8,1.4,0.56,5.6,3.1,6.5,7.5,,barreer01
99,Norm Swanson,23,ROC,SF,63,611,1.8,8.1,0.226,2.2,3.8,0.594,6.5,1.9,5.4,5.9,,swansno01
100,Ken Murray,25,FTW,SG,49,528,3.6,13.3,0.272,2.9,4.1,0.717,4.4,3.8,4.1,10.2,,murrake01
101,Joe Fulks,32,PHW,PF,61,501,4.4,16.5,0.266,2,3.5,0.571,7.3,2,6.5,10.8,,fulksjo01
102,Joe Smyth,24,2TM,SF,40,495,3.5,10,0.348,2.5,4.7,0.538,7.1,3.6,3.9,9.5,,smythjo01
103,Joe Smyth,24,NYK,SF,8,59,3.1,9.2,0.333,3.1,5.5,0.556,6.1,1.2,4.9,9.2,,smythjo01
104,Joe Smyth,24,BLB,SF,32,436,3.6,10.2,0.35,2.5,4.6,0.536,7.3,3.9,3.7,9.6,,smythjo01
105,Ernie Beck,22,PHW,SG,15,422,3.3,12.1,0.275,2.9,3.7,0.791,4.3,2.9,2.5,9.6,,becker01
106,Don Lofgran,24,MLH,SF,21,380,3.3,10.6,0.313,3,4.6,0.653,6.1,2.5,3.2,9.7,,lofgrdo01
107,Jim Luisi,25,BLB,PG,31,367,3,9.3,0.326,2.6,4,0.659,2.5,3.4,4.4,8.7,,luisiji01
108,Dick Surhoff,24,MLH,PF,32,358,4.3,13,0.333,4.7,6.2,0.758,6.9,2.3,5.3,13.4,,surhodi01
109,Ernie Vandeweghe,25,NYK,SG,15,271,4.9,13.7,0.359,3.3,4.1,0.806,2.7,3.9,5,13.2,,vandeer01
110,Hal Uplinger,24,BLB,SG,23,268,4.4,12.6,0.351,2.7,3,0.909,4.2,3.5,5.6,11.6,,uplinha01
111,Bato Govedarica,25,SYR,PG,23,258,3.5,11,0.316,3.5,5.2,0.676,2.5,3.3,6.1,10.5,,govedba01
112,Don Ackerman,23,NYK,PG,28,220,2.3,10.3,0.222,2.5,4.6,0.536,2.5,3.8,7,7,,ackerdo01
113,Bill Bolger,22,BLB,SF,20,202,4.3,10.5,0.407,1.4,2.3,0.615,6.4,2,4.8,10,,bolgebi01
114,Al Masino,25,2TM,PG,27,181,5.2,12.3,0.419,6,9.7,0.612,5.6,4.4,8.8,16.3,,masinal01
115,Al Masino,25,ROC,PG,11,50,5.8,11.5,0.5,5,8.6,0.583,5,5,14.4,16.6,,masinal01
116,Al Masino,25,SYR,PG,16,131,4.9,12.6,0.391,6.3,10.2,0.622,5.8,4.1,6.6,16.2,,masinal01
117,Connie Rea,23,BLB,,20,154,2.1,10.1,0.209,1.2,3.7,0.313,7.2,3.7,3,5.4,,reaco01
118,Mark Workman,23,BLB,,14,151,6,14.3,0.417,1.4,2.4,0.6,8.8,1.7,7.4,13.4,,workmma01
119,Ed Smith,24,NYK,SF,12,127,4,13.9,0.286,2,3.7,0.538,9.1,2.8,4.8,9.9,,smithed01
120,Gene Dyker,23,MLH,,11,91,2.4,10.3,0.231,1.6,3.2,0.5,6.3,2,8.3,6.3,,dykerge01
121,Ed Mikan,28,BOS,C,9,71,4.1,12.2,0.333,2.5,4.6,0.556,10.1,1.5,7.6,10.6,,mikaned01
122,Bob Peterson,22,2TM,,8,60,1.8,6,0.3,5.4,6.6,0.818,7.2,1.8,9,9,,peterbo01
123,Bob Peterson,22,BLB,,4,36,1,5,0.2,5,6,0.833,2,0,9,7,,peterbo01
124,Bob Peterson,22,MLH,,4,24,3,7.5,0.4,6,7.5,0.8,15,4.5,9,12,,peterbo01
125,Dick Knostman,22,SYR,C,5,47,2.3,7.7,0.3,5.4,8.4,0.636,13,4.6,6.9,10,,knostdi01
126,Don Asmonga,25,BLB,,7,46,1.6,11.7,0.133,0.8,0.8,1,0.8,3.9,9.4,3.9,,asmondo01
127,Zeke Sinicola,25,FTW,,9,33,4.4,17.5,0.25,3.3,6.5,0.5,1.1,3.3,8.7,12,,sinicze01
128,Jim Phelan,24,PHW,,4,33,0,6.5,0,3.3,6.5,0.5,5.5,2.2,9.8,3.3,,phelaja02
129,Isaac Walthour,23,MLH,,4,30,1.2,7.2,0.167,0,0,,1.2,2.4,7.2,2.4,,walthis01
130,Mike Novak,38,SYR,PF,5,24,0,10.5,0,1.5,3,0.5,3,3,13.5,1.5,,novakmi01
131,Frank Reddout,22,ROC,,7,18,10,12,0.833,6,8,0.75,18,0,12,26,,reddofr01
132,Ed Earle,26,SYR,PF,2,12,3,6,0.5,6,12,0.5,6,0,0,12,,earleed01
133,Mo Mahoney,26,BLB,,2,11,0,6.5,0,0,0,,6.5,3.3,0,0,,mahonmo01
134,Paul Nolen,24,BLB,,1,2,0,18,0,0,0,,18,0,18,0,,nolenpa01
135,Norm Grekin,23,PHW,,1,1,0,0,,0,0,,0,0,36,0,,grekino01
