Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
35,Jim McMillian,24,LAL,SF,81,,2953,8,17.4,0.458,2.7,3.2,0.845,5.4,2.7,2.1,18.7,,mcmilji01
36,Sam Lacey,24,KCO,C,79,,2930,5.8,12.2,0.474,1.5,2.2,0.708,11.5,2.3,3.5,13.1,,laceysa01
37,Norm Van Lier,25,CHI,PG,80,79,2882,5.9,13.3,0.445,2.1,2.6,0.787,5.5,7.1,3.4,13.9,,vanlino01
38,Bill Bridges,33,2TM,PF,82,10,2867,4.2,9.1,0.461,2.2,3.2,0.702,11.4,2.7,3.7,10.6,,bridgbi01
39,Bill Bridges,33,PHI,PF,10,10,376,4.5,12,0.376,4.4,6.2,0.708,11.7,2.2,3.4,13.4,,bridgbi01
40,Bill Bridges,33,LAL,PF,72,,2491,4.1,8.6,0.479,1.9,2.7,0.7,11.3,2.8,3.8,10.2,,bridgbi01
41,Bob Dandridge,25,MIL,SF,73,,2852,8.1,17.1,0.472,2.5,3.2,0.789,7.6,2.6,3.5,18.6,AS,dandrbo01
42,Matt Guokas,28,KCO,SG,79,,2846,4.1,7.1,0.57,0.9,1.1,0.822,3.1,5.1,2.4,9.1,,guokama02
43,Jim Washington,29,ATL,PF,75,,2833,3.9,9.1,0.432,2.1,2.8,0.728,10.2,2.2,3.2,9.9,,washiji01
44,Elmore Smith,23,BUF,C,76,,2829,7.6,15.8,0.482,2.4,4.3,0.558,12,2.4,3.8,17.7,MVP-13,smithel01
45,Dave DeBusschere,32,NYK,PF,77,77,2827,6.8,15.6,0.435,2.5,3.3,0.746,10,3.3,2.7,16,MVP-11AS,debusda01
46,John Johnson,25,CLE,SF,82,,2815,6.3,14.6,0.43,2.5,3.5,0.734,7.1,4,3.1,15.1,,johnsjo01
47,Walt Bellamy,33,ATL,C,74,,2802,5.8,11.6,0.505,3.6,6.8,0.538,12.4,2.3,3.1,15.3,,bellawa01
48,Phil Chenier,22,BAL,SG,71,,2776,7.8,17.3,0.452,2.5,3.2,0.795,3.7,3.9,2.1,18.1,,cheniph01
49,Connie Hawkins,30,PHO,SF,75,,2768,5.7,12,0.479,4.2,5.3,0.797,8.3,4,3,15.7,AS,hawkico01
50,Herm Gilliam,26,ATL,PG,76,,2741,6.2,13.2,0.468,1.6,2,0.82,5.2,6.3,3.4,14,,gillihe01
51,Oscar Robertson,34,MIL,PG,73,,2737,5.9,12.9,0.454,3.1,3.7,0.847,4.7,7.2,2.2,14.9,,roberos01
52,Lloyd Neal,22,POR,C,82,,2723,6,12.2,0.494,2.5,3.9,0.638,12.8,1.9,4,14.5,ROY-2,nealll01
53,Otto Moore,26,HOU,C,82,,2712,5.5,11.4,0.487,1.7,2.8,0.602,11.5,2.2,3.2,12.8,,mooreot01
54,Gail Goodrich,29,LAL,SG,76,,2697,10,21.6,0.464,4.2,5,0.84,3.5,4.4,2.6,24.2,AS,goodrga01
55,Lucius Allen,25,MIL,PG,80,,2693,7.3,15.1,0.484,1.9,2.7,0.715,3.7,5.7,2.5,16.5,MVP-19,allenlu01
56,Mike Newlin,24,HOU,SG,82,,2658,7.2,16.3,0.443,4.4,5,0.886,4.6,5.5,4.1,18.9,,newlimi01
57,Paul Silas,29,BOS,PF,80,,2618,5.5,11.7,0.47,3.7,5.2,0.7,14.3,3.5,2.7,14.7,,silaspa01
58,Randy Smith,24,BUF,SG,82,,2603,7.1,16,0.443,2.7,3.7,0.727,5.4,5.8,3.4,16.8,,smithra01
59,Leroy Ellis,32,2TM,C,79,69,2600,5.8,13.4,0.434,1.8,2.2,0.801,10.8,1.9,2.8,13.4,,ellisle01
60,Leroy Ellis,32,LAL,C,10,,156,2.5,9.2,0.275,0.9,1.2,0.8,7.6,0.7,3,6,,ellisle01
61,Leroy Ellis,32,PHI,PF,69,69,2444,6,13.7,0.441,1.8,2.3,0.801,11,2,2.7,13.9,,ellisle01
62,Bob McAdoo,21,BUF,PF,80,,2562,8.2,18.2,0.452,3.8,4.9,0.774,10.2,2,3.6,20.2,ROY-1,mcadobo01
63,Manny Leaks,27,PHI,C,82,63,2530,5.4,13.3,0.404,2,2.8,0.72,9.6,1.4,2.7,12.8,,leaksma01
64,Don Chaney,26,BOS,SG,79,,2488,6,12.4,0.482,3,3.9,0.787,6.5,3.2,4,15,,chanedo01
65,Jerry West,34,LAL,PG,69,,2460,9,18.9,0.479,5,6.2,0.805,4.2,8.9,2,23,MVP-6ASNBA1,westje01
66,Chet Walker,32,CHI,SF,79,79,2455,8.8,18.3,0.478,5.5,6.6,0.832,5.8,2.6,2.4,23,AS,walkech01
67,Jim Fox,29,SEA,C,74,,2439,4.7,9,0.515,3.2,3.9,0.808,12.2,2.6,3.5,12.5,,foxji01
68,Cazzie Russell,28,GSW,SF,80,,2429,8,17.5,0.458,2.5,2.9,0.864,5.2,2.8,2.5,18.6,,russeca01
69,Jerry Sloan,30,CHI,SG,69,66,2412,4.5,10.9,0.411,1.4,2,0.707,7.1,2.3,3.5,10.4,,sloanje01
70,Earl Monroe,28,NYK,SG,75,74,2370,7.5,15.4,0.488,2.6,3.2,0.822,3.7,4.4,3,17.7,,monroea01
71,Freddie Boyd,22,PHI,PG,82,50,2351,5.5,14.1,0.392,2.1,3.1,0.68,3.2,4.6,2.8,13.2,,boydfr01
72,Fred Brown,24,SEA,SG,79,,2320,7.3,16.1,0.455,1.9,2.3,0.818,4.9,6.8,3.5,16.5,,brownfr01
73,Tom Van Arsdale,29,2TM,SF,79,30,2311,6.9,16.2,0.427,3.9,4.8,0.812,5.6,2.4,3.5,17.8,,vanarto01
74,Tom Van Arsdale,29,KCO,SF,49,,1282,7,15.4,0.457,3.1,3.9,0.786,4.9,2.5,3.5,17.1,,vanarto01
75,Tom Van Arsdale,29,PHI,SF,30,30,1029,6.8,17.4,0.393,4.9,5.9,0.833,6.5,2.2,3.5,18.5,,vanarto01
76,Jim Barnett,28,GSW,PG,82,,2215,6.4,13.7,0.467,3,3.5,0.843,4.1,4.9,2.4,15.8,,barneji02
77,Dwight Davis,23,CLE,PF,81,,2151,4.9,12.5,0.392,2.9,3.7,0.793,9.4,2,5,12.8,,davisdw01
78,Ollie Johnson,23,POR,SF,78,,2138,5.2,10.4,0.497,2.6,3.5,0.757,7,3.4,2.8,13,,johnsol01
79,Rick Roberson,25,CLE,C,62,,2127,5.2,12,0.433,2.8,4.9,0.576,11.7,2.3,4.2,13.2,,roberri01
80,Curtis Perry,24,MIL,PF,67,,2094,4.6,9.9,0.461,1.4,2.2,0.659,11.1,2.1,4.2,10.5,,perrycu01
81,Bob Weiss,30,CHI,PG,82,19,2086,4.8,11.3,0.426,2.7,3.3,0.841,2.6,5.1,2.6,12.4,,weissbo01
82,Lamar Green,25,PHO,PF,80,,2048,3.9,9.1,0.431,1.6,2.1,0.754,13.1,1.6,4.6,9.4,,greenla01
83,John Block,28,2TM,PF,73,48,2041,6.9,15.6,0.441,5.3,6.7,0.794,9.9,2,4.3,19.1,AS,blockjo01
84,John Block,28,PHI,PF,48,48,1558,7.2,16.3,0.441,5.5,7,0.781,10.2,2.2,4,19.8,,blockjo01
85,John Block,28,KCO,PF,25,,483,6,13.4,0.444,4.8,5.7,0.842,8.9,1.4,5.1,16.7,,blockjo01
86,Corky Calhoun,22,PHO,SF,82,,2025,3.8,8,0.469,1.3,1.7,0.74,6,1.4,3.8,8.8,,calhoco01
87,Clifford Ray,24,CHI,C,73,50,2009,4.6,9.2,0.492,2.1,3.4,0.619,14.3,4.9,4.2,11.2,,raycl01
88,Jerry Lucas,32,NYK,PF,71,38,2001,5.6,10.9,0.513,1.4,1.8,0.8,9.2,5.7,2.8,12.7,,lucasje01
89,Nate Williams,22,KCO,SG,80,,1979,7.6,15.9,0.477,1.9,2.4,0.797,6.2,2.3,4.9,17.1,,willina01
90,Jon McGlocklin,29,MIL,SG,80,,1951,6.5,12.9,0.502,1.2,1.3,0.863,2.9,4.4,2.2,14.1,,mcglojo01
91,Dave Wohl,23,2TM,PG,78,,1933,4.7,10.6,0.447,1.9,2.5,0.774,2,6.1,4.2,11.4,,wohlda01
92,Dave Wohl,23,POR,PG,22,,393,4.3,10.4,0.412,2.2,3,0.727,1.8,6.2,4.1,10.8,,wohlda01
93,Dave Wohl,23,BUF,PG,56,,1540,4.8,10.6,0.456,1.8,2.3,0.79,2.1,6,4.3,11.5,,wohlda01
94,Keith Erickson,28,LAL,SF,76,,1920,5.6,13.1,0.43,1.7,2.1,0.809,6.3,4.5,3.6,12.9,,erickke01
95,Willis Reed,30,NYK,C,69,44,1876,6.4,13.5,0.474,1.8,2.4,0.742,11.3,2.4,3.9,14.6,,reedwi01
96,Don Adams,25,2TM,SF,74,,1874,5.1,13,0.391,2.8,3.5,0.788,8.5,2.2,4.4,13,,adamsdo01
97,Don Adams,25,ATL,SF,4,,76,3.8,18,0.211,3.3,3.8,0.875,10.4,2.4,5.2,10.9,,adamsdo01
98,Don Adams,25,DET,SF,70,,1798,5.1,12.8,0.402,2.8,3.5,0.784,8.4,2.2,4.4,13.1,,adamsdo01
99,George Trapp,24,ATL,PF,77,,1853,7,16,0.436,2.9,3.8,0.773,8.8,2.5,5.3,16.9,,trappge01
100,Rick Adelman,26,POR,PG,76,,1822,4.2,10.4,0.408,1.4,2,0.716,3.1,5.8,3.1,9.9,,adelmri01
101,Dick Garrett,26,BUF,SG,78,,1805,6.8,16.2,0.419,1.9,2.2,0.873,4.2,4.3,4.3,15.5,,garredi01
102,Calvin Murphy,24,HOU,PG,77,,1697,8.1,17.4,0.465,5.1,5.7,0.888,3.2,5.6,4.5,21.2,,murphca01
103,Cliff Meely,25,HOU,PF,82,,1694,5.7,14,0.408,2,2.9,0.672,10.5,1.9,5.6,13.3,,meelycl01
104,Dennis Awtrey,24,2TM,C,82,34,1687,3.1,6.5,0.479,1.8,3.3,0.562,9.5,4.8,5,8.1,,awtrede01
105,Dennis Awtrey,24,PHI,C,3,2,37,2.9,6.8,0.429,1,3.9,0.25,13.6,1.9,7.8,6.8,,awtrede01
106,Dennis Awtrey,24,CHI,C,79,32,1650,3.1,6.5,0.48,1.9,3.3,0.57,9.4,4.8,4.9,8.1,,awtrede01
107,John Mengelt,23,2TM,SG,79,,1647,7,14.2,0.492,2.8,3.5,0.794,4,3.3,3.2,16.8,,mengejo01
108,John Mengelt,23,KCO,SG,12,,212,4.4,11.5,0.382,1.9,3.2,0.579,3.7,4.2,4.1,10.7,,mengejo01
109,John Mengelt,23,DET,SG,67,,1435,7.4,14.6,0.504,2.9,3.5,0.823,4,3.2,3.1,17.7,,mengejo01
110,Ron Riley,22,KCO,PF,74,,1634,6,14,0.431,1.7,2.6,0.681,11.2,1.7,5,13.8,,rileyro01
111,John Brisker,25,SEA,SF,70,,1633,7.8,17.8,0.435,4.3,5.2,0.822,7,3.3,3.7,19.8,,briskjo01
112,Greg Smith,26,2TM,SF,76,,1610,5.2,10.8,0.482,1.7,2.9,0.586,8.6,2.7,4.9,12.1,,smithgr01
113,Greg Smith,26,HOU,SF,4,,41,4.4,14,0.313,0,0,,7,4.4,7,8.8,,smithgr01
114,Greg Smith,26,POR,SF,72,,1569,5.3,10.8,0.488,1.7,2.9,0.586,8.6,2.7,4.8,12.2,,smithgr01
115,Stu Lantz,26,DET,SG,51,,1603,4.2,10.2,0.407,2.7,3.4,0.8,3.9,3.1,2.6,11,,lantzst01
116,Clem Haskins,29,PHO,SG,77,,1581,7.7,16.6,0.464,3,3.6,0.833,3.9,4.6,3.3,18.4,,haskicl01
117,Gar Heard,24,2TM,PF,81,9,1552,8.1,19.1,0.425,2.7,4.1,0.652,10.5,1.4,4,18.9,,heardga01
118,Gar Heard,24,SEA,PF,3,,17,8.5,19.1,0.444,2.1,2.1,1,12.7,4.2,8.5,19.1,,heardga01
119,Gar Heard,24,CHI,PF,78,9,1535,8.1,19.1,0.425,2.7,4.2,0.65,10.5,1.4,3.9,18.9,,heardga01
120,John Hummer,24,BUF,PF,66,,1546,4.8,10.8,0.444,2.7,4.8,0.561,7.5,3.2,4.3,12.3,,hummejo01
121,Chris Ford,24,DET,SG,74,,1537,4.9,10.2,0.479,1.4,2.2,0.645,6.2,4.5,3.1,11.1,ROY-3,fordch01
122,Archie Clark,31,BAL,PG,39,,1477,7.4,14.5,0.507,2.7,3.3,0.81,3.1,6.7,2.7,17.4,,clarkar01
123,Clyde Lee,28,GSW,PF,66,,1476,4.1,8.9,0.466,1.8,3.2,0.565,14.6,0.8,4.5,10.1,,leecl01
124,Howard Komives,31,BUF,PG,67,,1468,4,10.5,0.38,2.1,2.4,0.867,2.9,5.9,3.8,10.1,,komivho01
125,Fred Foster,26,DET,SF,63,,1460,6,15.5,0.388,1.5,2.1,0.701,4.5,2.3,3.7,13.5,,fostefr01
126,Dean Meminger,24,NYK,SG,80,8,1453,4.7,9,0.515,2,3.2,0.628,5.7,3.3,2.7,11.3,,meminde01
127,Don Nelson,32,BOS,SF,72,,1425,7.8,16.4,0.476,4,4.7,0.846,8,2.6,3.9,19.6,,nelsodo01
128,Charlie Davis,23,2TM,SG,75,,1419,6.7,16,0.417,3.3,4.3,0.774,2.9,4.7,4.9,16.6,,davisch01
129,Charlie Davis,23,CLE,SG,6,,86,8.4,17.2,0.488,1.7,2.9,0.571,2.1,4.2,8.4,18.4,,davisch01
130,Charlie Davis,23,POR,SG,69,,1333,6.6,15.9,0.412,3.4,4.3,0.783,3,4.7,4.7,16.5,,davisch01
131,Butch Beard,25,SEA,PG,73,,1403,4.9,11.2,0.439,2.6,3.6,0.714,4.5,6.3,3.6,12.4,,beardbu01
132,Phil Jackson,27,NYK,PF,80,4,1393,6.3,14.3,0.443,4,5,0.79,8.9,2.4,5.6,16.6,,jacksph01
133,Jim Cleamons,23,CLE,PG,80,,1392,5,10.9,0.454,1.9,2.6,0.743,4.3,5.3,2.8,11.9,,cleamji01
134,Cornell Warner,24,2TM,C,72,,1370,4.6,11.1,0.413,1.6,2.4,0.656,13.7,1.9,4.7,10.7,,warneco01
135,Cornell Warner,24,BUF,C,4,,47,6.1,13,0.471,0.8,1.5,0.5,11.5,4.6,4.6,13,,warneco01
136,Cornell Warner,24,CLE,C,68,,1323,4.5,11,0.411,1.6,2.4,0.659,13.8,1.8,4.7,10.6,,warneco01
137,Bill Hewitt,28,BUF,PF,73,,1332,4.1,9.8,0.418,1.1,2,0.554,9.9,3,4.2,9.3,,hewitbi01
138,Larry Steele,23,POR,SG,66,,1301,4.4,9.1,0.483,2,2.5,0.798,4.3,4.3,5,10.8,,steella01
139,Willie Norwood,25,DET,SF,79,,1282,7,14.2,0.494,4.3,6.3,0.684,9.1,1.6,5.1,18.3,,norwowi01
140,Johnny Green,39,KCO,PF,66,,1245,5.5,9.2,0.599,2.6,3.8,0.679,10.4,1.7,5.3,13.6,,greenjo01
141,Don Kojis,34,KCO,SF,77,,1240,8,16.7,0.48,3.1,4,0.774,5.7,2.3,3.7,19.1,,kojisdo01
142,Bud Stallworth,23,SEA,SF,77,,1225,5.8,15.3,0.379,2.5,3.4,0.754,6.6,1.7,4.1,14.2,ROY-5,stallbu01
143,Dave Stallworth,31,BAL,SF,73,,1217,5.3,12.9,0.414,2.3,3,0.772,7,3.3,4.1,13,,stallda01
144,Kevin Porter,22,BAL,PG,71,,1217,6.1,13.3,0.455,1.8,3,0.614,2.1,7,6.1,14,,porteke01
145,Kenny McIntosh,24,2TM,SF,59,0,1138,3.6,10.8,0.337,1.3,2.1,0.597,7.3,1.7,3.2,8.5,,mcintke01
146,Kenny McIntosh,24,CHI,SF,3,0,33,8.7,14.2,0.615,0,2.2,0,9.8,1.1,4.4,17.5,,mcintke01
147,Kenny McIntosh,24,SEA,SF,56,,1105,3.5,10.7,0.326,1.3,2.1,0.615,7.2,1.7,3.2,8.3,,mcintke01
148,Dale Schlueter,27,PHI,C,78,10,1136,5.3,10,0.524,2.7,3.9,0.699,11.2,3.3,5.3,13.2,,schluda01
149,Barry Clemens,29,CLE,SF,72,,1119,6.7,13,0.516,1.7,2.2,0.779,6.8,3.7,4.4,15.2,,clemeba01
150,Jim McDaniels,24,SEA,C,68,,1095,5.1,12.7,0.399,2.3,3.3,0.7,11.3,2.6,4.6,12.4,,mcdanji01
151,Bingo Smith,26,CLE,SG,73,,1068,9,20.3,0.444,2.2,2.7,0.79,6.7,3.6,2.7,20.2,,smithbi02
152,Lee Winfield,25,SEA,PG,53,,1061,4.9,11.3,0.431,2.1,3.7,0.574,4.3,6.3,3.1,11.8,,winfile01
153,Joe Ellis,28,GSW,PF,74,,1054,6.8,16.6,0.409,2.4,3.2,0.742,9.6,3,4.9,16,,ellisjo01
154,Steve Bracey,22,ATL,PG,70,,1050,6.6,13.5,0.486,2.5,3.8,0.664,3.7,4.3,4.3,15.7,,bracest01
155,Mickey Davis,22,MIL,SF,74,,1046,5.2,11.9,0.438,2.6,3.2,0.826,7.8,2.5,4.1,13.1,,davismi02
156,Ron Williams,28,GSW,PG,73,,1016,6.4,14.5,0.44,2.7,2.9,0.904,2.9,4,3.8,15.4,,williro01
157,LaRue Martin,22,POR,C,77,,996,5.2,13.2,0.396,1.8,2.8,0.649,12.9,1.5,5.9,12.3,,martila01
158,Stan Love,23,BAL,PF,72,,995,6.9,15.8,0.436,2.9,3.6,0.79,10.9,1.7,6.3,16.6,,lovest01
159,Mo Layton,24,PHO,SG,65,,990,6.8,15.8,0.431,3.3,4.3,0.756,2.8,5.1,4.6,16.9,,laytomo01
160,Art Williams,33,BOS,PG,81,,974,4.1,9.6,0.421,1.6,2.1,0.768,6.7,8.7,5,9.7,,williar01
161,Terry Dischinger,32,POR,SF,63,,970,6,12.5,0.476,2.4,3.6,0.667,7.1,3.8,4.6,14.3,,dischte01
162,Terry Driscoll,25,2TM,C,60,,964,5.2,12.2,0.428,1.6,2.3,0.694,11.2,2.1,5.4,12.1,,driscte01
163,Terry Driscoll,25,BAL,PF,1,,5,0,7.2,0,0,0,,21.6,0,7.2,0,,driscte01
164,Terry Driscoll,25,MIL,C,59,,959,5.3,12.2,0.429,1.6,2.3,0.694,11.1,2.1,5.4,12.1,,driscte01
165,Kevin Loughery,32,PHI,SG,32,21,955,6.4,16.1,0.396,4,4.9,0.823,4.3,5.6,3.9,16.8,,loughke01
166,Happy Hairston,30,LAL,PF,28,,939,6.1,12.6,0.482,5.4,6.8,0.787,14.2,2.6,3,17.5,,hairsha01
167,Joby Wright,22,SEA,PF,77,,931,5.1,10.7,0.478,1.4,3.4,0.416,8.4,1.4,6.3,11.7,,wrighjo01
168,Don May,27,2TM,SF,58,0,919,7.4,16.6,0.446,2.9,3.6,0.806,8.2,2.5,5.3,17.7,,maydo01
169,Don May,27,ATL,SF,32,,317,6.9,15.2,0.455,2.5,3.5,0.71,7.6,2.4,6.2,16.4,,maydo01
170,Don May,27,PHI,SF,26,0,602,7.7,17.3,0.441,3.2,3.7,0.855,8.6,2.6,4.8,18.5,,maydo01
171,Zaid Abdul-Aziz,26,HOU,C,48,,900,6,15,0.397,4.8,6.5,0.735,12.2,2.1,4.3,16.7,,abdulza01
172,John Trapp,27,2TM,SF,44,11,889,6.9,17,0.407,3.6,4.9,0.738,8.1,2,6.1,17.5,,trappjo01
173,John Trapp,27,LAL,SF,5,,35,3.1,12.3,0.25,7.2,10.3,0.7,14.4,2.1,10.3,13.4,,trappjo01
174,John Trapp,27,PHI,SF,39,11,854,7.1,17.2,0.412,3.5,4.7,0.741,7.8,2,5.9,17.7,,trappjo01
175,Charles Johnson,23,GSW,SG,70,,887,6.9,16.2,0.428,1.3,1.9,0.717,5.4,4.8,4.3,15.2,,johnsch01
176,Hal Greer,36,PHI,PG,38,17,848,3.9,9.8,0.392,1.4,1.7,0.821,4.5,4.7,3.2,9.1,,greerha01
177,Jim Price,23,LAL,PG,59,,828,6.9,15.6,0.44,2.6,3.2,0.822,5,4.2,5.2,16.3,ROY-4,priceji01
178,Pat Riley,27,LAL,SG,55,,801,7.5,17.5,0.428,2.9,3.7,0.793,2.9,3.6,5.7,17.9,,rileypa01
179,Jeff Halliburton,23,2TM,SG,55,0,787,7.9,18.1,0.434,3.2,4,0.807,4.9,4.4,4.9,19,,hallije01
180,Jeff Halliburton,23,ATL,SG,24,,238,7.6,17.5,0.431,3.2,3.3,0.955,3.9,4.2,4.4,18.3,,hallije01
181,Jeff Halliburton,23,PHI,SG,31,0,549,8,18.4,0.436,3.3,4.3,0.758,5.4,4.5,5.1,19.3,,hallije01
182,Jim King,31,CHI,SG,65,1,785,5.3,12.1,0.441,2,2.4,0.846,3.5,3.7,3.5,12.7,,kingji01
183,Jim Davis,31,DET,C,73,,771,6.1,12,0.51,3.4,5.3,0.632,12.2,2.6,5.9,15.6,,davisji01
184,Walt Hazzard,30,2TM,PG,55,,763,5,12.1,0.418,2.2,2.7,0.825,4.2,6.1,5.2,12.3,,abdulma01
185,Walt Hazzard,30,BUF,PG,9,,134,6.7,16.1,0.417,0.8,1.6,0.5,2.7,4.6,5.1,14.2,,abdulma01
186,Walt Hazzard,30,GSW,PG,46,,629,4.7,11.2,0.418,2.5,2.9,0.863,4.5,6.4,5.2,11.9,,abdulma01
187,Steve Kuberski,25,BOS,SF,78,,762,6.6,16.4,0.403,3.1,4,0.774,9.3,1.2,4.3,16.3,,kuberst01
188,Bob Christian,26,ATL,C,55,,759,4,7.4,0.548,2.8,3.7,0.759,14.5,2.2,5.3,10.9,,chrisbo01
189,Dave Sorenson,24,2TM,PF,58,0,755,5.9,14,0.423,3.1,4.3,0.711,10,1.7,5.1,14.9,,sorenda01
190,Dave Sorenson,24,CLE,PF,10,,129,3.1,12.6,0.244,1.4,3.1,0.455,10.3,1.4,4.5,7.5,,sorenda01
191,Dave Sorenson,24,PHI,PF,48,0,626,6.5,14.3,0.456,3.4,4.5,0.747,9.9,1.8,5.2,16.4,,sorenda01
192,Mike Price,24,PHI,SG,57,5,751,6,14.4,0.415,1.8,2.3,0.809,5.6,3.4,5.1,13.8,,pricemi01
193,Dick Gibbs,24,2TM,SF,67,,735,3.9,10.9,0.36,2.3,3.1,0.746,4.6,3,5.6,10.1,,gibbsdi01
194,Dick Gibbs,24,HOU,SF,1,,2,0,18,0,0,0,,0,18,18,0,,gibbsdi01
195,Dick Gibbs,24,KCO,SF,66,,733,3.9,10.9,0.362,2.3,3.1,0.746,4.6,3,5.5,10.2,,gibbsdi01
