Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,LeBron James,33,CLE,PF,82,82,3026,10.2,18.8,0.542,1.8,4.8,0.367,8.4,14,0.603,0.59,4.6,6.3,0.731,1.2,7.3,8.4,8.9,1.4,0.8,4.1,1.6,26.8,MVP-2ASNBA1,jamesle01
2,Khris Middleton,26,MIL,SF,82,82,2982,7.2,15.4,0.466,1.8,4.9,0.359,5.4,10.4,0.517,0.524,3.9,4.4,0.884,0.5,4.6,5.2,4,1.4,0.3,2.3,3.3,19.9,,middlkh01
3,Andrew Wiggins,22,MIN,SF,82,82,2979,6.9,15.7,0.438,1.4,4.1,0.331,5.5,11.6,0.475,0.481,2.4,3.8,0.643,1,3.3,4.3,1.9,1.1,0.6,1.7,2,17.5,,wiggian01
4,Bradley Beal,24,WAS,SG,82,82,2977,8.3,17.9,0.46,2.4,6.4,0.375,5.9,11.5,0.507,0.527,3.5,4.5,0.791,0.7,3.7,4.4,4.5,1.2,0.4,2.6,1.9,22.5,AS,bealbr01
5,Jrue Holiday,27,NOP,SG,81,81,2927,7.6,15.3,0.494,1.5,4.4,0.337,6.1,10.9,0.557,0.543,2.3,2.9,0.786,0.8,3.7,4.5,6,1.5,0.8,2.6,2.5,18.9,DPOY-7,holidjr01
6,CJ McCollum,26,POR,SG,81,81,2923,8.2,18.5,0.443,2.3,5.9,0.397,5.9,12.7,0.465,0.506,2.6,3.1,0.836,0.7,3.3,4,3.3,0.9,0.4,1.9,2.1,21.3,,mccolcj01
7,Karl-Anthony Towns,22,MIN,C,82,82,2918,7.9,14.5,0.545,1.5,3.5,0.421,6.4,10.9,0.585,0.596,4.3,5,0.858,2.9,9.5,12.5,2.5,0.8,1.4,2,3.5,21.5,ASNBA3,townska01
8,Russell Westbrook,29,OKC,PG,80,80,2914,9.4,20.8,0.449,1.2,4,0.298,8.2,16.8,0.485,0.477,5.2,7,0.737,1.9,8.1,9.9,10.1,1.8,0.2,4.7,2.5,25.1,MVP-5ASNBA2,westbru01
9,Paul George,27,OKC,SF,79,79,2891,7.2,16.7,0.43,3,7.6,0.401,4.1,9.1,0.454,0.521,4.2,5.1,0.822,0.9,4.7,5.6,3.3,2,0.5,2.6,2.9,21.6,DPOY-4ASNBA3,georgpa01
10,Giannis Antetokounmpo,23,MIL,PF,75,75,2756,9.7,18.3,0.529,0.6,1.8,0.307,9.1,16.5,0.554,0.545,6.4,8.4,0.76,2,7.8,9.8,4.7,1.4,1.4,2.9,3,26.3,MVP-6ASNBA2,antetgi01
11,Kemba Walker,27,CHO,PG,80,80,2736,7.7,17.9,0.431,3,7.9,0.384,4.7,10,0.469,0.516,4.8,5.5,0.864,0.4,2.8,3.3,5.8,1.2,0.3,2.4,1.3,23.3,AS,walkeke02
12,Ben Simmons,21,PHI,PG,81,81,2732,7.2,13.2,0.545,0,0.1,0,7.2,13,0.551,0.545,2.5,4.5,0.56,1.9,6.8,8.7,8.7,1.8,0.9,3.7,2.8,16.9,ROY-1,simmobe01
13,Anthony Davis,24,NOP,PF,75,75,2727,10.3,19.3,0.534,0.7,2.1,0.34,9.6,17.2,0.558,0.552,6.5,7.9,0.828,2.5,8.5,11,2.3,1.5,2.5,2.1,2.1,27.9,MVP-3DPOY-3ASNBA1,davisan02
14,Taj Gibson,32,MIN,PF,82,82,2726,5.6,9.7,0.577,0.1,0.5,0.2,5.5,9.3,0.595,0.581,1.9,2.4,0.768,2.6,5.2,7.7,1.3,0.8,0.8,1.2,2.9,13.2,,gibsota01
15,DeMar DeRozan,28,TOR,SG,80,80,2711,8.6,18.8,0.456,1.2,3.8,0.31,7.4,15,0.494,0.488,6.1,7.4,0.825,0.8,3.4,4.2,5.5,1.1,0.3,2.3,2,24.4,MVP-8ASNBA2,derozde01
16,Josh Richardson,24,MIA,SF,81,81,2689,5.3,11.8,0.451,1.7,4.5,0.378,3.6,7.3,0.495,0.523,1.6,1.9,0.845,0.9,2.9,3.8,3.1,1.6,1,1.9,2.7,14,,richajo01
17,Will Barton,27,DEN,SG,81,40,2683,6.2,13.8,0.452,2.1,5.7,0.37,4.1,8.1,0.51,0.528,2.4,3,0.805,0.9,4.5,5.5,4.4,1.1,0.7,2,2.3,17,6MOY-4,bartowi01
18,Damian Lillard,27,POR,PG,73,73,2670,8.4,19.1,0.439,3.1,8.5,0.361,5.3,10.6,0.501,0.519,6.6,7.3,0.916,0.8,3.5,4.4,6.5,1,0.4,2.8,1.6,26.5,MVP-4ASNBA1,lillada01
19,Tobias Harris,25,2TM,PF,80,80,2668,7.6,16.5,0.46,2.5,6,0.411,5.1,10.5,0.488,0.535,2.4,2.9,0.829,0.8,5.1,5.9,2.6,1,0.5,1.4,2.2,20.1,,harrito02
20,Tobias Harris,25,DET,PF,48,48,1563,7.4,16.3,0.451,2.6,6.4,0.409,4.8,10,0.478,0.531,2.6,3.1,0.846,0.8,4.8,5.6,2.2,0.8,0.3,1.2,2.1,20,,harrito02
21,Tobias Harris,25,LAC,PF,32,32,1105,7.9,16.7,0.473,2.3,5.5,0.414,5.6,11.2,0.501,0.541,2.1,2.6,0.8,0.7,5.6,6.3,3.2,1.2,0.7,1.8,2.4,20.1,,harrito02
22,Donovan Mitchell,21,UTA,SG,79,71,2638,8.1,18.6,0.437,2.6,7.5,0.34,5.6,11.1,0.502,0.506,3.3,4.1,0.805,0.7,3.3,4,4,1.6,0.4,2.9,2.9,22.1,ROY-2,mitchdo01
23,Harrison Barnes,25,DAL,PF,77,77,2634,7.3,16.5,0.445,1.6,4.6,0.357,5.7,12,0.478,0.494,3.5,4.3,0.827,1.1,5.3,6.4,2.1,0.7,0.2,1.6,1.3,19.8,,barneha02
24,Andre Drummond,24,DET,C,78,78,2625,6.4,12.1,0.529,0,0.2,0,6.4,11.9,0.536,0.529,3.3,5.4,0.605,5.5,11.6,17.1,3.3,1.6,1.7,2.7,3.4,16.1,DPOY-15AS,drumman01
25,Thaddeus Young,29,IND,PF,81,81,2607,5.8,11.9,0.487,0.8,2.5,0.32,5,9.4,0.531,0.521,0.8,1.3,0.598,2.5,4.5,7.1,2.1,1.9,0.5,1.4,2.4,13.2,,youngth01
26,Lou Williams,31,LAC,SG,79,19,2589,8.1,18.6,0.435,2.6,7.2,0.359,5.5,11.4,0.484,0.505,6,6.8,0.88,0.6,2.2,2.8,5.8,1.2,0.3,3.3,1.5,24.8,6MOY-1,willilo02
27,E'Twaun Moore,28,NOP,SG,82,80,2586,5.9,11.6,0.508,1.8,4.2,0.425,4.1,7.4,0.556,0.585,0.7,0.9,0.706,0.8,2.5,3.3,2.6,1.1,0.2,1.4,2.5,14.2,,mooreet01
28,Joe Ingles,30,UTA,SF,82,81,2578,4.7,10,0.467,2.8,6.5,0.44,1.8,3.5,0.516,0.609,0.9,1.2,0.795,0.3,4.5,4.8,5.5,1.3,0.3,2.2,2.5,13.1,,inglejo01
29,Jamal Murray,20,DEN,PG,81,80,2565,6.7,14.9,0.451,2.3,6.1,0.378,4.4,8.8,0.502,0.529,3.2,3.6,0.905,1.2,3,4.2,3.8,1.1,0.4,2.4,2.4,19,,murraja01
