Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
17,Cliff Hagan,29,STL,SF,77,2701,8.8,19.9,0.444,5.1,6.2,0.82,9.5,5.1,3.8,22.7,MVP-14AS,hagancl01
18,Red Kerr,28,SYR,C,79,2676,5.6,14.2,0.397,2.9,4,0.729,12.8,2.7,3.1,14.2,,kerrre01
19,Bucky Bockhorn,27,CIN,SG,79,2669,5.7,14.3,0.397,2.1,2.8,0.731,5.9,4.6,3.8,13.4,,bockhbu01
20,Rudy LaRusso,23,LAL,PF,79,2593,5.8,13.8,0.419,4.5,5.7,0.79,10.8,1.9,3.9,16,,larusru01
21,Johnny McCarthy,26,STL,PG,79,2519,3.8,10.7,0.357,1.7,3.2,0.54,4.6,6.1,3.9,9.3,,mccarjo01
22,Bob Cousy,32,BOS,PG,76,2468,7.5,20.2,0.371,5.1,6.6,0.779,4.8,8.6,2.9,20.1,MVP-6ASNBA1,cousybo01
23,Tom Heinsohn,26,BOS,PF,74,2256,10,25,0.4,5.2,6.8,0.767,11.7,2.3,4.1,25.2,MVP-7ASNBA2,heinsto01
24,Dick Garmaker,28,NYK,PG,71,2238,6.7,15.2,0.44,4.4,5.8,0.768,4.5,3.5,3.9,17.8,,garmadi01
25,Wayne Embry,23,CIN,C,79,2233,7.4,16.4,0.451,3.6,5.3,0.668,13.9,2,4.6,18.3,AS,embrywa01
26,Hot Rod Hundley,26,LAL,PG,79,2179,5.3,15.2,0.351,3.7,4.9,0.753,4.8,5.8,2.4,14.4,AS,hundlho01
27,Don Ohl,24,DET,SG,79,2172,7.1,18,0.394,3.3,4.6,0.719,4.2,4.4,3.7,17.5,,ohldo01
28,Larry Costello,29,SYR,PG,75,2167,6.8,14,0.482,4.5,5.6,0.799,4.9,6.9,4.8,18,ASNBA2,costela01
29,Frank Selvy,28,LAL,SG,77,2153,5.2,12.8,0.405,3.5,4.7,0.753,5,4.1,3.7,13.9,,selvyfr01
30,Clyde Lovellette,31,STL,C,67,2111,10.2,22.5,0.453,4.7,5.6,0.83,11.5,2.9,4.2,25.1,MVP-13AS,lovelcl01
31,Dave Gambee,23,SYR,SF,79,2090,6.8,16.3,0.419,5,6.1,0.827,10,1.7,4.8,18.7,,gambeda01
32,Dick Barnett,24,SYR,SG,78,2070,9.4,20.8,0.452,4.2,5.9,0.712,4.9,3.8,2.9,23,,barnedi01
33,Phil Jordon,27,2TM,C,79,2064,6.3,16.3,0.386,3.6,5,0.718,11.8,3.2,4.8,16.2,,jordoph01
34,Phil Jordon,27,CIN,C,48,1140,6.4,16.1,0.395,3.7,5.1,0.731,13.4,3.4,4.7,16.5,,jordoph01
35,Phil Jordon,27,NYK,C,31,924,6.2,16.4,0.374,3.5,4.9,0.701,9.7,2.9,4.8,15.8,,jordoph01
36,Walter Dukes,30,DET,C,73,2044,5,12.4,0.405,4.9,7,0.703,18.1,2.4,5.5,15,AS,dukeswa01
37,Sam Jones,27,BOS,SG,78,2028,8.5,19,0.449,3.7,4.8,0.787,7.5,3.9,2.6,20.8,,jonessa01
38,Frank Ramsey,29,BOS,SG,79,2019,8,19.6,0.407,5.3,6.3,0.833,7.7,2.6,5.1,21.2,,ramsefr01
39,Andy Johnson,28,PHW,PF,79,2000,5.4,15,0.359,2.8,5,0.571,6.2,3.7,4.5,13.6,,johnsan01
40,Si Green,27,STL,SG,76,1968,4.8,13.1,0.366,3.2,4.5,0.704,7,4.7,4.3,12.8,,greensi01
41,Lenny Wilkens,23,STL,PG,75,1898,6.3,14.9,0.425,4.1,5.7,0.713,6.4,4,4.1,16.7,,wilkele01
42,Tom Hawkins,24,LAL,SF,78,1846,6,14,0.431,2.7,4.6,0.596,9.3,1.7,4.1,14.8,,hawkito01
43,Johnny Green,27,NYK,PF,78,1784,6.6,15.3,0.43,2.9,5.6,0.522,16.9,2,3.9,16.1,,greenjo01
44,George Lee,24,DET,SF,74,1735,6.4,16.1,0.399,5.7,8.2,0.701,10.2,1.8,3.3,18.6,,leege01
45,Bob Ferry,23,DET,C,79,1657,7.6,16.9,0.451,4.1,5.5,0.741,10.9,2.8,4.5,19.3,,ferrybo01
46,Jim Krebs,25,LAL,C,75,1655,5.9,15.1,0.392,1.6,2,0.806,9.9,1.5,4.9,13.4,,krebsji01
47,Chuck Noble,29,DET,SG,75,1655,4.3,12.3,0.346,1.8,2.5,0.713,3.9,6.2,4.2,10.3,,noblech01
48,Barney Cable,25,SYR,SF,75,1642,5.8,12.6,0.463,1.6,2.4,0.676,10.3,1.9,5.4,13.3,,cableba01
49,Shellie McMillon,24,DET,SF,78,1636,7.1,16.5,0.428,3.1,4.4,0.697,10.7,2.2,5.2,17.3,,mcmilsh01
50,K.C. Jones,28,BOS,PG,78,1605,4.6,13.5,0.338,4.2,6.3,0.664,6.3,5.7,4.3,13.3,,joneskc01
51,Bob Boozer,23,CIN,PF,79,1573,5.7,13.8,0.415,3.8,5.7,0.672,11.2,2.5,4.4,15.2,,boozebo01
52,Al Attles,24,PHW,PG,77,1544,5.2,12.7,0.409,2.3,3.8,0.599,5,4.1,5.5,12.6,,attleal01
53,Bill Sharman,34,BOS,SG,61,1538,9,21.3,0.422,4.9,5.3,0.921,5.2,3.4,3,22.8,,sharmbi01
54,Ray Felix,30,LAL,C,78,1510,4.5,12.1,0.372,3.2,4.6,0.699,12.9,0.9,7.2,12.2,,felixra01
55,Woody Sauldsberry,26,STL,PF,69,1491,5.6,18.5,0.299,1.4,2.4,0.56,11.9,1.8,4.8,12.5,,sauldwo01
56,Charlie Tyra,25,NYK,PF,59,1404,5.1,14.1,0.362,3.1,4.4,0.694,10.1,2.1,4.2,13.3,,tyrach01
57,Kenny Sears,27,NYK,SF,52,1396,6.2,14.6,0.424,6.9,8.4,0.825,7.6,2.6,4.3,19.3,MVP-16,searske01
58,Bob McNeill,22,NYK,PG,75,1387,4.3,11.1,0.389,2.7,3.3,0.833,3.2,6.2,3.8,11.3,,mcneibo01
59,Mike Farmer,24,2TM,SF,59,1301,5,12.8,0.39,1.9,2.6,0.734,10.5,2.2,3.6,11.9,,farmemi01
60,Mike Farmer,24,NYK,SF,2,6,0,6,0,0,0,,12,0,12,0,,farmemi01
61,Mike Farmer,24,CIN,SF,57,1295,5,12.8,0.391,1.9,2.6,0.734,10.5,2.3,3.6,11.9,,farmemi01
62,Ed Conlin,27,PHW,SF,77,1294,6,16.7,0.361,2.9,3.9,0.748,7.3,3.4,4.3,14.9,,conlied01
63,Gene Conley,30,BOS,PF,75,1242,5.3,14.3,0.37,3.1,4.4,0.693,15.9,1.2,8,13.7,,conlege01
64,Hub Reed,24,CIN,C,75,1216,4.6,10.8,0.429,2.5,3.6,0.697,10.9,2,5.9,11.8,,reedhu01
65,Ralph Davis,22,CIN,SG,73,1210,5.4,13.4,0.401,1,1.5,0.654,2.6,5.3,3.8,11.8,,davisra01
66,Larry Foust,32,STL,C,68,1208,5.8,14.6,0.397,4.9,6.2,0.788,11.6,2.3,5.5,16.5,,foustla01
67,Jim Loscutoff,30,BOS,SF,76,1153,4.5,14.9,0.301,1.5,2.4,0.645,9.1,0.8,7.4,10.5,,loscuji01
68,Swede Halbrook,28,SYR,C,79,1131,4.9,14.7,0.335,2.4,4.5,0.543,17.5,1,8.3,12.3,,halbrsw01
69,Tom Sanders,22,BOS,SF,68,1084,4.9,11.7,0.42,2.2,3.3,0.67,12.8,1.5,4.4,12.1,,sandeto01
70,Dave Budd,22,NYK,SF,61,1075,5.2,12.1,0.432,2.9,4.5,0.649,9.9,1.5,5.7,13.4,,buddda01
71,Al Ferrari,27,STL,SG,63,1031,4.1,11.5,0.357,3.3,4.1,0.819,4,5,5.5,11.5,,ferraal01
72,Joe Graboski,31,PHW,PF,68,1011,6,18.1,0.333,4.5,6.5,0.694,9.3,2.6,5.3,16.6,,grabojo01
73,Jackie Moreland,22,DET,PF,64,1003,6.9,17.1,0.4,3.1,4.7,0.652,11.3,1.9,6.2,16.8,,morelja01
74,Darrall Imhoff,22,NYK,C,62,994,4.4,11.2,0.394,1.8,3.5,0.51,10.7,1.8,5.2,10.6,,imhofda01
75,Larry Staverman,24,CIN,PF,66,944,4.2,9.5,0.446,3,3.5,0.849,10.9,3.3,6.3,11.5,,stavela01
76,Phil Rollins,27,3TM,,61,816,4.8,12.9,0.372,2.6,3.9,0.659,4.3,5.4,5.3,12.2,,rolliph01
77,Phil Rollins,27,STL,,7,71,4.6,10.1,0.45,0,2,0,1.5,5.6,7.1,9.1,,rolliph01
78,Phil Rollins,27,CIN,SG,14,86,4.2,13.4,0.313,2.1,2.9,0.714,3.8,4.6,5.4,10.5,,rolliph01
79,Phil Rollins,27,NYK,SG,40,659,4.9,13.2,0.373,2.9,4.2,0.688,4.6,5.5,5.1,12.7,,rolliph01
80,Joe Roberts,24,SYR,SF,68,800,5.9,15.8,0.37,2.8,4.7,0.596,10.9,1.9,5.6,14.5,,roberjo01
81,Fred LaCour,22,STL,SF,55,722,6.1,14.7,0.417,3.1,4.2,0.75,8.9,4.2,3.6,15.4,,lacoufr01
82,Win Wilfong,27,CIN,PG,62,717,5.3,15.3,0.348,3.6,4.5,0.809,7.4,4.4,6,14.3,,wilfowi01
83,Jim Palmer,27,NYK,C,55,688,6.5,16.2,0.403,2.3,3.4,0.677,9.4,1.6,6.7,15.4,,palmeji01
84,Al Bianchi,28,SYR,PG,52,667,6.4,18.5,0.345,3.2,4.7,0.69,5.7,5,7.4,16,,biancal01
85,Vern Hatton,25,PHW,SG,54,610,5.7,17.9,0.319,2.7,3.3,0.821,5.4,3.5,3.5,14.2,,hattove01
86,Slick Leonard,28,LAL,PG,55,600,3.7,12.4,0.295,4.3,6,0.71,4.2,4.9,4.2,11.6,,leonasl01
87,Willie Jones,24,DET,PG,35,452,6.2,17.2,0.361,3.2,5,0.635,7.5,5,7.2,15.6,,joneswi01
88,Howie Jolliff,22,LAL,PF,46,352,4.7,14.4,0.326,1.1,2.4,0.478,14.4,1.6,5.4,10.5,,jolifho01
89,Archie Dees,24,DET,C,28,308,6.2,15.8,0.393,4.6,5.5,0.83,11,2,5.8,16.9,,deesar01
90,Jack George,32,NYK,PG,16,268,4.2,12.5,0.333,2.7,4,0.667,4.3,5.2,5,11,,georgja01
91,Dave Piontek,26,STL,SF,29,254,6.7,13.6,0.49,2.3,4.4,0.516,9.6,2.7,4.4,15.6,,piontda01
92,Joe Ruklick,22,PHW,PF,29,223,6.9,19.4,0.358,1.3,2.1,0.615,10,1.6,6.1,15.2,,ruklijo01
93,Carl Braun,33,NYK,PG,15,218,6.1,13,0.468,1.8,2.3,0.786,5.1,7.9,4.8,14,,braunca01
94,Gene Guarilia,23,BOS,SF,25,209,6.5,16.2,0.404,0.5,1.7,0.3,12.2,0.9,4.8,13.6,,guarige01
95,Gary Alcorn,24,LAL,C,20,174,2.5,8.3,0.3,1.4,1.7,0.875,10.3,0.4,9.7,6.4,,alcorga01
96,Ron Johnson,22,2TM,,14,103,4.5,15,0.302,3.8,5.9,0.647,10.1,0.7,3.5,12.9,,johnsro01
97,Ron Johnson,22,DET,,6,60,6.6,18,0.367,5.4,8.4,0.643,8.4,0.6,3.6,18.6,,johnsro01
98,Ron Johnson,22,LAL,,8,43,1.7,10.9,0.154,1.7,2.5,0.667,12.6,0.8,3.3,5,,johnsro01
99,Ernie Beck,29,2TM,SG,10,82,4.4,12.7,0.345,2.6,3.1,0.857,10.1,6.6,4.4,11.4,,becker01
100,Ernie Beck,29,STL,SG,7,62,4.1,12.2,0.333,2.9,2.9,1,7,7.5,3.5,11,,becker01
101,Ernie Beck,29,SYR,SG,3,20,5.4,14.4,0.375,1.8,3.6,0.5,19.8,3.6,7.2,12.6,,becker01
102,Pickles Kennedy,22,PHW,,7,52,2.8,14.5,0.19,2.8,4.2,0.667,5.5,6.2,4.2,8.3,,kennepi01
103,Whitey Bell,28,NYK,PG,5,45,5.6,14.4,0.389,0.8,2.4,0.333,5.6,0.8,5.6,12,,bellwh01
104,Cal Ramsey,23,SYR,SF,2,27,2.7,14.7,0.182,2.7,5.3,0.5,9.3,4,9.3,8,,ramseca01
