Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
21,Vern Mikkelsen,24,MNL,PF,70,2465,5.5,12.7,0.435,4.2,5.7,0.752,9.6,2.2,4.2,15.3,ASNBA2,mikkeve01
22,Bill Tosheff,26,INO,PG,67,2459,3.7,11.5,0.323,3.7,4.6,0.806,3.4,3.6,3.6,11.1,,toshebi01
23,Red Rocha,29,SYR,C,69,2454,3.9,10.1,0.388,3.4,4.5,0.755,7.5,2,3.8,11.3,,rochare01
24,Jim Pollard,30,MNL,SF,66,2403,5,14,0.357,2.9,3.8,0.769,6.8,3.5,2.9,12.9,,pollaji01
25,George Senesky,30,PHW,PG,69,2336,2.5,7.5,0.33,1.4,2.3,0.637,3.9,4.1,2.6,6.4,,senesge01
26,Bill Sharman,26,BOS,SG,71,2333,6.2,14.3,0.436,5.3,6.2,0.85,4.4,2.9,3.7,17.7,ASNBA2,sharmbi01
27,Harry Gallatin,25,NYK,PF,70,2333,4.4,9.8,0.444,4.6,6.6,0.7,14.1,1.9,3.5,13.3,AS,gallaha01
28,Bob Lavoy,26,INO,PF,70,2327,3.5,8.7,0.402,2.6,3.7,0.694,8.2,2,4.2,9.6,,lavoybo01
29,Carl Braun,25,NYK,SG,70,2316,5,12.5,0.4,5.1,6.2,0.825,3.6,3.8,4.5,15.2,AS,braunca01
30,Larry Foust,24,FTW,C,67,2303,4.9,13.5,0.36,5.3,7.3,0.723,12,2.4,4.2,15,AS,foustla01
31,Don Barksdale,29,BLB,PF,65,2298,5,13,0.387,4,6.3,0.641,9.4,2.6,4.3,14.1,AS,barksdo01
32,Arnie Risen,28,ROC,C,68,2288,4.6,12.6,0.368,4.6,6.8,0.685,11.7,2.1,4.3,13.9,AS,risenar01
33,Don Henriksen,23,BLB,C,68,2263,3.2,7.6,0.419,2.8,4.5,0.626,8,2.1,3.8,9.1,,henrido01
34,Monk Meineke,22,FTW,PF,68,2250,3.8,10.1,0.381,3.9,5,0.783,7.5,2.4,5.3,11.6,ROY-1,meinemo01
35,George Ratkovicz,30,2TM,PF,71,2235,3.4,10,0.336,4.2,6,0.702,8.4,3.5,4.6,10.9,,ratkoge01
36,George Ratkovicz,30,BLB,PF,10,197,2.9,7.9,0.372,3.5,6.8,0.514,9.5,3.3,6,9.3,,ratkoge01
37,George Ratkovicz,30,MLH,PF,61,2038,3.4,10.2,0.333,4.3,5.9,0.723,8.3,3.5,4.5,11.1,,ratkoge01
38,Bob Davies,33,ROC,PG,66,2216,5.5,14.3,0.385,5.7,7.6,0.753,3.2,4.5,4.2,16.7,ASNBA2,daviebo01
39,Vince Boryla,25,NYK,SF,66,2200,4.2,11.2,0.37,2.7,3.3,0.821,3.8,2.7,3.7,11,,borylvi01
40,Bill Calhoun,25,2TM,SF,62,2148,3,8.9,0.337,3.5,4.9,0.723,4.6,2.6,2.3,9.6,,calhobi01
41,Bill Calhoun,25,SYR,,13,239,2.4,8.3,0.291,4.8,6.8,0.711,4.1,2.3,3,9.6,,calhobi01
42,Bill Calhoun,25,MLH,SF,49,1909,3.1,9,0.342,3.4,4.7,0.725,4.7,2.7,2.2,9.6,,calhobi01
43,Fred Scolari,30,2TM,PG,62,2123,4.7,13.7,0.342,4.7,5.5,0.844,3.5,4,3.6,14.1,AS,scolafr01
44,Fred Scolari,30,BLB,PG,46,1618,4.8,14.4,0.334,4.9,5.8,0.849,3.6,4.4,3.5,14.5,,scolafr01
45,Fred Scolari,30,FTW,PG,16,505,4.3,11.5,0.377,4,4.8,0.824,3.4,2.6,3.8,12.7,,scolafr01
46,Joe Fulks,31,PHW,PF,70,2085,5.7,16.6,0.346,2.9,4,0.727,6.7,2.4,5.5,14.4,,fulksjo01
47,Eddie Miller,21,2TM,C,70,2018,4.9,13.9,0.35,3.3,5.1,0.652,11.9,2.1,4.5,13.1,,milleed01
48,Eddie Miller,21,MLH,C,10,160,3.4,12.6,0.268,2,3.8,0.529,13.5,1.4,5.9,8.8,,milleed01
49,Eddie Miller,21,BLB,C,60,1858,5,14,0.356,3.4,5.2,0.659,11.8,2.1,4.3,13.4,,milleed01
50,Chuck Cooper,26,BOS,SF,70,1994,2.8,8.4,0.337,2.6,3.4,0.758,7.9,2,4.7,8.3,,coopech01
51,Arnie Johnson,32,ROC,SF,70,1984,2.5,6.7,0.379,5.5,7.3,0.748,7.6,2.8,5.1,10.6,,johnsar01
52,Bob Harris,25,BOS,SF,70,1971,3.5,8.4,0.418,2.4,4.1,0.588,8.9,1.7,4.3,9.4,,harribo01
53,Paul Hoffman,27,BLB,SG,69,1955,4.4,12.1,0.366,4.1,6.3,0.655,5.8,4.4,5.2,13,,hoffmpa01
54,Frankie Brian,29,FTW,SG,68,1910,4.6,13.2,0.351,4.4,5.6,0.795,2.5,2.7,3.9,13.7,,brianfr01
55,Bob Brannum,26,BOS,PF,71,1900,3.6,10.3,0.348,2.1,3.5,0.595,10.2,2.8,5.4,9.2,,brannbo01
56,Jim Baechtold,25,BLB,SF,64,1893,4.6,11.8,0.39,3.4,4.6,0.738,4.2,2.9,3.9,12.6,,baechji01
57,Earl Lloyd,24,SYR,SF,64,1806,3.1,9,0.344,3.2,4.6,0.693,8.9,1.3,4.8,9.4,,lloydea01
58,Pep Saul,28,MNL,SG,70,1796,3.7,9.4,0.397,2.8,4,0.71,2.8,2.2,3.5,10.3,,saulpe01
59,Don Lofgran,23,PHW,SF,64,1788,3.5,10.6,0.33,2.5,3.5,0.728,6.8,2.1,3.6,9.5,,lofgrdo01
60,Dick McGuire,27,NYK,PG,61,1783,2.9,7.5,0.381,3.1,5.4,0.569,5.7,6,3.5,8.8,,mcguidi01
61,Al Masino,24,MLH,PG,72,1773,2.7,8.1,0.335,2.6,4.1,0.627,3.6,3.2,5.1,8,,masinal01
62,Ernie Vandeweghe,24,NYK,SG,61,1745,5.6,12.9,0.435,3.9,5,0.766,7.1,3,5,15.1,,vandeer01
63,Connie Simmons,27,NYK,C,65,1707,5.1,13.4,0.377,5.3,7.2,0.732,9.7,2.7,5.3,15.4,,simmoco01
64,Jack McMahon,24,ROC,PG,70,1665,3.8,11.5,0.33,3.4,5.1,0.657,4,4,5.5,11,,mcmahja01
65,Bob Harrison,25,MNL,SG,70,1643,4.3,11.3,0.376,2.3,3.6,0.648,3.4,3.5,5.8,10.9,,harribo02
66,Dave Minor,30,2TM,PG,59,1610,3.4,9.4,0.367,2.2,3,0.742,5.6,2.9,4.7,9.1,,minorda01
67,Dave Minor,30,BLB,,19,301,4.1,11.4,0.358,2.4,3.1,0.769,4.9,2.8,4.2,10.5,,minorda01
68,Dave Minor,30,MLH,PG,40,1309,3.3,8.9,0.369,2.1,2.9,0.736,5.8,2.9,4.8,8.7,,minorda01
69,Stan Miasek,29,2TM,SF,65,1584,4,11.1,0.365,3.5,5.6,0.629,8.2,2.8,5.2,11.6,,miasest01
70,Stan Miasek,29,BLB,SF,25,835,4.2,10.4,0.405,3.8,5.4,0.69,8.6,3.1,4.5,12.2,,miasest01
71,Stan Miasek,29,MLH,SF,40,749,3.8,11.8,0.325,3.3,5.9,0.566,7.7,2.4,6,11,,miasest01
72,Dike Eddleman,30,FTW,SF,69,1571,5.5,15.7,0.351,3,5.4,0.561,5.4,2.4,5,14.1,,eddledi01
73,Johnny Payak,26,MLH,SG,68,1470,3.1,9.1,0.343,4.4,6.1,0.726,2.8,3.4,4.8,10.7,,payakjo01
74,Bob Donham,26,BOS,SG,71,1435,4.2,8.9,0.479,2.8,6,0.471,6,3.8,5.3,11.3,,donhabo01
75,Mel Payton,26,INO,SF,66,1424,4.4,12.3,0.357,3,4.1,0.745,7.9,2,3,11.8,,paytome01
76,Jack Kerris,28,2TM,PF,69,1424,2.4,6.5,0.363,2.2,3.5,0.629,7.5,3.9,4.2,6.9,,kerrija01
77,Jack Kerris,28,FTW,PF,52,982,2.2,6.6,0.33,2.2,3.6,0.616,7.6,4,4.3,6.6,,kerrija01
78,Jack Kerris,28,BLB,PF,17,442,2.8,6.3,0.442,2.2,3.3,0.659,7.2,3.9,3.9,7.7,,kerrija01
79,Ray Lumpp,29,2TM,PG,55,1422,4.8,12.8,0.372,3.9,5.2,0.743,3.6,4.3,4.5,13.4,,lumppra01
80,Ray Lumpp,29,NYK,,6,99,2.9,10.9,0.267,4.4,4.4,1,8,5.5,6.2,10.2,,lumppra01
81,Ray Lumpp,29,BLB,PG,49,1323,4.9,13,0.378,3.8,5.3,0.727,3.2,4.2,4.4,13.6,,lumppra01
82,Odie Spears,28,ROC,SF,62,1414,5,12.6,0.401,5.1,6.2,0.819,6.4,2.9,5.8,15.1,,spearod01
83,Don Boven,27,3TM,SF,67,1373,4,11.2,0.358,3.8,5.5,0.694,5.7,2.1,6,11.8,,bovendo01
84,Don Boven,27,MLH,SF,27,667,4.7,11.8,0.397,3.6,5.8,0.626,5.3,1.9,5.5,13,,bovendo01
85,Don Boven,27,BLB,SF,23,329,3.3,10.6,0.309,5,6.5,0.78,6.7,2.5,7.4,11.6,,bovendo01
86,Don Boven,27,FTW,SF,17,377,3.4,10.6,0.324,3.1,4.1,0.744,5.5,2,5.4,9.9,,bovendo01
87,Noble Jorgensen,27,SYR,C,70,1355,3.9,11.6,0.333,3.9,5.3,0.734,6.3,2,6.6,11.6,,jorgeno01
88,Bill Gabor,30,SYR,SG,69,1337,5.8,16.5,0.35,5.8,7.6,0.764,2.8,3.6,7.1,17.4,AS,gaborbi01
89,Alex Hannum,29,ROC,PF,68,1288,3.6,10.1,0.358,2.5,3.7,0.662,7.8,2.3,7.2,9.7,,hannual01
90,Nelson Bobb,28,PHW,PG,55,1286,3.3,8.9,0.374,2.9,4.5,0.648,4.4,5.4,4.5,9.6,,bobbne01
91,Al McGuire,24,NYK,PG,58,1231,3.3,8.4,0.39,3.7,5.9,0.637,4.9,4.2,6,10.3,,mcguial01
92,Gene Rhodes,25,INO,SG,65,1162,3.4,10.6,0.319,3.7,5.2,0.704,3,2.8,2.4,10.4,,rhodege01
93,Chuck Share,25,FTW,C,67,1044,3.1,8.8,0.358,5.9,8.1,0.735,12.9,2.6,7.3,12.2,,sharech01
94,Mark Workman,22,2TM,PF,65,1030,4.5,14.3,0.319,2.4,3.9,0.619,6.7,1.3,5.8,11.5,,workmma01
95,Mark Workman,22,MLH,PF,5,29,6.2,21.1,0.294,1.2,2.5,0.5,7.4,1.2,8.7,13.7,,workmma01
96,Mark Workman,22,PHW,PF,60,1001,4.5,14.1,0.32,2.5,4,0.622,6.7,1.3,5.7,11.5,,workmma01
97,Lew Hitch,23,MNL,PF,70,1027,3.1,8.9,0.349,2.9,4.8,0.61,9.6,2.3,4.3,9.1,,hitchle01
98,Wally Osterkorn,24,SYR,SF,49,1016,3,9.3,0.324,3.8,6,0.631,7.7,2.2,4.6,9.8,,osterwa01
99,Danny Finn,24,PHW,SG,31,1015,4.8,14.5,0.33,3.5,6.5,0.544,6.2,5.2,4.4,13.1,,finnda01
100,Whitey Skoog,26,MNL,SG,68,996,3.7,9.5,0.386,1.7,2.2,0.754,4.4,3,5,9,,skoogwh01
101,Jim Holstein,22,MNL,SF,66,989,3.6,10,0.358,2.5,3.8,0.667,6.3,2.7,4.7,9.7,,holstji01
102,Ed Mikan,27,2TM,C,62,927,3,11.3,0.267,3.1,3.8,0.806,9.2,1.5,4.8,9.1,,mikaned01
103,Ed Mikan,27,PHW,C,19,358,3.9,13.5,0.291,2.7,3.4,0.794,12,2.2,4,10.6,,mikaned01
104,Ed Mikan,27,INO,C,43,569,2.5,10,0.247,3.3,4,0.813,7.5,1.1,5.3,8.2,,mikaned01
105,Jerry Fleishman,30,PHW,SG,33,882,4.1,12.4,0.33,3.9,5.7,0.686,6.2,4.4,4.8,12.1,,fleisje01
106,Ralph Polson,23,2TM,PF,49,810,2.9,8,0.363,2.7,4.3,0.635,9.4,1.1,4.5,8.5,,polsora01
107,Ralph Polson,23,NYK,PF,3,37,2.9,8.8,0.333,3.9,5.8,0.667,7.8,1.9,7.8,9.7,,polsora01
108,Ralph Polson,23,PHW,PF,46,773,2.9,7.9,0.365,2.7,4.2,0.633,9.5,1,4.4,8.4,,polsora01
109,Bob Lochmueller,25,SYR,SF,62,802,3.5,11,0.322,3.3,5.5,0.607,7.3,2.1,6.4,10.4,,lochmbo01
110,Cal Christensen,25,ROC,SF,59,777,3.3,10.7,0.313,3.2,5.3,0.596,9.2,2.5,6.9,9.8,,chrisca01
111,Dillard Crocker,28,MLH,PF,61,776,4.6,13.2,0.352,6,8.8,0.688,4.8,2.9,9.2,15.3,,crockdi01
112,John Mahnken,30,BOS,C,69,771,3.5,11.8,0.302,1.8,2.6,0.696,8.5,3.5,5.1,8.9,,mahnkjo01
113,Ralph O'Brien,24,3TM,PG,55,758,4.6,13.6,0.336,3.7,4.4,0.848,3.3,2.7,3.5,12.8,,obriera01
114,Ralph O'Brien,24,INO,PG,34,526,4,13,0.311,3.9,4.4,0.877,3.4,2.4,2.5,12,,obriera01
115,Ralph O'Brien,24,FTW,PG,7,50,7.2,17.3,0.417,2.2,3.6,0.6,0,2.9,5,16.6,,obriera01
116,Ralph O'Brien,24,BLB,PG,14,182,5.3,14.2,0.375,3.6,4.4,0.818,4,3.4,5.9,14.2,,obriera01
117,Max Zaslofsky,27,NYK,SG,29,722,6.1,16,0.384,4.9,7.1,0.69,3.7,2.7,4,17.2,,zasloma01
118,Dick Groat,22,FTW,PG,26,663,5.4,14.8,0.368,5.9,7.5,0.79,4.7,3.7,4.9,16.8,,groatdi01
119,Kevin O'Shea,27,BLB,SG,46,643,4,10.6,0.376,2.7,4.5,0.593,4.3,4.9,4.6,10.6,,osheake01
120,Zeke Zawoluk,22,INO,PF,41,622,3.2,8.7,0.367,4.5,6.7,0.664,8.5,1.8,4.8,10.8,,zawolze01
121,Bill Mlkvy,22,PHW,SF,31,608,4.4,14.6,0.305,1.8,2.8,0.646,6,3.7,3.2,10.7,,mlkvybi01
122,Frank Kudelka,27,2TM,SG,36,567,3.7,12.3,0.306,2.8,4.3,0.647,5.6,4.4,6.9,10.3,,kudelfr01
123,Frank Kudelka,27,BLB,,16,227,4.4,13.3,0.333,3.6,5.7,0.639,6.8,4.6,7.8,12.5,,kudelfr01
124,Frank Kudelka,27,PHW,SG,20,340,3.3,11.5,0.284,2.2,3.4,0.656,4.8,4.3,6.4,8.8,,kudelfr01
125,Jim Mooney,22,PHW,SF,18,529,3.7,10.1,0.365,1.8,2.7,0.675,4.8,2.4,3.4,9.2,,mooneji01
126,Howie Schultz,30,MNL,PF,40,474,1.8,6.8,0.267,3.3,4.7,0.694,6.1,2.2,5.5,6.9,,schulho01
127,Gene Conley,22,BOS,PF,39,461,2.7,8.4,0.324,1.4,2.4,0.581,13.4,1.5,5.8,6.9,,conlege01
128,Kenny Rollins,29,BOS,PG,43,426,3.2,9.7,0.33,1.9,2.3,0.815,3.8,3.9,5.3,8.3,,rollike01
129,Red Holzman,32,ROC,PG,46,392,3.5,13.7,0.255,2.5,3.5,0.711,3.7,3.2,5.1,9.5,,holzmre01
130,Don Otten,31,MLH,C,24,384,3.2,8.2,0.391,6,8.5,0.703,8.3,2,6.4,12.4,,ottendo01
131,Jake Fendley,23,FTW,PG,45,380,3,7.6,0.4,3.8,5.7,0.667,4.4,3.4,7.8,9.9,,fendlja01
132,George Kaftan,24,BLB,SF,23,380,4.3,13.5,0.317,4.2,6.3,0.657,7.1,2.9,5.6,12.7,,kaftage01
133,Al Cervi,35,SYR,PG,38,301,3.7,8.5,0.437,9.7,12,0.81,2.6,3.3,10.8,17.1,,cervial01
134,Bucky McConnell,24,MLH,PG,14,297,3.3,8.6,0.38,1.7,3.5,0.483,4.1,5,4.7,8.2,,mcconbu01
135,Dick Bunt,22,2TM,PG,26,271,3.9,13.9,0.276,4.5,6.4,0.708,3.7,2.3,5.3,12.2,,buntdi01
136,Dick Bunt,22,NYK,PG,14,146,3,13.1,0.226,4.2,6.2,0.68,3.2,2.5,4.4,10.1,,buntdi01
137,Dick Bunt,22,BLB,PG,12,125,4.9,15,0.327,4.9,6.6,0.739,4.3,2,6.3,14.7,,buntdi01
138,Jim Brasco,21,2TM,,20,248,3.6,13.6,0.266,3.9,4.9,0.794,3.5,3,4.4,11.2,,brascji01
139,Jim Brasco,21,SYR,,10,111,3.6,15.6,0.229,3.6,4.5,0.786,4.9,3.9,5.8,10.7,,brascji01
140,Jim Brasco,21,MLH,,10,137,3.7,12.1,0.304,4.2,5.3,0.8,2.4,2.4,3.2,11.6,,brascji01
141,Dick Surhoff,23,NYK,SF,26,187,2.5,11.7,0.213,3.7,5.8,0.633,4.8,1.7,6.9,8.7,,surhodi01
142,Claude Overton,25,PHW,SG,15,182,3.8,14.8,0.253,4,5.9,0.667,4.9,3,4.9,11.5,,overtcl01
143,Bob Priddy,22,BLB,,16,149,3.4,9.2,0.368,1.9,3.4,0.571,8.7,1.7,8.7,8.7,,priddbo01
144,Don Hanrahan,23,INO,,18,121,3.3,9.5,0.344,3.3,4.5,0.733,8.9,3.3,7.1,9.8,,hanrado01
145,John O'Boyle,24,MLH,SG,5,97,3,9.6,0.308,1.9,2.6,0.714,3.7,1.9,7.4,7.8,,oboyljo01
146,Pete Darcey,22,MLH,C,12,90,1.2,7.2,0.167,2,3.6,0.556,4,0.8,11.6,4.4,,darcepe01
147,George McLeod,22,BLB,,10,85,0.8,6.8,0.125,3.4,6.4,0.533,8.9,1.7,6.8,5.1,,mcleoge01
148,George Feigenbaum,24,MLH,PG,5,79,1.8,10,0.182,3.6,6.8,0.533,3.2,4.1,6.4,7.3,,feigege01
149,Andrew Levane,32,MLH,SG,7,68,1.6,12.7,0.125,1.1,1.6,0.667,4.8,4.8,7.9,4.2,,levanan01
150,Ray Corley,25,FTW,,8,65,1.7,13.3,0.125,2.8,3.3,0.833,2.8,2.8,10,6.1,,corlera01
151,Sherwin Raiken,24,NYK,,6,63,1.7,12,0.143,1.7,4.6,0.375,4.6,3.4,5.7,5.1,,raikesh01
152,Kleggie Hermsen,29,2TM,,10,62,2.3,18,0.129,1.7,2.9,0.6,11,2.3,10.5,6.4,,hermskl01
153,Kleggie Hermsen,29,BOS,,4,22,0,14.7,0,1.6,3.3,0.5,11.5,0,9.8,1.6,,hermskl01
154,Kleggie Hermsen,29,INO,,6,40,3.6,19.8,0.182,1.8,2.7,0.667,10.8,3.6,10.8,9,,hermskl01
155,Mike O'Neill,24,MLH,SF,4,50,2.9,12.2,0.235,2.9,2.9,1,6.5,2.2,7.2,8.6,,oneilmi01
156,Mo Mahoney,25,BOS,,6,34,4.2,10.6,0.4,4.2,5.3,0.8,7.4,1.1,7.4,12.7,,mahonmo01
157,Moe Radovich,23,PHW,PG,4,33,5.5,14.2,0.385,4.4,4.4,1,1.1,8.7,5.5,15.3,,radovmo01
158,Ralph Johnson,31,FTW,PG,3,30,3.6,10.8,0.333,2.4,3.6,0.667,1.2,6,7.2,9.6,,johnsra01
159,Jack Kiley,24,FTW,SG,6,27,2.7,13.3,0.2,2.7,2.7,1,2.7,4,9.3,8,,kileyja01
160,Jack McCloskey,27,PHW,SG,1,16,6.8,20.3,0.333,0,0,,6.8,2.3,4.5,13.5,,mccloja01
161,Bob Naber,23,INO,,4,11,0,13.1,0,3.3,6.5,0.5,16.4,3.3,19.6,3.3,,naberbo01
162,Blaine Denning,22,BLB,,1,9,8,20,0.4,4,4,1,16,0,12,20,,dennibl01
