Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
24,Wes Unseld,22,BAL,C,82,,2970,5.2,10.9,0.476,3.4,5.6,0.605,18.1,2.6,3.3,13.7,MVP-1ROY-1ASNBA1,unselwe01
25,Dick Barnett,32,NYK,SG,82,76,2953,6.9,14.9,0.463,3.8,4.9,0.774,3.1,3.5,2.9,17.6,,barnedi01
26,Walt Frazier,23,NYK,PG,80,55,2949,6.5,12.8,0.505,4.2,5.6,0.746,6.1,7.8,3,17.1,,fraziwa01
27,Dave DeBusschere,28,2TM,PF,76,47,2943,6.2,13.9,0.444,2.8,4,0.698,10.9,2.3,3.5,15.2,NBA2,debusda01
28,Dave DeBusschere,28,DET,PF,29,,1092,6.2,13.9,0.447,3.1,4.3,0.723,11.6,2.1,3.7,15.6,,debusda01
29,Dave DeBusschere,28,NYK,PF,47,47,1851,6.2,13.9,0.442,2.6,3.9,0.682,10.4,2.5,3.5,15,,debusda01
30,Jerry Sloan,26,CHI,SG,78,,2939,6,14.3,0.417,4.1,5.5,0.745,7.6,3.4,3.8,16,AS,sloanje01
31,Bill Bridges,29,ATL,PF,80,,2930,4.3,9.5,0.453,2.9,4.3,0.677,13.9,3.7,3.6,11.6,,bridgbi01
32,Jeff Mullins,26,SFW,SG,78,,2916,8.6,18.7,0.459,4.7,5.6,0.843,5.7,4.2,3.1,21.9,AS,mullije01
33,Happy Hairston,26,DET,PF,81,,2889,6.6,14.1,0.469,5,6.9,0.731,12,1.4,3.2,18.2,,hairsha01
34,Jon McGlocklin,25,MIL,SG,80,,2888,8.3,16.9,0.487,3.1,3.6,0.842,4.3,3.9,2.3,19.6,AS,mcglojo01
35,Clem Haskins,25,CHI,PG,79,,2874,6.7,16,0.421,3.5,4.5,0.781,4.5,3.8,2.9,17,,haskicl01
36,Bob Boozer,31,CHI,PF,79,,2872,8.3,17.2,0.481,4.9,6.1,0.806,7.7,2,2.7,21.5,,boozebo01
37,Lou Hudson,24,ATL,SF,81,,2869,9,18.3,0.492,4.2,5.5,0.777,6.7,2.7,3.1,22.2,AS,hudsolo01
38,Rudy LaRusso,31,SFW,SF,75,,2782,7.2,17.5,0.41,5.7,7.2,0.794,8.1,2.1,3.5,20.1,AS,larusru01
39,Chet Walker,28,PHI,SF,82,,2753,7.2,15,0.484,4.8,6,0.804,8.4,1.9,3.2,19.3,,walkech01
40,Joe Caldwell,27,ATL,SG,81,,2720,7.4,14.6,0.507,2.1,3.9,0.537,4,4.2,3.1,17,AS,caldwjo01
41,Jack Marin,24,BAL,SF,82,,2710,6.7,14.7,0.455,3.9,4.7,0.83,8.1,3.1,3.7,17.3,,marinja01
42,Jim Washington,25,CHI,SF,80,,2705,5.9,13.6,0.43,3.2,4.7,0.677,11.3,1.4,3,14.9,,washiji01
43,Tom Meschery,30,SEA,SF,82,,2673,6.2,13.7,0.453,3,4,0.736,11.1,2.6,4.1,15.4,,meschto01
44,Flynn Robinson,27,2TM,PG,83,,2616,8.6,19.8,0.433,5.7,6.8,0.839,4.2,5.2,3.6,22.9,,robinfl01
45,Flynn Robinson,27,CHI,PG,18,,550,8.1,19.2,0.423,6.2,7.5,0.833,4.5,3.7,3.4,22.5,,robinfl01
46,Flynn Robinson,27,MIL,PG,65,,2066,8.7,20,0.436,5.5,6.6,0.841,4.1,5.6,3.6,23,,robinfl01
47,Zelmo Beaty,29,ATL,C,72,,2578,8.2,17.5,0.47,5.2,7.1,0.731,11.1,1.8,3.8,21.6,,beatyze01
48,Howard Komives,27,2TM,PG,85,26,2562,5.3,13.7,0.389,3,3.7,0.799,4.2,5.7,3.9,13.6,,komivho01
49,Howard Komives,27,NYK,PG,32,26,836,4.6,13.3,0.346,3.1,3.7,0.849,4.1,5.9,4.1,12.4,,komivho01
50,Howard Komives,27,DET,PG,53,,1726,5.7,13.9,0.409,2.9,3.7,0.775,4.3,5.5,3.7,14.2,,komivho01
51,Larry Siegfried,29,BOS,PG,79,,2560,5.5,14.5,0.38,4.7,5.5,0.864,4,5.2,3.1,15.8,,siegfla01
52,Art Harris,22,SEA,SG,80,,2556,5.9,14.8,0.395,2.3,3.5,0.641,4.2,3.6,4.6,14,,harriar01
53,Connie Dierking,32,CIN,C,82,,2540,7.7,17.5,0.443,3.4,4.5,0.762,10.5,3.1,4.3,18.9,,dierkco01
54,Bailey Howell,32,BOS,PF,78,,2527,8.7,17.9,0.487,4.5,6.1,0.735,9.8,2,4.1,21.9,,howelba01
55,John Block,24,SDR,PF,78,,2489,6.5,15.3,0.422,4.3,5.8,0.748,10.2,2,3.6,17.3,,blockjo01
56,John Tresvant,29,2TM,PF,77,,2482,5.5,11.9,0.463,2.9,4.8,0.612,10,2.4,4.4,14,,tresvjo01
57,John Tresvant,29,CIN,PF,51,,1681,5.1,11.4,0.45,2.8,4.8,0.583,9,2.2,4.1,13,,tresvjo01
58,John Tresvant,29,SEA,PF,26,,801,6.3,13,0.488,3.2,4.8,0.673,12,2.8,4.8,15.9,,tresvjo01
59,Walt Hazzard,26,ATL,PG,80,,2420,5.1,12.9,0.397,3.1,4.4,0.707,4,7.1,3.9,13.4,,abdulma01
60,Bill Bradley,25,NYK,SF,82,39,2413,6.1,14.1,0.429,3.1,3.8,0.814,5.2,4.5,4.4,15.2,,bradlbi01
61,Jerry West,30,LAL,SG,61,,2394,8.2,17.4,0.471,7.4,9,0.821,3.9,6.4,2.3,23.8,ASNBA2,westje01
62,Tom Boerwinkle,23,CHI,C,80,,2365,4.8,12.6,0.383,2.2,3.4,0.653,13.5,2.7,4.8,11.9,,boerwto01
63,Darrall Imhoff,30,PHI,C,82,,2360,4.3,9,0.47,3,5,0.597,12.1,3.3,4.7,11.5,,imhofda01
64,Wayne Embry,31,MIL,C,78,,2355,5.8,13.7,0.427,4,6,0.664,10.3,2.3,4.6,15.6,,embrywa01
65,Jim Fox,25,2TM,C,76,,2354,4.9,10.4,0.47,2.9,4.1,0.715,12.5,2.5,4.1,12.6,,foxji01
66,Jim Fox,25,DET,C,25,,375,4.3,9.2,0.469,3.3,5.1,0.642,13.3,2.2,5.4,11.9,,foxji01
67,Jim Fox,25,PHO,C,51,,1979,5,10.6,0.47,2.9,3.9,0.734,12.4,2.6,3.8,12.8,,foxji01
68,Jim Barnett,24,SDR,SG,80,,2346,7.1,16.8,0.425,3.6,4.8,0.752,5.6,5.2,3.7,17.8,,barneji02
69,Wali Jones,26,PHI,PG,81,,2340,6.6,15.5,0.43,3.2,3.9,0.809,3.9,4.5,4.3,16.5,,joneswa02
70,Fred Hetzel,26,2TM,SF,84,,2276,7.2,16.6,0.436,4.7,5.6,0.838,9.7,1.8,4.5,19.2,,hetzefr01
71,Fred Hetzel,26,MIL,SF,53,,1591,7.2,17.2,0.416,4.8,5.7,0.837,10.7,1.9,4.4,19.1,,hetzefr01
72,Fred Hetzel,26,CIN,SF,31,,685,7.4,15.1,0.488,4.6,5.5,0.838,7.4,1.5,4.9,19.3,,hetzefr01
73,Eddie Miles,28,DET,SG,80,,2252,7,15.7,0.449,2.9,4.4,0.667,4.5,2.9,3.2,17,,milesed01
74,Clyde Lee,24,SFW,PF,65,,2237,4.3,10.8,0.398,2.6,4.1,0.625,14.4,1.3,3.6,11.2,,leecl01
75,Len Chappell,28,MIL,PF,80,,2207,7.5,16.5,0.454,4.1,5.5,0.737,10.4,1.5,4,19.1,,chapple01
76,Greg Smith,22,MIL,PF,79,,2207,4.5,10,0.45,1.5,2.5,0.587,13.1,2.2,4.3,10.5,,smithgr01
77,Tom Sanders,30,BOS,SF,82,,2184,6,14,0.43,3.1,4.2,0.733,9.5,1.8,4.8,15.1,,sandeto01
78,Gary Gregor,23,PHO,PF,80,,2182,6.6,15.9,0.415,1.4,2.2,0.649,11.7,1.6,4.1,14.6,,gregoga01
79,Ray Scott,30,BAL,PF,82,,2168,6.4,15.4,0.416,3.2,4.3,0.759,12,2.2,3.5,16.1,,scottra01
80,Guy Rodgers,33,MIL,PG,81,,2157,5.4,14.4,0.377,3.1,3.9,0.793,3.8,9.4,3.5,13.9,,rodgegu01
81,Archie Clark,27,PHI,SG,82,,2144,7.5,15.6,0.478,3.7,5.3,0.697,4.4,5,3.2,18.6,,clarkar01
82,Dick Snyder,24,PHO,SF,81,,2108,6.8,14.4,0.472,3.2,4.4,0.725,5.6,3.6,3.6,16.8,,snydedi01
83,Don Ohl,32,ATL,SG,76,,1995,6.9,16.3,0.427,2.7,3.8,0.707,3.1,4,4.2,16.5,,ohldo01
84,Art Williams,29,SDR,PG,79,,1987,4.1,10.7,0.383,1.9,2.7,0.705,6.6,9.5,4.3,10.1,,williar01
85,Keith Erickson,24,LAL,SG,77,,1974,4.8,11.5,0.42,2.2,3.2,0.686,5.6,3.5,4,11.8,,erickke01
86,Al Tucker,25,2TM,PF,84,,1885,6.9,15.5,0.446,3,4.7,0.648,8.4,1.4,3.6,16.8,,tuckeal01
87,Al Tucker,25,SEA,PF,56,,1259,6.7,15.6,0.432,3.1,4.9,0.637,9.1,1.6,3.2,16.6,,tuckeal01
88,Al Tucker,25,CIN,PF,28,,626,7.2,15.2,0.475,2.8,4.2,0.671,7,1.1,4.3,17.3,,tuckeal01
89,Mel Counts,27,LAL,PF,77,,1866,7.5,16.7,0.45,3.4,4.3,0.805,11.6,2.1,4.3,18.5,,countme01
90,Paul Silas,25,ATL,PF,79,,1853,4.7,11.2,0.419,4,6.5,0.613,14.5,2.7,3.2,13.3,,silaspa01
91,George Wilson,26,2TM,C,79,,1846,5.3,12.9,0.41,3,4.6,0.651,14.1,2.1,4.5,13.6,,wilsoge01
92,George Wilson,26,PHO,C,41,,1294,5.3,13.4,0.397,2.6,4.2,0.616,14,2.1,4,13.2,,wilsoge01
93,George Wilson,26,PHI,C,38,,552,5.3,11.9,0.445,3.9,5.5,0.714,14.1,2.1,5.7,14.5,,wilsoge01
94,Sam Jones,35,BOS,SG,70,,1820,9.8,21.8,0.45,2.9,3.7,0.783,5.2,3.6,2.4,22.5,,jonessa01
95,Johnny Egan,30,LAL,PG,82,,1805,4.9,11.9,0.412,4.1,4.8,0.85,2.9,4.3,4.1,13.9,,eganjo01
96,Don Nelson,28,BOS,SF,82,,1773,7.6,15.7,0.485,4.1,5.3,0.776,9.3,1.9,4,19.3,,nelsodo01
97,Joe Ellis,24,SFW,SF,74,,1731,7.7,19.5,0.395,3.1,4.2,0.731,10,2.7,5.4,18.5,,ellisjo01
98,Freddie Crawford,27,LAL,SG,81,,1690,4.5,9.7,0.465,1.8,3.3,0.539,4.6,3.3,4.8,10.8,,crawffr01
99,Toby Kimball,26,SDR,PF,76,,1680,5.1,11.5,0.445,2.5,5.4,0.468,14.3,1.9,4.6,12.7,,kimbato01
100,Gus Johnson,30,BAL,PF,49,,1671,7.7,16.8,0.459,3.4,4.8,0.717,12.2,2.1,3.8,18.9,AS,johnsgu01
101,Bob Kauffman,22,SEA,C,82,,1660,4.7,10.8,0.442,4.4,6.3,0.702,10.5,1.8,5.5,13.9,,kauffbo01
102,Cazzie Russell,24,NYK,SF,50,46,1645,7.9,17.6,0.45,4.2,5.3,0.796,4.6,2.5,3.1,20,,russeca01
103,Jimmy Walker,24,DET,SG,69,,1639,6.9,14.7,0.466,4,5,0.795,3.4,4.9,3.8,17.7,,walkeji01
104,McCoy McLemore,26,2TM,SF,81,,1620,6.3,16,0.391,3.8,4.8,0.79,9,2.1,4.1,16.3,,mclemmc01
105,McCoy McLemore,26,PHO,SF,31,,710,7.1,18.6,0.385,4.3,5.6,0.773,8.5,2.5,3.7,18.6,,mclemmc01
106,McCoy McLemore,26,DET,SF,50,,910,5.6,14.1,0.396,3.3,4.1,0.808,9.3,1.7,4.5,14.5,,mclemmc01
107,Otto Moore,22,DET,C,74,,1605,5.4,12.2,0.443,2,3.8,0.524,11.8,1.5,4.1,12.8,,mooreot01
108,Leroy Ellis,28,BAL,C,80,,1603,5.1,11.8,0.435,2.6,3.5,0.755,11.5,1.6,3.8,12.9,,ellisle01
109,Stan McKenzie,24,PHO,SF,80,,1569,6.1,14.2,0.427,5,6.6,0.763,5.8,2.8,4.4,17.1,,mckenst01
110,Al Attles,32,SFW,PG,51,,1516,3.8,8.5,0.451,2.3,3.5,0.638,4.3,7.3,4.3,9.9,,attleal01
111,Tom Hawkins,32,LAL,SF,74,,1507,5.5,11,0.499,1.5,3.6,0.411,6.4,1.9,4,12.5,,hawkito01
112,Bill Turner,24,SFW,SF,79,,1486,5.4,13,0.415,4.2,5.6,0.761,9.2,1.6,5.6,15,,turnebi01
113,Bob Weiss,26,2TM,PG,77,,1478,4.6,12.2,0.379,3.1,3.9,0.8,3.9,4.8,4.2,12.3,,weissbo01
114,Bob Weiss,26,MIL,PG,15,,242,5.4,17,0.316,4,5.1,0.794,4,4,3.6,14.7,,weissbo01
115,Bob Weiss,26,CHI,PG,62,,1236,4.5,11.2,0.397,2.9,3.7,0.802,3.9,5,4.4,11.9,,weissbo01
116,Ron Williams,24,SFW,PG,75,,1472,5.8,13.9,0.42,2.7,3.5,0.768,4.4,6,4.3,14.3,,williro01
117,Terry Dischinger,28,DET,SF,75,,1456,6.5,12.7,0.515,3.2,4.4,0.73,8,2.3,5.7,16.3,,dischte01
118,Bill Hewitt,24,LAL,PF,75,,1455,5.9,13.1,0.453,1.5,2.6,0.575,8.2,1.9,3.4,13.3,,hewitbi01
119,Rick Adelman,22,SDR,PG,77,,1448,4.4,11.2,0.394,3.3,5.1,0.642,5.4,5.9,3.9,12.1,,adelmri01
120,Barry Clemens,25,CHI,SF,75,,1444,5.9,15.7,0.374,2,3.1,0.656,7.9,3.1,4.1,13.8,,clemeba01
121,Em Bryant,30,BOS,PG,80,,1388,5.1,12.7,0.404,1.7,2.6,0.65,5,4.6,6.8,11.9,,bryanem01
122,Stu Lantz,22,SDR,SG,73,,1378,5.7,12.6,0.456,3.4,4.4,0.772,6.2,2.6,4.7,14.9,,lantzst01
123,Jim Davis,27,ATL,C,78,,1367,7,15,0.467,4.1,6.1,0.667,13.9,2.6,6.3,18,,davisji01
124,Erwin Mueller,24,2TM,PF,78,,1355,3.8,10.2,0.375,2.4,4.3,0.549,7.9,4.9,3.8,10,,mueller01
125,Erwin Mueller,24,CHI,PF,52,,872,3.1,9.2,0.335,1.9,3.7,0.511,8,5.1,4,8.1,,mueller01
126,Erwin Mueller,24,SEA,PF,26,,483,5.1,11.9,0.431,3.2,5.4,0.597,7.8,4.6,3.4,13.5,,mueller01
127,Adrian Smith,32,CIN,SG,73,,1336,6.5,15.1,0.432,5.8,7.2,0.807,2.8,3.4,4.5,18.9,,smithad01
128,Walt Wesley,24,CIN,C,82,,1334,6.6,14.4,0.459,3.6,5.6,0.647,10.9,1.3,5.2,16.8,,weslewa01
129,Neil Johnson,25,PHO,PF,80,,1319,4.8,10,0.481,3,4.8,0.621,10.8,3.7,5.8,12.7,,johnsne02
130,Joe Kennedy,22,SEA,SF,72,,1241,5,12.8,0.395,2.8,3.6,0.79,7,1.7,4.6,12.9,,kennejo01
131,Dick Cunningham,22,MIL,C,77,,1236,4.1,9.7,0.425,2,3.1,0.651,12.8,1.7,4.8,10.2,,cunnidi01
132,Dave Newmark,22,CHI,C,81,,1159,5.7,14.8,0.389,2.7,4.3,0.619,10.8,1.8,6.4,14.2,,newmada01
133,Tommy Kron,25,SEA,SG,76,,1124,4.7,11.9,0.392,3.1,4.4,0.701,6.8,6.1,5.7,12.4,,kronto01
134,Bill Dinwiddie,25,CIN,SF,69,,1028,4.3,12.3,0.352,1.6,3,0.517,8.5,1.9,5.1,10.3,,dinwibi01
135,Pat Riley,23,SDR,SG,56,,1027,7.1,17.5,0.406,3.2,4.7,0.672,3.9,4.8,5.1,17.3,,rileypa01
136,Jim King,27,SFW,PG,46,,1010,4.9,14,0.348,2.8,3.8,0.722,4.3,4.4,3.5,12.5,,kingji01
137,Bob Warlick,27,2TM,SG,66,,997,7.7,18.4,0.418,3.1,5.1,0.613,5.5,4.8,4.4,18.5,,warlibo01
138,Bob Warlick,27,MIL,SG,3,,22,1.6,13.1,0.125,6.5,8.2,0.8,1.6,1.6,4.9,9.8,,warlibo01
139,Bob Warlick,27,PHO,SG,63,,975,7.8,18.5,0.423,3.1,5.1,0.606,5.6,4.8,4.4,18.7,,warlibo01
140,Dave Lattin,25,PHO,PF,68,,987,5.5,13.3,0.41,4,6.3,0.634,11.8,1.8,5.9,14.9,,lattida01
141,Zaid Abdul-Aziz,22,2TM,C,49,,945,5.5,14.9,0.369,2.7,4.3,0.619,15.6,1.4,4.4,13.6,,abdulza01
142,Zaid Abdul-Aziz,22,CIN,,20,,108,6,14.3,0.419,0.7,2.3,0.286,10.3,1.3,5.7,12.7,,abdulza01
143,Zaid Abdul-Aziz,22,MIL,C,29,,837,5.4,14.9,0.363,2.9,4.6,0.642,16.3,1.4,4.2,13.8,,abdulza01
144,Dave Gambee,31,2TM,SF,59,,926,8.2,18.1,0.452,6.2,7.6,0.815,10,1.8,6.2,22.5,,gambeda01
145,Dave Gambee,31,MIL,SF,34,,624,8.7,18.6,0.464,6.3,7.7,0.827,10.3,1.8,5.7,23.7,,gambeda01
146,Dave Gambee,31,DET,SF,25,,302,7.2,16.9,0.423,5.8,7.4,0.79,9.3,1.8,7.2,20.1,,gambeda01
147,Phil Jackson,23,NYK,PF,47,4,924,4.9,11.5,0.429,3.1,4.6,0.672,9.6,1.7,6.5,12.9,,jacksph01
148,Barry Orms,22,BAL,PG,64,,916,3,9.7,0.309,1.1,2.4,0.483,6.2,1.9,6.1,7.1,,ormsba01
149,Luke Jackson,27,PHI,C,25,,840,6.2,14.2,0.437,3,4.2,0.711,12.3,2.3,4.4,15.4,,jackslu01
150,Matt Guokas,24,PHI,SF,72,,838,4,9.3,0.426,2.3,3.5,0.667,4,4.5,5.2,10.2,,guokama02
151,Johnny Green,35,PHI,PF,74,,795,6.6,12.8,0.518,2.6,5.7,0.456,14.9,2.1,5,15.8,,greenjo01
152,Bobby Lewis,23,SFW,SG,62,,756,5.4,13.8,0.39,4,5.4,0.735,5.4,3.6,5.6,14.7,,lewisbo01
153,Ed Manning,25,BAL,PF,63,,727,6.4,14.3,0.448,1.7,2.7,0.648,12.2,1,5.9,14.5,,mannied01
154,Jim Barnes,27,2TM,C,59,,706,5.9,13.3,0.441,3.8,5.7,0.676,11.4,1.4,6.2,15.6,,barneji01
155,Jim Barnes,27,CHI,PF,10,,111,7.5,19.1,0.39,3.2,6.2,0.526,9.7,0.3,4.9,18.2,,barneji01
156,Jim Barnes,27,BOS,C,49,,595,5.6,12.2,0.455,3.9,5.6,0.707,11.7,1.6,6.5,15.1,,barneji01
157,Sam Williams,24,MIL,SG,55,,628,4.5,13.1,0.342,4.1,7.7,0.537,6.2,3.5,6.1,13.1,,willisa01
158,Nate Bowman,25,NYK,C,67,1,607,4.9,13.4,0.363,1.7,3.6,0.475,13,3.1,8.4,11.4,,bowmana01
159,Rod Thorn,27,SEA,SG,29,,567,8.3,18,0.463,4.5,6.2,0.732,5.3,5.1,3.7,21.1,,thornro01
160,Don May,23,NYK,SF,48,2,560,5.2,14.3,0.363,2.7,3.7,0.724,7.3,2.3,4.1,13.1,,maydo01
161,Dale Schlueter,23,SFW,C,31,,559,4.4,10.1,0.433,2.9,5.3,0.549,13.9,1.9,5.2,11.7,,schluda01
162,Bob Love,26,2TM,PF,49,,542,7.2,18.1,0.397,4.7,6.4,0.74,10,1.1,3.9,19.1,,lovebo01
163,Bob Love,26,MIL,SF,14,,227,6.2,16.8,0.368,4.6,6,0.763,10.1,0.5,3.5,17,,lovebo01
164,Bob Love,26,CHI,PF,35,,315,7.9,19,0.416,4.8,6.6,0.724,9.8,1.6,4.2,20.6,,lovebo01
165,John Barnhill,30,BAL,PG,30,,504,5.4,12.5,0.434,2.8,4.6,0.6,3.8,5.1,4.5,13.6,,barnhjo01
166,Fred Foster,22,CIN,SF,56,,497,5.4,14,0.383,3.1,4.8,0.652,4.4,2.6,3.5,13.8,,fostefr01
167,Richie Guerin,36,ATL,SG,27,,472,3.6,8.5,0.423,4.3,5.6,0.77,4.5,7.6,5,11.5,,gueriri01
168,Dorie Murrey,25,SEA,PF,38,,465,5.8,15,0.387,4.8,7.5,0.639,11.5,1.6,6.3,16.4,,murredo01
169,Mike Riordan,23,NYK,SF,54,1,397,4.4,13.1,0.34,2.5,3.8,0.667,5.2,4.2,8.4,11.4,,riordmi01
170,Pat Frink,23,CIN,SG,48,,363,5,14.6,0.34,2.3,2.9,0.793,4.1,5.5,5.4,12.2,,frinkpa01
171,Bill Hosket,22,NYK,PF,50,0,351,5.4,12.6,0.431,2.5,4.3,0.571,9.6,1.9,7.9,13.3,,hoskebi01
172,Shaler Halimon,23,PHI,SF,50,,350,9.1,20.2,0.449,1,3.3,0.313,8.8,1.9,3.5,19.1,,halimsh01
173,Hank Finkel,26,SDR,C,35,,332,5.3,12,0.441,3.4,4.4,0.756,11.6,2.3,5.7,14,,finkeha01
174,Loy Petersen,23,CHI,SG,38,,299,5.3,13.1,0.404,2.3,3.3,0.704,4.9,3,4.7,12.9,,peterlo01
175,Cliff Anderson,24,LAL,SG,35,,289,5.5,13.5,0.407,5.9,10.2,0.573,5.5,3.9,7.2,16.8,,andercl01
176,Al Hairston,23,SEA,SG,39,,274,5,15,0.333,1.1,1.8,0.571,4.7,5,4.6,11,,hairsal01
177,Rich Niemann,22,2TM,C,34,,272,5.8,14,0.415,2.5,3.3,0.76,13.2,2.1,8.1,14.2,,niemari01
178,Rich Niemann,22,DET,C,16,,123,5.9,13.8,0.426,2.3,2.9,0.8,12,2.6,8.8,14,,niemari01
179,Rich Niemann,22,MIL,C,18,,149,5.8,14.3,0.407,2.7,3.6,0.733,14.3,1.7,7.5,14.3,,niemari01
180,Sonny Dove,23,DET,PF,29,,236,7.2,15.3,0.47,3.7,5.5,0.667,9.5,1.8,7.5,18,,doveso01
181,Bob Allen,22,SFW,PF,27,,232,2.2,6.7,0.326,3.1,5.6,0.556,8.7,1.6,4.2,7.4,,allenbo01
182,Skip Harlicka,22,ATL,PG,26,,218,6.8,14.9,0.456,4,5.1,0.774,2.6,6.1,4.8,17.5,,harlisk01
183,Charlie Paulk,22,MIL,PF,17,,217,3.2,13.9,0.226,2.2,3.8,0.565,12.9,0.5,4.3,8.5,,paulkch01
184,Don Chaney,22,BOS,SG,20,,209,6.2,19.5,0.319,1.4,3.4,0.4,7.9,3.3,5.5,13.8,,chanedo01
185,Jay Carty,27,LAL,PF,28,,192,6.4,16.7,0.382,1.5,2.1,0.727,10.9,2.1,5.8,14.2,,cartyja01
186,Craig Raymond,23,PHI,C,27,,177,4.5,13,0.344,2.2,3.5,0.647,13.8,1.6,9.4,11.2,,raymocr01
187,Rich Johnson,22,BOS,C,31,,163,6.4,16.8,0.382,2.4,5.1,0.478,11.5,1.5,8.8,15.2,,johnsri01
188,Plummer Lott,23,SEA,SF,23,,160,3.8,14.9,0.258,0.5,1.1,0.4,6.8,1.6,2,8.1,,lottpl01
189,Bob Quick,22,BAL,SF,28,,154,7,17.1,0.411,6.3,10.3,0.614,5.8,2.8,3.3,20.3,,quickbo01
190,John Trapp,23,SDR,SF,25,,142,7.4,20.3,0.363,4.8,7.4,0.655,12.4,1.3,9.6,19.5,,trappjo01
191,Dennis Hamilton,24,ATL,PF,25,,141,9.4,17.1,0.552,0.5,1.3,0.4,7.4,2,4.9,19.4,,hamilde01
192,George Lehmann,27,ATL,PG,11,,138,6.8,17.5,0.388,2.1,3.1,0.667,2.3,7,4.7,15.7,,lehmage01
193,Harry Barnes,23,SDR,SF,22,,126,5.1,18.3,0.281,2,3.7,0.538,7.4,1.4,7.1,12.3,,barneha01
194,Bud Olsen,28,2TM,PF,17,,113,4.8,13.4,0.357,1.3,5.7,0.222,8,3.5,4.5,10.8,,olsenbu01
195,Bud Olsen,28,BOS,PF,7,,43,5.9,15.9,0.368,0,5,0,11.7,3.3,5,11.7,,olsenbu01
196,Bud Olsen,28,DET,PF,10,,70,4.1,11.8,0.348,2.1,6.2,0.333,5.7,3.6,4.1,10.3,,olsenbu01
