Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
20,Rod Thorn,22,BAL,SG,75,2594,5.7,14.1,0.405,3.6,4.9,0.731,5,3.9,2.6,15,,thornro01
21,John Havlicek,23,BOS,SF,80,2587,8.9,21.4,0.417,4.4,5.9,0.746,6,3.3,3.2,22.2,NBA2,havlijo01
22,Wayne Hightower,24,SFW,PF,79,2536,5.6,14.5,0.385,3.7,4.7,0.79,8,1.9,3.8,14.8,,hightwa01
23,Lenny Wilkens,26,STL,PG,78,2526,4.8,11.5,0.413,3.8,5.2,0.74,4.8,5.1,4.1,13.4,AS,wilkele01
24,Len Chappell,23,2TM,PF,79,2505,7.6,17,0.448,4.1,5.8,0.715,11.1,1.2,3.1,19.4,AS,chapple01
25,Len Chappell,23,PHI,,1,16,0,4.5,0,2.3,4.5,0.5,9,0,4.5,2.3,,chapple01
26,Len Chappell,23,NYK,PF,78,2489,7.7,17.1,0.449,4.2,5.8,0.716,11.1,1.2,3.1,19.5,,chapple01
27,K.C. Jones,31,BOS,PG,80,2424,4.2,10.7,0.392,1.3,2.5,0.524,5.5,6,3.8,9.7,,joneskc01
28,Tom Meschery,25,SFW,SF,80,2422,6.5,14.1,0.458,3.1,4.4,0.702,9.1,2.2,4.3,16,,meschto01
29,Sam Jones,30,BOS,SG,76,2381,9.3,20.5,0.45,3.8,4.8,0.783,5.3,3.1,2.9,22.3,MVP-9AS,jonessa01
30,Bob Boozer,26,2TM,SF,81,2379,7.1,16.6,0.427,4.1,5.7,0.723,9,1.5,3.5,18.3,,boozebo01
31,Bob Boozer,26,CIN,SF,32,727,6.9,16.5,0.416,3.7,5.9,0.622,8.8,1.6,4.1,17.4,,boozebo01
32,Bob Boozer,26,NYK,SF,49,1652,7.2,16.6,0.432,4.3,5.6,0.77,9.1,1.4,3.2,18.7,,boozebo01
33,Tom Sanders,25,BOS,PF,80,2370,5.3,12.7,0.417,3.2,4.3,0.761,10.1,1.5,4.2,13.8,,sandeto01
34,Don Ohl,27,DET,SG,71,2366,7.6,18.6,0.408,3.4,5,0.68,2.7,3.4,3.3,18.6,AS,ohldo01
35,Richie Guerin,31,2TM,SG,80,2366,5.3,12.9,0.415,5.3,6.5,0.818,3.9,5.7,4.2,16,,gueriri01
36,Richie Guerin,31,NYK,SG,2,26,15.2,22.2,0.688,5.5,6.9,0.8,4.2,5.5,6.9,36,,gueriri01
37,Richie Guerin,31,STL,SG,78,2340,5.2,12.8,0.41,5.3,6.4,0.819,3.9,5.7,4.2,15.7,,gueriri01
38,Johnny Egan,25,2TM,PG,66,2326,5.2,11.7,0.441,3,3.8,0.794,3,5.5,2.8,13.3,,eganjo01
39,Johnny Egan,25,DET,PG,24,838,4.5,11,0.41,2.4,2.9,0.838,2.7,5,3.3,11.5,,eganjo01
40,Johnny Egan,25,NYK,PG,42,1488,5.5,12.1,0.456,3.3,4.2,0.777,3.1,5.9,2.5,14.4,,eganjo01
41,Cliff Hagan,32,STL,SF,77,2279,9,20.2,0.447,4.2,5.2,0.813,6,3,4.3,22.3,,hagancl01
42,Art Heyman,22,NYK,SG,75,2236,7,16.1,0.431,4.7,6.8,0.685,4.8,4.1,3.7,18.6,,heymaar01
43,Tom Gola,31,NYK,SG,74,2156,4.3,10.1,0.429,2.6,3.5,0.726,7.8,4.3,4.6,11.2,AS,golato01
44,Johnny Green,30,NYK,PF,80,2134,8.1,17.3,0.47,3.3,6.6,0.497,13.5,2.6,4.1,19.6,,greenjo01
45,Si Green,30,BAL,PG,75,2064,5,12.1,0.415,3.5,5.1,0.683,4.9,3.7,3.9,13.5,,greensi01
46,Tom Heinsohn,29,BOS,PF,76,2040,8.6,21.6,0.398,5,6,0.827,8.1,3.2,4.7,22.2,ASNBA2,heinsto01
47,Gary Phillips,24,SFW,SG,66,2010,4.6,12.4,0.37,2.6,3.9,0.67,4.4,3.6,4.4,11.8,,phillga01
48,Jack Twyman,29,CIN,SF,68,1996,8.1,17.9,0.45,3.4,4.1,0.829,6.6,2.5,4.8,19.5,,twymaja01
49,Paul Neumann,26,PHI,PG,74,1973,5.9,13.4,0.443,3.8,4.9,0.789,4.5,5.3,3.8,15.7,,neumapa01
50,Donnie Butcher,27,2TM,PG,78,1971,3.7,9.3,0.398,2.9,4.7,0.621,6,4.5,4.5,10.3,,butchdo01
51,Donnie Butcher,27,NYK,PG,26,418,3.2,9.9,0.322,3.6,5.7,0.636,5.8,5.7,4.6,10,,butchdo01
52,Donnie Butcher,27,DET,PG,52,1553,3.8,9.1,0.421,2.7,4.4,0.616,6.1,4.1,4.5,10.4,,butchdo01
53,Nate Thurmond,22,SFW,PF,76,1966,4,10.1,0.395,1.7,3.2,0.549,14.5,1.6,3.4,9.8,ROY-3,thurmna01
54,Bill Bridges,24,STL,PF,80,1949,5,12.5,0.397,2.7,4.1,0.652,12.6,3.3,5,12.6,,bridgbi01
55,Zelmo Beaty,24,STL,C,59,1922,5.4,12.1,0.444,3.7,5.1,0.741,11.9,1.5,4.9,14.5,,beatyze01
56,Al Attles,27,SFW,PG,70,1883,5.5,12.2,0.452,3.5,5.3,0.673,4.5,3.8,4.8,14.6,,attleal01
57,Billy McGill,24,2TM,C,74,1784,9.2,18.9,0.487,4.1,5.7,0.723,8.4,2.4,4.4,22.5,,mcgilbi01
58,Billy McGill,24,BAL,C,6,47,8.4,18.4,0.458,6.9,8.4,0.818,12.3,0,3.8,23.7,,mcgilbi01
59,Billy McGill,24,NYK,C,68,1737,9.2,18.9,0.487,4,5.6,0.72,8.2,2.5,4.4,22.5,,mcgilbi01
60,Jackie Moreland,25,DET,PF,78,1780,5.5,12.9,0.426,3.3,4.2,0.781,8.2,2.4,5.4,14.3,,morelja01
61,Tom Hawkins,27,CIN,SF,73,1770,5.2,11.8,0.441,2.3,3.8,0.601,8.8,1.5,4,12.7,,hawkito01
62,Ben Warley,27,PHI,PF,79,1740,4.4,10.2,0.435,4.6,6.3,0.721,12.8,1.5,5.7,13.4,,warlebe01
63,Bucky Bockhorn,30,CIN,SG,70,1670,5.2,12.7,0.412,2.1,2.7,0.762,4.4,3.7,4.9,12.5,,bockhbu01
64,Willie Jones,27,DET,PG,77,1539,6.2,15.9,0.39,2.3,3.3,0.709,5.9,4,4.9,14.7,,joneswi01
65,Adrian Smith,27,CIN,SG,66,1524,5.5,13.6,0.406,3.6,4.7,0.782,3.5,3.4,3.9,14.7,,smithad01
66,Bob Ferry,26,DET,C,74,1522,7,15.8,0.445,4.4,6.6,0.667,10.1,2.2,4.1,18.5,,ferrybo01
67,Gene Wiley,26,LAL,C,78,1510,3.5,6.5,0.535,1.1,1.8,0.6,12.2,1,5.4,8,,wileyge01
68,Leroy Ellis,23,LAL,C,78,1459,4.9,11.7,0.423,2.8,4.2,0.659,12.3,1,4.7,12.6,,ellisle01
69,Kevin Loughery,23,2TM,SG,66,1459,5.8,15.6,0.374,3.1,4.4,0.712,3.4,4.5,4.3,14.8,,loughke01
70,Kevin Loughery,23,DET,SG,1,2,18,72,0.25,0,0,,0,0,36,36,,loughke01
71,Kevin Loughery,23,BAL,SG,65,1457,5.8,15.5,0.375,3.1,4.4,0.712,3.4,4.5,4.3,14.7,,loughke01
72,Al Bianchi,31,PHI,PG,78,1437,6.4,17.1,0.376,2.7,3.5,0.773,3.7,3.7,6.2,15.6,,biancal01
73,Willie Naulls,29,BOS,SF,78,1409,8.2,19.6,0.417,3.2,4,0.796,9.1,1.6,5.3,19.6,,naullwi01
74,Don Nelson,23,LAL,SF,80,1406,3.5,8.3,0.418,3.8,5.1,0.741,8.3,1.9,4.6,10.7,,nelsodo01
75,Al Butler,25,NYK,PG,76,1379,6.8,16.1,0.422,3.6,4.9,0.738,4.4,4.1,4.4,17.2,,butleal01
76,John Barnhill,25,STL,SG,74,1367,5.5,13.3,0.412,1.8,3,0.609,4.1,3.8,2.8,12.8,,barnhjo01
77,Mike Farmer,27,STL,SF,76,1361,4.7,11.6,0.406,1.8,2.2,0.819,6,2.9,3.7,11.2,,farmemi01
78,Chico Vaughn,23,STL,SG,68,1340,6.4,14.5,0.442,2.9,4,0.723,3.4,3.5,4.5,15.7,,vaughch01
79,Connie Dierking,27,PHI,C,76,1286,5.3,14.4,0.372,3.2,4.7,0.675,11.8,1.4,6.2,13.9,,dierkco01
80,Frank Selvy,31,LAL,SG,73,1286,4.5,11.8,0.378,2.2,3.4,0.639,3.9,4.2,3.2,11.1,,selvyfr01
81,Frank Ramsey,32,BOS,SG,75,1227,6.6,17.7,0.374,5.8,6.8,0.841,6.5,2.4,7.2,19,,ramsefr01
82,Reggie Harding,21,DET,C,39,1158,5.7,14.3,0.4,1.9,3,0.622,12.7,1.6,3.7,13.3,,hardire01
83,Don Kojis,25,BAL,SF,78,1148,6.4,15.2,0.419,2.6,4.6,0.562,9.7,1.8,3.9,15.3,,kojisdo01
84,Larry Costello,32,PHI,PG,45,1137,6,12.9,0.468,4.7,5.4,0.865,3.3,5.3,4.7,16.7,,costela01
85,Barney Cable,28,BAL,SF,71,1125,3.7,9.3,0.4,0.9,1.3,0.667,9.6,1.5,5.3,8.3,,cableba01
86,Dave Budd,25,NYK,SF,73,1031,4.5,10.4,0.431,2.9,4,0.73,9.6,2,4.5,11.9,,buddda01
87,Gary Hill,22,SFW,SG,67,1015,5.2,13.6,0.38,1.8,2.7,0.662,4,3.7,5.9,12.2,,hillga01
88,Lee Shaffer,24,PHI,SF,41,1013,7.7,20.9,0.37,3.6,4.7,0.767,7.3,1.3,4.1,19,,shaffle01
89,Tom Hoover,23,NYK,C,59,988,3.7,9,0.413,3,4.8,0.614,12.1,1.3,6.7,10.4,,hooveto01
90,Jim Krebs,28,LAL,C,68,975,4.9,13.2,0.375,2.4,3.1,0.765,10.4,1.8,6.1,12.3,,krebsji01
91,Gene Shue,32,BAL,PG,47,963,3,10.3,0.293,1.3,2.3,0.59,3.5,5.6,3.7,7.4,,shuege01
92,Dave Gambee,26,PHI,SF,41,927,5.8,14.7,0.394,5.9,7.2,0.816,9.9,1.4,6.3,17.4,,gambeda01
93,Darrall Imhoff,25,DET,C,58,871,4.3,10.4,0.414,2.9,4.7,0.605,11.7,2.3,6.9,11.4,,imhofda01
94,Eddie Miles,23,DET,SG,60,811,5.8,16.5,0.353,2.8,3.9,0.713,4.2,2.6,4.1,14.4,,milesed01
95,Jim King,22,LAL,PG,60,762,4,9.4,0.424,3.1,4.8,0.653,5.3,5.2,4.7,11.1,,kingji01
96,John Rudometkin,23,NYK,SF,52,696,8,16.9,0.472,4.5,6,0.75,8.5,1.3,4.4,20.4,,rudomjo01
97,Larry Staverman,27,3TM,PF,60,674,5.2,11.3,0.462,3.7,4.8,0.767,9.4,1.7,6.3,14.2,,stavela01
98,Larry Staverman,27,BAL,PF,6,99,2.2,5.1,0.429,1.5,1.5,1,4.7,0.7,2.5,5.8,,stavela01
99,Larry Staverman,27,DET,PF,20,255,6.2,11.6,0.537,3.7,5.5,0.667,9.7,1.7,7.1,16.1,,stavela01
100,Larry Staverman,27,CIN,PF,34,320,5.4,13.1,0.414,4.4,5.3,0.83,10.6,2,6.9,15.2,,stavela01
101,Bob Duffy,23,3TM,PG,48,662,5.1,12.5,0.41,2.4,3.5,0.677,3.3,4.3,2.6,12.6,,duffybo02
102,Bob Duffy,23,STL,PG,2,6,6,18,0.333,0,6,0,6,0,0,12,,duffybo02
103,Bob Duffy,23,NYK,PG,4,50,3.6,13.7,0.263,4.3,5.8,0.75,4.3,3.6,0,11.5,,duffybo02
104,Bob Duffy,23,DET,PG,42,606,5.2,12.3,0.425,2.3,3.3,0.679,3.2,4.4,2.9,12.7,,duffybo02
105,Gene Tormohlen,26,STL,C,51,640,5.3,14.1,0.376,1.2,2.6,0.478,12.2,2.8,7.2,11.8,,tormobu01
106,Charlie Hardnett,25,BAL,PF,66,617,6.2,15.2,0.412,4.9,7.3,0.672,14.6,1.6,6.7,17.4,,hardnch01
107,Gene Conley,33,NYK,PF,46,551,4.8,12.3,0.392,2.9,4.2,0.677,10.2,1.4,8.1,12.5,,conlege01
108,George Lee,27,SFW,SF,54,522,4.4,11.7,0.379,3.2,4.9,0.662,6.7,1.7,4.6,12.1,,leege01
109,Kenny Sears,30,SFW,SF,51,519,3.7,8.3,0.442,4.4,5.5,0.81,6.5,2.9,4.9,11.8,,searske01
110,Bud Olsen,23,CIN,PF,49,513,6,14.7,0.405,2.2,4,0.561,10.5,2,5.5,14.2,,olsenbu01
111,Jay Arnette,25,CIN,PG,48,501,5.1,14.1,0.362,3,3.9,0.778,3.9,5.1,7.5,13.2,,arnetja01
112,Tom Thacker,24,CIN,PG,48,457,4.2,14.3,0.293,2,4.2,0.491,9.1,4,4,10.4,,thackto01
113,Jim Loscutoff,33,BOS,SF,53,451,4.5,14.5,0.308,1.4,2.5,0.581,10.5,2,7.2,10.4,,loscuji01
114,Clyde Lovellette,34,BOS,C,45,437,10.5,25.1,0.42,3.7,4.7,0.789,10.4,2,8.2,24.8,,lovelcl01
115,Hub Reed,27,LAL,C,46,386,3.1,8.5,0.363,0.9,1.4,0.667,10,2.1,6.8,7.1,,reedhu01
116,Dolph Schayes,35,PHI,PF,24,350,4.5,14.7,0.308,4.7,5.9,0.807,11.3,4.9,7.8,13.8,,schaydo01
117,Dave DeBusschere,23,DET,SF,15,304,6.2,15.8,0.391,3,5.1,0.581,12.4,2.7,3.8,15.3,,debusda01
118,Jerry Greenspan,22,PHI,SG,20,280,4.1,11.6,0.356,4.4,6.4,0.68,9.3,1.4,6.9,12.6,,greenje01
119,Larry Siegfried,24,BOS,SG,31,261,4.8,15.2,0.318,4.3,5.4,0.795,7,5.5,4.6,13.9,,siegfla01
120,Bevo Nordmann,24,2TM,C,19,259,3.8,9.2,0.409,1.3,2.6,0.474,9,0.7,7.1,8.8,,nordmbe01
121,Bevo Nordmann,24,NYK,C,7,106,4.4,8.5,0.52,2.7,4.8,0.571,8.5,0.3,6.1,11.5,,nordmbe01
122,Bevo Nordmann,24,STL,C,12,153,3.3,9.6,0.341,0.2,1.2,0.2,9.4,0.9,7.8,6.8,,nordmbe01
123,Johnny McCarthy,29,BOS,PG,28,206,2.8,8.4,0.333,0.9,2.3,0.385,6.1,4.2,7.3,6.5,,mccarjo01
124,Hubie White,24,PHI,SG,23,196,5.7,19.3,0.295,3.1,5.1,0.607,7.7,2.2,5.1,14.5,,whitehu01
125,Paul Hogue,23,2TM,C,15,147,2.9,7.3,0.4,0.5,1.7,0.286,7.6,1.5,8.6,6.4,,hoguedu01
126,Paul Hogue,23,NYK,C,6,89,3.6,6.5,0.563,0.4,2,0.2,6.1,2,6.1,7.7,,hoguedu01
127,Paul Hogue,23,BAL,C,9,58,1.9,8.7,0.214,0.6,1.2,0.5,9.9,0.6,12.4,4.3,,hoguedu01
128,Gerry Ward,22,STL,SG,24,139,4.1,13.7,0.302,2.8,4.4,0.647,5.4,5.4,6.7,11.1,,wardge01
129,Larry Comley,24,BAL,,12,89,3.2,15,0.216,3.6,6.5,0.563,7.7,4.9,4.4,10.1,,comlela01
130,John Windsor,23,SFW,PF,11,68,5.3,14.3,0.37,3.7,4.2,0.875,13.8,1.1,6.9,14.3,,windsjo01
131,Jerry Harkness,23,NYK,PG,5,59,7.9,18.3,0.433,1.8,4.9,0.375,3.7,3.7,2.4,17.7,,harknje01
132,Mel Gibson,23,LAL,,9,53,4.1,13.6,0.3,0.7,1.4,0.5,2.7,4.1,6.8,8.8,,gibsome01
133,Ken Rohloff,24,STL,,2,7,0,5.1,0,0,0,,0,5.1,20.6,0,,rohloke01
134,Roger Strickland,23,BAL,,1,4,9,27,0.333,0,0,,0,0,9,18,,stricro01
135,Mel Peterson,25,BAL,,2,3,12,12,1,0,0,,12,0,24,24,,peterme01
