Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
32,Walt Hazzard,27,ATL,PG,82,,2757,6.4,13.8,0.467,3.5,4.3,0.809,4.3,7.3,3.4,16.4,MVP-12,abdulma01
33,Chet Walker,29,CHI,SF,78,,2726,7.9,16.5,0.477,6.4,7.5,0.85,8,2.5,2.7,22.1,AS,walkech01
34,Clyde Lee,25,SFW,C,82,,2641,4.9,11.2,0.44,2.4,4.1,0.593,12.7,1.1,3.6,12.3,,leecl01
35,Dave DeBusschere,29,NYK,PF,79,79,2627,6.7,14.8,0.451,2.4,3.5,0.688,10.8,2.7,3.3,15.8,AS,debusda01
36,Jim Davis,28,ATL,C,82,,2623,6,12.9,0.464,3.3,4.4,0.755,10.9,3.3,4.6,15.3,,davisji01
37,Bob Boozer,32,SEA,PF,82,,2549,7,14.2,0.491,3.7,4.5,0.822,10.1,1.6,3.3,17.6,,boozebo01
38,Bob Weiss,27,CHI,PG,82,,2544,5.2,12.1,0.427,3,3.6,0.842,3.2,6.7,2.9,13.3,,weissbo01
39,Tom Van Arsdale,26,CIN,SF,71,,2544,8.8,19.5,0.451,5.4,7,0.774,6.6,2.2,3.5,22.9,AS,vanarto01
40,Otto Moore,23,DET,C,81,,2523,5.5,11.5,0.476,2.8,4.4,0.636,12.8,1.5,3.3,13.7,MVP-16,mooreot01
41,Darrall Imhoff,31,PHI,C,79,,2474,6.3,11.6,0.54,3.1,4.8,0.65,11,3.1,4.3,15.6,,imhofda01
42,Stu Lantz,23,SDR,PG,82,,2471,6.6,15,0.443,4.1,5.3,0.77,3.7,4.2,3.5,17.3,,lantzst01
43,Bob Dandridge,22,MIL,SF,81,,2461,6.3,13.1,0.485,2.9,3.9,0.754,9.1,4.3,4.1,15.6,,dandrbo01
44,Jim Washington,26,PHI,PF,79,,2459,5.9,12.3,0.476,3,4,0.747,10.7,1.5,3.8,14.7,,washiji01
45,Connie Dierking,33,CIN,C,76,,2448,7.7,18.3,0.419,3.4,4.5,0.752,9.2,2.5,4,18.7,,dierkco01
46,Dick Snyder,25,2TM,SG,82,,2437,6.7,12.7,0.528,2.5,3.1,0.813,4.8,5.1,4.1,16,,snydedi01
47,Dick Snyder,25,PHO,,6,,147,5.4,11,0.489,1.7,2,0.875,3.7,2.2,4.9,12.5,,snydedi01
48,Dick Snyder,25,SEA,SG,76,,2290,6.8,12.9,0.531,2.5,3.1,0.81,4.8,5.2,4,16.2,,snydedi01
49,Ron Williams,25,SFW,PG,80,,2435,6.7,15.5,0.432,4.1,5,0.822,2.8,6.3,4.2,17.5,,williro01
50,Happy Hairston,27,2TM,PF,70,,2427,7.2,14.4,0.496,4.8,6.1,0.789,11.5,1.8,3.4,19.2,,hairsha01
51,Happy Hairston,27,DET,PF,15,,282,7.3,13.1,0.553,5.7,8,0.714,11.2,1.4,4.6,20.3,,hairsha01
52,Happy Hairston,27,LAL,PF,55,,2145,7.1,14.6,0.49,4.7,5.9,0.803,11.5,1.8,3.3,19,,hairsha01
53,Jerry Lucas,29,2TM,PF,67,,2420,6,11.9,0.507,3,3.8,0.784,14.1,2.6,2.4,15,,lucasje01
54,Jerry Lucas,29,CIN,PF,4,,118,5.5,10.7,0.514,1.5,2.1,0.714,13.7,2.7,1.5,12.5,,lucasje01
55,Jerry Lucas,29,SFW,PF,63,,2302,6.1,11.9,0.507,3,3.9,0.786,14.2,2.6,2.5,15.2,,lucasje01
56,Howard Komives,28,DET,PG,82,,2418,5.4,13.1,0.413,2.8,3.5,0.812,2.9,4.6,3.7,13.6,,komivho01
57,Joe Ellis,25,SFW,SF,76,,2380,7.6,18.5,0.41,3,4.1,0.741,9,2.1,4.3,18.2,,ellisjo01
58,Greg Smith,23,MIL,PF,82,,2368,5.2,10.1,0.511,1.9,2.6,0.718,10.8,2.4,4.6,12.2,,smithgr01
59,Erwin Mueller,25,2TM,PF,78,,2353,4.6,9.9,0.464,2.9,4,0.719,7.4,3.1,2.9,12.1,,mueller01
60,Erwin Mueller,25,SEA,PF,4,,69,6.8,16.7,0.406,2.1,4.7,0.444,7.3,3.1,3.1,15.7,,mueller01
61,Erwin Mueller,25,DET,PF,74,,2284,4.5,9.7,0.467,2.9,4,0.728,7.4,3.1,2.9,12,,mueller01
62,Tom Boerwinkle,24,CHI,C,81,,2335,5.4,11.9,0.449,2.3,3.5,0.664,15.7,3.5,3.9,13,,boerwto01
63,Dave Bing,26,DET,PG,70,,2334,8.9,20,0.444,7,8.9,0.783,4.6,6.4,3,24.7,,bingda01
64,Dick Garrett,23,LAL,SG,73,,2318,5.5,12.7,0.434,2.1,2.5,0.852,3.6,2.8,3.7,13.1,,garredi01
65,Tom Meschery,31,SEA,SF,80,,2294,6.2,12.8,0.482,3.1,3.9,0.79,10.5,2.5,5,15.4,,meschto01
66,Johnny Green,36,CIN,PF,78,,2278,7.6,13.6,0.559,4,6.8,0.592,13.3,1.8,4.2,19.2,,greenjo01
67,Don Nelson,29,BOS,PF,82,,2224,7.5,14.9,0.501,5.5,7,0.775,9.7,2.4,3.9,20.4,,nelsodo01
68,Elgin Baylor,35,LAL,SF,54,,2213,8.3,17.1,0.486,4.5,5.8,0.773,9.1,4.8,2.1,21.1,MVP-15AS,bayloel01
69,Mel Counts,28,LAL,C,81,,2193,7.1,16.7,0.427,2.6,3.3,0.776,11.2,2.6,5,16.8,,countme01
70,John Block,25,SDR,PF,82,,2152,7.6,17.1,0.442,4.8,6.1,0.782,10.2,2.3,4.6,20,,blockjo01
71,Jim Barnett,25,SDR,SG,80,,2105,7.7,17.1,0.451,4.9,6.3,0.79,5.2,4.9,3.8,20.3,,barneji02
72,Bill Bradley,26,NYK,SF,67,64,2098,7.1,15.4,0.46,2.5,3,0.824,4.1,4.6,3.8,16.7,,bradlbi01
73,Larry Siegfried,30,BOS,PG,78,,2081,6.6,15.6,0.424,3.8,4.4,0.856,3.7,5.2,3.2,17,,siegfla01
74,Bailey Howell,33,BOS,PF,82,,2078,6.9,16.1,0.429,4.1,5.3,0.763,9.5,2.1,4.5,17.9,,howelba01
75,Fred Foster,23,CIN,SF,74,,2077,8,17.8,0.449,3.1,4.2,0.724,5.4,1.9,3.6,19,,fostefr01
76,Jim Fox,26,PHO,C,81,,2041,7.3,13.9,0.524,3.8,5,0.77,10.1,1.6,4.6,18.4,,foxji01
77,Kevin Loughery,29,BAL,SG,55,,2037,8.4,19.1,0.441,4.5,5.3,0.849,3,5.2,3.2,21.3,,loughke01
78,Walt Bellamy,30,2TM,C,79,,2028,6.2,11.9,0.523,3.8,6.6,0.576,12.6,2.5,4.6,16.3,MVP-12,bellawa01
79,Walt Bellamy,30,DET,C,56,,1173,6.4,11.8,0.547,4.3,7.6,0.562,12.2,1.7,5,17.2,,bellawa01
80,Walt Bellamy,30,ATL,C,23,,855,5.9,12.1,0.491,3.2,5.2,0.605,13.1,3.7,4.1,15,,bellawa01
81,Rick Roberson,22,LAL,C,74,,2005,4.7,10.5,0.447,2.2,3.8,0.566,12.1,1.7,4.6,11.6,,roberri01
82,Nate Thurmond,28,SFW,C,43,,1919,6.4,15.5,0.414,4.9,6.5,0.754,14.3,2.8,2.1,17.7,MVP-11AS,thurmna01
83,Hank Finkel,27,BOS,C,80,,1866,6,13.2,0.454,3,4.5,0.67,11.8,2,5.6,15,,finkeha01
84,Jerry Sloan,27,CHI,SF,53,,1822,6.1,14.6,0.421,4.1,6.3,0.651,7.4,3.3,3.5,16.3,,sloanje01
85,Lucius Allen,22,SEA,PG,81,,1817,6.1,13.7,0.442,3.6,4.9,0.731,4.2,6.8,4,15.7,,allenlu01
86,Keith Erickson,25,LAL,SF,68,,1755,5.3,11.5,0.458,1.9,2.5,0.746,6.2,4.3,3.6,12.5,,erickke01
87,Terry Dischinger,29,DET,SF,75,,1754,7,13.3,0.526,3.6,4.9,0.722,7.6,2.2,4.4,17.6,,dischte01
88,Wali Jones,27,PHI,PG,78,,1740,7.6,17.6,0.43,3.9,4.7,0.841,3.6,5.7,4.3,19.1,,joneswa02
89,Mike Riordan,24,NYK,SG,81,5,1677,5.5,11.8,0.464,2.4,3.5,0.691,4.2,4.3,4.1,13.4,,riordmi01
90,Zaid Abdul-Aziz,23,MIL,PF,80,,1637,5.2,12,0.434,2.6,4.1,0.643,13.3,1.4,3.7,13,,abdulza01
91,Johnny Egan,31,LAL,PG,72,,1627,4.8,10.9,0.438,2.2,2.7,0.818,2.3,4.8,3.8,11.7,,eganjo01
92,Toby Kimball,27,SDR,PF,77,,1622,4.8,11.3,0.429,2.4,4.1,0.578,13.8,2.1,4.2,12.1,,kimbato01
93,Em Bryant,31,BOS,PG,71,,1617,4.7,11.6,0.404,3,4,0.746,6,5.1,4.5,12.4,,bryanem01
94,Tom Sanders,31,BOS,SF,57,,1616,5.5,12.4,0.443,3.6,4.1,0.88,7,2,4.4,14.5,,sandeto01
95,Gary Gregor,24,ATL,SF,81,,1603,6.4,14.8,0.433,2,2.5,0.779,8.9,1.4,3.6,14.8,,gregoga01
96,Don Kojis,31,SDR,SF,56,,1578,7.7,17.2,0.447,4.1,5.5,0.751,8.9,1.8,3.1,19.6,,kojisdo01
97,Cazzie Russell,25,NYK,SF,78,18,1563,8.9,17.8,0.498,2.9,3.7,0.775,5.4,3.1,3.2,20.6,,russeca01
98,Matt Guokas,25,PHI,SG,80,,1558,4.4,9.6,0.454,2.4,3.4,0.711,5,5.1,4.6,11.2,,guokama02
99,Art Harris,23,2TM,SG,81,,1553,6.6,16.8,0.394,2,3.1,0.642,3.7,5.4,5.1,15.2,,harriar01
100,Art Harris,23,SEA,SG,5,,178,5.7,14.8,0.384,0.8,1.8,0.444,3.8,4,2.2,12.1,,harriar01
101,Art Harris,23,PHO,SG,76,,1375,6.7,17,0.395,2.1,3.3,0.656,3.7,5.5,5.5,15.6,,harriar01
102,Art Williams,30,SDR,PG,80,,1545,4.4,10.8,0.407,2.1,2.7,0.746,6.8,11.7,3.9,10.9,,williar01
103,John Tresvant,30,2TM,PF,69,,1499,6.3,14.3,0.444,4.9,6.8,0.725,10.2,2.7,4.9,17.6,,tresvjo01
104,John Tresvant,30,SEA,PF,49,,1278,6.1,14.3,0.428,5.2,7,0.735,10.2,2.7,4.6,17.4,,tresvjo01
105,John Tresvant,30,LAL,PF,20,,221,7.7,14.3,0.534,3.7,5.7,0.657,10.3,2.8,6.5,19.1,,tresvjo01
106,Barry Clemens,26,SEA,SF,78,,1487,6.5,14.4,0.454,2.7,3.4,0.793,7.7,2.8,4.6,15.8,,clemeba01
107,McCoy McLemore,27,DET,SF,73,,1421,5.9,12.7,0.466,3,3.7,0.821,8.5,2.1,4,14.8,,mclemmc01
108,Walt Wesley,25,CHI,C,72,,1407,6.9,16.6,0.417,3.7,5.6,0.662,11.6,1.7,4.7,17.5,,weslewa01
109,Neal Walk,21,PHO,C,82,,1394,6.6,14.1,0.47,4,6.2,0.64,11.8,2.1,5.8,17.3,,walkne01
110,Ray Scott,31,BAL,PF,73,,1393,6.6,15.6,0.425,3.6,4.5,0.803,11.8,2.9,3.8,16.9,,scottra01
111,Dave Stallworth,28,NYK,SF,82,3,1375,6.3,14.6,0.429,4.2,5.9,0.716,8.5,3.6,5.1,16.7,,stallda01
112,Bobby Lewis,24,SFW,SG,73,,1353,5.7,14.8,0.382,2.7,4,0.658,4.2,5.2,4.5,14,,lewisbo01
113,Freddie Crawford,28,MIL,SG,77,,1331,6.6,13.7,0.48,2.7,4,0.682,5,6.1,4.9,15.9,,crawffr01
114,Mike Davis,23,BAL,SG,56,,1330,7,15.9,0.444,4,5.2,0.776,3.5,3,4.7,18.1,,davismi01
115,Jo Jo White,23,BOS,PG,60,,1328,8.4,18.5,0.452,3,3.7,0.822,4.6,3.9,3.6,19.8,,whitejo01
116,Eddie Miles,29,2TM,SG,47,,1295,6.6,15,0.44,3.7,4.9,0.76,4.9,2.4,3,16.9,,milesed01
117,Eddie Miles,29,DET,SG,44,,1243,6.7,15.4,0.435,3.8,4.9,0.765,5,2.4,2.9,17.1,,milesed01
118,Eddie Miles,29,BAL,SG,3,,52,4.8,6.9,0.7,2.1,3.5,0.6,2.8,2.8,5.5,11.8,,milesed01
119,Bill Hewitt,25,2TM,PF,65,,1279,3.1,8.4,0.369,1.5,2.6,0.574,10,1.8,3.7,7.7,,hewitbi01
120,Bill Hewitt,25,LAL,PF,20,,478,1.9,6.6,0.284,1.2,2.3,0.516,10.6,2.1,2.9,5,,hewitbi01
121,Bill Hewitt,25,DET,PF,45,,801,3.8,9.4,0.405,1.7,2.8,0.603,9.6,1.6,4.1,9.3,,hewitbi01
122,Luther Rackley,23,CIN,C,66,,1256,5.4,12.1,0.449,3.6,5.6,0.636,10.8,1.6,5.8,14.4,,rackllu01
123,Bernie Williams,24,SDR,SG,72,,1228,7.4,18.8,0.392,2.8,3.6,0.787,4.5,4.8,3.6,17.5,,willibe01
124,Fred Carter,24,BAL,SG,76,,1219,4.6,13,0.358,2.4,3.4,0.69,5.7,3.6,4,11.6,,cartefr01
125,Bingo Smith,23,SDR,SF,75,,1198,7.3,17,0.427,2,2.9,0.688,9.9,2.3,3.6,16.5,,smithbi02
126,Bill Turner,25,2TM,SF,72,,1170,6.1,14.4,0.421,3.8,5.1,0.737,9.4,1.3,5.9,15.9,,turnebi01
127,Bill Turner,25,SFW,SF,3,,75,4.3,8.2,0.529,2.4,4.8,0.5,6.7,0.5,2.9,11,,turnebi01
128,Bill Turner,25,CIN,PF,69,,1095,6.2,14.8,0.417,3.9,5.2,0.752,9.5,1.4,6.1,16.2,,turnebi01
129,Leroy Ellis,29,BAL,C,72,,1163,6,12.8,0.469,2.7,3.6,0.741,11.6,1.5,4,14.7,,ellisle01
130,Herm Gilliam,23,CIN,SG,57,,1161,5.6,13.7,0.406,2.1,2.8,0.747,6.7,5.5,5.1,13.2,,gillihe01
131,Jerry Chambers,26,PHO,SF,79,,1139,8.9,20.8,0.43,2.9,4,0.728,6.9,1.7,5.1,20.8,,chambje01
132,Len Chappell,29,MIL,SF,75,,1134,7.7,16.6,0.465,4.3,6.7,0.64,8.8,1.8,4,19.7,,chapple01
133,Adrian Smith,33,2TM,SG,77,,1087,5.1,13.8,0.368,5,5.6,0.894,2.7,4.4,4,15.2,,smithad01
134,Adrian Smith,33,CIN,SG,32,,453,4.8,11.8,0.405,4.1,4.8,0.867,2.6,3.6,4.5,13.7,,smithad01
135,Adrian Smith,33,SFW,SG,45,,634,5.3,15.2,0.347,5.7,6.2,0.909,2.8,4.9,3.7,16.2,,smithad01
136,Dorie Murrey,26,SEA,C,81,,1079,5.1,11.4,0.446,4.5,6.2,0.731,11.9,2.5,6.4,14.7,,murredo01
137,Jim Barnes,28,BOS,C,77,,1049,6.1,14.9,0.41,3.3,4.4,0.742,12,1.8,7.9,15.5,,barneji01
138,John Trapp,24,SDR,SF,70,,1025,6.5,15.2,0.426,2.5,3.7,0.692,10.9,1.7,7,15.5,,trappjo01
139,Don Ohl,33,ATL,SG,66,,984,6.4,13.6,0.473,2.1,2.6,0.806,2.6,3.6,4.1,15,,ohldo01
140,Dave Gambee,32,SFW,SF,73,,951,7,17.6,0.399,5.9,7,0.839,9.2,2.1,6.5,19.9,,gambeda01
141,Butch Beard,22,ATL,PG,72,,941,7,15,0.467,5.2,6.2,0.828,5.4,4.6,4.7,19.2,,beardbu01
142,Rich Johnson,23,BOS,C,65,,898,6.7,14.5,0.463,1.8,2.8,0.657,8.3,1.3,6.2,15.2,,johnsri01
143,Willie McCarter,23,LAL,SG,40,,861,5.5,14.6,0.378,1.8,2.5,0.717,3.5,3.9,3,12.8,,mccarwi01
144,Don Chaney,23,BOS,SG,63,,839,4.9,13.7,0.359,3.5,4.7,0.752,6.5,3.1,5.1,13.4,,chanedo01
145,George Wilson,27,PHI,C,67,,836,5.1,13.1,0.388,5.3,7.4,0.709,13.7,2.2,6.2,15.4,,wilsoge01
146,Al Tucker,26,2TM,PF,61,,819,6.4,12.5,0.512,3.1,3.8,0.805,7.3,1.7,3.8,15.9,,tuckeal01
147,Al Tucker,26,CHI,PF,33,,557,6.3,12.2,0.513,2.4,2.9,0.822,7.3,2,3.4,14.9,,tuckeal01
148,Al Tucker,26,BAL,PF,28,,262,6.7,13.2,0.51,4.5,5.8,0.786,7.3,1,4.7,18,,tuckeal01
149,Bob Portman,22,SFW,SG,60,,813,7.8,17.6,0.445,2.9,3.8,0.776,9.9,1.2,3.4,18.6,,portmbo01
150,Steve Kuberski,22,BOS,PF,51,,797,5.9,15.1,0.388,2.9,4.2,0.696,11.6,1.3,3.9,14.6,,kuberst01
151,Ed Manning,26,2TM,SF,67,,777,5.5,14.9,0.371,1.9,2.6,0.75,10.7,1.7,5.7,13,,mannied01
152,Ed Manning,26,BAL,PF,29,,161,7.2,14.8,0.485,1.1,1.8,0.625,7.8,0.4,7.4,15.4,,mannied01
153,Ed Manning,26,CHI,SF,38,,616,5.1,14.9,0.341,2.2,2.8,0.771,11.5,2,5.2,12.3,,mannied01
154,Bob Kauffman,23,CHI,PF,64,,775,4.4,10.3,0.425,4.1,5.7,0.715,9.8,3.5,5.4,12.8,,kauffbo01
155,Lee Winfield,22,SEA,PG,64,,771,6.4,13.4,0.479,4.1,5.4,0.75,4.6,4.8,4.4,16.9,,winfile01
156,Fred Hetzel,27,PHI,SF,63,,757,7.4,15.4,0.483,3.4,4,0.835,9.8,2.1,5.2,18.2,,hetzefr01
157,Guy Rodgers,34,MIL,PG,64,,749,3.3,9.2,0.356,3.2,4.3,0.744,3.6,10.2,3.5,9.8,,rodgegu01
158,Nate Bowman,26,NYK,C,81,1,744,4.7,11.4,0.417,2,3.8,0.519,12.4,2.2,9.1,11.5,,bowmana01
159,Rick Adelman,23,SDR,PG,35,,717,4.8,12.4,0.389,3.4,4.6,0.747,4.1,5.7,4.5,13.1,,adelmri01
160,Lamar Green,22,PHO,PF,58,,700,5.2,12,0.432,2.1,3.6,0.586,14.2,0.9,5.9,12.5,,greenla01
161,Dale Schlueter,24,SFW,C,63,,685,4.3,8.8,0.491,3.2,5.1,0.619,12.1,1.3,5.7,11.8,,schluda01
162,Al Attles,33,SFW,PG,45,,676,4.2,10.8,0.386,4,6,0.664,3.9,7.6,5.5,12.3,,attleal01
163,Dave Newmark,23,ATL,C,64,,612,7.5,17.4,0.429,3.5,4.5,0.766,10.2,2.5,7.5,18.4,,newmada01
164,Luke Jackson,28,PHI,PF,37,,583,4.4,11.2,0.392,3.7,5,0.741,12.2,3.1,4.9,12.5,,jackslu01
165,Stan McKenzie,25,PHO,SF,58,,525,5.6,14.1,0.393,4,5,0.795,6.4,3.6,4.6,15.1,,mckenst01
166,Shaler Halimon,24,CHI,SG,38,,517,6.7,17,0.393,3.4,5.1,0.671,4.7,4.8,4,16.8,,halimsh01
167,Wilt Chamberlain,33,LAL,C,12,,505,9.2,16.2,0.568,5,11.2,0.446,15.8,3.5,2.2,23.4,,chambwi01
168,Pat Riley,24,SDR,SF,36,,474,5.7,13.7,0.417,3,4.2,0.727,4.3,6.5,5.2,14.4,,rileypa01
169,Dick Cunningham,23,MIL,C,60,,416,4.5,12.2,0.369,1.9,2.9,0.667,13.8,2.4,6.1,10.9,,cunnidi01
170,Mike Lynn,24,LAL,SF,44,,403,3.9,11.9,0.331,2.8,4.3,0.646,5.7,2.7,7.8,10.6,,lynnmi01
171,Jim King,28,2TM,PG,34,,391,4.9,11.9,0.411,3,3.8,0.805,5.7,4.8,4.3,12.8,,kingji01
172,Jim King,28,SFW,PG,3,,105,6.5,15.8,0.413,3.8,4.8,0.786,5.5,3.4,2.7,16.8,,kingji01
173,Jim King,28,CIN,PG,31,,286,4.3,10.4,0.41,2.8,3.4,0.815,5.8,5.3,4.9,11.3,,kingji01
174,Wally Anderzunas,24,CIN,SF,44,,370,6.3,16.2,0.392,2.8,4.5,0.63,8,0.9,4.6,15.5,,anderwa01
175,Bob Quick,23,2TM,SF,34,,364,6.2,13.7,0.453,4.8,7,0.69,7.4,1.4,4.9,17.3,,quickbo01
176,Bob Quick,23,BAL,SF,15,,67,7.5,15,0.5,6.4,9.7,0.667,6.4,1.6,4.8,21.5,,quickbo01
177,Bob Quick,23,DET,SF,19,,297,5.9,13.5,0.441,4.5,6.4,0.698,7.6,1.3,5,16.4,,quickbo01
178,Bud Ogden,23,PHI,SF,47,,357,8.3,17.3,0.477,2.7,3.9,0.692,8.7,3.1,6.3,19.3,,ogdenbu01
179,Bob Greacen,22,MIL,SF,41,,292,5.4,13.4,0.404,2.2,3.5,0.643,7.3,3.3,6,13.1,,greacbo01
180,Steve Mix,22,DET,SF,18,,276,6.3,13,0.48,3,5.1,0.59,8.3,2,4,15.5,,mixst01
181,John Warren,22,NYK,SG,44,0,272,5.8,14.3,0.407,3.2,4.6,0.686,5.3,4,7,14.8,,warrejo01
182,Don May,24,NYK,SF,37,0,238,5.9,15.3,0.386,2.7,2.9,0.947,7.9,2.6,6.4,14.5,,maydo01
183,Bill Hosket,23,NYK,PF,36,0,235,7,13.9,0.505,4,5.1,0.788,9.7,2.6,5.5,18.1,,hoskebi01
184,Loy Petersen,24,CHI,SG,31,,231,5.1,14,0.367,4.1,6.1,0.667,4.1,3.6,3.4,14.3,,peterlo01
185,Neil Johnson,26,PHO,PF,28,,136,5.3,15.9,0.333,2.1,3.2,0.667,12.4,3.2,10.1,12.7,,johnsne02
186,Paul Long,25,DET,SG,25,,130,7.8,17.2,0.452,7.5,10.5,0.711,3,4.7,6.1,23,,longpa01
187,Grady O'Malley,21,ATL,,24,,113,6.7,19.1,0.35,2.5,6.1,0.421,8.3,3.2,3.8,15.9,,omallgr01
188,Rod Thorn,28,SEA,SG,19,,105,6.9,15.4,0.444,5.1,8.2,0.625,5.5,5.8,2.7,18.9,,thornro01
189,John Arthurs,22,MIL,,11,,86,5,14.7,0.343,4.6,6.3,0.733,5.9,7.1,6.3,14.7,,arthujo01
190,Joe Kennedy,23,SEA,SF,14,,82,1.3,14.9,0.088,0.9,0.9,1,8.8,3.1,3.1,3.5,,kennejo01
191,Brian Heaney,23,BAL,,14,,70,6.7,12.3,0.542,1,2.1,0.5,2.1,3.1,8.7,14.4,,heanebr01
192,Richie Guerin,37,ATL,SG,8,,64,1.7,6.2,0.273,0.6,0.6,1,1.1,6.8,5.1,3.9,,gueriri01
193,Sam Williams,25,MIL,SG,11,,44,9,19.6,0.458,4.1,9,0.455,5.7,2.5,4.1,22.1,,willisa01
194,George Reynolds,22,DET,,10,,44,6.5,15.5,0.421,4.1,5.7,0.714,11.5,9.8,8.2,17.2,,reynoge01
195,Bob Cousy,41,CIN,PG,7,,34,1.1,3.2,0.333,3.2,3.2,1,5.3,10.6,11.6,5.3,,cousybo01
196,Al Hairston,24,SEA,SG,3,,20,5.4,14.4,0.375,1.8,1.8,1,9,10.8,5.4,12.6,,hairsal01
