Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
18,Michael Redd,24,MIL,SG,82,82,3021,7.5,17.1,0.44,1.5,4.3,0.35,6,12.8,0.47,0.484,4.6,5.3,0.868,1.4,3.4,4.9,2.2,1,0.1,1.4,1.8,21.2,MVP-14ASNBA3,reddmi01
19,Jason Terry,26,ATL,PG,81,78,3018,6,14.3,0.417,1.7,5,0.347,4.2,9.2,0.455,0.478,2.6,3.1,0.827,0.6,3.4,4,5.2,1.5,0.2,2.7,2.3,16.2,,terryja01
20,Lamar Odom,24,MIA,PF,80,80,3003,5.8,13.5,0.43,0.7,2.5,0.298,5.1,11.1,0.46,0.457,4.1,5.5,0.742,1.9,7.4,9.3,3.9,1,0.9,2.8,3.3,16.4,,odomla01
21,Eddie Jones,32,MIA,SG,81,81,2998,5.7,13.9,0.409,2.1,5.8,0.37,3.6,8.1,0.437,0.486,3.3,4,0.835,0.5,3.2,3.7,3.1,1.1,0.4,1.5,2.7,16.8,,jonesed02
22,Carmelo Anthony,19,DEN,SF,82,82,2995,7.5,17.6,0.426,0.8,2.6,0.322,6.7,15,0.444,0.449,4.9,6.3,0.777,2.2,3.8,6,2.7,1.2,0.5,3,2.7,20.7,MVP-14ROY-2,anthoca01
23,Donyell Marshall,30,2TM,PF,82,74,2988,5.7,12.3,0.461,1.6,3.9,0.403,4.1,8.4,0.488,0.525,1.6,2.2,0.736,2.5,7.2,9.7,1.5,1.1,1.5,1.4,3,14.5,,marshdo01
24,Donyell Marshall,30,CHI,PF,16,8,408,5,12,0.419,1,2.4,0.407,4.1,9.6,0.422,0.46,1.2,1.8,0.7,2.5,6.3,8.7,2.5,1.1,1.8,1.9,4.1,12.3,,marshdo01
25,Donyell Marshall,30,TOR,PF,66,66,2580,5.8,12.3,0.467,1.7,4.2,0.403,4.1,8.2,0.5,0.535,1.7,2.3,0.741,2.5,7.4,9.9,1.3,1.1,1.5,1.3,2.8,14.9,,marshdo01
26,Mike Bibby,25,SAC,PG,82,82,2980,6.4,14.1,0.45,1.8,4.6,0.392,4.6,9.6,0.479,0.514,3.7,4.5,0.815,0.8,2.5,3.3,5.4,1.4,0.2,2.1,1.8,18.2,,bibbymi01
27,Eric Snow,30,PHI,PG,82,82,2966,3.6,8.7,0.413,0,0.2,0.111,3.6,8.5,0.42,0.414,3.1,3.8,0.797,0.8,2.7,3.4,6.8,1.2,0.1,2.3,2.6,10.2,,snower01
28,Stephen Jackson,25,ATL,SF,80,78,2940,6.6,15.4,0.425,1.8,5.2,0.34,4.8,10.2,0.469,0.483,2.9,3.6,0.785,1.2,3.3,4.5,3,1.7,0.2,2.7,2.6,17.8,,jacksst02
29,Jason Richardson,23,GSW,SG,78,78,2936,6.9,15.7,0.438,0.9,3.3,0.282,6,12.4,0.481,0.468,3.2,4.6,0.684,1.5,4.9,6.4,2.8,1.1,0.5,2.4,2.2,17.9,,richaja01
30,Rashard Lewis,24,SEA,SF,80,80,2931,6.6,15.1,0.435,1.8,4.7,0.376,4.8,10.4,0.463,0.494,2.5,3.3,0.763,1.6,4.7,6.4,2.1,1.2,0.7,1.7,2.9,17.5,,lewisra02
31,Dirk Nowitzki,25,DAL,C,77,77,2915,7.5,16.2,0.462,1.2,3.6,0.341,6.2,12.6,0.496,0.5,4.6,5.2,0.877,1.1,7.2,8.3,2.6,1.1,1.3,1.7,2.7,20.7,MVP-10ASNBA3,nowitdi01
32,Andrei Kirilenko,22,UTA,PF,78,78,2895,5.1,11.6,0.443,0.8,2.5,0.338,4.3,9.1,0.471,0.479,4.9,6.2,0.79,2.8,5,7.8,3,1.9,2.7,2.7,2.2,16,MVP-13DPOY-5AS,kirilan01
33,Juwan Howard,30,ORL,PF,81,77,2877,6.6,14.6,0.453,0,0,0,6.6,14.6,0.453,0.453,4,4.9,0.809,2.1,5,7.1,2,0.7,0.3,2.2,3.6,17.2,,howarju01
34,Clifford Robinson,37,GSW,PF,82,82,2846,4.6,12,0.387,1.4,4,0.357,3.2,8,0.403,0.447,1.6,2.2,0.711,0.7,3.4,4.1,3.4,0.9,0.9,2.2,3,12.2,DPOY-8,robincl02
35,Kerry Kittles,29,NJN,SG,82,82,2842,5.5,12.1,0.453,1.2,3.5,0.351,4.3,8.7,0.493,0.503,1.4,1.7,0.787,0.7,3.4,4.1,2.6,1.6,0.5,1.2,1.8,13.6,,kittlke01
36,Antoine Walker,27,DAL,PF,82,82,2840,6.1,14.3,0.428,1,3.9,0.269,5.1,10.4,0.487,0.464,1.3,2.4,0.554,2.5,6.2,8.7,4.7,0.8,0.8,2.6,2.7,14.6,,walkean02
37,Andre Miller,27,DEN,PG,82,82,2838,5.5,11.9,0.457,0.2,0.8,0.185,5.3,11.1,0.477,0.463,4.3,5.2,0.832,1.6,3,4.6,6.4,1.8,0.3,2.7,2.5,15.4,,millean02
38,Sam Cassell,34,MIN,PG,81,81,2838,7.9,16.1,0.488,0.9,2.4,0.398,6.9,13.8,0.504,0.517,3.7,4.2,0.873,0.6,2.9,3.4,7.5,1.3,0.2,2.8,3.1,20.3,MVP-10ASNBA2,cassesa01
39,Gary Payton,35,LAL,PG,82,82,2825,6.1,13,0.471,0.7,2.1,0.333,5.4,10.9,0.497,0.498,2.3,3.2,0.714,0.9,3.4,4.4,5.7,1.2,0.2,1.9,2.2,15.3,,paytoga01
40,Jamal Crawford,23,CHI,SG,80,73,2811,6.5,16.9,0.386,2.1,6.7,0.317,4.4,10.2,0.432,0.449,2.6,3.1,0.833,0.6,3,3.6,5.2,1.4,0.4,2.5,2.1,17.7,,crawfja01
41,Jermaine O'Neal,25,IND,PF,78,78,2788,7.9,18.1,0.434,0,0.2,0.111,7.8,17.8,0.438,0.435,4.5,5.9,0.757,2.5,7.6,10,2.1,0.8,2.6,2.3,3.2,20.2,MVP-3ASNBA2,onealje01
42,Vince Carter,27,TOR,SG,73,73,2785,7.9,18.8,0.417,1.2,3.1,0.383,6.7,15.7,0.424,0.449,4.3,5.4,0.806,1.2,3.3,4.5,4.5,1.1,0.8,2.9,2.7,21.3,AS,cartevi01
43,Doug Christie,33,SAC,SG,82,82,2780,4.1,8.9,0.461,0.6,1.8,0.345,3.5,7.1,0.491,0.496,1.9,2.2,0.86,0.9,3.4,4.3,4.5,2,0.5,2,2.4,10.8,,chrisdo01
44,Michael Finley,30,DAL,SG,72,72,2778,6.7,15,0.443,1.9,4.8,0.405,4.7,10.2,0.461,0.508,2.1,2.5,0.85,1,3.2,4.2,2.7,1.1,0.5,1.1,1.5,17.4,,finlemi01
45,Jamaal Magloire,25,NOH,C,82,82,2777,5,10.5,0.473,0,0,0,5,10.5,0.474,0.473,4.6,6.1,0.751,3.5,7.5,11,1.1,0.6,1.3,2.6,3.6,14.5,AS,magloja01
46,Richard Hamilton,25,DET,SG,78,78,2772,6.9,15.1,0.455,0.2,0.9,0.265,6.6,14.3,0.466,0.462,3.9,4.4,0.868,1,2.6,3.6,4,1.3,0.2,2.7,2.9,17.9,,hamilri01
47,Chauncey Billups,27,DET,PG,78,78,2758,5.1,13,0.394,1.7,4.4,0.388,3.4,8.6,0.396,0.459,5.3,6,0.878,0.5,3.1,3.6,5.8,1.1,0.1,2.5,2.3,17.2,,billuch01
48,P.J. Brown,34,NOH,PF,80,80,2753,4.4,9.3,0.476,0,0,0,4.4,9.3,0.477,0.476,2.1,2.4,0.854,3.1,5.9,9,2,1,1,1.3,2.7,10.9,,brownpj01
49,Metta World Peace,24,IND,SF,73,71,2714,6.2,14.8,0.421,1,3.2,0.31,5.2,11.5,0.452,0.455,4.3,5.8,0.733,1.3,3.8,5.1,3.6,2,0.7,2.7,2.6,17.7,DPOY-1ASNBA3,artesro01
50,Kirk Hinrich,23,CHI,PG,76,66,2706,4.2,10.9,0.386,1.9,4.9,0.39,2.3,6,0.383,0.474,1.8,2.2,0.804,0.6,2.9,3.4,6.9,1.3,0.3,2.7,3.7,12.2,ROY-4,hinriki01
51,Tayshaun Prince,23,DET,SF,82,80,2701,4.5,9.6,0.467,0.8,2.1,0.363,3.7,7.5,0.496,0.507,1.4,1.9,0.766,1.2,4,5.2,2.5,0.8,0.9,1.6,2,11.2,,princta01
52,Kenny Thomas,26,PHI,PF,74,72,2699,5.1,10.8,0.469,0,0.1,0.2,5.1,10.8,0.47,0.469,3.2,4.3,0.752,3.5,6.5,10,1.5,1.1,0.4,2.3,2.9,13.4,,thomake01
53,Yao Ming,23,HOU,C,82,82,2692,7.2,13.7,0.522,0,0,0,7.2,13.7,0.523,0.522,4.8,6,0.809,2.6,7.2,9.8,1.6,0.3,2.1,2.7,3.7,19.1,MVP-14ASNBA3,mingya01
54,Baron Davis,24,NOH,PG,67,66,2686,7.4,18.8,0.395,2.5,7.8,0.321,4.9,11,0.448,0.462,3.2,4.7,0.673,0.9,3,3.8,6.7,2.1,0.4,2.9,2.4,20.5,MVP-10ASNBA3,davisba01
55,Shareef Abdur-Rahim,27,2TM,PF,85,56,2684,6.7,14.1,0.475,0.1,0.5,0.265,6.6,13.7,0.482,0.48,5,5.8,0.869,2.5,6,8.6,2.3,0.9,0.5,2.5,3,18.6,,abdursh01
56,Shareef Abdur-Rahim,27,ATL,PF,53,53,1956,7,14.5,0.485,0.1,0.4,0.217,7,14.1,0.493,0.488,5.4,6.1,0.88,2.6,6.5,9.1,2.3,0.8,0.3,2.4,2.7,19.6,,abdursh01
57,Shareef Abdur-Rahim,27,POR,PF,32,3,728,5.8,13.1,0.447,0.2,0.5,0.364,5.6,12.5,0.451,0.455,3.9,4.7,0.832,2.4,4.7,7.1,2.3,1.2,0.9,2.6,3.7,15.8,,abdursh01
58,Tracy McGrady,24,ORL,SG,67,67,2675,8.8,21.1,0.417,2.3,6.9,0.339,6.4,14.2,0.455,0.473,5.4,6.7,0.796,1.3,4.1,5.4,5,1.3,0.6,2.4,1.7,25.3,ASNBA2,mcgratr01
59,Elton Brand,24,LAC,PF,69,68,2670,6.5,13.2,0.493,0,0,0,6.5,13.2,0.493,0.493,5.5,7.2,0.773,3.6,6,9.6,3.1,0.9,2.1,2.6,3.1,18.6,,brandel01
60,Theo Ratliff,30,2TM,C,85,83,2664,3.6,7.4,0.485,0,0,,3.6,7.4,0.485,0.485,1.9,2.9,0.645,2.6,5.7,8.3,1,0.7,4.1,1.6,4.1,9.1,DPOY-3,ratlith01
61,Theo Ratliff,30,ATL,C,53,52,1648,3.7,8.1,0.458,0,0,,3.7,8.1,0.458,0.458,2.1,3.2,0.653,2.3,6,8.3,1.1,0.7,3.6,1.9,4.1,9.6,,ratlith01
62,Theo Ratliff,30,POR,C,32,31,1016,3.4,6.2,0.54,0,0,,3.4,6.2,0.54,0.54,1.6,2.5,0.629,3.2,5.1,8.3,0.7,0.9,5,1.2,3.9,8.3,,ratlith01
63,Corey Maggette,24,LAC,SF,73,72,2628,6.2,13.9,0.447,1,3.2,0.329,5.2,10.7,0.482,0.485,7.2,8.5,0.848,1.3,4.6,5.9,3.1,0.9,0.2,2.8,3,20.7,,maggeco01
64,Bruce Bowen,32,SAS,SF,82,82,2624,2.9,6.9,0.42,1.1,2.9,0.363,1.8,4,0.462,0.497,0.9,1.6,0.579,0.6,2.9,3.5,1.6,1.2,0.5,1.2,2.3,7.8,DPOY-4,bowenbr01
65,Brad Miller,27,SAC,PF,72,53,2621,5.1,10,0.51,0.2,0.5,0.316,5,9.5,0.521,0.518,3.5,4.5,0.778,2.6,7.6,10.2,4.3,0.9,1.2,2,3.4,13.9,AS,millebr01
66,Steve Nash,29,DAL,PG,78,78,2612,5.5,11.6,0.47,1.4,3.5,0.405,4,8.1,0.498,0.531,3.2,3.5,0.916,0.8,2.4,3.2,9.5,0.9,0.1,2.9,1.9,15.5,,nashst01
67,Carlos Boozer,22,CLE,PF,75,75,2592,6.5,12.5,0.523,0,0.1,0.167,6.5,12.4,0.526,0.524,3,4,0.768,3.2,8.7,11.9,2.1,1,0.8,1.9,2.8,16.1,,boozeca01
68,Rafer Alston,27,MIA,PG,82,28,2581,4,10.7,0.376,2.2,6.1,0.371,1.8,4.6,0.382,0.481,1.4,1.9,0.769,0.4,2.8,3.2,5.2,1.6,0.3,1.8,3,11.7,6MOY-7,alstora01
69,Tony Parker,21,SAS,PG,75,75,2577,5.9,13.2,0.447,0.9,2.8,0.312,5,10.4,0.483,0.48,2.7,3.8,0.702,0.6,2.7,3.3,5.7,0.9,0.1,2.5,2.1,15.4,,parketo01
70,Antonio Davis,35,2TM,C,80,79,2570,3.7,9.2,0.403,0,0,,3.7,9.2,0.403,0.403,2.5,3.2,0.765,2.9,6.5,9.4,1.9,0.5,0.9,1.6,2.9,9.9,,davisan01
71,Antonio Davis,35,TOR,C,15,15,538,3.1,8,0.383,0,0,,3.1,8,0.383,0.383,2.5,3.3,0.755,3.3,6.3,9.6,0.9,0.5,0.5,1.4,3,8.6,,davisan01
72,Antonio Davis,35,CHI,C,65,64,2032,3.9,9.6,0.407,0,0,,3.9,9.6,0.407,0.407,2.5,3.2,0.768,2.8,6.6,9.4,2.2,0.5,1,1.6,2.9,10.3,,davisan01
73,Kurt Thomas,31,NYK,PF,80,75,2548,5.5,11.7,0.473,0,0,0,5.5,11.7,0.475,0.473,1.5,1.8,0.835,2,7.3,9.4,2.1,0.8,1.1,1.9,4.2,12.6,,thomaku01
74,Zydrunas Ilgauskas,28,CLE,C,81,81,2539,6.6,13.7,0.483,0,0.1,0.286,6.6,13.6,0.484,0.484,4.3,5.8,0.746,4,5.3,9.3,1.5,0.6,2.8,2.3,3.9,17.5,,ilgauzy01
75,Desmond Mason,26,MIL,SF,82,31,2534,5.8,12.3,0.472,0.1,0.6,0.231,5.7,11.8,0.483,0.477,5.1,6.6,0.769,1.3,3.8,5.1,2.2,0.9,0.3,2.1,2.7,16.8,6MOY-6,masonde01
76,Tim Duncan,27,SAS,PF,69,68,2527,8.4,16.8,0.501,0,0.2,0.167,8.4,16.7,0.505,0.502,5,8.4,0.599,3.2,9,12.2,3,0.9,2.6,2.6,2.3,21.9,MVP-2DPOY-7ASNBA1,duncati01
77,Chris Bosh,19,TOR,C,75,63,2510,4.7,10.2,0.459,0.1,0.2,0.357,4.6,10,0.461,0.463,2.9,4.1,0.701,2.7,5.2,8,1.1,0.8,1.5,1.5,3.1,12.3,ROY-5,boshch01
78,Nenê,21,DEN,PF,77,77,2504,4.8,9.1,0.53,0,0,0,4.8,9,0.532,0.53,3.5,5.1,0.682,2.2,5,7.2,2.4,1.7,0.6,2.6,4,13.1,,hilarne01
79,Jalen Rose,31,2TM,SF,66,64,2497,5.5,13.7,0.402,1,2.9,0.342,4.5,10.8,0.419,0.439,2.7,3.3,0.81,0.5,3.3,3.8,4.7,0.7,0.3,3,2.7,14.7,,roseja01
80,Jalen Rose,31,CHI,SF,16,14,529,5.1,13.6,0.375,1.6,3.7,0.426,3.5,9.9,0.356,0.433,2.7,3.5,0.765,0.5,3.9,4.4,3.8,0.8,0.3,2.5,3.1,14.4,,roseja01
81,Jalen Rose,31,TOR,PG,50,50,1968,5.6,13.8,0.41,0.8,2.7,0.311,4.8,11,0.434,0.44,2.7,3.3,0.822,0.5,3.2,3.7,5,0.7,0.3,3.1,2.5,14.8,,roseja01
82,Ricky Davis,24,2TM,SF,79,27,2474,6.5,13.8,0.469,0.8,2,0.371,5.7,11.8,0.486,0.497,2.9,4,0.718,1.1,4.1,5.2,3.8,1.4,0.3,2.8,2.5,16.6,6MOY-14,davisri01
83,Ricky Davis,24,CLE,SG,22,22,796,6.1,14.1,0.431,0.8,2.2,0.354,5.3,11.9,0.445,0.458,2.3,3.4,0.68,0.8,4.7,5.5,5,1.1,0.4,3.1,2.3,15.2,,davisri01
84,Ricky Davis,24,BOS,SF,57,5,1678,6.7,13.7,0.488,0.8,2,0.38,5.9,11.7,0.506,0.516,3.1,4.2,0.732,1.3,3.8,5.1,3.2,1.5,0.3,2.6,2.6,17.2,,davisri01
85,Shaquille O'Neal,31,LAL,C,67,67,2464,8.1,13.9,0.584,0,0,,8.1,13.9,0.584,0.584,4.8,9.9,0.49,3.6,7.6,11.2,2.9,0.5,2.4,2.8,3.3,21,MVP-6DPOY-10ASNBA1,onealsh01
86,Pau Gasol,23,MEM,PF,78,78,2458,7.4,15.4,0.482,0.1,0.2,0.267,7.4,15.1,0.485,0.484,5.3,7.5,0.714,3,5.8,8.8,2.9,0.6,1.9,2.7,2.7,20.2,,gasolpa01
87,James Posey,27,MEM,SG,82,82,2451,5.4,11.3,0.478,1.6,4.3,0.386,3.8,7.1,0.533,0.551,4.1,4.9,0.83,1.4,4.6,5.9,1.8,2,0.6,1.6,3.6,16.5,DPOY-10,poseyja01
88,Jason Kidd,30,NJN,PG,67,66,2450,5.4,14.1,0.384,1.4,4.3,0.321,4,9.8,0.411,0.433,3,3.7,0.827,1.2,5,6.3,9.1,1.8,0.2,3.1,1.6,15.2,MVP-8ASNBA1,kiddja01
89,Kobe Bryant,25,LAL,SG,65,64,2447,7.6,17.3,0.438,1,3.2,0.327,6.5,14.1,0.463,0.468,6.7,7.8,0.852,1.5,3.8,5.3,4.9,1.6,0.4,2.5,2.6,22.9,MVP-5DPOY-10ASNBA1,bryanko01
90,DeShawn Stevenson,22,2TM,SF,80,78,2444,5.5,12.8,0.432,0.3,1,0.268,5.3,11.8,0.446,0.443,2,3,0.676,1.2,3.2,4.4,2.3,0.8,0.3,1.8,2.1,13.4,,stevede01
91,DeShawn Stevenson,22,UTA,SG,54,54,1511,6.2,14,0.445,0.2,0.7,0.233,6.1,13.2,0.457,0.451,2.1,3.2,0.669,1,3.2,4.2,2.2,0.7,0.4,1.9,2,14.7,,stevede01
92,DeShawn Stevenson,22,ORL,SF,26,24,933,4.4,11,0.404,0.5,1.6,0.293,4,9.4,0.422,0.425,1.9,2.7,0.69,1.4,3.2,4.6,2.5,0.9,0,1.5,2.1,11.2,,stevede01
93,Al Harrington,23,IND,PF,79,15,2441,6.2,13.4,0.463,0.3,1.1,0.273,5.9,12.3,0.481,0.475,2.7,3.7,0.734,2.4,5.1,7.5,1.9,1.2,0.3,2.4,3.7,15.5,6MOY-2,harrial01
94,Erick Dampier,28,GSW,C,74,74,2403,5.2,9.7,0.535,0,0,0,5.2,9.7,0.537,0.535,3.3,5,0.654,5.2,8.1,13.3,0.9,0.5,2.1,2,3.4,13.7,,dampier01
95,Mark Blount,28,BOS,C,82,73,2402,5.1,9.1,0.566,0,0,,5.1,9.1,0.566,0.566,2.4,3.3,0.719,3.1,5.7,8.8,1.1,1.2,1.6,2.2,3.8,12.6,,blounma01
96,Rasheed Wallace,29,3TM,PF,68,66,2390,6.4,14.7,0.436,1.2,3.7,0.331,5.2,10.9,0.472,0.478,2.3,3.2,0.736,1.5,5.4,6.9,2.3,0.9,1.8,1.8,2.9,16.4,,wallara01
97,Rasheed Wallace,29,POR,PF,45,44,1675,6.4,14.4,0.442,1.3,3.7,0.341,5.1,10.7,0.478,0.487,2.5,3.3,0.742,1.5,4.9,6.4,2.5,0.8,1.5,1.9,2.8,16.5,,wallara01
98,Rasheed Wallace,29,ATL,PF,1,1,42,6.9,20.6,0.333,0.9,5.1,0.167,6,15.4,0.389,0.354,2.6,2.6,1,0.9,4.3,5.1,1.7,0.9,4.3,2.6,0,17.1,,wallara01
99,Rasheed Wallace,29,DET,PF,22,21,673,6.5,15,0.431,1.2,3.7,0.319,5.3,11.3,0.467,0.47,2,2.9,0.704,1.7,6.6,8.3,2.1,1.3,2.4,1.6,3.2,16.2,,wallara01
100,Antawn Jamison,27,DAL,SF,82,2,2376,7.4,13.8,0.535,0.2,0.6,0.4,7.2,13.2,0.541,0.543,3.3,4.5,0.748,3.5,4.3,7.9,1.1,1.3,0.5,1.2,2.6,18.4,6MOY-1,jamisan01
101,Jeff McInnis,29,2TM,PG,70,57,2365,5.1,11.4,0.447,0.7,1.9,0.362,4.4,9.4,0.465,0.478,1.7,2.2,0.797,0.5,2.2,2.7,6.5,1.1,0.1,1.8,2.5,12.6,,mcinnje01
102,Jeff McInnis,29,POR,SG,39,26,1269,5.6,11.8,0.471,0.4,1.3,0.319,5.1,10.5,0.491,0.489,1.6,2.2,0.763,0.5,2.2,2.7,5.6,1,0.1,1.7,2.7,13.2,,mcinnje01
103,Jeff McInnis,29,CLE,PG,31,31,1096,4.5,10.9,0.417,1,2.6,0.388,3.5,8.2,0.426,0.464,1.8,2.2,0.836,0.6,2.1,2.7,7.7,1.2,0.1,1.9,2.3,11.9,,mcinnje01
104,Rasho Nesterović,27,SAS,C,82,82,2353,5,10.7,0.469,0,0,,5,10.7,0.469,0.469,0.8,1.7,0.474,3.9,5.8,9.7,1.7,0.8,2.5,1.6,3.8,10.9,,nestera01
105,Keith Van Horn,28,2TM,SF,72,62,2340,6.3,13.9,0.454,1.4,3.6,0.399,4.9,10.3,0.473,0.506,3.8,4.5,0.859,2.3,5.4,7.7,1.8,1,0.5,2.6,3.3,17.9,,vanhoke01
106,Keith Van Horn,28,NYK,SF,47,47,1574,6.2,14,0.445,1.4,3.7,0.373,4.9,10.3,0.471,0.494,3.7,4.6,0.819,2.2,5.6,7.8,1.9,1.2,0.4,2.7,3.5,17.6,,vanhoke01
107,Keith Van Horn,28,MIL,SF,25,15,766,6.4,13.6,0.472,1.6,3.4,0.458,4.9,10.2,0.477,0.529,4,4.3,0.945,2.4,5,7.4,1.7,0.8,0.7,2.3,3,18.5,,vanhoke01
108,Quentin Richardson,23,LAC,SG,65,64,2338,6.5,16.4,0.398,1.8,5.3,0.352,4.7,11.2,0.42,0.454,2.3,3.1,0.74,2.2,4.1,6.4,2.1,1,0.3,2.2,2,17.3,,richaqu01
109,Mike Dunleavy,23,GSW,SF,75,69,2336,5,11.1,0.449,1.4,3.9,0.37,3.5,7.2,0.491,0.514,2.1,2.9,0.741,1.3,5.5,6.8,3.4,1,0.2,2.2,2.6,13.5,,dunlemi02
110,Tyronn Lue,26,ORL,PG,76,69,2332,4.8,11,0.433,1.2,3.2,0.383,3.5,7.8,0.453,0.489,1.6,2,0.771,0.4,2.5,2.9,4.9,0.9,0.1,1.9,2.9,12.3,,luety01
111,Vladimir Radmanović,23,SEA,PF,77,38,2321,5.4,12.6,0.425,2.2,5.8,0.371,3.2,6.7,0.471,0.511,1.5,2,0.748,1.6,4.7,6.3,2.2,1.2,0.7,1.7,2.9,14.3,6MOY-15,radmavl01
112,Vlade Divac,35,SAC,C,81,81,2317,4.9,10.4,0.47,0,0.2,0.154,4.8,10.2,0.476,0.472,2.6,4,0.654,2.1,5.1,7.2,6.7,0.9,1.2,2.7,3.4,12.4,,divacvl01
113,Brian Grant,31,MIA,C,76,76,2303,4.5,9.6,0.471,0,0,0,4.5,9.6,0.472,0.471,1.3,1.7,0.782,2.7,5.5,8.2,1.1,0.8,0.5,1.3,4,10.4,,grantbr01
114,Trenton Hassell,24,MIN,SG,81,74,2264,2.8,6.1,0.465,0.1,0.2,0.308,2.8,5.9,0.47,0.47,0.8,1,0.787,1.1,3,4.1,2.1,0.6,0.9,0.7,3.2,6.5,,hassetr01
115,Manu Ginóbili,26,SAS,SG,77,38,2260,5.3,12.6,0.418,1.4,3.9,0.359,3.9,8.7,0.445,0.474,3.8,4.7,0.802,1.4,4.1,5.5,4.6,2.2,0.3,2.6,2.9,15.7,6MOY-3,ginobma01
