Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
46,Fred Hetzel,24,SFW,PF,77,,2123,6.3,15.8,0.4,3.3,4,0.81,10.8,1.9,3.9,15.9,,hetzefr01
47,Don Ohl,30,BAL,SG,58,,2024,8,17.8,0.451,4.9,6.3,0.78,3.4,3,2.7,21,AS,ohldo01
48,Dick Barnett,30,NYK,SG,67,43,1969,8.3,17.4,0.478,4.2,5.4,0.783,4.1,2.9,3.4,20.8,,barnedi01
49,Tom Sanders,28,BOS,SF,81,,1926,6,14.1,0.428,3.3,4.1,0.817,8.2,1.7,5.7,15.4,,sandeto01
50,Connie Dierking,30,CIN,C,77,,1905,5.5,13.8,0.399,2.5,3.4,0.744,11.4,3,4.7,13.5,,dierkco01
51,Larry Siegfried,27,BOS,PG,73,,1891,7,15.9,0.442,5.6,6.6,0.847,4.3,4.8,3.9,19.6,,siegfla01
52,Dave Stallworth,25,NYK,SF,76,8,1889,7.2,15.6,0.466,4.4,6.1,0.716,9,2.7,4.3,18.8,,stallda01
53,Tom Meschery,28,SFW,PF,72,,1846,5.7,13.8,0.415,3.4,4.8,0.717,10.7,1.8,5.1,14.8,,meschto01
54,Jeff Mullins,24,SFW,SG,77,,1835,8.3,18,0.458,2.9,4.2,0.701,7.6,4.4,3.8,19.5,,mullije01
55,Tom Hawkins,30,LAL,SF,76,,1798,5.5,11.5,0.481,1.6,3.5,0.474,8.7,1.7,4.1,12.7,,hawkito01
56,Gail Goodrich,23,LAL,SG,77,,1780,7.1,15.7,0.454,5.1,6.8,0.751,5.1,4.2,3.9,19.4,,goodrga01
57,Al Attles,30,SFW,PG,69,,1764,4.3,9.5,0.454,1.8,3.1,0.583,6.6,5.5,5.4,10.4,,attleal01
58,Archie Clark,25,LAL,SG,76,,1763,6.8,14.9,0.452,2.8,3.9,0.708,4.5,4.2,3.9,16.3,ROY-3,clarkar01
59,Johnny Egan,28,BAL,PG,71,,1743,5.5,12.9,0.428,3.8,4.5,0.845,3.7,5.7,3.9,14.9,,eganjo01
60,Cazzie Russell,22,NYK,SF,77,25,1696,7.3,16.7,0.436,3.8,4.8,0.785,5.3,4,3.7,18.4,,russeca01
61,Jim King,25,SFW,SG,67,,1667,6.2,14.8,0.418,3.8,4.8,0.787,6.9,5.2,4.2,16.1,,kingji01
62,Zelmo Beaty,27,STL,C,48,,1661,7.1,15,0.473,4.3,5.6,0.758,11.2,1.3,4.1,18.5,,beatyze01
63,Don Kojis,28,CHI,SF,78,,1655,7.2,16.8,0.426,2.9,4.8,0.604,10.4,1.5,4.4,17.2,,kojisdo01
64,Walt Hazzard,24,LAL,PG,79,,1642,6.6,15.5,0.426,2.8,3.9,0.729,5.1,7.1,4.5,16,,abdulma01
65,Em Bryant,28,NYK,PG,63,30,1593,5.3,13,0.409,1.7,2.6,0.649,6.2,4.9,5.2,12.3,,bryanem01
66,Paul Silas,23,STL,PF,77,,1570,4.7,11.1,0.429,2.6,4.9,0.531,15.3,1.7,4.8,12.1,,silaspa01
67,John Tresvant,27,DET,PF,68,,1553,5.9,13.6,0.438,3.8,5.4,0.701,11.2,2,5.7,15.7,,tresvjo01
68,Jim Washington,23,CHI,PF,77,,1475,6.2,14.7,0.417,2.1,3.9,0.553,11.4,1.4,4.4,14.4,,washiji01
69,Keith Erickson,22,CHI,SF,76,,1454,5.8,15.9,0.367,2.9,3.9,0.736,8.4,2.9,4.9,14.5,,erickke01
70,Jim Barnes,25,LAL,PF,80,,1398,5.6,12.8,0.437,3.3,4.8,0.684,11.6,1.2,6.8,14.5,,barneji01
71,McCoy McLemore,24,CHI,SF,79,,1382,6.7,17.5,0.385,5.5,7.1,0.772,9.7,1.6,4.9,18.9,,mclemmc01
72,Reggie Harding,24,DET,C,74,,1367,4.5,10.1,0.449,1.7,2.7,0.612,12,2.5,4.3,10.7,,hardire01
73,Jack Marin,22,BAL,SF,74,,1323,7.7,17.2,0.448,3.9,5.1,0.775,8.5,2,5.4,19.3,,marinja01
74,Wayne Hightower,27,2TM,PF,72,,1310,5.4,15.6,0.344,4.2,5.8,0.729,11.1,1.8,5.2,14.9,,hightwa01
75,Wayne Hightower,27,BAL,PF,43,,746,5,14.9,0.334,4.3,6,0.718,11.6,1.7,5.3,14.2,,hightwa01
76,Wayne Hightower,27,DET,PF,29,,564,5.9,16.5,0.355,4.1,5.5,0.744,10.5,1.8,5.1,15.8,,hightwa01
77,Rudy LaRusso,29,LAL,PF,45,,1292,5.9,14.2,0.415,4.3,6.2,0.696,9.8,2.2,4.2,16.1,,larusru01
78,Ron Reed,24,DET,PF,62,,1248,6.4,17.3,0.372,2.3,3.8,0.594,12.2,2.3,4.2,15.1,,reedro01
79,Clyde Lee,22,SFW,C,74,,1247,5.9,14.5,0.408,3,4.8,0.633,15.9,2.2,4.9,14.9,,leecl01
80,John Barnhill,28,BAL,PG,53,,1214,5.5,13.3,0.418,2,3.1,0.641,4.7,4,2.4,13,,barnhjo01
81,Don Nelson,26,BOS,SF,79,,1202,6.8,15.2,0.446,4.2,5.7,0.742,8.8,1.9,4.3,17.8,,nelsodo01
82,Jon McGlocklin,23,CIN,SF,60,,1194,6.5,14.9,0.44,2.2,3.1,0.712,4.9,2.8,2.5,15.3,,mcglojo01
83,Rod Thorn,25,STL,PG,67,,1166,7.2,16.2,0.445,3.9,5.3,0.727,4.9,3.6,2.7,18.2,,thornro01
84,Flynn Robinson,25,CIN,PG,76,,1140,8.7,18.9,0.457,3.8,4.9,0.779,4.2,3.5,6.2,21.1,,robinfl01
85,Bob Love,24,CIN,PF,66,,1074,5.8,13.5,0.429,3.1,4.9,0.633,8.6,1.6,5.1,14.7,,lovebo01
86,Gerry Ward,25,CHI,SG,76,,1042,4,10.6,0.381,3,4.8,0.63,6.2,4.5,5.8,11.1,,wardge01
87,Ben Warley,30,BAL,SF,62,,1037,4.3,10.8,0.401,4.7,5.9,0.788,11.3,1.8,6.1,13.3,,warlebe01
88,Gene Tormohlen,29,STL,C,63,,1036,6,14,0.427,1.7,2.9,0.595,12.1,2.5,6.2,13.7,,tormobu01
89,Jerry Chambers,23,LAL,SF,69,,1015,7.9,17.6,0.452,2.4,3.3,0.731,7.4,1.6,5.1,18.3,,chambje01
90,Bob Ferry,29,BAL,C,51,,991,4.8,11.4,0.419,2.5,4,0.636,9.4,3.3,3.5,12.1,,ferrybo01
91,Barry Clemens,23,CHI,SF,60,,986,6.8,16.2,0.419,2.5,3.3,0.756,7.3,1.4,5.2,16.1,,clemeba01
92,Larry Costello,35,PHI,PG,49,,976,4.8,10.8,0.444,4.4,4.9,0.902,3.8,5.2,5.2,14,,costela01
93,Johnny Green,33,BAL,PF,61,,948,7.7,16.6,0.465,3.6,7.9,0.464,15,2.2,5.3,19.1,,greenjo01
94,Walt Wesley,22,CIN,C,64,,909,5.2,13.2,0.393,2.1,4.9,0.423,13,0.8,6.4,12.4,,weslewa01
95,Mel Counts,25,2TM,C,56,,860,7.4,17.5,0.422,2.9,3.9,0.734,14.4,2.2,7.7,17.7,,countme01
96,Mel Counts,25,BAL,C,25,,343,6.8,17.5,0.389,3,4.2,0.725,16.3,3.1,8.5,16.7,,countme01
97,Mel Counts,25,LAL,C,31,,517,7.8,17.5,0.444,2.8,3.8,0.741,13.2,1.5,7.1,18.4,,countme01
98,Matt Guokas,22,PHI,SG,69,,808,3.5,9,0.389,2.2,3.6,0.605,3.7,4.7,3.7,9.2,,guokama02
99,Dave Gambee,29,PHI,SF,63,,757,7.1,16.4,0.435,5.1,5.9,0.856,9.4,2,6.8,19.4,,gambeda01
100,Wayne Embry,29,BOS,C,72,,729,7.3,17.7,0.409,4,7.1,0.569,14.5,2.1,6.8,18.6,,embrywa01
101,Len Chappell,26,2TM,PF,73,,708,6.7,15.9,0.422,2.7,4.1,0.654,9.6,1.7,5.3,16.1,,chapple01
102,Len Chappell,26,CHI,PF,19,,179,8,17.9,0.449,2.8,4.2,0.667,7.6,2.4,6.2,18.9,,chapple01
103,Len Chappell,26,CIN,C,54,,529,6.3,15.2,0.411,2.7,4.1,0.65,10.3,1.4,5,15.2,,chapple01
104,Bill Melchionni,22,PHI,PG,73,,692,7.2,18.4,0.391,2,3.1,0.65,5.1,5.1,3.8,16.4,,melchbi01
105,Chico Vaughn,26,DET,SG,51,,680,4.5,12,0.376,2.6,3.9,0.676,3.5,4,2.9,11.6,,vaughch01
106,Dick Snyder,22,STL,SG,55,,676,7.7,17.7,0.432,2.4,3.2,0.754,4.8,3.1,4.4,17.8,,snydedi01
107,George Wilson,24,2TM,C,55,,573,5.3,14.7,0.363,3.6,5.4,0.674,12.9,0.9,5.8,14.3,,wilsoge01
108,George Wilson,24,CIN,C,12,,125,2.3,11.8,0.195,3.7,4.6,0.813,12.4,0,5.5,8.4,,wilsoge01
109,George Wilson,24,CHI,C,43,,448,6.2,15.5,0.399,3.6,5.6,0.643,13.1,1.2,5.9,16,,wilsoge01
110,Neil Johnson,23,NYK,PF,51,3,522,4.1,11.8,0.345,3.9,5.9,0.663,11.5,2.6,7,12.1,,johnsne02
111,Henry Akin,22,NYK,PF,50,0,453,6.6,18.3,0.361,2.1,2.9,0.703,9.5,2,6.5,15.3,,akinhe01
112,Jim Barnett,22,BOS,SG,48,,383,7.3,19.8,0.37,3.9,5.8,0.677,5,3.9,5.7,18.6,,barneji02
113,Bud Olsen,26,SFW,PF,40,,348,7.8,17.3,0.449,2.4,6,0.397,10.7,3.3,5.3,17.9,,olsenbu01
114,Freddie Lewis,23,CIN,PG,32,,334,6.5,16.5,0.392,3.1,4.4,0.707,4.7,4.3,5.3,16.1,,lewisfr02
115,Joe Ellis,22,SFW,SF,41,,333,7.2,17.7,0.409,2.1,2.7,0.76,12.1,2.9,4.9,16.5,,ellisjo01
116,Dorie Murrey,23,DET,PF,35,,311,3.8,9.5,0.402,3.7,6.3,0.593,11.8,1.4,6.6,11.3,,murredo01
117,Toby Kimball,24,BOS,PF,38,,222,5.7,15.7,0.361,4.4,6.5,0.675,23.7,2.1,6.8,15.7,,kimbato01
118,Tommy Kron,23,STL,SG,32,,221,4.4,14.2,0.31,2.1,3.1,0.684,5.9,7.5,5.7,10.9,,kronto01
119,Dave Schellhase,22,CHI,PG,31,,212,6.8,18.8,0.36,2.4,3.7,0.636,4.9,3.9,4.6,16,,schelda01
120,Jim Ware,22,CIN,PF,33,,201,5.4,17.4,0.309,1.8,3,0.588,12.4,1.1,6.3,12.5,,wareji01
121,Freddie Crawford,25,NYK,SG,19,0,192,8.2,21.7,0.379,4.5,7.1,0.632,9,2.3,7.3,21,,crawffr01
122,Hank Finkel,24,LAL,C,27,,141,4.3,12,0.362,1.8,3.1,0.583,16.3,1.3,10,10.5,,finkeha01
123,Tom Hoover,26,STL,C,17,,129,3.6,8.7,0.419,1.4,3.6,0.385,10,2.2,9.8,8.7,,hooveto01
124,John Block,22,LAL,PF,22,,118,6.1,15.9,0.385,7.3,10.4,0.706,13.7,1.5,6.1,19.5,,blockjo01
125,Dave Deutsch,21,NYK,,19,0,93,2.3,13.9,0.167,3.5,7.7,0.45,8.1,5.8,6.6,8.1,,deutsda01
126,Ron Watts,23,BOS,,27,,89,4.4,17.8,0.25,6.5,9.3,0.696,15.4,0.4,6.5,15.4,,wattsro01
127,Wayne Molis,23,NYK,C,13,0,75,9.1,24.5,0.373,3.4,6.2,0.538,10.6,1,4.3,21.6,,moliswa01
128,Bob Warlick,25,SFW,SG,12,,65,8.3,28.8,0.288,3.3,6.1,0.545,11.1,5.5,2.2,19.9,,warlibo01
129,Nate Bowman,23,CHI,C,9,,65,4.4,11.6,0.381,3.3,4.4,0.75,15.5,1.1,10,12.2,,bowmana01
130,Johnny Austin,22,BAL,SG,4,,61,3,13,0.227,7.7,9.4,0.813,4.1,2.4,7.1,13.6,,austijo01
131,Bob Weiss,24,PHI,PG,6,,29,6.2,12.4,0.5,2.5,6.2,0.4,3.7,12.4,9.9,14.9,,weissbo01
132,Bob Hogsett,26,DET,PF,7,,22,8.2,26.2,0.313,9.8,9.8,1,4.9,1.6,8.2,26.2,,hogsebo01
133,George Lee,30,SFW,,1,,5,21.6,28.8,0.75,43.2,50.4,0.857,0,0,0,86.4,,leege01
