Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,Damian Lillard,22,POR,PG,82,82,3167,6.3,14.6,0.429,2.1,5.7,0.368,4.2,8.9,0.469,0.501,3.1,3.6,0.844,0.5,2.4,2.9,6,0.8,0.2,2.8,2,17.8,ROY-1,lillada01
2,Kevin Durant,24,OKC,SF,81,81,3119,8.4,16.5,0.51,1.6,3.9,0.416,6.8,12.7,0.539,0.559,7.8,8.7,0.905,0.5,6.9,7.4,4.3,1.3,1.2,3.2,1.7,26.3,MVP-2ASNBA1,duranke01
3,Monta Ellis,27,MIL,SG,82,82,3076,7,16.8,0.416,1.1,3.8,0.287,5.9,13,0.454,0.448,3.4,4.4,0.773,0.5,3.2,3.7,5.8,2,0.4,3,1.9,18.5,,ellismo01
4,DeMar DeRozan,23,TOR,SG,82,82,3013,6.5,14.7,0.445,0.4,1.4,0.283,6.1,13.3,0.463,0.459,4.2,5.1,0.831,0.6,3.2,3.8,2.4,0.9,0.3,1.8,2.1,17.7,,derozde01
5,Kobe Bryant,34,LAL,SG,78,78,3013,8.8,19.1,0.463,1.6,4.9,0.324,7.2,14.2,0.51,0.504,6.3,7.5,0.839,0.8,4.4,5.2,5.6,1.3,0.3,3.4,2.1,25.5,MVP-5ASNBA1,bryanko01
6,James Harden,23,HOU,SG,78,78,2985,7.1,16.1,0.438,2.2,5.9,0.368,4.9,10.3,0.477,0.504,8.1,9.6,0.851,0.7,3.8,4.6,5.5,1.7,0.5,3.6,2.1,24.4,MVP-8ASNBA3,hardeja01
7,Stephen Curry,24,GSW,PG,78,78,2983,7.6,16.8,0.451,3.3,7.2,0.453,4.3,9.5,0.449,0.549,3.2,3.5,0.9,0.7,3.1,3.8,6.5,1.5,0.1,2.9,2.4,21.6,MVP-11,curryst01
8,Paul George,22,IND,SF,79,79,2972,6,14.2,0.419,2.1,5.7,0.362,3.9,8.6,0.457,0.491,2.7,3.3,0.807,1.1,6.2,7.3,4,1.7,0.6,2.8,2.7,16.7,DPOY-8MIP-1ASNBA3,georgpa01
9,Klay Thompson,22,GSW,SG,82,82,2936,6.2,14.8,0.422,2.6,6.4,0.401,3.6,8.3,0.437,0.509,1.6,1.9,0.841,0.4,3.4,3.8,2.2,1.1,0.6,1.9,2.9,16.7,,thompkl01
10,Jrue Holiday,22,PHI,PG,78,78,2926,6.8,15.8,0.431,1.1,3,0.368,5.7,12.8,0.446,0.466,2.2,3,0.752,1.1,3,4,7.7,1.5,0.4,3.6,2.1,17,AS,holidjr01
11,O.J. Mayo,25,DAL,SG,82,82,2913,5.7,12.7,0.449,1.8,4.3,0.407,3.9,8.4,0.471,0.519,2.4,2.9,0.82,0.4,3.2,3.6,4.5,1.1,0.3,2.6,2.4,15.5,,mayooj01
12,David Lee,29,GSW,PF,79,79,2907,7.5,14.4,0.519,0,0,0,7.5,14.3,0.521,0.519,3.2,4,0.797,2.7,8.3,11,3.5,0.8,0.3,2.6,3,18.1,MVP-12ASNBA3,leeda02
13,Luol Deng,27,CHI,SF,75,75,2903,5.8,13.6,0.426,0.9,2.9,0.322,4.8,10.7,0.455,0.461,2.9,3.5,0.816,2,3.9,5.9,2.8,1,0.4,1.8,1.3,15.3,DPOY-15AS,denglu01
14,Brandon Jennings,23,MIL,PG,80,80,2897,6.2,15.5,0.399,2.1,5.7,0.375,4,9.8,0.412,0.468,2.9,3.5,0.819,0.7,2.3,3.1,6.5,1.6,0.1,2.5,1.9,17.4,,jennibr01
15,Evan Turner,24,PHI,SF,82,82,2892,5.5,13.1,0.419,0.7,2,0.365,4.8,11.1,0.428,0.446,1.9,2.6,0.74,0.7,5.7,6.4,4.4,0.9,0.2,2.3,2.5,13.6,,turneev01
16,LeBron James,28,MIA,PF,76,76,2877,9.6,16.9,0.565,1.3,3.2,0.406,8.3,13.8,0.602,0.603,5,6.7,0.753,1.2,6.4,7.6,6.9,1.6,0.8,2.8,1.4,25.5,MVP-1DPOY-2ASNBA1,jamesle01
17,Russell Westbrook,24,OKC,PG,82,82,2861,8.5,19.3,0.438,1.2,3.8,0.323,7.2,15.5,0.466,0.47,5.8,7.2,0.8,1.4,4,5.4,7.6,1.8,0.3,3.4,2.4,23.9,MVP-9DPOY-17ASNBA2,westbru01
18,Kemba Walker,22,CHA,PG,82,82,2859,6.6,15.7,0.423,1.3,4.2,0.322,5.3,11.5,0.459,0.466,3.7,4.7,0.798,0.8,2.8,3.6,5.9,2,0.4,2.5,1.9,18.3,,walkeke02
19,Deron Williams,28,BRK,PG,78,78,2842,6.3,14.2,0.44,2.1,5.7,0.378,4.1,8.6,0.482,0.516,4,4.7,0.859,0.4,2.6,2.9,7.7,1,0.4,2.8,2.5,18.7,,willide01
20,Nicolas Batum,24,POR,SF,73,73,2807,4.5,10.7,0.423,2.1,5.7,0.372,2.4,5,0.481,0.522,2.3,2.7,0.848,1.2,4,5.3,4.6,1.2,1.1,2.4,1.8,13.4,,batumni01
21,Marc Gasol,28,MEM,C,80,80,2796,5.5,11.2,0.494,0,0.2,0.071,5.5,11,0.501,0.494,3.5,4.1,0.848,2.4,5.6,8,4.1,1,1.8,2,3.3,14.5,MVP-12DPOY-1NBA2,gasolma01
22,LaMarcus Aldridge,27,POR,PF,74,74,2790,8.2,17,0.484,0,0.2,0.143,8.2,16.8,0.488,0.485,3.6,4.5,0.81,2.3,6.4,8.6,2.5,0.8,1.2,1.8,2.4,20.1,AS,aldrila01
23,Andre Iguodala,29,DEN,SG,80,80,2779,5.1,11.4,0.451,1.2,3.7,0.317,4,7.7,0.515,0.502,2,3.5,0.574,1.1,4.4,5.5,5.6,1.8,0.7,2.7,1.6,13.4,DPOY-9,iguodan01
24,Chandler Parsons,24,HOU,SF,76,76,2758,6,12.3,0.486,2,5.2,0.385,4,7.1,0.559,0.567,1.5,2,0.729,1,4.2,5.3,3.5,1,0.4,1.9,1.9,15.4,,parsoch01
25,Mike Conley,25,MEM,PG,80,80,2757,5.4,12.3,0.44,1.4,3.8,0.362,4,8.4,0.476,0.497,3.1,3.7,0.83,0.6,2.4,2.9,6.4,2.3,0.3,2.5,2.2,15.3,DPOY-21,conlemi01
26,Al Horford,26,ATL,C,74,74,2756,7.5,13.8,0.543,0,0.1,0.5,7.5,13.8,0.544,0.545,1.8,2.7,0.644,2.5,7.3,9.9,3.1,1,1,1.9,2.1,16.8,,horfoal01
27,Dwight Howard,27,LAL,C,76,76,2722,6.2,10.8,0.578,0,0.1,0.167,6.2,10.7,0.581,0.579,4.7,9.5,0.492,3.3,9.2,12.5,1.4,1.1,2.5,3,3.8,17.1,DPOY-14ASNBA3,howardw01
28,Greg Monroe,22,DET,C,81,81,2687,6.9,14.2,0.486,0,0.1,0,6.9,14.1,0.488,0.486,3.6,5.3,0.689,3.2,7.2,10.4,3.8,1.4,0.7,3.1,2.5,17.4,,monrogr01
29,Rudy Gay,26,2TM,SF,75,74,2687,7,16.8,0.416,1.1,3.5,0.323,5.9,13.3,0.44,0.449,3.2,4,0.814,1.3,4.9,6.2,2.7,1.5,0.7,2.7,2.4,18.3,,gayru01
30,Rudy Gay,26,MEM,SF,42,42,1541,6.6,16.1,0.408,0.9,3,0.31,5.6,13.1,0.431,0.438,2.8,3.6,0.776,1.3,4.5,5.8,2.5,1.3,0.7,2.4,2,16.9,,gayru01
31,Rudy Gay,26,TOR,SF,33,32,1146,7.5,17.7,0.425,1.4,4.1,0.336,6.2,13.6,0.452,0.464,3.7,4.4,0.856,1.4,5.3,6.7,3,1.8,0.7,3,3,20.2,,gayru01
32,Greivis Vásquez,26,NOH,PG,78,78,2685,5.9,13.6,0.433,1.1,3.3,0.342,4.8,10.3,0.462,0.474,1.7,2.1,0.805,0.6,3.9,4.5,9.4,0.9,0.1,3.3,2.5,14.5,,vasqugr01
