Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
15,Tom Heinsohn,25,BOS,PF,75,2420,10,23.7,0.423,4.2,5.7,0.733,11.8,2.5,4.1,24.2,MVP-10,heinsto01
16,George Yardley,31,SYR,SF,73,2402,8.2,18.1,0.453,5.7,7,0.816,8.7,1.8,3.4,22.1,AS,yardlge01
17,Johnny McCarthy,25,STL,SG,75,2383,3.6,11,0.329,2.3,3.4,0.659,4.5,5,3.5,9.5,,mccarjo01
18,Red Kerr,27,SYR,C,75,2372,6.6,16.9,0.392,3.5,4.7,0.752,13.9,2.5,3.1,16.8,,kerrre01
19,Bailey Howell,23,DET,PF,75,2346,7.8,17.2,0.456,4.8,6.5,0.739,12.1,1,4.3,20.4,,howelba01
20,Hot Rod Hundley,25,MNL,PG,73,2279,5.8,16.1,0.358,3.2,4.3,0.744,6.2,5.3,3.1,14.7,AS,hundlho01
21,Willie Naulls,25,NYK,SF,65,2250,8.8,20.6,0.428,4.6,5.5,0.836,14.7,2.2,3.4,22.2,MVP-12AS,naullwi01
22,Walter Dukes,29,DET,C,66,2140,5.3,14.7,0.361,6.3,8.5,0.74,14.9,1.3,5.2,16.9,MVP-11AS,dukeswa01
23,Bucky Bockhorn,26,CIN,SG,75,2103,5.5,13.9,0.398,2.5,3.3,0.747,6.5,4.4,4.3,13.5,,bockhbu01
24,Kenny Sears,26,NYK,PF,64,2099,7.1,14.8,0.477,6.2,7.2,0.868,15,2.2,3.3,20.4,,searske01
25,Rudy LaRusso,22,MNL,PF,71,2092,6.1,15.7,0.389,4.6,6.1,0.742,11.7,1.4,3.8,16.8,,larusru01
26,Slick Leonard,27,MNL,PG,73,2074,4,12.4,0.322,2.4,3.4,0.705,4.3,4.4,3,10.4,,leonasl01
27,Phil Jordon,26,CIN,C,75,2066,6.6,16.9,0.393,4.2,5.9,0.716,10.9,3.6,4,17.5,,jordoph01
28,Charlie Tyra,24,NYK,C,74,2033,7.2,16.9,0.426,2.4,3.3,0.704,10.6,1.4,4.6,16.7,,tyrach01
29,Frank Ramsey,28,BOS,SG,73,2009,7.6,19,0.397,4.9,6.2,0.787,9.1,2.5,4.5,20,,ramsefr01
30,Win Wilfong,26,CIN,PG,72,1992,5.1,13.8,0.37,2.9,3.7,0.778,6.4,4.8,4.1,13.1,,wilfowi01
31,Hal Greer,23,SYR,SG,70,1979,7.1,14.8,0.476,2.7,3.4,0.783,5.5,3.4,3.8,16.8,,greerha01
32,Larry Foust,31,2TM,C,72,1964,5.7,14,0.407,4.6,5.9,0.791,11.4,1.8,4.4,16.1,,foustla01
33,Larry Foust,31,MNL,C,47,1398,5.8,15,0.387,4.5,5.7,0.786,11.3,1.9,4.4,16,,foustla01
34,Larry Foust,31,STL,C,25,566,5.5,11.8,0.47,5.1,6.4,0.8,11.6,1.4,4.4,16.2,,foustla01
35,Clyde Lovellette,30,STL,C,68,1953,10.1,21.6,0.468,5.8,7.1,0.821,13.3,2.3,4.6,26.1,AS,lovelcl01
36,Dick Garmaker,27,2TM,SG,70,1932,6,15.2,0.396,3.8,4.9,0.772,5.8,3.8,3.5,15.8,AS,garmadi01
37,Dick Garmaker,27,MNL,SG,44,1187,6,15.9,0.377,3.5,4.9,0.718,5.7,4,3.8,15.6,,garmadi01
38,Dick Garmaker,27,NYK,SG,26,745,6,14,0.431,4.2,4.8,0.86,6,3.5,2.9,16.2,,garmadi01
39,Bill Sharman,33,BOS,SG,71,1916,10.5,23,0.456,4.7,5.5,0.866,4.9,2.7,2.9,25.7,ASNBA2,sharmbi01
40,Med Park,26,CIN,SG,74,1849,4.4,11.3,0.388,3.7,5.1,0.727,5.9,4.2,3.5,12.5,,parkme01
41,Woody Sauldsberry,25,PHW,PF,71,1848,6.3,19,0.334,1.1,2,0.534,8.7,2.2,4,13.7,,sauldwo01
42,Dave Piontek,25,2TM,SF,77,1833,5.7,14.3,0.401,2.5,4,0.639,9.1,2.3,4.1,14,,piontda01
43,Dave Piontek,25,CIN,SF,52,1111,7,17.2,0.409,2.7,4,0.689,11,2.7,4.6,16.8,,piontda01
44,Dave Piontek,25,STL,SF,25,722,3.7,9.8,0.381,2.2,4,0.563,6,1.7,3.4,9.7,,piontda01
45,Hub Reed,23,2TM,C,71,1820,5.3,11.9,0.449,2.7,3.6,0.728,12.1,1.4,4.5,13.3,,reedhu01
46,Hub Reed,23,STL,C,2,17,2.1,6.4,0.333,0,0,,4.2,0,4.2,4.2,,reedhu01
47,Hub Reed,23,CIN,PF,69,1803,5.4,11.9,0.45,2.7,3.7,0.728,12.2,1.4,4.6,13.4,,reedhu01
48,Slater Martin,34,STL,PG,64,1756,2.9,7.9,0.371,2.3,3.2,0.729,3.8,6.8,3.6,8.1,,martisl01
49,Ed Conlin,26,DET,SG,70,1636,6.6,18.3,0.361,4,5.2,0.761,7.6,2.8,3.5,17.2,,conlied01
50,Chuck Noble,28,DET,SG,58,1621,6.1,17.2,0.357,2.2,3.1,0.732,4.5,5.9,3.8,14.5,AS,noblech01
51,Bob Hopkins,25,SYR,PF,75,1616,5.7,14.7,0.389,3,3.9,0.782,10.4,1.2,4.3,14.5,,hopkibo01
52,Earl Lloyd,31,DET,SF,68,1610,5.3,14.9,0.356,2.9,3.6,0.8,7.2,2,5.1,13.5,,lloydea01
53,Jack George,31,NYK,PG,69,1604,5.6,14.6,0.385,3.5,4.5,0.767,4.4,5.4,3.3,14.7,,georgja01
54,Wayne Embry,22,CIN,C,73,1594,6.8,15.6,0.439,3.8,7.3,0.514,15.6,1.9,5.1,17.5,,embrywa01
55,Al Ferrari,26,STL,SG,71,1567,5,12,0.413,4,5.2,0.782,3.7,4.3,4.7,14,,ferraal01
56,Mike Farmer,23,NYK,SF,67,1536,5,13.3,0.373,1.6,1.9,0.843,9,1.3,3,11.6,,farmemi01
57,Carl Braun,32,NYK,PG,54,1514,6.8,15.7,0.432,3.1,3.7,0.838,4,6.4,3,16.6,,braunca01
58,Sam Jones,26,BOS,SG,74,1512,8.5,18.6,0.454,4,5.2,0.764,8.9,3,2.4,20.9,,jonessa01
59,Jim Palmer,26,2TM,C,74,1482,6,13.9,0.429,2.9,4.2,0.684,9.4,1.7,5.4,14.8,,palmeji01
60,Jim Palmer,26,CIN,C,20,400,6.4,14,0.458,3.5,5,0.709,10,1.5,5.9,16.3,,palmeji01
61,Jim Palmer,26,NYK,C,54,1082,5.8,13.9,0.418,2.7,4,0.672,9.2,1.8,5.3,14.3,,palmeji01
62,Tom Hawkins,23,MNL,SF,69,1467,5.4,14.2,0.38,2.6,4,0.646,10.5,1.3,4.6,13.4,,hawkito01
63,Dick McGuire,34,DET,PG,68,1466,4.4,9.9,0.445,3,4.9,0.617,6.5,8.8,2.8,11.8,,mcguidi01
64,Andy Johnson,27,PHW,SF,75,1421,6.2,16.4,0.378,3.2,5.3,0.601,7.1,3.9,5,15.6,,johnsan01
65,Shellie McMillon,23,DET,SF,75,1416,6.8,15.9,0.426,3.4,5.1,0.663,11,1.2,5,16.9,,mcmilsh01
66,Si Green,26,STL,PG,70,1354,4.2,11.4,0.372,3,4.7,0.634,6.8,3.5,4,11.4,,greensi01
67,Gene Conley,29,BOS,PF,71,1330,5.4,14.6,0.373,2.1,3.1,0.667,16,0.9,7.3,12.9,,conlege01
68,Frank Selvy,27,2TM,SG,62,1308,5.6,14.3,0.393,4.2,5.7,0.736,4.8,3.1,2.8,15.5,,selvyfr01
69,Frank Selvy,27,SYR,SG,19,217,6,15.6,0.383,5.1,8,0.646,8,5,4.1,17.1,,selvyfr01
70,Frank Selvy,27,MNL,SG,43,1091,5.6,14.1,0.396,4,5.3,0.763,4.2,2.7,2.5,15.2,,selvyfr01
71,K.C. Jones,27,BOS,PG,74,1274,4.8,11.7,0.408,3.6,4.8,0.753,5.6,5.3,3.1,13.2,,joneskc01
72,Jim Krebs,24,MNL,C,75,1269,6.7,17.2,0.392,2.8,3.9,0.721,9.3,1.1,6,16.2,,krebsji01
73,Joe Graboski,30,PHW,PF,73,1269,6.2,16.5,0.372,3.7,4.9,0.753,10.2,3.1,4.2,16,,grabojo01
74,Al Bianchi,27,SYR,PG,69,1256,6,16.5,0.366,3.1,4.4,0.703,5.1,4.8,6.6,15.2,,biancal01
75,Archie Dees,23,DET,PF,73,1244,7.8,17.9,0.439,4.8,5.9,0.809,11.5,1.2,5.4,20.5,,deesar01
76,Phil Rollins,26,CIN,PG,72,1235,4.6,11.3,0.409,2.2,3.7,0.606,5.2,6.8,4.4,11.5,,rolliph01
77,Dick Barnett,23,SYR,SG,57,1235,8.4,20.4,0.412,3.7,5.2,0.711,4.5,4.7,2.9,20.6,,barnedi01
78,Johnny Green,26,NYK,PF,69,1232,6.1,13.7,0.447,1.8,4.5,0.406,15.8,1.5,5.7,14.1,,greenjo01
79,Connie Dierking,23,SYR,C,71,1119,6.2,16.9,0.365,3.5,6,0.574,14.7,1.7,5.4,15.8,,dierkco01
80,Vern Hatton,24,PHW,SG,67,1049,4.4,12.2,0.357,1.8,3,0.609,5.5,2.8,2.1,10.5,,hattove01
81,Ray Felix,29,2TM,C,47,882,5.6,14.5,0.383,2.9,4.6,0.625,13.9,1.3,7.2,14,,felixra01
82,Ray Felix,29,NYK,C,16,186,6,18.2,0.33,3.7,6.4,0.576,15.9,0.4,8.5,15.7,,felixra01
83,Ray Felix,29,MNL,C,31,696,5.4,13.5,0.402,2.6,4.1,0.646,13.3,1.5,6.9,13.5,,felixra01
84,Bob Ferry,22,STL,C,62,875,5.9,13.9,0.426,3.1,4.9,0.639,9.6,1.6,5.4,15,,ferrybo01
85,Ernie Beck,28,PHW,SG,66,809,5.1,13.1,0.388,1.2,1.4,0.844,5.7,3.2,4,11.3,,becker01
86,John Richter,22,BOS,C,66,808,5,14.8,0.34,2.6,5.2,0.504,13.9,1.2,7,12.7,,richtjo01
87,Barney Cable,24,2TM,,57,715,5.5,14.6,0.376,2.2,3.4,0.657,11.3,2,4.7,13.2,,cableba01
88,Barney Cable,24,DET,,7,116,6.8,18.6,0.367,1.2,3.1,0.4,14.9,1.9,5.9,14.9,,cableba01
89,Barney Cable,24,SYR,SF,50,599,5.2,13.8,0.378,2.4,3.4,0.702,10.6,2,4.4,12.9,,cableba01
90,Boo Ellis,23,MNL,PF,46,671,3.4,9.9,0.346,2.7,4.1,0.671,12.7,1.4,3.4,9.6,,ellisbo01
91,Gary Alcorn,23,DET,C,58,670,4.9,16.8,0.292,2.6,4.5,0.571,15,1.2,6.6,12.4,,alcorga01
92,Dave Gambee,22,2TM,SF,61,656,6.4,16,0.402,3.8,5.8,0.651,12.6,2.1,4.6,16.6,,gambeda01
93,Dave Gambee,22,STL,SF,42,445,6.6,16,0.409,3.7,5.7,0.648,12.5,2.3,5,16.8,,gambeda01
94,Dave Gambee,22,CIN,SF,19,211,6.1,15.9,0.387,3.9,6,0.657,12.6,1.5,3.6,16.2,,gambeda01
95,Chuck Share,32,2TM,C,41,651,3.3,8.4,0.391,2.9,4.4,0.663,12.2,3.4,7.9,9.5,,sharech01
96,Chuck Share,32,STL,C,38,633,3.2,8.4,0.381,3,4.5,0.658,12.2,3.4,7.8,9.3,,sharech01
97,Chuck Share,32,MNL,C,3,18,6,8,0.75,2,2,1,12,4,8,14,,sharech01
98,Jim Loscutoff,29,BOS,SF,28,536,4.4,13.8,0.322,1.5,2.4,0.611,7.3,0.8,7.3,10.3,,loscuji01
99,Larry Staverman,23,CIN,PF,49,479,5.3,11.2,0.47,3.5,4.8,0.734,13.5,2.7,7.4,14.1,,stavela01
100,Whitey Bell,27,NYK,PG,31,449,5.6,14.8,0.378,2.2,3.4,0.651,7,4.4,4.7,13.5,,bellwh01
101,Gene Guarilia,22,BOS,SF,48,423,4.9,13.1,0.377,2.5,3.5,0.707,7.2,1.5,4.9,12.3,,guarige01
102,Ed Fleming,26,MNL,SG,27,413,5.1,12.3,0.418,4.6,6,0.768,7.6,3.3,4,14.9,,flemied01
103,Joe Ruklick,21,PHW,PF,39,384,8,20.1,0.397,2.4,3.4,0.722,12.8,2.3,6.6,18.4,,ruklijo01
104,Bob Anderegg,22,NYK,SF,33,373,5.3,13.8,0.385,2.2,4.1,0.548,6.7,2.8,3.1,12.8,,anderbo01
105,Billy Kenville,29,DET,SG,25,365,4.6,12.9,0.359,3.3,4,0.805,7,4.5,3.1,12.5,,kenvibi01
106,Jack McMahon,31,STL,PG,25,334,3.6,10,0.355,1.7,3.1,0.552,2.6,5.3,4.5,8.8,,mcmahja01
107,Steve Hamilton,25,MNL,SF,15,247,4.2,11.2,0.377,2.6,3.4,0.783,8.5,1,5.7,11.1,,hamilst01
108,Ron Sobie,25,2TM,PG,16,234,5.7,16.6,0.343,4.8,5.7,0.838,7.4,3.2,4.9,16.2,,sobiero01
109,Ron Sobie,25,NYK,,15,221,5.9,16.9,0.346,5,5.9,0.861,7.5,3.1,4.6,16.8,,sobiero01
110,Ron Sobie,25,MNL,PG,1,13,2.8,11.1,0.25,0,2.8,0,5.5,5.5,11.1,5.5,,sobiero01
111,Cal Ramsey,22,2TM,SF,11,195,7.2,17.7,0.406,3.5,6.1,0.576,12.2,1.7,4.6,17.9,,ramseca01
112,Cal Ramsey,22,STL,SF,4,35,7.2,19.5,0.368,3.1,4.1,0.75,19.5,0,4.1,17.5,,ramseca01
113,Cal Ramsey,22,NYK,SF,7,160,7.2,17.3,0.416,3.6,6.5,0.552,10.6,2,4.7,18,,ramseca01
114,Tony Windis,27,DET,PG,9,193,3,11.2,0.267,0.7,1.1,0.667,8.8,6,3.7,6.7,,windito01
115,Bobby Smith,22,MNL,,10,130,3.6,15,0.241,3,4.4,0.688,9.1,3.9,2.8,10.2,,smithbo01
116,Guy Sparrow,27,PHW,,11,80,6.3,20.3,0.311,0.9,3.6,0.25,10.4,2.7,9,13.5,,sparrgu01
117,Nick Mantis,24,MNL,SG,10,71,5.1,19.8,0.256,0.5,1,0.5,3,4.6,4.1,10.6,,mantini01
118,Togo Palazzi,27,SYR,SF,7,70,6.7,21.1,0.317,2.1,4.1,0.5,7.2,1.5,3.6,15.4,,palazto01
119,Wayne Stevens,23,CIN,,8,49,2.2,14,0.158,5.1,7.3,0.7,11.8,2.9,2.9,9.6,,stevewa01
120,Brendan McCann,24,NYK,PG,4,29,1.2,12.4,0.1,3.7,3.7,1,5,12.4,2.5,6.2,,mccanbr01
121,Jim Ray,26,SYR,,4,21,1.7,10.3,0.167,0,0,,0,3.4,5.1,3.4,,rayji01
122,Maurice King,24,BOS,PG,1,19,9.5,15.2,0.625,0,1.9,0,7.6,3.8,5.7,18.9,,kingma01
123,Paul Seymour,32,SYR,,4,7,0,20.6,0,0,0,,5.1,0,5.1,0,,seymopa01
