Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,Gilbert Arenas,24,WAS,PG,80,80,3384,7.9,17.7,0.447,2.1,5.7,0.369,5.8,12,0.485,0.507,7,8.5,0.82,0.6,2.4,3,5.1,1.7,0.3,3.2,3,25,ASNBA3,arenagi01
2,LeBron James,21,CLE,SF,79,79,3361,9.4,19.5,0.48,1.4,4.1,0.335,8,15.5,0.518,0.515,6.4,8.7,0.738,0.8,5.2,6,5.6,1.3,0.7,2.8,1.9,26.5,MVP-2ASNBA1,jamesle01
3,Joe Johnson,24,ATL,SG,82,82,3340,6.8,15,0.453,1.4,3.9,0.356,5.4,11.2,0.487,0.499,2.8,3.6,0.791,1.1,2.6,3.6,5.8,1.1,0.3,2.9,2,17.8,,johnsjo02
4,Antawn Jamison,29,WAS,SF,82,80,3288,7.2,16.4,0.442,1.6,4.1,0.394,5.6,12.3,0.458,0.491,2.4,3.3,0.731,1.8,6.5,8.4,1.7,1,0.1,1.5,2.1,18.4,,jamisan01
5,Kobe Bryant,27,LAL,SG,80,80,3277,10.7,23.9,0.45,2,5.7,0.347,8.8,18.2,0.482,0.491,7.6,9,0.85,0.8,3.9,4.7,4,1.6,0.3,2.7,2.6,31.1,MVP-4ASNBA1,bryanko01
6,Shawn Marion,27,PHO,PF,81,81,3263,7.9,15.1,0.525,1.1,3.2,0.331,6.8,11.9,0.577,0.56,2.7,3.3,0.809,2.7,7.8,10.6,1.6,1.8,1.5,1.4,2.5,19.5,MVP-10DPOY-7ASNBA3,mariosh01
7,Lamar Odom,26,LAL,PF,80,80,3221,5,10.3,0.481,0.9,2.4,0.372,4.1,7.9,0.514,0.524,2.4,3.5,0.69,2,6.2,8.2,5,0.8,0.7,2.4,2.9,13.3,,odomla01
8,Ricky Davis,26,2TM,SG,78,78,3207,6.6,14.6,0.448,0.8,2.7,0.302,5.7,11.9,0.481,0.476,3.1,3.9,0.797,0.7,3.2,3.9,4.4,1,0.2,2.4,2.1,17,,davisri01
9,Ricky Davis,26,BOS,SG,42,42,1747,6.8,14.6,0.464,0.8,2.6,0.32,6,12,0.495,0.492,2.7,3.4,0.787,0.8,3,3.9,4.6,1,0.2,2.4,1.9,17,,davisri01
10,Ricky Davis,26,MIN,SF,36,36,1460,6.3,14.7,0.429,0.8,2.9,0.282,5.5,11.8,0.464,0.456,3.6,4.5,0.807,0.6,3.4,4,4.3,1,0.2,2.4,2.4,17,,davisri01
11,Mike Bibby,27,SAC,PG,82,82,3167,6.8,15.7,0.432,2.2,5.6,0.386,4.6,10.1,0.458,0.501,3.9,4.6,0.849,0.3,2.4,2.7,5,0.9,0.1,2.3,1.9,19.6,,bibbymi01
12,Morris Peterson,28,TOR,SG,82,77,3140,5.5,12.6,0.436,2,5.1,0.395,3.5,7.4,0.465,0.517,2.8,3.4,0.82,0.7,3.6,4.4,2.2,1.2,0.2,1.4,2.6,15.8,,petermo01
13,Pau Gasol,25,MEM,PF,80,80,3135,6.9,13.7,0.503,0,0.1,0.25,6.9,13.6,0.505,0.504,4.9,7.1,0.689,2.2,6,8.2,4.3,0.5,1.8,2.7,2.1,18.7,AS,gasolpa01
14,Michael Redd,26,MIL,SG,80,80,3130,7.8,17.4,0.45,1.9,4.8,0.395,6,12.7,0.471,0.504,5.8,6.6,0.877,0.9,3,3.9,2.6,1.1,0.1,2,1.8,23.3,,reddmi01
15,Allen Iverson,30,PHI,PG,72,72,3103,9.5,21.1,0.447,0.8,2.6,0.323,8.6,18.6,0.465,0.467,7.8,9.6,0.814,0.5,2.2,2.7,6.2,1.6,0.1,2.9,1.4,27.6,MVP-10ASNBA3,iversal01
16,Elton Brand,26,LAC,PF,79,79,3099,8.8,16.7,0.527,0,0,0.333,8.8,16.6,0.527,0.527,5.1,6.6,0.775,2.7,6.4,9.2,2.4,0.9,2.3,2,2.6,22.7,MVP-7DPOY-10ASNBA2,brandel01
17,Dirk Nowitzki,27,DAL,PF,81,81,3089,8.8,18.2,0.48,1.3,3.2,0.406,7.5,15.1,0.496,0.515,6.3,7,0.901,1.3,7.1,8.5,2.6,0.7,1,1.8,1.9,25.1,MVP-3ASNBA1,nowitdi01
18,Andre Iguodala,22,PHI,SF,82,82,3086,4,8,0.5,0.7,1.8,0.354,3.4,6.2,0.543,0.541,3.1,4.1,0.754,1.4,4.2,5.6,3,1.6,0.2,1.8,2.3,11.7,DPOY-12,iguodan01
19,Paul Pierce,28,BOS,SF,79,79,3084,8,17.1,0.471,1.3,3.7,0.354,6.7,13.4,0.503,0.509,7.3,9.5,0.772,0.9,5.3,6.2,4.4,1.2,0.4,3.2,2.6,24.7,AS,piercpa01
20,Richard Jefferson,25,NJN,SF,78,78,3059,5.8,11.8,0.493,0.7,2.2,0.319,5.1,9.6,0.532,0.522,5.5,6.8,0.812,1.1,5.2,6.3,3.5,0.7,0.2,2,2.3,17.9,,jefferi01
21,Ray Allen,30,SEA,SG,78,78,3022,8.1,17.9,0.454,3.2,7.8,0.412,4.9,10.1,0.486,0.544,3.9,4.3,0.903,0.8,3.1,4,3.4,1.3,0.2,2.2,1.8,23.3,AS,allenra02
22,Dwight Howard,20,ORL,PF,82,81,3021,5.6,10.5,0.531,0,0,0,5.6,10.5,0.532,0.531,4.2,7.1,0.595,3.4,8.7,12.2,1.5,0.8,1.4,2.6,3.3,15.4,,howardw01
23,Cuttino Mobley,30,LAC,SG,79,74,2979,5.2,12.2,0.426,1,3,0.339,4.2,9.2,0.453,0.467,2.8,3.3,0.839,0.6,3.5,4.1,2.9,1.1,0.4,1.8,2.5,14.1,,moblecu01
24,Jason Kidd,32,NJN,PG,80,80,2975,4.4,11,0.404,1.7,4.8,0.352,2.7,6.2,0.445,0.481,2.3,3,0.795,1,6,7,8.1,1.8,0.4,2.3,1.9,12.9,,kiddja01
25,Raja Bell,29,PHO,SG,79,79,2959,5.2,11.3,0.457,2.4,5.4,0.442,2.8,5.9,0.471,0.563,1.4,1.8,0.788,0.5,2.5,3.1,2.5,0.9,0.3,1.1,3,14.1,DPOY-13,bellra01
26,Kevin Garnett,29,MIN,PF,76,76,2957,7.6,14.5,0.526,0.1,0.4,0.267,7.5,14.1,0.532,0.529,4.8,6,0.81,2.6,9.2,11.8,3.7,1.3,1.3,2.2,2.5,20.2,DPOY-13AS,garneke01
27,Kirk Hinrich,25,CHI,PG,81,81,2955,5.5,13.1,0.418,1.5,4.2,0.37,4,9,0.441,0.477,3.1,3.8,0.815,0.4,3.2,3.5,6.3,1.1,0.3,2.3,3.1,15.6,,hinriki01
28,Mehmet Okur,26,UTA,PF,82,82,2945,6.3,13.8,0.46,1,2.9,0.342,5.4,10.9,0.491,0.496,4.3,5.5,0.78,2.6,6.5,9.1,2.4,0.5,0.9,2,3.5,18,,okurme01
29,Carmelo Anthony,21,DEN,SF,80,80,2941,9.3,19.2,0.481,0.5,1.9,0.243,8.8,17.4,0.506,0.493,7,8.7,0.808,1.5,3.3,4.8,2.6,1.1,0.5,2.7,2.8,26,NBA3,anthoca01
30,Andre Miller,29,DEN,PG,82,82,2937,5,10.7,0.463,0.1,0.3,0.185,4.9,10.4,0.472,0.466,3.8,5.2,0.738,1.1,3.2,4.3,8.3,1.3,0.2,3.1,2.6,13.8,,millean02
31,Chauncey Billups,29,DET,PG,81,81,2925,5.2,12.5,0.418,2.3,5.2,0.433,2.9,7.2,0.407,0.509,5.7,6.4,0.894,0.5,2.6,3.1,8.6,0.9,0.1,2.1,2,18.4,MVP-5ASNBA2,billuch01
32,Mike James,30,TOR,PG,79,79,2925,7.1,15.1,0.469,2.1,4.7,0.442,5,10.4,0.481,0.538,3.5,4.2,0.837,0.6,2.7,3.2,5.7,0.9,0,2.5,2.6,19.7,,jamesmi01
33,Brad Miller,29,SAC,C,79,79,2923,5.3,10.8,0.495,0.4,1.1,0.386,4.9,9.7,0.507,0.514,3.4,4.2,0.828,1.5,6.1,7.6,4.6,0.8,0.8,2.2,2.9,14.6,,millebr01
34,Stephen Jackson,27,IND,SG,81,81,2910,5.8,14.2,0.411,1.4,4.2,0.345,4.4,10,0.439,0.462,3.3,4.2,0.786,0.6,3.3,3.9,2.8,1.3,0.5,2.5,2.4,16.4,,jacksst02
35,Vince Carter,29,NJN,SG,79,79,2906,8.1,18.8,0.43,1.5,4.5,0.341,6.5,14.3,0.459,0.471,5.9,7.4,0.799,1.7,4.1,5.7,4.2,1.2,0.7,2.6,2.9,23.7,AS,cartevi01
36,Tayshaun Prince,25,DET,SF,82,82,2898,5.7,12.4,0.455,0.8,2.3,0.35,4.9,10.1,0.479,0.487,2.3,3,0.765,1.3,3,4.3,2.3,0.8,0.5,1.1,1.2,14.4,DPOY-13,princta01
37,Chris Webber,32,PHI,PF,75,75,2893,7.7,17.7,0.434,0.3,1,0.273,7.4,16.7,0.443,0.441,3.3,4.3,0.756,2.3,6.9,9.2,3.2,1.3,0.8,2.3,2.7,18.9,,webbech01
38,Dwyane Wade,24,MIA,SG,75,75,2892,8.7,17.6,0.495,0.2,0.9,0.171,8.5,16.6,0.513,0.499,7.8,10,0.783,1.3,4,5.4,6.3,1.8,0.7,3.3,2.7,25.4,MVP-6ASNBA2,wadedw01
39,Ben Wallace,31,DET,C,82,82,2890,3,5.8,0.51,0,0,0,3,5.7,0.514,0.51,1.5,3.7,0.416,3.7,7.7,11.5,2,1.8,2.3,1.1,2,7.4,DPOY-1ASNBA2,wallabe01
40,Jason Richardson,25,GSW,SG,75,75,2877,8,18,0.446,2.3,6,0.384,5.7,12,0.477,0.509,3.5,5.1,0.673,1.3,4.2,5.5,2.9,1.2,0.5,2.1,2.6,21.8,,richaja01
41,Rashard Lewis,26,SEA,SF,78,77,2876,6.7,14.4,0.467,1.8,4.6,0.384,5,9.8,0.507,0.529,4.4,5.4,0.818,1.4,3.5,4.9,2.3,1.3,0.6,1.8,2.4,19.6,,lewisra02
42,Boris Diaw,23,PHO,PF,81,70,2874,5.6,10.7,0.526,0.1,0.4,0.267,5.5,10.3,0.536,0.531,2.2,3,0.731,2,5,7,6.3,0.7,1.1,2.4,3.3,13.5,MIP-1,diawbo01
43,Shane Battier,27,MEM,SF,81,81,2839,3.8,7.9,0.488,0.8,2.1,0.394,3,5.8,0.522,0.54,1.9,2.6,0.707,2.1,3.4,5.4,1.7,1.2,1.4,1.1,2.8,10.4,DPOY-10,battish01
44,Richard Hamilton,27,DET,SG,80,80,2825,8.3,16.8,0.491,0.7,1.5,0.458,7.6,15.3,0.494,0.512,3.3,3.9,0.845,1.1,2.2,3.3,3.5,0.7,0.2,2.2,2.6,20.5,AS,hamilri01
45,Chris Paul,20,NOK,PG,78,78,2808,5.2,12.1,0.43,0.6,2.3,0.282,4.6,9.9,0.464,0.456,5.1,6,0.847,0.8,4.3,5.1,7.8,2.2,0.1,2.3,2.8,16.1,ROY-1,paulch01
