Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
19,Bill Bridges,26,STL,PF,78,,2677,5.1,12.5,0.407,3.5,4.9,0.706,12.8,2.8,4.5,13.6,,bridgbi01
20,Ray Scott,27,DET,PF,79,,2652,7.4,17.8,0.416,4.4,5.9,0.743,10.2,3.2,2.8,19.2,,scottra01
21,Don Ohl,29,BAL,PG,73,,2645,8.1,18.2,0.445,4.3,5.9,0.735,3.8,3.9,2.8,20.4,AS,ohldo01
22,Howard Komives,24,NYK,PG,80,79,2612,6,15.4,0.391,3.3,3.9,0.861,3.9,5.9,3.8,15.3,,komivho01
23,Chet Walker,25,PHI,SF,80,,2603,6.1,13.6,0.451,4.6,6.5,0.716,8.8,2.8,3.3,16.9,AS,walkech01
24,Dick Barnett,29,NYK,SG,75,74,2589,8.8,18.7,0.469,6.5,8.4,0.772,4.3,3.6,3.3,24,,barnedi01
25,Willis Reed,23,NYK,PF,76,71,2537,6.2,14.3,0.434,4.3,5.7,0.757,12.5,1.3,4.6,16.7,AS,reedwi01
26,Kevin Loughery,25,BAL,SG,74,,2455,7.7,18.5,0.416,4.4,5.2,0.83,3.3,5.2,4,19.8,,loughke01
27,Tom Meschery,27,SFW,PF,80,,2383,6.1,13.5,0.448,3.4,4.4,0.765,10.8,1.2,4.3,15.5,,meschto01
28,Richie Guerin,33,STL,SG,80,,2363,6.3,15.2,0.415,5.5,6.8,0.812,4.8,5.9,3.9,18.1,,gueriri01
29,Bailey Howell,29,BAL,PF,78,,2328,7.4,15.2,0.488,6.2,8.5,0.73,12,2.4,4.7,21.1,AS,howelba01
30,Rudy LaRusso,28,LAL,PF,76,,2316,6.4,13.9,0.457,5.4,6.9,0.787,10.3,2.6,4.1,18.2,AS,larusru01
31,Dick Van Arsdale,22,NYK,SG,79,69,2289,5.6,13.2,0.428,3.9,5.5,0.715,5.9,2.9,3.7,15.2,,vanardi01
32,Leroy Ellis,25,LAL,C,80,,2219,6.4,15,0.424,3,4.2,0.727,11.9,1.2,3.8,15.8,,ellisle01
33,Walt Hazzard,23,LAL,SG,80,,2198,7.5,16.4,0.457,3,4.2,0.708,3.6,6.4,3.7,18,,abdulma01
34,Wali Jones,23,PHI,PG,80,,2196,4.9,13.1,0.37,2.1,2.8,0.744,2.8,4.5,4.1,11.8,,joneswa02
35,Jim Barnes,24,2TM,PF,73,7,2191,5.7,13.4,0.425,3.5,5.1,0.684,12.4,1.5,4.6,14.9,,barneji01
36,Jim Barnes,24,NYK,PF,7,7,263,5.5,12.3,0.444,4.1,5.7,0.714,9.9,1.2,4.5,15.1,,barneji01
37,Jim Barnes,24,BAL,PF,66,,1928,5.8,13.6,0.423,3.4,5,0.679,12.8,1.6,4.7,14.9,,barneji01
38,Joe Strawder,25,DET,C,79,,2180,4.1,10.1,0.408,2.9,4.2,0.688,13.5,1.3,5,11.2,,strawjo01
39,John Havlicek,25,BOS,SF,71,,2175,8.8,22,0.399,4.5,5.8,0.785,7,3.5,2.6,22.1,ASNBA2,havlijo01
40,Sam Jones,32,BOS,SG,67,,2155,10.5,22.3,0.469,5.4,6.8,0.799,5.8,3.6,2.8,26.3,MVP-5ASNBA2,jonessa01
41,Billy Cunningham,22,PHI,SF,80,,2134,7.3,17.1,0.426,4.7,7.5,0.634,10.1,3.5,5.1,19.3,ROY-2,cunnibi01
42,Tom Hawkins,29,CIN,SF,79,,2126,4.6,10.2,0.452,2,3.5,0.555,9.7,1.7,4.6,11.2,,hawkito01
43,Al Attles,29,SFW,PG,79,,2053,6.4,12.7,0.503,2.7,4.4,0.611,5.6,3.9,4.6,15.5,,attleal01
44,Tom Van Arsdale,22,DET,SG,79,,2041,5.5,14.7,0.374,3.7,5.1,0.721,5.5,3.6,4.4,14.7,,vanarto01
45,Elgin Baylor,31,LAL,SF,65,,1975,7.6,18.8,0.401,4.5,6.1,0.739,11.3,4.1,2.9,19.7,,bayloel01
46,Luke Jackson,24,PHI,PF,79,,1966,4.5,11.2,0.401,2.9,3.9,0.738,12.4,2.4,4,11.9,,jackslu01
47,Tom Sanders,27,BOS,PF,72,,1896,6.6,15.5,0.428,4,5.2,0.764,9.6,1.7,6,17.3,,sandeto01
48,Dave Stallworth,24,NYK,SF,80,10,1893,7.1,15.6,0.455,4.9,7.2,0.686,9.4,3.5,4.5,19.1,,stallda01
49,Wayne Embry,28,CIN,C,80,,1882,4.4,10.8,0.411,2.7,4.5,0.603,10,1.5,5.5,11.6,,embrywa01
50,Joe Caldwell,24,2TM,SF,79,,1857,8,18.2,0.438,3.5,4.9,0.705,8.5,2.4,3.9,19.4,,caldwjo01
51,Joe Caldwell,24,DET,SF,33,,716,7.2,17,0.423,3,4.4,0.682,9.6,3.3,3.2,17.4,,caldwjo01
52,Joe Caldwell,24,STL,SF,46,,1141,8.5,18.9,0.447,3.8,5.2,0.717,7.8,1.9,4.4,20.7,,caldwjo01
53,Cliff Hagan,34,STL,SF,74,,1851,8.1,18.3,0.445,3.4,4,0.854,4.6,3.2,3.4,19.7,,hagancl01
54,Bob Boozer,28,LAL,PF,78,,1847,7.1,14.7,0.484,4.4,5.6,0.779,10.7,1.7,3.8,18.6,,boozebo01
55,Happy Hairston,23,CIN,PF,72,,1794,8,16.3,0.489,4.4,6.4,0.685,11,0.9,4.3,20.4,,hairsha01
56,Red Kerr,33,BAL,C,71,,1770,5.8,14.1,0.413,4.3,5.5,0.768,11.9,4.6,3,15.9,,kerrre01
57,Don Nelson,25,BOS,SF,75,,1765,5.5,12.6,0.439,4.5,6.6,0.684,8.2,1.6,3.8,15.6,,nelsodo01
58,Rod Thorn,24,2TM,SG,73,,1739,6.3,15.1,0.42,3.5,4.9,0.712,4.3,3,3,16.1,,thornro01
59,Rod Thorn,24,DET,SG,27,,815,6.3,15.2,0.417,4,5.4,0.732,4.5,2.8,3,16.6,,thornro01
60,Rod Thorn,24,STL,SG,46,,924,6.4,15,0.423,3,4.4,0.69,4.2,3.2,3,15.7,,thornro01
61,Paul Neumann,28,SFW,PG,66,,1729,7.1,17,0.42,5.5,6.6,0.836,4.3,3.8,3.6,19.8,,neumapa01
62,Larry Siegfried,26,BOS,PG,71,,1675,7.5,17.7,0.423,5.9,6.7,0.881,4.2,3.5,3.4,20.9,,siegfla01
63,Johnny Green,32,2TM,PF,79,7,1645,7.8,14.6,0.536,4.4,8.5,0.521,14.1,2.3,4,20.1,,greenjo01
64,Johnny Green,32,NYK,PF,7,7,208,7.4,13.7,0.544,2.6,5.4,0.484,12.8,1.9,3.6,17.5,,greenjo01
65,Johnny Green,32,BAL,PF,72,,1437,7.9,14.8,0.535,4.7,8.9,0.524,14.3,2.4,4.1,20.5,,greenjo01
66,Johnny Egan,27,2TM,PG,76,0,1644,5.7,12.6,0.451,3.8,5,0.762,4,6,3.7,15.1,,eganjo01
67,Johnny Egan,27,NYK,PG,7,0,58,3.1,9.9,0.313,4.3,6.2,0.7,1.2,8.7,2.5,10.6,,eganjo01
68,Johnny Egan,27,BAL,PG,69,,1586,5.8,12.7,0.455,3.8,4.9,0.765,4.1,5.9,3.7,15.3,,eganjo01
69,John Barnhill,27,2TM,PG,76,,1617,5.4,13.5,0.401,2.5,4.1,0.614,4.5,4.4,3,13.3,,barnhjo01
70,John Barnhill,27,STL,PG,31,,691,5.4,12.7,0.428,2.8,4.5,0.628,4.7,4.3,3,13.6,,barnhjo01
71,John Barnhill,27,DET,PG,45,,926,5.4,14.1,0.383,2.3,3.8,0.602,4.4,4.4,3,13.1,,barnhjo01
72,Jim King,24,LAL,PG,76,,1499,5.7,13.1,0.437,2.3,2.8,0.817,4.9,5.4,4.3,13.7,,kingji01
73,McCoy McLemore,23,SFW,SF,80,,1467,5.5,13,0.426,3.5,4.7,0.743,12,1.3,4.8,14.5,,mclemmc01
74,Willie Naulls,31,BOS,SF,71,,1433,8.2,20.5,0.402,2.6,3.3,0.794,8,1.8,4.9,19.1,,naullwi01
75,Darrall Imhoff,27,LAL,C,77,,1413,3.8,8.6,0.448,2,3.5,0.566,13,2.9,6,9.7,,imhofda01
76,Gene Wiley,28,LAL,C,67,,1386,3.2,7.5,0.426,1.1,2,0.566,12.7,1.6,4.4,7.5,,wileyge01
77,Al Bianchi,33,PHI,PG,78,,1312,5.9,15.4,0.382,1.8,2.7,0.673,3.7,3.7,6.4,13.6,,biancal01
78,Gus Johnson,27,BAL,SF,41,,1284,7.7,18.5,0.413,3.7,5,0.736,15.3,3.2,3.8,19,NBA2,johnsgu01
79,Bob Ferry,28,BAL,C,66,,1229,5.5,13.4,0.411,3.1,4.6,0.669,9.8,3.3,3.9,14.1,,ferrybo01
80,Chico Vaughn,25,2TM,PG,56,,1219,5.4,14,0.384,3.1,4.3,0.736,3.2,4.1,2.9,13.9,,vaughch01
81,Chico Vaughn,25,STL,PG,19,,445,5.8,15.5,0.375,3.7,5,0.742,3.7,2.9,3.2,15.4,,vaughch01
82,Chico Vaughn,25,DET,PG,37,,774,5.1,13.1,0.39,2.8,3.8,0.732,2.9,4.8,2.8,13,,vaughch01
83,Em Bryant,27,NYK,PG,71,4,1193,6.4,13.5,0.472,2.2,3,0.733,5.1,6.5,6.5,15,,bryanem01
84,Tom Gola,33,NYK,SG,74,1,1127,3.9,8.7,0.45,2.6,3.4,0.781,9.2,6.1,6.6,10.4,,golato01
85,Jim Washington,22,STL,PF,65,,1104,5.2,12.8,0.402,2.2,3.9,0.567,11.5,1.4,5.7,12.5,,washiji01
86,Dave Gambee,28,PHI,SF,72,,1068,5.7,14.7,0.384,5.4,6.3,0.85,9.2,2.4,6.4,16.7,,gambeda01
87,Mel Counts,24,BOS,C,67,,1021,7.8,19.4,0.403,4.2,5.1,0.828,15.2,1.8,7.3,19.8,,countme01
88,Gail Goodrich,22,LAL,SG,65,,1008,7.2,18,0.404,3.7,5.3,0.691,4.6,3.7,3.7,18.2,,goodrga01
89,Ron Reed,23,DET,PF,57,,997,6.7,18.9,0.355,1.9,3.6,0.54,12.2,3.3,4.8,15.4,,reedro01
90,John Tresvant,26,2TM,PF,61,,969,6.4,14.9,0.428,5.3,7.1,0.747,13.5,2.7,6.7,18,,tresvjo01
91,John Tresvant,26,STL,PF,15,,213,6.3,13.2,0.474,4.6,5.4,0.844,14.4,1.7,7.3,17.1,,tresvjo01
92,John Tresvant,26,DET,PF,46,,756,6.4,15.3,0.416,5.5,7.5,0.728,13.3,3,6.5,18.2,,tresvjo01
93,Jerry Sloan,23,BAL,SG,59,,952,4.5,10.9,0.415,3.7,5.3,0.705,8.7,4.2,6.7,12.8,,sloanje01
94,Jack Twyman,31,CIN,SF,73,,943,8.6,19,0.45,3.6,4.5,0.812,6.4,2.3,4.7,20.7,,twymaja01
95,Barry Clemens,22,NYK,SF,70,3,877,6.6,16.1,0.412,2.2,3.2,0.692,7.5,2.8,4.6,15.4,,clemeba01
96,Gary Phillips,26,SFW,SG,67,,867,4.4,12.6,0.35,2.2,3.6,0.621,5.6,4.7,4,11,,phillga01
97,Jon McGlocklin,22,CIN,SG,72,,852,6.5,15.3,0.421,2.6,3.3,0.785,5.6,3.7,3.3,15.5,,mcglojo01
98,Gerry Ward,24,PHI,SG,66,,838,2.9,8.1,0.354,1.7,2.6,0.65,3.8,3.4,7,7.4,,wardge01
99,Don Kojis,27,DET,SF,60,,783,8.4,20.2,0.415,3.5,6.5,0.539,12,1.9,4.3,20.2,,kojisdo01
100,Connie Dierking,29,CIN,C,57,,782,6.2,14.8,0.416,2.3,3.8,0.61,11.3,2,5.2,14.6,,dierkco01
101,Gene Tormohlen,28,STL,C,71,,775,6.7,15.1,0.444,2.5,3.8,0.659,14.6,2.8,6.4,15.9,,tormobu01
102,Ben Warley,29,2TM,SF,57,,773,5.4,13.2,0.408,3,4.5,0.66,10.1,1.2,6,13.8,,warlebe01
103,Ben Warley,29,PHI,SF,1,,6,6,18,0.333,0,0,,12,0,6,12,,warlebe01
104,Ben Warley,29,BAL,SF,56,,767,5.4,13.2,0.409,3,4.6,0.66,10.1,1.2,6,13.8,,warlebe01
105,Fred Hetzel,23,SFW,SF,56,,722,8,20,0.399,3.1,4.6,0.685,14.5,1.3,6,19.1,,hetzefr01
106,Bill Buntin,23,DET,C,42,,713,6,15.1,0.395,4.4,7.2,0.615,12.7,1.8,6,16.4,,buntibi01
107,Keith Erickson,21,SFW,SF,64,,646,5.3,14.9,0.356,2.4,3.6,0.662,9,2.1,5.1,13,,erickke01
108,Bud Olsen,25,2TM,PF,59,,602,4.8,11.5,0.42,2.3,5.3,0.443,11.5,1.2,4.8,12,,olsenbu01
109,Bud Olsen,25,CIN,PF,4,,36,3,8,0.375,1,3,0.333,13,2,4,7,,olsenbu01
110,Bud Olsen,25,SFW,PF,55,,566,5,11.8,0.422,2.4,5.4,0.447,11.4,1.1,4.9,12.3,,olsenbu01
111,Jeff Mullins,23,STL,SG,44,,587,6.9,18.2,0.382,1.8,2.2,0.806,4.2,4,4.2,15.6,,mullije01
112,Paul Silas,22,STL,PF,46,,586,4.3,10.6,0.405,2.2,3.7,0.574,14.5,1.4,4.4,10.8,,silaspa01
113,Len Chappell,25,NYK,PF,46,3,545,6.6,15.7,0.42,3,5.2,0.59,8.4,1.7,4.2,16.2,,chapple01
114,Woody Sauldsberry,31,BOS,PF,39,,530,5.4,16.9,0.321,0.7,1.5,0.5,9.6,1,6.4,11.6,,sauldwo01
115,Tom Thacker,26,CIN,PG,50,,478,6.3,15.6,0.406,1.1,2.9,0.395,9,4.6,6.4,13.8,,thackto01
116,Wayne Hightower,26,BAL,PF,24,,460,4.9,14.6,0.339,4.5,6.1,0.731,10.3,2.7,4.8,14.3,,hightwa01
117,Ron Bonham,23,BOS,SG,39,,312,8.8,23.9,0.367,6,7,0.852,4,1.3,3.3,23.5,,bonharo01
118,Donnie Butcher,29,DET,PG,15,,285,5.7,12.1,0.469,2.3,4.3,0.529,4.2,3.8,5.1,13.6,,butchdo01
119,George Wilson,23,CIN,C,47,,276,7,18,0.391,3.5,5.5,0.643,12.8,2.2,7.3,17.6,,wilsoge01
120,John Fairchild,22,LAL,SF,30,,171,4.8,18.7,0.258,2.9,4.2,0.7,9.5,2.3,6.9,12.6,,faircjo01
121,Art Heyman,24,2TM,,17,,120,5.4,15.6,0.346,4.2,6.6,0.636,5.1,3.3,6.9,15,,heymaar01
122,Art Heyman,24,CIN,,11,,100,5.4,15.5,0.349,3.6,6.1,0.588,4.7,2.5,6.8,14.4,,heymaar01
123,Art Heyman,24,PHI,,6,,20,5.4,16.2,0.333,7.2,9,0.8,7.2,7.2,7.2,18,,heymaar01
124,Willie Somerset,23,BAL,PG,8,,98,6.6,15.8,0.419,3.3,4,0.818,5.5,3.3,7.7,16.5,,somerwi01
125,Si Green,32,BOS,,10,,92,4.7,12.1,0.387,3.1,6.3,0.5,4.3,3.5,6.3,12.5,,greensi01
126,Mike Farmer,29,STL,SF,9,,79,5.9,13.7,0.433,1.8,2.3,0.8,8.2,2.7,4.6,13.7,,farmemi01
127,Bob Warlick,24,DET,SG,10,,78,5.1,17.5,0.289,0.9,2.8,0.333,7.4,4.6,3.7,11.1,,warlibo01
128,John Thompson,24,BOS,C,10,,72,7,15,0.467,2,3,0.667,15,1.5,7.5,16,,thompjo01
129,Bob Weiss,23,PHI,,7,,30,3.6,10.8,0.333,0,0,,8.4,4.8,12,7.2,,weissbo01
130,Thales McReynolds,22,BAL,,5,,28,1.3,15.4,0.083,1.3,2.6,0.5,7.7,1.3,0,3.9,,mcreyth01
131,Gary Bradds,23,BAL,SF,3,,15,4.8,14.4,0.333,7.2,9.6,0.75,19.2,2.4,2.4,16.8,,braddga01
132,Jesse Branson,24,PHI,SF,5,,14,2.6,15.4,0.167,7.7,10.3,0.75,23.1,2.6,10.3,12.9,,bransje01
133,Jay Arnette,27,CIN,,3,,14,2.6,15.4,0.167,0,0,,0,0,7.7,5.1,,arnetja01
134,Will Frazier,23,SFW,PF,2,,9,0,16,0,4,8,0.5,20,4,4,4,,fraziwi01
135,Ron Watts,22,BOS,,1,,3,12,24,0.5,0,0,,12,12,12,24,,wattsro01
