Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
13,Harry Gallatin,27,NYK,PF,72,,2548,4.7,12.1,0.384,5.6,6.8,0.814,14.1,2.5,2.9,14.9,ASNBA2,gallaha01
14,Jim Baechtold,27,NYK,SF,72,,2536,5.1,12.7,0.403,4,4.8,0.823,4.4,3.1,2.9,14.2,,baechji01
15,Dolph Schayes,26,SYR,PF,72,,2526,6,15.7,0.383,7,8.4,0.833,12.6,3,3.5,19,ASNBA1,schaydo01
16,Joe Graboski,25,PHW,PF,70,,2515,5.3,15.7,0.34,3,4.3,0.686,9.1,2.6,3.7,13.7,,grabojo01
17,Jack Coleman,30,ROC,PF,72,,2482,5.8,12.6,0.462,1.8,2.7,0.678,10.6,3.4,2.9,13.4,AS,colemja01
18,Jack George,26,PHW,PG,68,,2480,4.2,11,0.385,2.8,4.2,0.66,4.4,5.2,2.8,11.2,,georgja01
19,Carl Braun,27,NYK,SG,71,,2479,5.8,15,0.388,4,5,0.801,4.3,4,3,15.6,AS,braunca01
20,Red Rocha,31,SYR,C,72,,2473,4.3,11.7,0.368,3.2,4.1,0.782,7.1,2.6,3.5,11.8,,rochare01
21,Bill Sharman,28,BOS,SG,68,,2453,6.6,15.6,0.427,5.1,5.7,0.897,4.4,4.1,3.1,18.4,ASNBA2,sharmbi01
22,Nat Clifton,32,NYK,PF,72,,2390,5.4,14,0.386,3.4,4.9,0.683,9.2,3,3.3,14.2,,cliftna01
23,Bobby Wanzer,33,ROC,SG,72,,2376,4.9,12.4,0.395,4.5,5.7,0.786,5.7,3.7,2.5,14.3,AS,wanzebo01
24,Whitey Skoog,28,MNL,SG,72,,2365,5,12.7,0.395,1.9,2.4,0.806,4.6,3.8,4,11.9,,skoogwh01
25,Clyde Lovellette,25,MNL,C,70,,2361,7.9,18.2,0.435,4.2,6.1,0.686,12.2,1.5,4,20,,lovelcl01
26,Andy Phillip,32,FTW,PG,64,,2332,3.1,8.4,0.371,3.3,4.8,0.692,4.5,7.6,2.6,9.5,AS,phillan01
27,Dick McGuire,29,NYK,PG,71,,2310,3.5,9.1,0.389,3,4.7,0.644,5,8.4,2.2,10.1,AS,mcguidi01
28,Bob Harrison,27,MLH,PG,72,,2300,4.7,13.7,0.342,2,2.9,0.681,3.5,3.9,4.6,11.3,,harribo02
29,Larry Foust,26,FTW,C,70,,2264,6.3,13,0.487,6.2,8.2,0.766,11.1,1.9,4.2,18.9,ASNBA1,foustla01
30,Earl Lloyd,26,SYR,SF,72,,2212,4.7,12.8,0.365,2.6,3.5,0.75,9,2.5,4.6,11.9,,lloydea01
31,George Yardley,26,FTW,SF,60,,2150,6.1,14.6,0.418,5.2,7,0.745,9.9,2.1,3.4,17.3,AS,yardlge01
32,Bill Calhoun,27,MLH,SG,69,,2109,2.5,8.2,0.3,2.8,4,0.703,5,4,3.1,7.7,,calhobi01
33,Ray Felix,24,NYK,C,72,,2024,6.5,14.8,0.438,5.5,8.9,0.622,14.5,1.2,5.1,18.5,,felixra01
34,George King,26,SYR,PG,67,,2015,4.1,10.8,0.377,2.5,4.1,0.611,4.1,5.9,2.6,10.6,,kingge01
35,Arnie Risen,30,ROC,C,69,,1970,4.7,12.8,0.371,5.1,6.9,0.744,12.8,2,4.6,14.6,AS,risenar01
36,Jim Pollard,32,MNL,SF,63,,1960,4.9,13.8,0.354,2.8,3.4,0.812,8.4,2.9,2.7,12.5,AS,pollaji01
37,Jack Nichols,28,BOS,PF,64,,1910,4.7,12.4,0.38,2.6,3.3,0.78,10,2.7,4.5,12,,nichoja01
38,Odie Spears,30,ROC,SF,71,,1888,4.3,11.2,0.386,4.2,5.2,0.812,5.7,2.8,4.8,12.8,,spearod01
39,Bob Davies,35,ROC,PG,72,,1870,6.3,15.1,0.415,4.2,5.6,0.751,3.9,6.8,4.2,16.8,,daviebo01
40,Max Zaslofsky,29,FTW,SG,70,,1862,5.2,15.9,0.328,4.8,6.8,0.702,3.7,3.9,2.5,15.2,,zasloma01
41,Jack McMahon,26,ROC,PG,72,,1807,5,14.4,0.348,2.8,4.5,0.636,4.2,4.9,3.6,12.9,,mcmahja01
42,Dick Schnittker,26,MNL,SF,72,,1798,4.5,11.7,0.388,6,7.2,0.823,7,2.3,4.6,15,,schnidi01
43,Don Barksdale,31,BOS,SF,72,,1790,5.4,14.1,0.382,4.4,6.8,0.651,11,2.6,4.5,15.2,,barksdo01
44,Lew Hitch,25,2TM,PF,74,,1774,3.4,8.5,0.4,2.3,3.4,0.68,8.9,2.5,2.2,9.1,,hitchle01
45,Lew Hitch,25,MLH,PF,57,,1451,3.3,8.7,0.387,2,3,0.675,8.6,2.5,2,8.7,,hitchle01
46,Lew Hitch,25,MNL,PF,17,,323,3.6,7.6,0.471,3.8,5.5,0.694,10.4,2.6,3.2,10.9,,hitchle01
47,Frank Ramsey,23,BOS,SF,64,,1754,4.8,12.2,0.399,5,6.6,0.755,8.3,3.8,5.1,14.7,,ramsefr01
48,Chuck Cooper,28,MLH,PF,70,,1749,4,11.7,0.339,3.8,5.1,0.751,7.9,3.1,4.3,11.8,,coopech01
49,Chuck Share,27,MLH,C,69,,1685,5,12.3,0.407,7.5,10.5,0.713,14.6,1.8,5.8,17.5,,sharech01
50,Don Henriksen,25,2TM,PF,70,,1664,3,8.8,0.342,3,4.2,0.703,10.5,2.4,4.1,9,,henrido01
51,Don Henriksen,25,BLB,PF,14,,429,2.3,7.6,0.308,4.3,5.5,0.785,4.1,2.7,3.5,9,,henrido01
52,Don Henriksen,25,ROC,PF,56,,1235,3.2,9.2,0.352,2.5,3.8,0.662,12.7,2.3,4.3,9,,henrido01
53,Bob Brannum,28,BOS,PF,71,,1623,3.9,10.3,0.378,2,2.8,0.709,10.9,2.8,5.1,9.8,,brannbo01
54,Ken Murray,26,2TM,SG,66,,1590,4.2,12.1,0.35,2.2,2.9,0.76,4.1,5.1,2.9,10.7,,murrake01
55,Ken Murray,26,BLB,SG,6,,134,6.2,16.4,0.377,2.7,3.8,0.714,3,7,2.1,15,,murrake01
56,Ken Murray,26,PHW,SG,60,,1456,4.1,11.7,0.346,2.2,2.8,0.765,4.2,4.9,2.9,10.3,,murrake01
57,Red Kerr,22,SYR,C,72,,1529,7.1,16.9,0.419,3.6,5.3,0.682,11.2,1.9,3.9,17.8,,kerrre01
58,Dick Rosenthal,25,FTW,SF,67,,1406,5,13.4,0.377,3.3,4.6,0.718,7.7,3.9,4.6,13.4,,rosendi01
59,George Dempsey,25,PHW,SG,48,,1387,3.3,9.3,0.353,2.5,3.7,0.695,6.1,4.5,3.7,9.1,,dempsge01
60,Frankie Brian,31,FTW,SG,71,,1381,6.2,16.2,0.38,5.7,6.6,0.851,3.3,3.7,3.5,18,,brianfr01
61,Billy Kenville,24,SYR,SG,70,,1380,4.5,12.6,0.357,4,5.2,0.766,6.4,3.9,3.4,13,,kenvibi01
62,Tom Marshall,24,ROC,SF,72,,1337,6,13.6,0.442,3.5,5.2,0.675,6.9,3,2.7,15.5,,marshto01
63,Bob Houbregs,22,3TM,C,64,,1326,4,10.5,0.383,3.5,4.9,0.709,8.1,2.3,4.9,11.5,,houbrbo01
64,Bob Houbregs,22,BLB,C,10,,300,4,11,0.359,2.9,4.1,0.706,6.6,3.4,4.1,10.8,,houbrbo01
65,Bob Houbregs,22,BOS,C,2,,15,0,0,,2.4,2.4,1,2.4,4.8,9.6,2.4,,houbrbo01
66,Bob Houbregs,22,FTW,C,52,,1011,4.1,10.5,0.391,3.7,5.2,0.707,8.6,2,5.1,11.9,,houbrbo01
67,Red Morrison,22,BOS,C,71,,1227,3.5,8.3,0.423,2.1,3.4,0.626,13.2,2.4,6.5,9.2,,morrire01
68,Cal Christensen,27,ROC,SF,71,,1204,3.4,9.1,0.374,3.7,6.2,0.602,11.6,3.1,5.2,10.5,,chrisca01
69,Pep Saul,30,MLH,SG,65,,1139,3,9.6,0.317,3,3.9,0.772,4.2,3.3,4,9.1,,saulpe01
70,Art Spoelstra,22,ROC,C,70,,1127,5.1,12.7,0.398,3.4,5,0.692,9.1,1.9,5.4,13.6,,spoelar01
71,Zeke Zawoluk,24,PHW,PF,67,,1117,4.4,12.1,0.368,5,6.4,0.779,8.3,2.8,4.7,13.9,,zawolze01
72,Dick Farley,22,SYR,SG,69,,1113,4.4,11.4,0.385,4.4,6.5,0.677,5.4,3.6,4.7,13.2,,farledi01
73,Ed Kalafat,22,MNL,PF,72,,1102,3.9,12.3,0.315,3.6,5.5,0.661,10.4,2.5,6.7,11.3,,kalafed01
74,Alex Hannum,31,MLH,PF,53,,1088,4.2,11.8,0.352,2,3.5,0.57,8.1,3.5,6.8,10.4,,hannual01
75,Monk Meineke,24,FTW,PF,68,,1026,4.8,12.8,0.372,4.2,6,0.7,8.6,2.2,5.4,13.7,,meinemo01
76,Jim Holstein,24,MNL,SF,62,,980,3.9,12.1,0.324,2.5,3.5,0.713,7.6,2.1,3.9,10.3,,holstji01
77,Gene Shue,23,2TM,PG,62,,947,3.8,11,0.346,2.2,3,0.756,5.9,3.4,2.4,9.8,,shuege01
78,Gene Shue,23,PHW,PG,6,,65,1.7,8.3,0.2,2.8,3.3,0.833,5.5,6.1,2.2,6.1,,shuege01
79,Gene Shue,23,NYK,PG,56,,882,4,11.2,0.354,2.2,2.9,0.75,5.9,3.2,2.4,10.1,,shuege01
80,Jack Turner,24,NYK,SF,65,,922,4.3,12,0.36,2.3,3,0.789,6,3,3,11,,turneja01
81,Connie Simmons,29,2TM,C,36,,862,5.7,16,0.357,3,4.8,0.632,9.2,2.5,4.6,14.5,,simmoco01
82,Connie Simmons,29,BLB,C,11,,355,6,16.2,0.369,3.3,4.9,0.688,8.2,2,4.1,15.3,,simmoco01
83,Connie Simmons,29,SYR,C,25,,507,5.5,15.9,0.348,2.8,4.7,0.591,9.9,2.9,4.9,13.8,,simmoco01
84,Paul Walther,27,FTW,SG,68,,820,2.5,7.1,0.348,2.4,3.9,0.614,6.8,5.8,5,7.3,,walthpa01
85,Danny Finn,26,PHW,PG,43,,820,3.4,11.6,0.291,2.3,3.8,0.616,6.9,6.8,5,9.1,,finnda01
86,Walt Davis,24,PHW,C,61,,766,3.3,8.6,0.385,1.6,2.3,0.729,9.7,1.7,4.7,8.2,,daviswa01
87,Bobby Watson,24,2TM,PG,63,,702,3.7,11.4,0.323,1.6,2.3,0.689,4.5,4.1,3.4,9,,watsobo01
88,Bobby Watson,24,MNL,PG,50,,546,4.1,11.4,0.358,1.5,2.3,0.629,4.2,4.1,3.7,9.6,,watsobo01
89,Bobby Watson,24,MLH,PG,13,,156,2.3,11.5,0.2,2.1,2.3,0.9,5.3,3.9,2.5,6.7,,watsobo01
90,Paul Hoffman,29,3TM,SG,38,,670,3.5,11.6,0.301,3.4,5,0.688,6.7,5.1,5,10.4,,hoffmpa01
91,Paul Hoffman,29,BLB,SG,9,,281,4.7,14,0.339,5.6,7.4,0.759,8.3,6.9,4.1,15.1,,hoffmpa01
92,Paul Hoffman,29,NYK,SG,18,,268,2.8,10.5,0.269,2.3,4.2,0.548,5.4,3.4,5.5,7.9,,hoffmpa01
93,Paul Hoffman,29,PHW,SG,11,,121,2.1,8.6,0.241,0.9,1.2,0.75,5.7,4.5,6,5.1,,hoffmpa01
94,Fred Scolari,32,BOS,PG,59,,619,4.4,14.5,0.305,2.3,2.8,0.796,4.5,5.4,4.4,11.1,,scolafr01
95,Togo Palazzi,22,BOS,SG,53,,504,7.2,18.1,0.399,3.2,4.3,0.75,10.4,2.1,4.3,17.6,,palazto01
96,Bob Peterson,23,NYK,PF,37,,503,4.4,12.1,0.367,2.1,3.2,0.667,11,2.2,5.7,11,,peterbo01
97,Larry Costello,23,PHW,PG,19,,463,3.6,10.8,0.331,2,2.5,0.813,3.8,6.1,2.9,9.2,,costela01
98,Bert Cook,25,NYK,SG,37,,424,3.6,11.3,0.316,2.9,4.2,0.68,6.1,2.8,3.3,10,,cookbe01
99,Don Sunderlage,25,MNL,SG,45,,404,2.9,11.9,0.248,4.3,6.5,0.658,5,3.3,5.1,10.2,,sundedo01
100,Jackie Moore,22,3TM,SF,22,,371,4.2,11,0.381,2.1,4.4,0.489,10.1,1.9,5.8,10.5,,mooreja01
101,Jackie Moore,22,SYR,SF,1,,5,7.2,14.4,0.5,0,14.4,0,7.2,0,14.4,14.4,,mooreja01
102,Jackie Moore,22,MLH,SF,1,,13,2.8,19.4,0.143,0,0,,11.1,5.5,2.8,5.5,,mooreja01
103,Jackie Moore,22,PHW,SF,20,,353,4.2,10.6,0.394,2.2,4.4,0.512,10.1,1.8,5.8,10.6,,mooreja01
104,Jim Tucker,22,SYR,PF,20,,287,4.9,14.6,0.336,3.4,4.8,0.711,12.2,1.5,6.3,13.2,,tuckeji01
105,Wally Osterkorn,26,SYR,SF,19,,286,2.5,12.2,0.206,2,4,0.5,8.8,2.1,4,7,,osterwa01
106,Ken McBride,25,MLH,SG,12,,249,6.9,21.3,0.327,3,4.2,0.724,4.5,2,4.5,16.9,,mcbrike01
107,Bob Carney,22,MNL,SG,19,,244,3.5,9.4,0.375,3.1,5.9,0.525,6.6,2.4,5.3,10.2,,carnebo01
108,Al Roges,24,2TM,,17,,201,4.1,10.9,0.377,2.7,4.3,0.625,4.3,3.4,3.6,10.9,,rogesal01
109,Al Roges,24,BLB,,13,,159,4.5,11.8,0.385,2.5,3.8,0.647,4.8,3.8,3.2,11.5,,rogesal01
110,Al Roges,24,FTW,SG,4,,42,2.6,7.7,0.333,3.4,6,0.571,2.6,1.7,5.1,8.6,,rogesal01
111,Jim Neal,24,BLB,C,13,,194,2.2,10.9,0.203,2.6,3.9,0.667,8.7,1.7,4.1,7.1,,nealji01
112,Rollen Hans,23,BLB,SG,13,,178,6.1,13.6,0.448,2.6,5.1,0.52,3.2,5.3,4,14.8,,hansro01
113,Jim Fritsche,23,FTW,PF,16,,151,3.8,11.4,0.333,3.1,3.8,0.813,7.6,1,6.7,10.7,,fritsji01
114,Dan King,24,BLB,,12,,103,2.4,7.7,0.318,1.7,3.5,0.5,8.7,1,1.7,6.6,,kingda01
115,George Ratkovicz,32,MLH,PF,9,,102,1.1,6.7,0.158,3.5,8.1,0.435,6,4.6,5.3,5.6,,ratkoge01
116,Al McGuire,26,BLB,PG,10,,98,3.3,11.8,0.281,1.8,2.6,0.714,3.3,2.9,5.5,8.4,,mcguial01
117,Fred Diute,26,MLH,SG,7,,72,1,10.5,0.095,3.5,6,0.583,6.5,2,6,5.5,,diutefr01
118,Boris Nachamkin,21,ROC,,6,,59,3.7,12.2,0.3,4.9,7.9,0.615,11.6,1.8,3.7,12.2,,nachabo01
119,Ronnie MacGilvray,24,MLH,PG,6,,57,1.3,7.6,0.167,2.5,4.4,0.571,5.7,6.9,3.2,5.1,,macgiro01
120,Tom Brennan,24,PHW,SF,11,,52,3.5,7.6,0.455,0,0,,3.5,1.4,3.5,6.9,,brennto01
121,Fred Christ,24,NYK,,6,2,48,3.7,13.5,0.278,7.5,8.2,0.909,6,5.2,2.3,15,,chrisfr01
122,Phil Martin,26,MLH,SF,7,,47,3.8,14.6,0.263,1.5,1.5,1,7.7,4.6,5.4,9.2,,martiph01
123,Bill Gabor,32,SYR,SG,3,,47,5.4,16.9,0.318,2.3,3.8,0.6,3.8,8.4,4.6,13,,gaborbi01
124,Chuck Grigsby,26,NYK,,7,,45,5.6,15.2,0.368,1.6,6.4,0.25,8.8,5.6,7.2,12.8,,grigsch01
125,Bob Knight,25,NYK,,2,,29,3.7,8.7,0.429,1.2,1.2,1,1.2,9.9,7.4,8.7,,knighbo01
126,Mike Kearns,25,PHW,PG,6,,25,0,7.2,0,1.4,5.8,0.25,4.3,7.2,1.4,1.4,,kearnmi01
127,Herm Hedderick,25,NYK,,5,0,23,3.1,14.1,0.222,0,1.6,0,6.3,3.1,4.7,6.3,,heddehe01
128,Skippy Whitaker,24,BOS,PG,3,,15,2.4,14.4,0.167,0,0,,2.4,2.4,9.6,4.8,,whitask01
129,Carl McNulty,24,MLH,SG,1,,14,2.6,15.4,0.167,0,0,,0,0,2.6,5.1,,mcnulca01
130,Don Anielak,24,NYK,,1,,10,0,14.4,0,10.8,14.4,0.75,7.2,0,0,10.8,,anieldo01
