Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
20,Tyrese Maxey,23,PHI,PG,70,70,2626,8.7,19.5,0.45,2.9,7.8,0.373,5.8,11.7,0.501,0.524,4.5,5.2,0.868,0.5,3,3.5,5.9,0.9,0.5,1.6,2.1,24.9,MIP-1AS,maxeyty01
21,Luka Dončić,24,DAL,PG,70,70,2624,11,22.7,0.487,3.9,10.2,0.382,7.1,12.5,0.573,0.573,6.6,8.3,0.786,0.8,8.1,8.9,9.4,1.4,0.5,3.9,2,32.5,MVP-3CPOY-6ASNBA1,doncilu01
22,Nikola Vučević,33,CHI,C,76,74,2610,8.1,16.7,0.484,1.3,4.3,0.294,6.8,12.4,0.55,0.522,1.5,1.8,0.822,2.9,8.2,11,3.5,0.7,0.8,1.7,2.6,18.9,,vucevni01
23,Jalen Green,21,HOU,SG,82,82,2601,7.8,18.4,0.423,2.8,8.4,0.332,5,10.1,0.498,0.498,3.9,4.9,0.804,0.6,5.3,5.9,4,0.9,0.4,2.6,1.6,22.3,,greenja05
24,Rudy Gobert,31,MIN,C,76,76,2593,5.6,8.5,0.661,0,0,0,5.6,8.5,0.664,0.661,3.5,5.4,0.638,4,9.7,13.6,1.4,0.7,2.2,1.6,3.3,14.7,DPOY-1,goberru01
25,Keegan Murray,23,SAC,SF,77,77,2588,6.2,13.6,0.454,2.5,7.1,0.358,3.6,6.5,0.56,0.548,1.4,1.7,0.831,1.5,4.4,5.8,1.8,1.1,0.8,0.9,2.9,16.3,,murrake02
26,Miles Bridges,25,CHO,SF,69,67,2581,7.8,16.9,0.462,2.2,6.3,0.349,5.6,10.6,0.529,0.527,2.4,2.9,0.825,1,6.1,7,3.2,0.9,0.5,1.9,1.6,20.2,,bridgmi02
27,Damian Lillard,33,MIL,PG,73,73,2579,7.6,17.8,0.424,3.1,8.7,0.354,4.5,9.1,0.49,0.51,6.6,7.2,0.92,0.5,4,4.5,7.1,1,0.3,2.7,1.9,24.8,CPOY-11AS,lillada01
28,Giannis Antetokounmpo,29,MIL,PF,73,73,2567,11.7,19.2,0.611,0.5,1.7,0.274,11.3,17.5,0.645,0.624,7.2,11,0.657,2.7,9,11.8,6.7,1.2,1.1,3.5,2.9,31.2,MVP-4DPOY-9CPOY-12ASNBA1,antetgi01
29,Michael Porter Jr.,25,DEN,SF,81,81,2565,7.3,15.1,0.484,3.1,7.8,0.397,4.2,7.4,0.575,0.586,1.3,1.5,0.836,1.5,6.4,7.9,1.7,0.6,0.7,1.3,2.1,19,,portemi01
30,Shai Gilgeous-Alexander,25,OKC,PG,75,75,2553,11.2,21,0.535,1.3,3.8,0.353,9.9,17.2,0.576,0.567,8,9.2,0.874,0.9,4.9,5.9,6.6,2.1,0.9,2.3,2.6,31.8,MVP-2DPOY-7CPOY-3ASNBA1,gilgesh01
31,Grayson Allen,28,PHO,SG,75,74,2513,4.9,9.8,0.499,2.9,6.4,0.461,1.9,3.4,0.57,0.649,1.8,2.1,0.878,0.7,3.5,4.2,3.3,1,0.6,1.4,2.2,14.5,,allengr01
32,LeBron James,39,LAL,PF,71,71,2504,9.8,18.2,0.54,2.1,5.2,0.41,7.7,13,0.592,0.599,4.4,5.8,0.75,0.9,6.6,7.4,8.5,1.3,0.5,3.5,1.1,26.2,CPOY-10ASNBA3,jamesle01
33,Paul George,33,LAC,PF,74,74,2502,8.4,17.8,0.471,3.5,8.5,0.413,4.9,9.3,0.523,0.569,3.8,4.2,0.907,0.5,5.1,5.6,3.8,1.6,0.5,2.2,2.9,24,AS,georgpa01
34,Dennis Schröder,30,2TM,PG,80,58,2486,5.8,13.4,0.435,2,5.3,0.375,3.8,8.1,0.474,0.509,2.6,3.1,0.836,0.6,2.9,3.5,7.1,0.9,0.2,2.2,2.4,16.2,,schrode01
35,Dennis Schröder,30,TOR,PG,51,33,1559,5.7,12.9,0.442,1.8,5.1,0.35,3.9,7.8,0.501,0.511,2.9,3.4,0.852,0.5,2.7,3.2,7.2,1.1,0.2,1.9,2.4,16.1,,schrode01
36,Dennis Schröder,30,BRK,PG,29,25,927,6.1,14.3,0.424,2.4,5.7,0.412,3.7,8.5,0.432,0.507,2,2.5,0.797,0.7,3.3,4,6.8,0.7,0.3,2.7,2.3,16.5,,schrode01
37,D'Angelo Russell,27,LAL,PG,76,69,2484,7.1,15.7,0.456,3.3,7.9,0.415,3.9,7.8,0.497,0.56,2.3,2.8,0.828,0.4,3,3.4,7,1,0.5,2.3,2.3,19.8,,russeda01
38,James Harden,34,LAC,PG,72,72,2470,5.1,12,0.428,2.7,7.1,0.381,2.4,4.9,0.497,0.541,4.4,5,0.878,0.5,4.9,5.4,8.9,1.1,0.8,2.7,1.9,17.4,,hardeja01
39,Devin Booker,27,PHO,PG,68,68,2447,9.4,19.2,0.492,2.2,6.1,0.364,7.2,13,0.552,0.55,6,6.7,0.886,0.8,3.7,4.5,6.9,0.9,0.4,2.6,3,27.1,ASNBA3,bookede01
40,Jarrett Allen,25,CLE,C,77,77,2442,7.7,12.1,0.634,0,0.1,0,7.7,12,0.638,0.634,3.4,4.6,0.742,3.6,8.4,12,3.1,0.8,1.2,1.8,2.2,18.7,DPOY-10,allenja01
41,Jabari Smith Jr.,20,HOU,PF,76,76,2424,5.6,12.4,0.454,2,5.6,0.363,3.6,6.7,0.53,0.537,2.2,2.7,0.811,2.1,7.1,9.1,1.8,0.8,0.9,1.3,3,15.5,,smithja05
42,Stephen Curry,35,GSW,PG,74,74,2421,9.7,21.5,0.45,5.3,13,0.408,4.4,8.5,0.515,0.573,4.4,4.8,0.923,0.6,4.4,4.9,5.6,0.8,0.4,3.1,1.7,29.1,CPOY-1ASNBA3,curryst01
43,Bam Adebayo,26,MIA,C,71,71,2416,7.9,15.2,0.521,0.2,0.6,0.357,7.7,14.5,0.528,0.529,4.4,5.8,0.755,2.4,8.6,11,4.1,1.2,1,2.4,2.4,20.4,DPOY-3AS,adebaba01
44,Chet Holmgren,21,OKC,C,82,82,2413,7.5,14.2,0.53,1.9,5.2,0.37,5.6,9,0.623,0.598,3.3,4.1,0.793,1.9,7.7,9.7,3,0.8,2.8,2,2.9,20.2,ROY-2,holmgch01
45,Brook Lopez,35,MIL,C,79,79,2411,5.5,11.3,0.485,2.2,6,0.366,3.3,5.2,0.621,0.583,1.6,2,0.821,1.7,4.4,6.1,1.9,0.6,2.8,1.2,2.9,14.8,,lopezbr01
46,Kentavious Caldwell-Pope,30,DEN,SG,76,76,2402,4,8.8,0.46,1.9,4.6,0.406,2.2,4.2,0.52,0.566,1.5,1.7,0.894,0.5,2.3,2.7,2.7,1.5,0.6,1.1,2.3,11.5,,caldwke01
47,Bogdan Bogdanović,31,ATL,SG,79,33,2401,7.1,16.5,0.428,3.6,9.6,0.374,3.5,6.9,0.503,0.537,2.3,2.5,0.921,0.8,3.3,4.1,3.7,1.4,0.4,1.7,2.7,20,6MOY-5,bogdabo01
48,Brandon Miller,21,CHO,SF,74,68,2383,7.2,16.4,0.44,2.8,7.4,0.373,4.4,8.9,0.495,0.524,2.2,2.6,0.827,0.9,3.9,4.8,2.6,1,0.6,2,2.8,19.3,ROY-3,millebr02
49,Harrison Barnes,31,SAC,PF,82,82,2381,5.2,11.1,0.474,2.3,5.8,0.387,3,5.2,0.571,0.576,2.4,3,0.801,1,2.8,3.8,1.5,0.8,0.2,0.9,1.5,15.1,,barneha02
50,Derrick White,29,BOS,SG,73,73,2381,5.9,12.7,0.461,3,7.5,0.396,2.9,5.2,0.555,0.578,2.1,2.3,0.901,0.8,3.9,4.7,5.7,1.1,1.3,1.7,2.3,16.7,DPOY-8,whitede01
51,Tobias Harris,31,PHI,PF,70,70,2368,7,14.5,0.487,1.4,3.9,0.353,5.7,10.5,0.537,0.535,2.8,3.2,0.878,1.2,5.7,6.9,3.3,1.1,0.7,1.4,1.7,18.3,,harrito02
52,Donte DiVincenzo,27,NYK,SG,81,63,2360,6.8,15.3,0.443,4.3,10.8,0.401,2.5,4.6,0.542,0.584,1.3,1.7,0.754,1,3.6,4.5,3.3,1.6,0.5,1.7,2.5,19.2,,divindo01
53,Jordan Poole,24,WAS,SG,78,66,2346,7.5,18.2,0.413,2.8,8.7,0.326,4.7,9.5,0.492,0.491,2.9,3.4,0.877,0.5,2.8,3.3,5.3,1.3,0.4,2.9,3.7,20.8,,poolejo01
54,Jaylen Brown,27,BOS,SF,70,70,2343,9.6,19.3,0.499,2.2,6.3,0.354,7.4,13,0.57,0.557,3.2,4.6,0.703,1.3,4.7,5.9,3.8,1.3,0.6,2.6,2.8,24.7,AS,brownja02
55,Malik Beasley,27,MIL,SG,79,77,2337,4.9,11.1,0.443,3.5,8.3,0.413,1.5,2.8,0.533,0.598,0.4,0.5,0.714,0.6,3.8,4.5,1.7,0.9,0.1,0.8,2.4,13.7,,beaslma01
56,Franz Wagner,22,ORL,SF,72,72,2337,8.1,16.9,0.482,1.4,5.1,0.281,6.7,11.7,0.57,0.525,4.2,4.9,0.85,1.1,4.8,5.9,4.1,1.2,0.4,2.1,2.6,21.9,,wagnefr01
57,Kawhi Leonard,32,LAC,SF,68,68,2330,9.4,18,0.525,2.2,5.2,0.417,7.3,12.8,0.569,0.585,3.9,4.4,0.885,1.3,5.1,6.4,3.8,1.7,0.9,1.8,1.5,24.9,ASNBA2,leonaka01
58,Herbert Jones,25,NOP,SF,76,76,2321,4.5,9.1,0.498,1.8,4.2,0.418,2.8,4.9,0.568,0.595,2.1,2.5,0.867,1.1,3.1,4.2,3.1,1.6,1,1.4,3.5,13,DPOY-5,joneshe01
59,Aaron Gordon,28,DEN,PF,73,73,2297,6.2,11.2,0.556,0.6,2.2,0.29,5.6,9.1,0.619,0.584,2.8,4.2,0.658,2.7,4.7,7.4,4.1,0.9,0.7,1.6,2.2,15.9,,gordoaa01
60,Klay Thompson,33,GSW,SF,77,63,2284,7.7,17.9,0.432,4.2,10.9,0.387,3.5,7,0.503,0.551,2,2.2,0.927,0.6,3.5,4,2.8,0.8,0.6,1.8,2,21.7,,thompkl01
61,Kyle Kuzma,28,WAS,PF,70,70,2281,9.6,20.7,0.463,2.4,7.1,0.336,7.2,13.6,0.53,0.521,2.9,3.8,0.775,1,6.3,7.3,4.7,0.6,0.8,3,2.4,24.5,,kuzmaky01
62,Jrue Holiday,33,BOS,PG,69,69,2263,5.3,11,0.48,2.2,5.1,0.429,3.1,5.8,0.526,0.581,1,1.1,0.833,1.3,4.6,5.9,5.3,1,0.8,2,1.7,13.7,DPOY-6,holidjr01
63,Deni Avdija,23,WAS,SF,75,75,2257,6.5,12.8,0.506,1.4,3.7,0.374,5.1,9.1,0.56,0.56,3.2,4.4,0.74,1.3,7.3,8.6,4.6,1,0.6,2.6,3,17.6,,avdijde01
64,Devin Vassell,23,SAS,SG,68,62,2248,8,16.9,0.472,2.7,7.1,0.372,5.3,9.8,0.544,0.55,2.6,3.2,0.801,0.4,3.7,4.2,4.4,1.2,0.4,1.7,1.2,21.2,,vassede01
65,Luguentz Dort,24,OKC,SF,79,79,2246,4.6,10.5,0.438,2.5,6.3,0.394,2.1,4.2,0.506,0.557,2.1,2.5,0.826,1.2,3.4,4.6,1.8,1.2,0.8,1.2,3.7,13.8,,dortlu01
66,Max Strus,27,CLE,SF,70,70,2239,4.9,11.7,0.418,2.7,7.7,0.351,2.2,4,0.546,0.533,1.2,1.6,0.794,1.1,4.4,5.4,4.6,1,0.5,1.8,2.7,13.7,,strusma01
67,Dillon Brooks,28,HOU,SF,72,72,2227,5.3,12.4,0.428,2.1,6,0.359,3.2,6.4,0.492,0.515,2,2.4,0.844,0.9,3.1,4,1.9,1,0.2,1.4,3.9,14.8,,brookdi01
68,Tyrese Haliburton,23,IND,PG,69,68,2224,8.1,17,0.477,3.2,8.7,0.364,4.9,8.3,0.595,0.57,3.1,3.7,0.855,0.6,3.8,4.4,12.2,1.3,0.8,2.6,1.2,22.5,ASNBA3,halibty01
69,Jalen Williams,22,OKC,PF,71,71,2223,8.7,16.1,0.54,1.7,3.9,0.427,7,12.2,0.576,0.592,2.9,3.6,0.814,0.6,4,4.6,5.2,1.3,0.7,2,2.8,21.9,CPOY-12,willija06
70,P.J. Washington,25,2TM,PF,73,45,2221,5.7,13.1,0.436,2.1,6.7,0.32,3.6,6.5,0.558,0.518,1.6,2.4,0.683,1.4,5.3,6.7,2.3,1.2,1,1.6,2.7,15.2,,washipj01
71,P.J. Washington,25,CHO,PF,44,17,1286,6.4,14.2,0.446,2.2,6.8,0.324,4.1,7.4,0.558,0.524,1.9,2.6,0.713,1.5,5,6.5,2.7,1.1,0.9,1.8,3.1,16.8,,washipj01
72,P.J. Washington,25,DAL,PF,29,28,935,4.9,11.6,0.421,2,6.5,0.314,2.8,5.1,0.556,0.508,1.2,2,0.627,1.2,5.7,6.9,1.7,1.3,1,1.2,2.2,13.1,,washipj01
73,Jaden Ivey,21,DET,SG,77,61,2217,6.8,15.8,0.429,2,6,0.336,4.8,9.8,0.485,0.492,3.7,4.9,0.749,1.4,2.9,4.3,4.8,0.9,0.7,3.1,3.3,19.2,,iveyja01
74,Ayo Dosunmu,24,CHI,SG,76,37,2212,5.9,11.7,0.501,1.9,4.8,0.403,3.9,6.9,0.568,0.583,1.4,1.7,0.81,0.9,2.6,3.5,3.9,1.1,0.6,1.7,2.7,15,,dosunay01
75,Zion Williamson,23,NOP,PF,70,70,2207,10.2,17.8,0.57,0.1,0.3,0.333,10.1,17.6,0.574,0.573,5.7,8.1,0.702,2,4.6,6.6,5.7,1.3,0.8,3.1,2.6,26.1,,willizi01
76,Mike Conley,36,MIN,PG,76,76,2193,4.8,10.6,0.457,2.9,6.6,0.442,1.9,3.9,0.481,0.595,1.7,1.8,0.911,0.6,3,3.6,7.4,1.4,0.3,1.7,2.1,14.3,,conlemi01
77,Jeremy Sochan,20,SAS,PF,74,73,2193,5.6,12.7,0.438,1.1,3.7,0.308,4.4,9,0.492,0.483,1.8,2.4,0.771,2.2,5.6,7.8,4.1,1,0.7,2.3,2.8,14.1,,sochaje01
78,Buddy Hield,31,2TM,SF,84,42,2160,6.2,14.2,0.436,3.6,9.5,0.386,2.5,4.7,0.539,0.565,0.9,1,0.881,1,3.5,4.5,3.9,1.2,0.7,1.7,2.8,16.9,,hieldbu01
79,Buddy Hield,31,IND,SF,52,28,1336,6.2,13.9,0.443,3.7,9.6,0.384,2.5,4.3,0.575,0.575,0.8,0.9,0.848,0.9,3.6,4.5,3.7,1.2,0.8,1.7,2.8,16.8,,hieldbu01
80,Buddy Hield,31,PHI,SG,32,14,824,6.2,14.5,0.426,3.6,9.2,0.389,2.6,5.3,0.492,0.55,1,1.1,0.923,1.2,3.3,4.5,4.2,1.2,0.5,1.8,2.9,17,,hieldbu01
81,CJ McCollum,32,NOP,PG,66,66,2159,8.1,17.6,0.459,4,9.3,0.429,4.1,8.3,0.492,0.572,1.9,2.3,0.827,0.7,4.1,4.8,5.1,1,0.7,1.8,2.1,22,,mccolcj01
82,Spencer Dinwiddie,30,2TM,PG,76,52,2152,4.2,10.7,0.392,2.1,6.2,0.337,2.1,4.6,0.467,0.489,2.8,3.5,0.805,0.5,2.9,3.4,6,0.9,0.4,1.5,2.3,13.3,,dinwisp01
83,Spencer Dinwiddie,30,BRK,PG,48,48,1474,4.8,12.2,0.391,2.2,6.8,0.32,2.6,5.4,0.48,0.48,3.1,3.9,0.781,0.6,3.2,3.9,7,0.9,0.2,1.5,2.1,14.8,,dinwisp01
84,Spencer Dinwiddie,30,LAL,PG,28,4,678,3,7.5,0.397,1.9,4.8,0.389,1.1,2.7,0.412,0.521,2.3,2.7,0.88,0.2,2.3,2.5,3.6,0.7,0.7,1.5,2.8,10.1,,dinwisp01
85,Tre Jones,24,SAS,PG,77,48,2138,5.1,10.1,0.505,1.1,3.2,0.335,4,6.9,0.584,0.558,1.7,2,0.856,1,3.9,4.9,8,1.3,0.2,2,1.5,13,,jonestr01
86,Grant Williams,25,2TM,PF,76,43,2130,4.7,10.2,0.456,2.1,5.7,0.375,2.5,4.5,0.558,0.56,1.8,2.4,0.757,1.5,3.9,5.4,2.9,0.7,0.7,1.8,3.8,13.3,,willigr01
87,Grant Williams,25,DAL,PF,47,33,1242,3.8,9.2,0.413,2.3,6.1,0.376,1.5,3.1,0.486,0.538,1.2,1.6,0.745,1.3,3.6,4.9,2.3,0.7,0.8,1.5,4,11.1,,willigr01
88,Grant Williams,25,CHO,PF,29,10,888,5.9,11.7,0.503,1.9,5.1,0.373,4,6.6,0.605,0.585,2.6,3.4,0.765,1.6,4.4,6,3.8,0.8,0.5,2.3,3.6,16.3,,willigr01
89,Jaren Jackson Jr.,24,MEM,C,66,66,2124,8.7,19.7,0.444,2,6.2,0.32,6.8,13.5,0.501,0.494,5.7,7.1,0.808,1.4,4.7,6.2,2.6,1.4,1.8,2.7,4,25.2,,jacksja02
90,Tim Hardaway Jr.,31,DAL,SF,79,12,2120,6.7,16.6,0.402,3.6,10.1,0.353,3.1,6.4,0.478,0.51,2.4,2.9,0.852,0.4,3.9,4.3,2.4,0.7,0.1,1.2,1.8,19.3,6MOY-9,hardati02
91,Nic Claxton,24,BRK,C,71,71,2116,6.2,9.9,0.629,0,0.1,0.2,6.2,9.8,0.633,0.63,1.8,3.3,0.551,3.3,8.7,12,2.5,0.8,2.5,1.6,3,14.3,,claxtni01
92,Jaime Jaquez Jr.,22,MIA,SF,75,20,2113,5.8,11.9,0.489,1.1,3.4,0.322,4.7,8.4,0.558,0.536,2.4,3,0.811,1.4,3.5,4.9,3.3,1.3,0.3,1.9,2.8,15.1,ROY-46MOY-9,jaqueja01
93,Taurean Prince,29,LAL,PF,78,49,2108,4.3,9.8,0.442,2.4,6.1,0.396,1.9,3.7,0.519,0.566,0.9,1.2,0.735,0.4,3.6,3.9,2,1,0.6,1.2,2.5,11.9,,princta02
94,Victor Wembanyama,20,SAS,C,71,71,2106,9.4,20.3,0.465,2.2,6.7,0.325,7.2,13.5,0.534,0.519,5,6.3,0.796,2.8,10.2,12.9,4.7,1.5,4.3,4.4,2.6,26,ROY-1DPOY-2,wembavi01
95,Jaden McDaniels,23,MIN,SF,72,71,2105,5.3,10.7,0.489,1.5,4.4,0.337,3.8,6.4,0.592,0.557,1,1.4,0.722,1,2.9,3.8,1.7,1.1,0.7,1.5,3.7,12.9,,mcdanja02
96,Brandon Ingram,26,NOP,SF,64,64,2103,8.6,17.4,0.492,1.5,4.1,0.355,7.1,13.3,0.534,0.534,4.2,5.3,0.801,0.7,4.8,5.5,6.2,0.9,0.7,2.8,2.5,22.8,,ingrabr01
97,Scottie Barnes,22,TOR,SG,60,60,2094,7.7,16.2,0.475,1.7,5.1,0.341,5.9,11.1,0.536,0.528,3.4,4.3,0.781,2.4,6.1,8.5,6.2,1.3,1.5,2.8,2,20.5,AS,barnesc01
98,Jusuf Nurkić,29,PHO,C,76,76,2078,5.5,10.9,0.51,0.4,1.6,0.244,5.2,9.3,0.555,0.528,2.9,4.5,0.64,3.9,10.6,14.5,5.2,1.4,1.4,3,4.4,14.4,,nurkiju01
99,Myles Turner,27,IND,C,77,77,2076,8.3,15.8,0.524,2,5.6,0.358,6.2,10.1,0.615,0.587,4.2,5.5,0.773,2,7.3,9.2,1.7,0.7,2.5,1.9,4,22.8,,turnemy01
100,Collin Sexton,25,UTA,SG,78,51,2075,8.8,18,0.487,2.2,5.6,0.394,6.6,12.4,0.53,0.549,5.5,6.4,0.859,1.2,2.3,3.6,6.6,1.1,0.3,2.9,2.7,25.3,,sextoco01
101,Cam Thomas,22,BRK,SG,66,51,2075,9.1,20.6,0.442,2.5,6.9,0.364,6.6,13.8,0.481,0.503,5,5.8,0.856,0.5,3.2,3.7,3.3,0.8,0.3,2.2,2.4,25.7,,thomaca02
102,Cade Cunningham,22,DET,PG,62,62,2074,9.1,20.3,0.449,2.1,5.8,0.355,7,14.4,0.487,0.5,4.1,4.8,0.869,0.6,4.1,4.7,8.1,1,0.4,3.7,2.7,24.4,,cunnica01
103,Corey Kispert,24,WAS,SF,80,22,2067,6.7,13.8,0.486,3.2,8.4,0.383,3.5,5.5,0.643,0.602,2,2.7,0.726,0.5,3.4,3.9,2.7,0.7,0.3,1.7,2.5,18.6,,kispeco01
104,Saddiq Bey,24,ATL,SF,63,51,2062,5.1,12.2,0.416,2,6.3,0.316,3.1,5.9,0.522,0.497,3,3.5,0.837,2.9,4.3,7.2,1.6,0.9,0.2,0.9,1.5,15.1,,beysa01
105,Kelly Oubre Jr.,28,PHI,SF,68,52,2055,6.8,15.4,0.441,1.8,5.7,0.311,5,9.7,0.517,0.498,3,4.1,0.75,1.6,4.3,6,1.8,1.3,0.8,1.5,3.4,18.4,,oubreke01
106,Alperen Şengün,21,HOU,C,63,63,2046,9.3,17.3,0.537,0.6,2,0.297,8.7,15.3,0.567,0.553,4.3,6.2,0.693,3.2,7.1,10.4,5.5,1.3,0.8,2.9,3.7,23.4,,sengual01
107,Jimmy Butler,34,MIA,PF,60,60,2042,7,14,0.499,1.1,2.6,0.414,5.9,11.4,0.519,0.537,6.9,8.1,0.858,1.9,3.8,5.6,5.3,1.4,0.3,1.8,1.2,22,,butleji01
108,Alex Caruso,29,CHI,SG,71,57,2040,4.5,9.5,0.468,2.4,5.9,0.408,2.1,3.7,0.563,0.593,1.3,1.7,0.76,1.1,3.7,4.8,4.4,2.1,1.2,1.8,3.2,12.6,DPOY-10,carusal01
109,Terry Rozier,29,2TM,SG,61,60,2040,7.8,17.6,0.443,2.6,7.2,0.363,5.2,10.4,0.498,0.518,3,3.5,0.869,0.6,3.7,4.4,6,1.1,0.4,1.9,1.8,21.3,,roziete01
110,Terry Rozier,29,CHO,SG,30,30,1065,8.5,18.6,0.459,2.8,7.8,0.358,5.7,10.7,0.533,0.535,3.7,4.4,0.845,0.6,3.4,4,6.7,1.1,0.4,2.2,1.8,23.5,,roziete01
111,Terry Rozier,29,MIA,PG,31,30,975,7,16.6,0.423,2.4,6.6,0.371,4.6,10,0.458,0.497,2.3,2.5,0.913,0.7,4.1,4.8,5.3,1.1,0.3,1.5,1.8,18.8,,roziete01
112,Keldon Johnson,24,SAS,SF,69,27,2038,6.9,15.2,0.454,2.2,6.5,0.346,4.7,8.7,0.533,0.527,3.1,3.9,0.792,1.7,5,6.7,3.4,0.9,0.4,1.8,2.6,19.1,,johnske04
113,Kyrie Irving,31,DAL,SG,58,58,2030,10,20.1,0.497,3.1,7.5,0.411,6.9,12.6,0.548,0.573,3.4,3.7,0.905,0.8,4.4,5.1,5.3,1.3,0.5,1.9,2,26.4,CPOY-7,irvinky01
