Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards,Player-additional
160,Lenny Wilkens,37,POR,PG,65,,1161,4.2,9.5,0.439,4.7,6.1,0.768,1.2,2.5,3.7,7.3,2.4,0.3,3,13,,wilkele01
161,Bill Walton,22,POR,C,35,,1153,5.5,10.8,0.513,2.9,4.3,0.686,2.9,10.9,13.8,5.2,0.9,2.9,3.6,14,,waltobi01
162,Jeff Mullins,32,GSW,SG,66,,1141,7.4,16.2,0.455,2.2,2.7,0.816,1.5,2.4,3.9,4.8,1.8,0.4,3.9,17,,mullije01
163,Fred Foster,28,CLE,SF,73,,1136,6.9,16.5,0.417,2.2,3.1,0.711,1.8,1.7,3.5,3.3,0.7,0.1,4.1,15.9,,fostefr01
164,Neal Walk,26,2TM,C,67,0,1125,6.3,15.1,0.419,2.8,3.4,0.819,2.9,7.9,10.8,3.9,1.2,0.7,5.7,15.4,,walkne01
165,Neal Walk,26,NOJ,C,37,,851,6.4,15.1,0.422,2.7,3.4,0.8,3.1,8,11.1,4.3,1.3,0.8,5.2,15.5,,walkne01
166,Neal Walk,26,NYK,C,30,0,274,6.2,15.1,0.409,2.9,3.3,0.88,2.4,7.8,10.1,2.9,0.9,0.4,7.2,15.2,,walkne01
167,Allan Bristow,23,PHI,SF,72,3,1101,5.3,12.9,0.415,4,5,0.791,3.6,4.7,8.3,3.2,0.8,0.1,3.3,14.6,,bristal01
168,Austin Carr,26,CLE,SG,41,,1081,8.4,17.9,0.468,3,3.5,0.84,1.7,1.9,3.6,5.1,1.6,0.1,1.9,19.7,,carrau01
169,Jim Davis,33,DET,C,79,,1078,3.9,8.7,0.454,2.8,3.9,0.726,3.2,6.3,9.5,3,1.7,1.2,4.3,10.7,,davisji01
170,Mickey Davis,24,MIL,SF,75,,1077,5.8,12.1,0.479,2.6,2.9,0.886,2.3,5.6,7.9,2.6,1,0.2,3.4,14.2,,davismi02
171,Rick Adelman,28,3TM,PG,58,8,1074,4.1,9.8,0.423,2.4,3.5,0.709,0.8,2.3,3.2,3.8,2.3,0.3,3.4,10.7,,adelmri01
172,Rick Adelman,28,CHI,PG,12,8,340,4.6,11,0.413,3,4.1,0.718,0.6,2.1,2.8,3.7,1.7,0.1,3.3,12.1,,adelmri01
173,Rick Adelman,28,NOJ,PG,28,,613,3.9,9.3,0.421,2.4,3.5,0.695,0.8,2.5,3.2,4.1,2.8,0.4,3.4,10.3,,adelmri01
174,Rick Adelman,28,KCO,PG,18,,121,3.9,8.3,0.464,1.2,1.5,0.8,1.8,2.4,4.2,2.4,2.1,0.3,3.6,8.9,,adelmri01
175,Foots Walker,23,CLE,PG,72,,1070,3.7,9.3,0.404,2.7,3.9,0.684,1.6,3.3,4.9,6.5,2.7,0.2,4.2,10.2,,walkefo01
176,Otto Moore,28,2TM,C,42,,1066,4,8.8,0.45,1.6,2.3,0.667,3.1,8,11.1,2.8,0.7,1.4,5,9.5,,mooreot01
177,Otto Moore,28,DET,C,2,,11,3.3,13.1,0.25,3.3,6.5,0.5,0,6.5,6.5,3.3,0,3.3,6.5,9.8,,mooreot01
178,Otto Moore,28,NOJ,C,40,,1055,4,8.8,0.453,1.5,2.3,0.672,3.1,8.1,11.2,2.8,0.7,1.3,5,9.5,,mooreot01
179,Fred Saunders,23,PHO,SF,69,,1059,6,13.8,0.433,2.2,3.2,0.695,2.8,5.8,8.6,2.7,1.4,0.5,5.1,14.2,,saundfr01
180,Phil Smith,22,GSW,SG,74,,1055,7.5,15.8,0.476,4.3,5.4,0.804,1.7,3,4.8,4.6,2.1,0,4.8,19.4,,smithph01
181,Cazzie Russell,30,LAL,SF,40,,1055,9,19.8,0.455,3.4,3.9,0.894,1.2,2.8,3.9,3.7,0.9,0.1,1.9,21.5,,russeca01
182,Earl Williams,23,PHO,C,79,,1040,5.6,13.6,0.414,1.6,3.6,0.437,5.4,10.4,15.8,3.3,1,1.1,5.1,12.8,,williea01
183,Connie Hawkins,32,LAL,PF,43,,1026,4.9,11.4,0.429,2.4,3.5,0.687,1.9,5.1,6.9,4.2,1.8,0.8,4.1,12.1,,hawkico01
184,Pat Riley,29,LAL,SF,46,,1016,7.8,18.5,0.419,2.4,3.3,0.742,0.9,2.1,3,4.3,1.3,0.1,4.5,18,,rileypa01
185,Truck Robinson,23,WSB,PF,76,,995,6.9,14.2,0.486,2.2,4.2,0.522,3.4,7.5,10.9,1.4,1.3,1.2,4.8,16,,robintr01
186,Dale Schlueter,29,BUF,C,76,,962,3.4,6.7,0.517,3.1,4.5,0.694,2.9,7,9.9,3.9,0.7,1.6,6.1,10,,schluda01
187,Barry Clemens,31,POR,SF,77,,952,6.4,13.4,0.473,1.7,2.3,0.75,1.2,4.8,6.1,2.9,2.6,0.1,5.3,14.4,,clemeba01
188,Kermit Washington,23,LAL,PF,55,,949,3.3,7.9,0.42,2.7,4.6,0.59,4,9.3,13.3,2.5,0.9,1.2,5.9,9.3,,washike01
189,Wardell Jackson,23,SEA,SF,56,,939,3.7,9.3,0.397,2,2.7,0.718,2,3.1,5.1,1.2,1,0.2,4.8,9.3,,jackswa01
190,John Block,30,2TM,PF,54,13,939,6.1,13.3,0.46,4.4,5.5,0.792,2.6,6.2,8.9,2,1.6,1.2,4.6,16.6,,blockjo01
191,John Block,30,NOJ,PF,4,,57,5.7,18.3,0.31,5.7,6.3,0.9,3.8,7.6,11.4,4.4,2.5,0.6,6.9,17.1,,blockjo01
192,John Block,30,CHI,PF,50,13,882,6.1,12.9,0.473,4.3,5.5,0.784,2.6,6.2,8.7,1.8,1.6,1.3,4.5,16.5,,blockjo01
193,Mel Davis,24,NYK,PF,62,15,903,6.1,15.7,0.39,1.9,2.8,0.686,2.8,10,12.8,2.2,0.6,0.3,4.2,14.2,,davisme01
194,Steve Hawes,24,HOU,C,55,,897,5.6,11.2,0.502,1.8,2.2,0.818,3.2,7.8,11,3.5,1.4,1.4,4,13,,hawesst01
195,Eric Money,19,DET,SG,66,,889,5.8,12.9,0.451,1.3,1.8,0.689,1.1,2.5,3.6,4.1,1.3,0.1,4.9,12.9,,moneyer01
196,Greg Jackson,22,2TM,SG,49,0,802,3.3,7.9,0.415,1.6,2.8,0.581,0.9,2.2,3.1,4.3,1,0.4,5.8,8.2,,jacksgr01
197,Greg Jackson,22,NYK,SG,5,0,27,5.3,13.3,0.4,0,0,,2.7,0,2.7,4,0,0,6.7,10.7,,jacksgr01
198,Greg Jackson,22,PHO,SG,44,,775,3.2,7.7,0.416,1.7,2.9,0.581,0.8,2.3,3.1,4.3,1.1,0.4,5.8,8.1,,jacksgr01
199,Bob Kauffman,28,ATL,PF,73,,797,5.1,11.8,0.433,2.7,3.8,0.702,3,5.2,8.2,3.7,0.9,0.2,4.7,12.9,,kauffbo01
200,Phil Lumpkin,23,POR,PG,48,,792,3.9,8.6,0.453,1.4,1.8,0.769,0.5,2.2,2.7,8,0.9,0.1,3.6,9.2,,lumpkph01
201,John Wetzel,30,ATL,SG,63,,785,4,9.4,0.426,3.1,3.5,0.883,1.6,3.7,5.2,3.5,2.3,0.4,5,11.1,,wetzejo01
202,Mike D'Antoni,23,KCO,SG,67,,759,3.3,8.2,0.399,1.3,1.7,0.778,0.6,3,3.7,5.1,3.2,0.6,5,7.9,,dantomi01
203,Charles Dudley,24,GSW,PG,67,,756,4.9,10.3,0.47,3.3,4.6,0.722,2.9,4,6.9,4.9,1.9,0.1,5,13,,dudlech01
204,Tom Kozelko,23,WSB,PF,73,,754,2.9,8,0.359,1.5,1.7,0.861,2.4,4.3,6.7,2,1.3,0.2,6,7.2,,kozelto01
205,Campy Russell,23,CLE,SF,68,,754,7.2,17.4,0.411,5.9,7.9,0.752,2.1,5.2,7.3,2.1,1,0.1,4.8,20.2,,russeca02
206,Cliff Meely,27,HOU,PF,48,,753,7.5,16.7,0.447,3.3,4.5,0.723,2.6,5.2,7.8,2.2,1,1,5.6,18.2,,meelycl01
207,Jim Ard,26,BOS,C,59,,719,4.5,13.3,0.335,2.4,3.3,0.738,3,7,10,2,0.7,1.6,4.8,11.3,,ardji01
208,Ernie DiGregorio,24,BUF,PG,31,,712,5.2,11.8,0.44,1.8,2.3,0.778,0.3,2,2.3,7.6,1,0,3.1,12.2,,digreer01
209,Clem Haskins,31,WSB,SG,70,,702,5.9,14.9,0.397,2.7,3.2,0.841,1.5,2.6,4.1,4.1,1.2,0.3,3.7,14.5,,haskicl01
210,Rod Derline,22,SEA,SG,58,,666,7.7,17.9,0.428,2.3,3,0.768,0.6,2.5,3.2,2.4,1.2,0.2,2.5,17.7,,derliro01
211,John Tschogl,24,PHI,SF,39,14,623,3.1,8.6,0.358,0.8,1.3,0.591,3,3.4,6.4,1.7,1.4,1.4,4.6,6.9,,tschojo01
212,Nate Hawthorne,25,PHO,SG,50,,618,6.9,16.7,0.411,3.6,5.5,0.649,2,3.4,5.4,2.3,1.7,1.2,5.5,17.3,,hawthna01
213,John Hummer,26,SEA,PF,43,,568,2.6,6.8,0.38,0.9,3.2,0.275,1.8,4.8,6.6,2.4,0.5,0.4,4,6.1,,hummejo01
214,Don Smith,23,PHI,SG,54,0,538,8.8,21.5,0.408,1.4,1.4,1,0.9,1.1,2,3.1,1.3,0.2,3,18.9,,smithdo02
215,Harvey Catchings,23,PHI,C,37,0,528,2.8,5,0.554,1.1,1.7,0.64,3.3,7.1,10.4,1.4,0.7,4.1,5.6,6.7,,catchha01
216,Ron Williams,30,MIL,PG,46,,526,4.2,11.3,0.376,1.6,2,0.828,0.7,2.3,2.9,4.9,1.6,0.1,4.8,10.1,,williro01
217,Greg Smith,28,POR,SF,55,,519,4.9,10.1,0.486,2.2,3.3,0.667,2,4.2,6.2,1.9,1.5,0.4,6.7,12.1,,smithgr01
218,Hank Finkel,32,BOS,C,62,,518,3.6,9,0.403,1.6,3,0.535,2.3,5.5,7.8,2.2,0.5,0.2,5,8.8,,finkeha01
219,Steve Kuberski,27,MIL,SF,59,,517,4.3,11.1,0.39,3.1,3.9,0.786,3.6,4.9,8.6,2.4,0.8,0.2,4.1,11.7,,kuberst01
220,Tom Riker,24,NYK,C,51,1,483,4,11,0.361,3.4,6.1,0.561,3,5,8,1.4,1.1,0.4,4.8,11.3,,rikerto01
221,Bill Hewitt,30,CHI,PF,18,9,467,4.3,9.9,0.434,1.1,1.8,0.609,2.3,6.6,8.9,1.9,0.7,0.8,3.5,9.7,,hewitbi01
222,Dennis Bell,23,NYK,SF,52,0,465,5.3,14,0.376,1.5,2.8,0.556,3.7,4.4,8.1,1.9,1.7,0.7,4.2,12.1,,bellde01
223,Dan Anderson,24,POR,SG,43,,453,3.7,8.3,0.448,2.1,2.4,0.867,0.6,1.7,2.3,6.4,1.3,0.1,3.5,9.5,,anderda02
224,Kevin Stacom,23,BOS,SG,61,,447,5.8,12.8,0.453,2.3,2.7,0.879,2.4,2,4.4,3.9,0.9,0.2,5.2,13.9,,stacoke01
225,Gus Bailey,23,HOU,SG,47,,446,4.1,10.2,0.405,1.6,3.3,0.488,1.9,4.8,6.6,4.8,1.4,1.3,4.2,9.8,,bailegu01
226,Ken Durrett,26,2TM,SF,48,0,445,5.4,13.4,0.404,2.5,4.2,0.596,2.8,5.4,8.3,1.5,0.7,0.6,5.8,13.3,,durreke01
227,Ken Durrett,26,KCO,SF,21,,175,6.6,16,0.41,2.3,4.1,0.55,2.9,5.3,8.2,1.6,1,0.8,6.2,15.4,,durreke01
228,Ken Durrett,26,PHI,SF,27,0,270,4.7,11.7,0.398,2.7,4.3,0.625,2.8,5.5,8.3,1.3,0.5,0.5,5.6,12,,durreke01
229,Jim Owens,24,PHO,SF,41,,432,4.7,12.1,0.386,1,1.3,0.75,0.6,3,3.6,4.1,1.3,0.2,2.3,10.3,,owensji01
230,Bernie Fryer,25,NOJ,SG,31,,432,3.9,8.8,0.443,2.7,3.6,0.767,1.3,2.5,3.8,4.3,1.8,0,4.5,10.6,,fryerbe01
231,Stan Love,25,LAL,PF,30,,431,7.1,16.2,0.438,3.9,5.5,0.712,2.6,5.5,8.1,2.2,1.3,1.1,5.8,18.1,,lovest01
232,Bobby Wilson,24,CHI,SG,48,1,425,9.7,19.1,0.511,3.9,4.9,0.793,1.5,2.9,4.4,3,1.9,0.1,4.6,23.4,,wilsobo03
233,Dick Gibbs,26,WSB,SF,59,,424,6.3,16.1,0.389,4.1,5.4,0.75,2.2,3,5.2,1.6,1,0.3,5.1,16.6,,gibbsdi01
234,Bill Bridges,35,2TM,PF,32,,415,3,8.1,0.376,1.5,2.9,0.5,5.6,6.1,11.6,2.7,1,0.4,5.6,7.5,,bridgbi01
235,Bill Bridges,35,LAL,PF,17,,307,2.3,6.7,0.351,1.9,3.5,0.533,5.4,5.6,11,3.2,0.8,0.6,5.4,6.6,,bridgbi01
236,Bill Bridges,35,GSW,PF,15,,108,5,12,0.417,0.3,1.3,0.25,6,7.3,13.3,1.3,1.3,0,6.3,10.3,,bridgbi01
237,Len Kosmalski,23,KCO,C,67,,413,2.9,7.2,0.398,2.1,2.5,0.828,2.7,7.7,10.4,3.6,0.5,0.5,5.6,7.8,,kosmale01
238,Jesse Dark,23,NYK,SG,47,0,401,6.6,14.1,0.471,2,3.6,0.55,1.3,2,3.3,2.7,0.3,0.1,4.3,15.3,,darkje01
239,Glenn McDonald,22,BOS,SF,62,,395,6.4,16.6,0.385,2.6,3.4,0.757,1.8,4.4,6.2,2.2,0.7,0.5,5.3,15.3,,mcdongl01
240,Lou Hudson,30,ATL,SG,11,,380,9.2,21.3,0.431,4.5,5.4,0.842,1.3,3.1,4.5,3.8,1.2,0.2,3.1,22.9,,hudsolo01
241,Willie Norwood,27,DET,SF,24,,347,6.6,12.8,0.52,3.2,4.4,0.738,3.2,5.9,9.1,1.7,2.4,0,5.3,16.5,,norwowi01
242,Steve Bracey,24,GSW,SG,42,,340,5.7,13.8,0.415,2.6,4,0.658,1.1,3,4,5.5,1.5,0.1,4.3,14.1,,bracest01
243,Rick Roberson,27,NOJ,C,16,,339,5.1,11.5,0.444,2.4,4.2,0.575,4.1,8.4,12.5,2.4,0.7,0.8,5.2,12.6,,roberri01
244,Mickey Johnson,22,CHI,PF,38,3,291,6.6,14.6,0.449,4.6,7.2,0.638,4,7.7,11.6,2.5,1.2,1.4,7.1,17.7,,johnsmi01
245,Lamar Green,27,NOJ,C,15,,280,3.1,9,0.343,1.2,2.6,0.45,3.6,10.4,14,2.1,0.5,0.6,4.9,7.3,,greenla01
246,Al Eberhard,22,DET,SF,34,,277,4,11,0.365,2.2,2.7,0.81,2.3,3.8,6.1,2.1,1.7,0.1,4.3,10.3,,eberhal01
247,John Brisker,27,SEA,SG,21,,276,7.8,18.4,0.426,5.5,6.4,0.857,2,2.3,4.3,2.5,0.9,0.4,4.3,21.1,,briskjo01
248,Bill Ligon,22,DET,SG,38,,272,7.3,18.9,0.385,2.1,3.3,0.64,1.9,1.6,3.4,3.3,1.1,1.2,4.1,16.7,,ligonbi01
249,Luke Witte,24,CLE,C,39,,271,4.4,12.8,0.344,2.5,4.1,0.613,5,7.2,12.2,2,0.5,2.9,5.6,11.3,,wittelu01
250,Leon Benbow,24,CHI,SG,39,1,252,5,13.4,0.372,2.1,2.6,0.833,2,3.4,5.4,3.6,1.6,0.9,5.9,12.1,,benbole01
251,Walt Wesley,30,2TM,C,45,0,247,6.1,13.6,0.452,2.3,3.9,0.593,2.6,6.6,9.2,1.7,1,0.7,7.4,14.6,,weslewa01
252,Walt Wesley,30,PHI,C,4,0,33,5.5,9.8,0.556,2.2,4.4,0.5,4.4,4.4,8.7,1.1,0,0,8.7,13.1,,weslewa01
253,Walt Wesley,30,MIL,C,41,,214,6.2,14.1,0.44,2.4,3.9,0.609,2.4,6.9,9.3,1.9,1.2,0.8,7.2,14.8,,weslewa01
254,Don Kojis,36,KCO,SF,21,,232,7.1,15.2,0.469,3.1,4.7,0.667,2.2,3.9,6.1,1.6,1.9,0.2,4.8,17.4,,kojisdo01
255,Owen Wells,24,HOU,SF,33,,214,7.1,16.8,0.42,2.5,3.7,0.682,2,3.9,5.9,3.7,1.5,0.5,6.4,16.7,,wellsow01
256,Ben Clyde,22,BOS,SF,25,,157,7.1,16.5,0.431,1.6,2.1,0.778,3.4,6,9.4,1.1,1.1,0.7,7.8,15.8,,clydebe01
257,Don May,29,KCO,SF,29,,139,7,14,0.5,2.6,3.1,0.833,1,2.3,3.4,1.3,1,0.5,5.4,16.6,,maydo01
258,Russ Lee,25,NOJ,SF,15,,139,7.5,19.7,0.382,1.8,3.6,0.5,3.9,4.1,8,1.8,2.8,0.8,4.4,16.8,,leeru01
259,Dennis DuVal,22,WSB,PG,37,,137,6.3,17.1,0.369,3.2,4.7,0.667,2.1,3.9,6,3.7,4.2,0.5,8.9,15.8,,duvalde01
260,Frank Kendrick,24,GSW,SF,24,,121,9.2,22.9,0.403,5.4,6.5,0.818,5.7,5.1,10.7,1.8,3.3,0.9,6.5,23.8,,kendrfr01
261,Paul Ruffner,26,BUF,C,22,,103,7.7,16.4,0.468,0.3,1.7,0.2,4.2,3.5,7.7,2.4,1,1,7.7,15.7,,ruffnpa01
262,Kenny McIntosh,26,SEA,SF,6,,101,2.1,10.3,0.207,2.1,3.2,0.667,2.1,3.2,5.3,2.5,1.4,1.1,4.3,6.4,,mcintke01
263,Toby Kimball,32,NOJ,PF,3,,90,2.8,9.2,0.304,2.4,2.8,0.857,3.2,7.2,10.4,1.6,0.8,0,4.8,8,,kimbato01
264,Dean Tolson,23,SEA,PF,19,,87,6.6,15.3,0.432,4.6,7,0.647,5,4.1,9.1,2.1,1.7,2.5,5,17.8,,tolsode01
265,Connie Norman,21,PHI,SG,12,0,72,11.5,22,0.523,1,1.5,0.667,1.5,4.5,6,2,1.5,0.5,4.5,24,,normaco01
266,Perry Warbington,22,PHI,PG,5,0,70,2.1,10.8,0.19,1,1,1,1,3.1,4.1,8.2,0,0,8.2,5.1,,warbipe01
267,Dave Stallworth,33,NYK,SF,7,1,57,3.2,11.4,0.278,0,0,,3.8,8.8,12.6,1.3,1.9,1.9,6.3,6.3,,stallda01
268,Terry Driscoll,27,MIL,PF,11,,52,2.1,9,0.231,0.7,1.4,0.5,4.8,6.2,11.1,2.1,0.7,0,4.8,4.8,,driscte01
269,Bernie Harris,24,BUF,PF,11,,25,2.9,15.8,0.182,1.4,2.9,0.5,2.9,8.6,11.5,1.4,0,1.4,0,7.2,,harribe01
270,Ken Boyd,22,NOJ,SF,6,,25,10.1,18.7,0.538,7.2,15.8,0.455,4.3,2.9,7.2,2.9,4.3,0,2.9,27.4,,boydke01
271,Phil Hankinson,23,BOS,SF,3,,24,9,16.5,0.545,0,0,,1.5,9,10.5,3,1.5,0,4.5,18,,hankiph01
272,Walt Bellamy,35,NOJ,C,1,,14,5.1,5.1,1,5.1,5.1,1,0,12.9,12.9,0,0,0,5.1,15.4,,bellawa01
273,Bob Rule,30,MIL,C,1,,11,0,3.3,0,0,0,,0,0,0,6.5,0,0,6.5,0,,rulebo01
274,Steve Downing,24,BOS,C,3,,9,0,8,0,0,8,0,0,8,8,0,0,0,0,0,,downist01
275,Dick Cunningham,28,MIL,C,2,,8,0,0,,0,0,,0,9,9,4.5,0,0,4.5,0,,cunnidi01
276,Stan Washington,23,WSB,SG,1,,4,0,9,0,0,0,,0,0,0,0,0,0,9,0,,washist01
